p,k,m,logp,k_over_logp,ord2,ord3,sg,sg_over_pm1,Ckm,linf,linf_ratio,collision,coll_ratio,l2,c_linf,c_l2
367,30,15,5.9054,5.080,183,122,366,1.0000,155117520,2.733154e-03,1.0031,2.724798e-03,1.0000,2.130798e-09,0.9995,2.3811
367,30,18,5.9054,5.080,183,122,366,1.0000,86493225,2.731925e-03,1.0026,2.724798e-03,1.0000,2.148308e-09,0.9996,2.3797
367,30,21,5.9054,5.080,183,122,366,1.0000,14307150,2.745061e-03,1.0074,2.724812e-03,1.0000,1.636922e-08,0.9987,2.0359
367,40,12,5.9054,6.774,183,122,366,1.0000,5586853480,2.725747e-03,1.0003,2.724796e-03,1.0000,4.074021e-11,0.9999,3.0512
367,40,16,5.9054,6.774,183,122,366,1.0000,62852101650,2.724999e-03,1.0001,2.724796e-03,1.0000,1.778578e-12,1.0000,3.5815
367,40,20,5.9054,6.774,183,122,366,1.0000,137846528820,2.725021e-03,1.0001,2.724796e-03,1.0000,1.479848e-12,1.0000,3.6126
367,40,24,5.9054,6.774,183,122,366,1.0000,62852101650,2.725014e-03,1.0001,2.724796e-03,1.0000,1.669676e-12,1.0000,3.5922
367,40,28,5.9054,6.774,183,122,366,1.0000,5586853480,2.725968e-03,1.0004,2.724796e-03,1.0000,3.772170e-11,0.9999,3.0642
367,50,15,5.9054,8.467,183,122,366,1.0000,2250829575120,2.724837e-03,1.0000,2.724796e-03,1.0000,6.896523e-14,1.0000,4.1318
367,50,20,5.9054,8.467,183,122,366,1.0000,47129212243960,2.724801e-03,1.0000,2.724796e-03,1.0000,1.404692e-15,1.0000,4.7912
367,50,25,5.9054,8.467,183,122,366,1.0000,126410606437752,2.724801e-03,1.0000,2.724796e-03,1.0000,9.085614e-16,1.0000,4.8650
367,50,30,5.9054,8.467,183,122,366,1.0000,47129212243960,2.724802e-03,1.0000,2.724796e-03,1.0000,1.043436e-15,1.0000,4.8415
367,50,35,5.9054,8.467,183,122,366,1.0000,2250829575120,2.724842e-03,1.0000,2.724796e-03,1.0000,5.322305e-14,1.0000,4.1757
373,12,4,5.9216,2.026,372,186,372,1.0000,495,1.010101e-02,3.7677,4.558718e-03,1.7004,1.877753e-03,0.7760,0.0601
373,12,5,5.9216,2.026,372,186,372,1.0000,792,1.262626e-02,4.7096,3.810198e-03,1.4212,1.129233e-03,0.7383,0.1460
373,12,6,5.9216,2.026,372,186,372,1.0000,924,9.740260e-03,3.6331,3.600476e-03,1.3430,9.195109e-04,0.7821,0.1807
373,12,7,5.9216,2.026,372,186,372,1.0000,792,7.575758e-03,2.8258,3.660341e-03,1.3653,9.793756e-04,0.8246,0.1701
373,12,8,5.9216,2.026,372,186,372,1.0000,495,1.010101e-02,3.7677,4.183247e-03,1.5604,1.502281e-03,0.7760,0.0978
373,16,5,5.9216,2.702,372,186,372,1.0000,4368,5.952381e-03,2.2202,2.898306e-03,1.0811,2.173404e-04,0.8653,0.4243
373,16,6,5.9216,2.702,372,186,372,1.0000,8008,4.245754e-03,1.5837,2.791165e-03,1.0411,1.101997e-04,0.9224,0.5390
373,16,8,5.9216,2.702,372,186,372,1.0000,12870,3.574204e-03,1.3332,2.734693e-03,1.0200,5.372742e-05,0.9514,0.6603
373,16,10,5.9216,2.702,372,186,372,1.0000,8008,4.245754e-03,1.5837,2.771361e-03,1.0337,9.039561e-05,0.9224,0.5724
373,16,11,5.9216,2.702,372,186,372,1.0000,4368,4.807692e-03,1.7933,2.821259e-03,1.0523,1.402940e-04,0.9014,0.4982
373,20,6,5.9216,3.377,372,186,372,1.0000,38760,3.379773e-03,1.2607,2.704375e-03,1.0087,2.340969e-05,0.9609,0.8006
373,20,8,5.9216,3.377,372,186,372,1.0000,125970,3.040406e-03,1.1341,2.687694e-03,1.0025,6.728765e-06,0.9788,1.0111
373,20,10,5.9216,3.377,372,186,372,1.0000,184756,2.922774e-03,1.0902,2.683778e-03,1.0010,2.812373e-06,0.9854,1.1585
373,20,12,5.9216,3.377,372,186,372,1.0000,125970,3.024530e-03,1.1281,2.685633e-03,1.0017,4.667945e-06,0.9796,1.0729
373,20,14,5.9216,3.377,372,186,372,1.0000,38760,3.302374e-03,1.2318,2.696435e-03,1.0058,1.547006e-05,0.9648,0.8705
373,24,7,5.9216,4.053,372,186,372,1.0000,346104,2.883526e-03,1.0756,2.683190e-03,1.0008,2.225296e-06,0.9877,1.1980
373,24,10,5.9216,4.053,372,186,372,1.0000,1961256,2.755887e-03,1.0279,2.681237e-03,1.0001,2.715788e-07,0.9953,1.5532
373,24,12,5.9216,4.053,372,186,372,1.0000,2704156,2.735789e-03,1.0204,2.681115e-03,1.0001,1.496695e-07,0.9966,1.6538
373,24,14,5.9216,4.053,372,186,372,1.0000,1961256,2.739571e-03,1.0219,2.681134e-03,1.0001,1.684910e-07,0.9963,1.6338
373,24,17,5.9216,4.053,372,186,372,1.0000,346104,2.822851e-03,1.0529,2.681987e-03,1.0004,1.021953e-06,0.9913,1.3294
373,30,9,5.9216,5.066,372,186,372,1.0000,14307150,2.716893e-03,1.0134,2.681018e-03,1.0000,5.300109e-08,0.9978,1.8291
373,30,12,5.9216,5.066,372,186,372,1.0000,86493225,2.691471e-03,1.0039,2.680971e-03,1.0000,5.991932e-09,0.9993,2.1973
373,30,15,5.9216,5.066,372,186,372,1.0000,155117520,2.687343e-03,1.0024,2.680967e-03,1.0000,1.625881e-09,0.9996,2.4175
373,30,18,5.9216,5.066,372,186,372,1.0000,86493225,2.687887e-03,1.0026,2.680968e-03,1.0000,2.512180e-09,0.9996,2.3441
373,30,21,5.9216,5.066,372,186,372,1.0000,14307150,2.702425e-03,1.0080,2.680984e-03,1.0000,1.862444e-08,0.9987,2.0058
373,40,12,5.9216,6.755,372,186,372,1.0000,5586853480,2.682664e-03,1.0006,2.680965e-03,1.0000,1.562037e-10,0.9999,2.8131
373,40,16,5.9216,6.755,372,186,372,1.0000,62852101650,2.681336e-03,1.0001,2.680965e-03,1.0000,9.096480e-12,1.0000,3.2933
373,40,20,5.9216,6.755,372,186,372,1.0000,137846528820,2.681102e-03,1.0001,2.680965e-03,1.0000,7.361828e-13,1.0000,3.7179
373,40,24,5.9216,6.755,372,186,372,1.0000,62852101650,2.681123e-03,1.0001,2.680965e-03,1.0000,1.117096e-12,1.0000,3.6475
373,40,28,5.9216,6.755,372,186,372,1.0000,5586853480,2.681726e-03,1.0003,2.680965e-03,1.0000,3.975465e-11,1.0000,3.0442
373,50,15,5.9216,8.444,372,186,372,1.0000,2250829575120,2.681055e-03,1.0000,2.680965e-03,1.0000,3.649199e-13,1.0000,3.8364
373,50,20,5.9216,8.444,372,186,372,1.0000,47129212243960,2.680980e-03,1.0000,2.680965e-03,1.0000,1.032811e-14,1.0000,4.4384
373,50,25,5.9216,8.444,372,186,372,1.0000,126410606437752,2.680969e-03,1.0000,2.680965e-03,1.0000,4.263083e-16,1.0000,4.9767
373,50,30,5.9216,8.444,372,186,372,1.0000,47129212243960,2.680969e-03,1.0000,2.680965e-03,1.0000,6.392456e-16,1.0000,4.9083
373,50,35,5.9216,8.444,372,186,372,1.0000,2250829575120,2.681011e-03,1.0000,2.680965e-03,1.0000,7.653557e-14,1.0000,4.1002
379,12,4,5.9375,2.021,378,378,378,1.0000,495,1.010101e-02,3.8283,4.305683e-03,1.6319,1.667161e-03,0.7739,0.0773
379,12,5,5.9375,2.021,378,378,378,1.0000,792,8.838384e-03,3.3497,3.679471e-03,1.3945,1.040949e-03,0.7964,0.1566
379,12,6,5.9375,2.021,378,378,378,1.0000,924,7.575758e-03,2.8712,3.555968e-03,1.3477,9.174454e-04,0.8224,0.1779
379,12,7,5.9375,2.021,378,378,378,1.0000,792,7.575758e-03,2.8712,3.717733e-03,1.4090,1.079210e-03,0.8224,0.1506
379,12,8,5.9375,2.021,378,378,378,1.0000,495,1.010101e-02,3.8283,4.697480e-03,1.7803,2.058957e-03,0.7739,0.0418
379,16,5,5.9375,2.695,378,378,378,1.0000,4368,4.349817e-03,1.6486,2.812559e-03,1.0660,1.740363e-04,0.9158,0.4579
379,16,6,5.9375,2.695,378,378,378,1.0000,8008,4.370629e-03,1.6565,2.731098e-03,1.0351,9.257515e-05,0.9150,0.5642
379,16,8,5.9375,2.695,378,378,378,1.0000,12870,3.885004e-03,1.4724,2.691816e-03,1.0202,5.329322e-05,0.9348,0.6572
379,16,10,5.9375,2.695,378,378,378,1.0000,8008,3.996004e-03,1.5145,2.748344e-03,1.0416,1.098219e-04,0.9301,0.5354
379,16,11,5.9375,2.695,378,378,378,1.0000,4368,4.578755e-03,1.7353,2.867592e-03,1.0868,2.290694e-04,0.9072,0.4116
379,20,6,5.9375,3.368,378,378,378,1.0000,38760,3.173375e-03,1.2027,2.655550e-03,1.0065,1.702716e-05,0.9689,0.8494
379,20,8,5.9375,3.368,378,378,378,1.0000,125970,2.953084e-03,1.1192,2.643512e-03,1.0019,4.989198e-06,0.9810,1.0561
379,20,10,5.9375,3.368,378,378,378,1.0000,184756,2.971487e-03,1.1262,2.643397e-03,1.0018,4.874461e-06,0.9800,1.0600
379,20,12,5.9375,3.368,378,378,378,1.0000,125970,3.095975e-03,1.1734,2.644707e-03,1.0023,6.184527e-06,0.9731,1.0199
379,20,14,5.9375,3.368,378,378,378,1.0000,38760,3.353973e-03,1.2712,2.662955e-03,1.0093,2.443296e-05,0.9596,0.7885
379,24,7,5.9375,4.042,378,378,378,1.0000,346104,2.822851e-03,1.0699,2.640099e-03,1.0006,1.576346e-06,0.9886,1.2502
379,24,10,5.9375,4.042,378,378,378,1.0000,1961256,2.718156e-03,1.0302,2.638788e-03,1.0001,2.655744e-07,0.9950,1.5501
379,24,12,5.9375,4.042,378,378,378,1.0000,2704156,2.725434e-03,1.0329,2.638804e-03,1.0001,2.813954e-07,0.9945,1.5404
379,24,14,5.9375,4.042,378,378,378,1.0000,1961256,2.747219e-03,1.0412,2.638984e-03,1.0002,4.613828e-07,0.9932,1.4571
379,24,17,5.9375,4.042,378,378,378,1.0000,346104,2.863301e-03,1.0852,2.641054e-03,1.0010,2.531250e-06,0.9862,1.1704
379,30,9,5.9375,5.053,378,378,378,1.0000,14307150,2.664262e-03,1.0098,2.638552e-03,1.0000,2.958761e-08,0.9984,1.9197
379,30,12,5.9375,5.053,378,378,378,1.0000,86493225,2.650554e-03,1.0046,2.638527e-03,1.0000,4.718806e-09,0.9992,2.2289
379,30,15,5.9375,5.053,378,378,378,1.0000,155117520,2.662130e-03,1.0089,2.638526e-03,1.0000,4.018962e-09,0.9985,2.2559
379,30,18,5.9375,5.053,378,378,378,1.0000,86493225,2.656069e-03,1.0067,2.638534e-03,1.0000,1.115145e-08,0.9989,2.0841
379,30,21,5.9375,5.053,378,378,378,1.0000,14307150,2.680059e-03,1.0157,2.638585e-03,1.0000,6.250065e-08,0.9974,1.7938
379,40,12,5.9375,6.737,378,378,378,1.0000,5586853480,2.639397e-03,1.0003,2.638522e-03,1.0000,3.996017e-11,0.9999,3.0325
379,40,16,5.9375,6.737,378,378,378,1.0000,62852101650,2.638835e-03,1.0001,2.638522e-03,1.0000,4.487021e-12,1.0000,3.4008
379,40,20,5.9375,6.737,378,378,378,1.0000,137846528820,2.638922e-03,1.0002,2.638522e-03,1.0000,5.071582e-12,1.0000,3.3802
379,40,24,5.9375,6.737,378,378,378,1.0000,62852101650,2.639178e-03,1.0002,2.638522e-03,1.0000,1.523701e-11,1.0000,3.1949
379,40,28,5.9375,6.737,378,378,378,1.0000,5586853480,2.640096e-03,1.0006,2.638523e-03,1.0000,1.535282e-10,0.9999,2.8058
379,50,15,5.9375,8.421,378,378,378,1.0000,2250829575120,2.638576e-03,1.0000,2.638522e-03,1.0000,5.382240e-14,1.0000,4.1458
379,50,20,5.9375,8.421,378,378,378,1.0000,47129212243960,2.638531e-03,1.0000,2.638522e-03,1.0000,3.478988e-15,1.0000,4.6070
379,50,25,5.9375,8.421,378,378,378,1.0000,126410606437752,2.638532e-03,1.0000,2.638522e-03,1.0000,5.264018e-15,1.0000,4.5373
379,50,30,5.9375,8.421,378,378,378,1.0000,47129212243960,2.638544e-03,1.0000,2.638522e-03,1.0000,2.542411e-14,1.0000,4.2721
379,50,35,5.9375,8.421,378,378,378,1.0000,2250829575120,2.638590e-03,1.0000,2.638522e-03,1.0000,2.297346e-13,1.0000,3.9013
383,12,4,5.9480,2.017,191,191,191,0.5000,495,1.010101e-02,3.8687,4.158759e-03,1.5928,1.547793e-03,0.7725,0.0879
383,12,5,5.9480,2.017,191,191,191,0.5000,792,8.838384e-03,3.3851,3.558310e-03,1.3628,9.473443e-04,0.7950,0.1704
383,12,6,5.9480,2.017,191,191,191,0.5000,924,7.575758e-03,2.9015,3.370908e-03,1.2911,7.599415e-04,0.8209,0.2075
383,12,7,5.9480,2.017,191,191,191,0.5000,792,7.575758e-03,2.9015,3.548745e-03,1.3592,9.377790e-04,0.8209,0.1722
383,12,8,5.9480,2.017,191,191,191,0.5000,495,1.010101e-02,3.8687,4.093460e-03,1.5678,1.482494e-03,0.7725,0.0952
383,16,5,5.9480,2.690,191,191,191,0.5000,4368,4.578755e-03,1.7537,2.778071e-03,1.0640,1.671052e-04,0.9056,0.4621
383,16,6,5.9480,2.690,191,191,191,0.5000,8008,3.871129e-03,1.4826,2.683568e-03,1.0278,7.260162e-05,0.9338,0.6023
383,16,8,5.9480,2.690,191,191,191,0.5000,12870,3.496503e-03,1.3392,2.651160e-03,1.0154,4.019440e-05,0.9509,0.7017
383,16,10,5.9480,2.690,191,191,191,0.5000,8008,3.746254e-03,1.4348,2.688215e-03,1.0296,7.724858e-05,0.9393,0.5919
383,16,11,5.9480,2.690,191,191,191,0.5000,4368,4.578755e-03,1.7537,2.776709e-03,1.0635,1.657425e-04,0.9056,0.4635
383,20,6,5.9480,3.362,191,191,191,0.5000,38760,3.095975e-03,1.1858,2.625835e-03,1.0057,1.486851e-05,0.9714,0.8689
383,20,8,5.9480,3.362,191,191,191,0.5000,125970,2.865762e-03,1.0976,2.614060e-03,1.0012,3.093778e-06,0.9843,1.1328
383,20,10,5.9480,3.362,191,191,191,0.5000,184756,2.863236e-03,1.0966,2.613179e-03,1.0008,2.213146e-06,0.9845,1.1891
383,20,12,5.9480,3.362,191,191,191,0.5000,125970,2.945146e-03,1.1280,2.614617e-03,1.0014,3.651362e-06,0.9798,1.1050
383,20,14,5.9480,3.362,191,191,191,0.5000,38760,3.199174e-03,1.2253,2.627121e-03,1.0062,1.615450e-05,0.9658,0.8550
383,24,7,5.9480,4.035,191,191,191,0.5000,346104,2.773733e-03,1.0623,2.612212e-03,1.0005,1.246262e-06,0.9898,1.2857
383,24,10,5.9480,4.035,191,191,191,0.5000,1961256,2.657481e-03,1.0178,2.611111e-03,1.0001,1.449046e-07,0.9970,1.6475
383,24,12,5.9480,4.035,191,191,191,0.5000,2704156,2.661089e-03,1.0192,2.611088e-03,1.0000,1.215623e-07,0.9968,1.6770
383,24,14,5.9480,4.035,191,191,191,0.5000,1961256,2.667168e-03,1.0215,2.611116e-03,1.0001,1.495576e-07,0.9964,1.6421
383,24,17,5.9480,4.035,191,191,191,0.5000,346104,2.770843e-03,1.0612,2.612405e-03,1.0006,1.439003e-06,0.9900,1.2615
383,30,9,5.9480,5.044,191,191,191,0.5000,14307150,2.628686e-03,1.0068,2.610983e-03,1.0000,1.656181e-08,0.9989,2.0121
383,30,12,5.9480,5.044,191,191,191,0.5000,86493225,2.619431e-03,1.0032,2.610968e-03,1.0000,2.117417e-09,0.9995,2.3579
383,30,15,5.9480,5.044,191,191,191,0.5000,155117520,2.615952e-03,1.0019,2.610967e-03,1.0000,1.119460e-09,0.9997,2.4651
383,30,18,5.9480,5.044,191,191,191,0.5000,86493225,2.616494e-03,1.0021,2.610968e-03,1.0000,2.149693e-09,0.9996,2.3554
383,30,21,5.9480,5.044,191,191,191,0.5000,14307150,2.636863e-03,1.0099,2.610996e-03,1.0000,3.036588e-08,0.9983,1.9102
383,40,12,5.9480,6.725,191,191,191,0.5000,5586853480,2.611787e-03,1.0003,2.610966e-03,1.0000,1.938796e-11,0.9999,3.1470
383,40,16,5.9480,6.725,191,191,191,0.5000,62852101650,2.611136e-03,1.0001,2.610966e-03,1.0000,1.769552e-12,1.0000,3.5495
383,40,20,5.9480,6.725,191,191,191,0.5000,137846528820,2.611069e-03,1.0000,2.610966e-03,1.0000,5.832388e-13,1.0000,3.7360
383,40,24,5.9480,6.725,191,191,191,0.5000,62852101650,2.611244e-03,1.0001,2.610966e-03,1.0000,1.166415e-12,1.0000,3.6195
383,40,28,5.9480,6.725,191,191,191,0.5000,5586853480,2.612450e-03,1.0006,2.610966e-03,1.0000,7.914261e-11,0.9999,2.9105
383,50,15,5.9480,8.406,191,191,191,0.5000,2250829575120,2.610991e-03,1.0000,2.610966e-03,1.0000,2.564789e-14,1.0000,4.2613
383,50,20,5.9480,8.406,191,191,191,0.5000,47129212243960,2.610970e-03,1.0000,2.610966e-03,1.0000,1.068590e-15,1.0000,4.7956
383,50,25,5.9480,8.406,191,191,191,0.5000,126410606437752,2.610968e-03,1.0000,2.610966e-03,1.0000,1.938553e-16,1.0000,5.0826
383,50,30,5.9480,8.406,191,191,191,0.5000,47129212243960,2.610970e-03,1.0000,2.610966e-03,1.0000,1.028691e-15,1.0000,4.8020
383,50,35,5.9480,8.406,191,191,191,0.5000,2250829575120,2.611020e-03,1.0000,2.610966e-03,1.0000,1.244586e-13,1.0000,3.9957
389,12,4,5.9636,2.012,388,388,388,1.0000,495,1.010101e-02,3.9293,4.158759e-03,1.6178,1.588065e-03,0.7705,0.0808
389,12,5,5.9636,2.012,388,388,388,1.0000,792,7.575758e-03,2.9470,3.475411e-03,1.3519,9.047166e-04,0.8188,0.1751
389,12,6,5.9636,2.012,388,388,388,1.0000,924,6.493506e-03,2.5260,3.328742e-03,1.2949,7.580479e-04,0.8446,0.2048
389,12,7,5.9636,2.012,388,388,388,1.0000,792,7.575758e-03,2.9470,3.561499e-03,1.3854,9.908047e-04,0.8188,0.1599
389,12,8,5.9636,2.012,388,388,388,1.0000,495,1.010101e-02,3.9293,4.248546e-03,1.6527,1.677852e-03,0.7705,0.0715
389,16,5,5.9636,2.683,388,388,388,1.0000,4368,5.036630e-03,1.9592,2.746519e-03,1.0684,1.758249e-04,0.8872,0.4498
389,16,6,5.9636,2.683,388,388,388,1.0000,8008,3.746254e-03,1.4573,2.654501e-03,1.0326,8.380676e-05,0.9369,0.5741
389,16,8,5.9636,2.683,388,388,388,1.0000,12870,3.574204e-03,1.3904,2.613934e-03,1.0168,4.324037e-05,0.9447,0.6850
389,16,10,5.9636,2.683,388,388,388,1.0000,8008,3.496503e-03,1.3601,2.641090e-03,1.0274,7.039609e-05,0.9484,0.6033
389,16,11,5.9636,2.683,388,388,388,1.0000,4368,4.578755e-03,1.7811,2.729642e-03,1.0618,1.589481e-04,0.9032,0.4667
389,20,6,5.9636,3.354,388,388,388,1.0000,38760,3.276574e-03,1.2746,2.590230e-03,1.0076,1.953596e-05,0.9593,0.8182
389,20,8,5.9636,3.354,388,388,388,1.0000,125970,2.905454e-03,1.1302,2.575089e-03,1.0017,4.394559e-06,0.9795,1.0684
389,20,10,5.9636,3.354,388,388,388,1.0000,184756,2.798285e-03,1.0885,2.572816e-03,1.0008,2.121475e-06,0.9858,1.1905
389,20,12,5.9636,3.354,388,388,388,1.0000,125970,2.849885e-03,1.1086,2.573622e-03,1.0011,2.927874e-06,0.9827,1.1365
389,20,14,5.9636,3.354,388,388,388,1.0000,38760,3.018576e-03,1.1742,2.579861e-03,1.0036,9.166791e-06,0.9731,0.9451
389,24,7,5.9636,4.024,388,388,388,1.0000,346104,2.802626e-03,1.0902,2.572876e-03,1.0008,2.182332e-06,0.9855,1.1858
389,24,10,5.9636,4.024,388,388,388,1.0000,1961256,2.645754e-03,1.0292,2.570912e-03,1.0001,2.174593e-07,0.9952,1.5725
389,24,12,5.9636,4.024,388,388,388,1.0000,2704156,2.617083e-03,1.0180,2.570806e-03,1.0000,1.120750e-07,0.9970,1.6836
389,24,14,5.9636,4.024,388,388,388,1.0000,1961256,2.643714e-03,1.0284,2.570848e-03,1.0001,1.542750e-07,0.9953,1.6301
389,24,17,5.9636,4.024,388,388,388,1.0000,346104,2.681275e-03,1.0430,2.571360e-03,1.0003,6.662197e-07,0.9929,1.3848
389,30,9,5.9636,5.031,388,388,388,1.0000,14307150,2.603733e-03,1.0129,2.570741e-03,1.0000,4.680766e-08,0.9979,1.8300
389,30,12,5.9636,5.031,388,388,388,1.0000,86493225,2.585324e-03,1.0057,2.570699e-03,1.0000,4.456804e-09,0.9990,2.2244
389,30,15,5.9636,5.031,388,388,388,1.0000,155117520,2.576176e-03,1.0021,2.570696e-03,1.0000,1.477909e-09,0.9996,2.4095
389,30,18,5.9636,5.031,388,388,388,1.0000,86493225,2.576040e-03,1.0021,2.570696e-03,1.0000,2.039449e-09,0.9997,2.3555
389,30,21,5.9636,5.031,388,388,388,1.0000,14307150,2.582834e-03,1.0047,2.570701e-03,1.0000,7.368397e-09,0.9992,2.1401
389,40,12,5.9636,6.707,388,388,388,1.0000,5586853480,2.572073e-03,1.0005,2.570694e-03,1.0000,8.099500e-11,0.9999,2.8964
389,40,16,5.9636,6.707,388,388,388,1.0000,62852101650,2.571137e-03,1.0002,2.570694e-03,1.0000,6.524046e-12,1.0000,3.3188
389,40,20,5.9636,6.707,388,388,388,1.0000,137846528820,2.570824e-03,1.0001,2.570694e-03,1.0000,7.197233e-13,1.0000,3.6884
389,40,24,5.9636,6.707,388,388,388,1.0000,62852101650,2.570920e-03,1.0001,2.570694e-03,1.0000,1.871360e-12,1.0000,3.5282
389,40,28,5.9636,6.707,388,388,388,1.0000,5586853480,2.571209e-03,1.0002,2.570694e-03,1.0000,1.124918e-11,1.0000,3.2274
389,50,15,5.9636,8.384,388,388,388,1.0000,2250829575120,2.570734e-03,1.0000,2.570694e-03,1.0000,8.291067e-14,1.0000,4.0508
389,50,20,5.9636,8.384,388,388,388,1.0000,47129212243960,2.570707e-03,1.0000,2.570694e-03,1.0000,5.778364e-15,1.0000,4.4975
389,50,25,5.9636,8.384,388,388,388,1.0000,126410606437752,2.570699e-03,1.0000,2.570694e-03,1.0000,7.029967e-16,1.0000,4.8507
389,50,30,5.9636,8.384,388,388,388,1.0000,47129212243960,2.570700e-03,1.0000,2.570694e-03,1.0000,7.689162e-16,1.0000,4.8357
389,50,35,5.9636,8.384,388,388,388,1.0000,2250829575120,2.570711e-03,1.0000,2.570694e-03,1.0000,1.680297e-14,1.0000,4.3185
397,12,4,5.9839,2.005,44,198,396,1.0000,495,8.080808e-03,3.2081,3.938374e-03,1.5635,1.419482e-03,0.8052,0.0958
397,12,5,5.9839,2.005,44,198,396,1.0000,792,6.313131e-03,2.5063,3.408453e-03,1.3532,8.895615e-04,0.8465,0.1739
397,12,6,5.9839,2.005,44,198,396,1.0000,924,7.575758e-03,3.0076,3.370908e-03,1.3383,8.520159e-04,0.8160,0.1811
397,12,7,5.9839,2.005,44,198,396,1.0000,792,7.575758e-03,3.0076,3.580630e-03,1.4215,1.061738e-03,0.8160,0.1444
397,12,8,5.9839,2.005,44,198,396,1.0000,495,1.010101e-02,4.0101,4.207734e-03,1.6705,1.688842e-03,0.7679,0.0668
397,16,5,5.9839,2.674,44,198,396,1.0000,4368,3.891941e-03,1.5451,2.640646e-03,1.0483,1.217541e-04,0.9273,0.5063
397,16,6,5.9839,2.674,44,198,396,1.0000,8008,3.496503e-03,1.3881,2.588945e-03,1.0278,7.005283e-05,0.9452,0.5987
397,16,8,5.9839,2.674,44,198,396,1.0000,12870,4.118104e-03,1.6349,2.575453e-03,1.0225,5.656100e-05,0.9179,0.6344
397,16,10,5.9839,2.674,44,198,396,1.0000,8008,3.746254e-03,1.4873,2.615236e-03,1.0382,9.634398e-05,0.9337,0.5454
397,16,11,5.9839,2.674,44,198,396,1.0000,4368,4.120879e-03,1.6360,2.686035e-03,1.0664,1.671433e-04,0.9177,0.4533
397,20,6,5.9839,3.342,44,198,396,1.0000,38760,3.044376e-03,1.2086,2.531286e-03,1.0049,1.239422e-05,0.9683,0.8881
397,20,8,5.9839,3.342,44,198,396,1.0000,125970,2.818131e-03,1.1188,2.522924e-03,1.0016,4.032036e-06,0.9812,1.0758
397,20,10,5.9839,3.342,44,198,396,1.0000,184756,2.760397e-03,1.0959,2.521811e-03,1.0012,2.919180e-06,0.9847,1.1297
397,20,12,5.9839,3.342,44,198,396,1.0000,125970,2.818131e-03,1.1188,2.522943e-03,1.0016,4.051193e-06,0.9812,1.0750
397,20,14,5.9839,3.342,44,198,396,1.0000,38760,3.070175e-03,1.2189,2.534372e-03,1.0061,1.548008e-05,0.9669,0.8509
397,24,7,5.9839,4.011,44,198,396,1.0000,346104,2.669718e-03,1.0599,2.520036e-03,1.0005,1.143954e-06,0.9903,1.2863
397,24,10,5.9839,4.011,44,198,396,1.0000,1961256,2.603944e-03,1.0338,2.519131e-03,1.0001,2.388284e-07,0.9945,1.5481
397,24,12,5.9839,4.011,44,198,396,1.0000,2704156,2.574925e-03,1.0222,2.519061e-03,1.0001,1.694165e-07,0.9963,1.6055
397,24,14,5.9839,4.011,44,198,396,1.0000,1961256,2.602924e-03,1.0334,2.519100e-03,1.0001,2.082086e-07,0.9945,1.5710
397,24,17,5.9839,4.011,44,198,396,1.0000,346104,2.687054e-03,1.0668,2.520390e-03,1.0006,1.498046e-06,0.9892,1.2412
397,30,9,5.9839,5.013,44,198,396,1.0000,14307150,2.542715e-03,1.0095,2.518915e-03,1.0000,2.286246e-08,0.9984,1.9402
397,30,12,5.9839,5.013,44,198,396,1.0000,86493225,2.525296e-03,1.0025,2.518895e-03,1.0000,3.431136e-09,0.9996,2.2571
397,30,15,5.9839,5.013,44,198,396,1.0000,155117520,2.526085e-03,1.0029,2.518894e-03,1.0000,2.483502e-09,0.9995,2.3111
397,30,18,5.9839,5.013,44,198,396,1.0000,86493225,2.526441e-03,1.0030,2.518894e-03,1.0000,2.672962e-09,0.9995,2.2988
397,30,21,5.9839,5.013,44,198,396,1.0000,14307150,2.537752e-03,1.0075,2.518911e-03,1.0000,1.905434e-08,0.9988,1.9706
397,40,12,5.9839,6.685,44,198,396,1.0000,5586853480,2.520138e-03,1.0005,2.518892e-03,1.0000,5.619319e-11,0.9999,2.9443
397,40,16,5.9839,6.685,44,198,396,1.0000,62852101650,2.519165e-03,1.0001,2.518892e-03,1.0000,2.743298e-12,1.0000,3.4489
397,40,20,5.9839,6.685,44,198,396,1.0000,137846528820,2.519071e-03,1.0001,2.518892e-03,1.0000,1.274124e-12,1.0000,3.5770
397,40,24,5.9839,6.685,44,198,396,1.0000,62852101650,2.519152e-03,1.0001,2.518892e-03,1.0000,1.870939e-12,1.0000,3.5128
397,40,28,5.9839,6.685,44,198,396,1.0000,5586853480,2.519658e-03,1.0003,2.518892e-03,1.0000,2.103365e-11,0.9999,3.1085
397,50,15,5.9839,8.356,44,198,396,1.0000,2250829575120,2.518927e-03,1.0000,2.518892e-03,1.0000,7.741507e-14,1.0000,4.0451
397,50,20,5.9839,8.356,44,198,396,1.0000,47129212243960,2.518900e-03,1.0000,2.518892e-03,1.0000,2.242130e-15,1.0000,4.6370
397,50,25,5.9839,8.356,44,198,396,1.0000,126410606437752,2.518895e-03,1.0000,2.518892e-03,1.0000,5.898060e-16,1.0000,4.8601
397,50,30,5.9839,8.356,44,198,396,1.0000,47129212243960,2.518897e-03,1.0000,2.518892e-03,1.0000,1.010476e-15,1.0000,4.7702
397,50,35,5.9839,8.356,44,198,396,1.0000,2250829575120,2.518917e-03,1.0000,2.518892e-03,1.0000,3.259329e-14,1.0000,4.1897
