p,k,m,logp,k_over_logp,ord2,ord3,sg,sg_over_pm1,Ckm,linf,linf_ratio,collision,coll_ratio,l2,c_linf,c_l2
89,50,35,4.4886,11.139,11,88,88,1.0000,2250829575120,1.123598e-02,1.0000,1.123596e-02,1.0000,9.990272e-15,1.0000,6.1820
97,12,4,4.5747,2.623,48,48,48,0.5000,495,1.818182e-02,1.7636,1.131721e-02,1.0978,1.007934e-03,0.8760,0.5083
97,12,5,4.5747,2.623,48,48,48,0.5000,792,1.515152e-02,1.4697,1.081841e-02,1.0494,5.091330e-04,0.9158,0.6575
97,12,6,4.5747,2.623,48,48,48,0.5000,924,1.623377e-02,1.5747,1.078503e-02,1.0461,4.757519e-04,0.9007,0.6724
97,12,7,4.5747,2.623,48,48,48,0.5000,792,1.641414e-02,1.5922,1.097146e-02,1.0642,6.621786e-04,0.8983,0.6001
97,12,8,4.5747,2.623,48,48,48,0.5000,495,2.222222e-02,2.1556,1.151311e-02,1.1168,1.203833e-03,0.8321,0.4694
97,16,5,4.5747,3.497,48,48,48,0.5000,4368,1.236264e-02,1.1992,1.038805e-02,1.0076,7.877110e-05,0.9603,1.0655
97,16,6,4.5747,3.497,48,48,48,0.5000,8008,1.186314e-02,1.1507,1.034658e-02,1.0036,3.729940e-05,0.9693,1.2289
97,16,8,4.5747,3.497,48,48,48,0.5000,12870,1.181041e-02,1.1456,1.034017e-02,1.0030,3.089343e-05,0.9703,1.2701
97,16,10,4.5747,3.497,48,48,48,0.5000,8008,1.373626e-02,1.3324,1.035584e-02,1.0045,4.656211e-05,0.9373,1.1804
97,16,11,4.5747,3.497,48,48,48,0.5000,4368,1.373626e-02,1.3324,1.042673e-02,1.0114,1.174515e-04,0.9373,0.9782
97,20,6,4.5747,4.372,48,48,48,0.5000,38760,1.091331e-02,1.0586,1.031605e-02,1.0007,6.775777e-06,0.9876,1.6017
97,20,8,4.5747,4.372,48,48,48,0.5000,125970,1.060570e-02,1.0288,1.031086e-02,1.0002,1.583884e-06,0.9938,1.9194
97,20,10,4.5747,4.372,48,48,48,0.5000,184756,1.059235e-02,1.0275,1.031050e-02,1.0001,1.221227e-06,0.9941,1.9763
97,20,12,4.5747,4.372,48,48,48,0.5000,125970,1.117726e-02,1.0842,1.031351e-02,1.0004,4.232286e-06,0.9823,1.7046
97,20,14,4.5747,4.372,48,48,48,0.5000,38760,1.210010e-02,1.1737,1.032149e-02,1.0012,1.220864e-05,0.9650,1.4730
97,24,7,4.5747,5.246,48,48,48,0.5000,346104,1.049396e-02,1.0179,1.030983e-02,1.0001,5.527879e-07,0.9961,2.1496
97,24,10,4.5747,5.246,48,48,48,0.5000,1961256,1.036275e-02,1.0052,1.030933e-02,1.0000,5.423213e-08,0.9989,2.6571
97,24,12,4.5747,5.246,48,48,48,0.5000,2704156,1.038845e-02,1.0077,1.030933e-02,1.0000,5.263167e-08,0.9983,2.6636
97,24,14,4.5747,5.246,48,48,48,0.5000,1961256,1.041577e-02,1.0103,1.030946e-02,1.0000,1.780077e-07,0.9978,2.3973
97,24,17,4.5747,5.246,48,48,48,0.5000,346104,1.077711e-02,1.0454,1.031115e-02,1.0002,1.873905e-06,0.9903,1.8827
97,30,9,4.5747,6.558,48,48,48,0.5000,14307150,1.033295e-02,1.0023,1.030929e-02,1.0000,7.429652e-09,0.9995,3.0916
97,30,12,4.5747,6.558,48,48,48,0.5000,86493225,1.031598e-02,1.0006,1.030928e-02,1.0000,5.674927e-10,0.9999,3.6538
97,30,15,4.5747,6.558,48,48,48,0.5000,155117520,1.031992e-02,1.0010,1.030928e-02,1.0000,7.276733e-10,0.9998,3.5995
97,30,18,4.5747,6.558,48,48,48,0.5000,86493225,1.033549e-02,1.0025,1.030928e-02,1.0000,3.240431e-09,0.9994,3.2730
97,30,21,4.5747,6.558,48,48,48,0.5000,14307150,1.039410e-02,1.0082,1.030937e-02,1.0000,9.433346e-08,0.9982,2.5361
97,40,12,4.5747,8.744,48,48,48,0.5000,5586853480,1.031001e-02,1.0001,1.030928e-02,1.0000,1.139750e-11,1.0000,4.5080
97,40,16,4.5747,8.744,48,48,48,0.5000,62852101650,1.030946e-02,1.0000,1.030928e-02,1.0000,6.683421e-13,1.0000,5.1280
97,40,20,4.5747,8.744,48,48,48,0.5000,137846528820,1.030942e-02,1.0000,1.030928e-02,1.0000,3.779078e-13,1.0000,5.2527
97,40,24,4.5747,8.744,48,48,48,0.5000,62852101650,1.030988e-02,1.0001,1.030928e-02,1.0000,5.564445e-12,1.0000,4.6648
97,40,28,4.5747,8.744,48,48,48,0.5000,5586853480,1.031524e-02,1.0006,1.030928e-02,1.0000,1.030786e-10,0.9999,4.0267
97,50,15,4.5747,10.930,48,48,48,0.5000,2250829575120,1.030932e-02,1.0000,1.030928e-02,1.0000,2.190262e-14,1.0000,5.8752
97,50,20,4.5747,10.930,48,48,48,0.5000,47129212243960,1.030928e-02,1.0000,1.030928e-02,1.0000,3.868433e-16,1.0000,6.7575
97,50,25,4.5747,10.930,48,48,48,0.5000,126410606437752,1.030928e-02,1.0000,1.030928e-02,1.0000,1.665335e-16,1.0000,6.9418
97,50,30,4.5747,10.930,48,48,48,0.5000,47129212243960,1.030930e-02,1.0000,1.030928e-02,1.0000,6.316128e-15,1.0000,6.1470
97,50,35,4.5747,10.930,48,48,48,0.5000,2250829575120,1.030959e-02,1.0000,1.030928e-02,1.0000,1.043046e-12,1.0000,5.0307
101,12,4,4.6151,2.600,100,100,100,1.0000,495,2.626263e-02,2.6525,1.228038e-02,1.2403,2.379389e-03,0.7886,0.3089
101,12,5,4.6151,2.600,100,100,100,1.0000,792,2.146465e-02,2.1679,1.132537e-02,1.1439,1.424385e-03,0.8323,0.4201
101,12,6,4.6151,2.600,100,100,100,1.0000,924,1.839827e-02,1.8582,1.097243e-02,1.1082,1.071443e-03,0.8657,0.4818
101,12,7,4.6151,2.600,100,100,100,1.0000,792,1.641414e-02,1.6578,1.085667e-02,1.0965,9.556827e-04,0.8905,0.5066
101,12,8,4.6151,2.600,100,100,100,1.0000,495,2.020202e-02,2.0404,1.128456e-02,1.1397,1.383573e-03,0.8455,0.4264
101,16,5,4.6151,3.467,100,100,100,1.0000,4368,1.327839e-02,1.3411,1.014391e-02,1.0245,2.429220e-04,0.9364,0.8034
101,16,6,4.6151,3.467,100,100,100,1.0000,8008,1.223776e-02,1.2360,1.007899e-02,1.0180,1.779981e-04,0.9541,0.8708
101,16,8,4.6151,3.467,100,100,100,1.0000,12870,1.188811e-02,1.2007,9.984406e-03,1.0084,8.341555e-05,0.9604,1.0350
101,16,10,4.6151,3.467,100,100,100,1.0000,8008,1.411089e-02,1.4252,1.000252e-02,1.0103,1.015261e-04,0.9232,0.9924
101,16,11,4.6151,3.467,100,100,100,1.0000,4368,1.373626e-02,1.3874,1.003710e-02,1.0137,1.361054e-04,0.9291,0.9289
101,20,6,4.6151,4.334,100,100,100,1.0000,38760,1.101651e-02,1.1127,9.932789e-03,1.0032,3.179864e-05,0.9769,1.2439
101,20,8,4.6151,4.334,100,100,100,1.0000,125970,1.080416e-02,1.0912,9.915581e-03,1.0015,1.459121e-05,0.9811,1.4127
101,20,10,4.6151,4.334,100,100,100,1.0000,184756,1.041373e-02,1.0518,9.909079e-03,1.0008,8.088870e-06,0.9891,1.5406
101,20,12,4.6151,4.334,100,100,100,1.0000,125970,1.066921e-02,1.0776,9.909292e-03,1.0008,8.301746e-06,0.9838,1.5349
101,20,14,4.6151,4.334,100,100,100,1.0000,38760,1.104231e-02,1.1153,9.914361e-03,1.0014,1.337136e-05,0.9764,1.4317
101,24,7,4.6151,5.200,100,100,100,1.0000,346104,1.027437e-02,1.0377,9.904747e-03,1.0004,3.757186e-06,0.9920,1.7067
101,24,10,4.6151,5.200,100,100,100,1.0000,1961256,1.018327e-02,1.0285,9.902582e-03,1.0002,1.592367e-06,0.9939,1.8927
101,24,12,4.6151,5.200,100,100,100,1.0000,2704156,1.005120e-02,1.0152,9.901621e-03,1.0001,6.313633e-07,0.9967,2.0932
101,24,14,4.6151,5.200,100,100,100,1.0000,1961256,1.008435e-02,1.0185,9.901544e-03,1.0001,5.537678e-07,0.9960,2.1216
101,24,17,4.6151,5.200,100,100,100,1.0000,346104,1.015302e-02,1.0255,9.901996e-03,1.0001,1.005725e-06,0.9946,1.9923
101,30,9,4.6151,6.500,100,100,100,1.0000,14307150,9.986475e-03,1.0086,9.901098e-03,1.0000,1.078991e-07,0.9981,2.4760
101,30,12,4.6151,6.500,100,100,100,1.0000,86493225,1.001689e-02,1.0117,9.901041e-03,1.0000,5.095646e-08,0.9975,2.6385
101,30,15,4.6151,6.500,100,100,100,1.0000,155117520,9.924011e-03,1.0023,9.901003e-03,1.0000,1.330493e-08,0.9995,2.9295
101,30,18,4.6151,6.500,100,100,100,1.0000,86493225,9.923251e-03,1.0022,9.900998e-03,1.0000,8.098486e-09,0.9995,3.0371
101,30,21,4.6151,6.500,100,100,100,1.0000,14307150,9.931118e-03,1.0030,9.901002e-03,1.0000,1.232265e-08,0.9993,2.9461
101,40,12,4.6151,8.667,100,100,100,1.0000,5586853480,9.908321e-03,1.0007,9.900990e-03,1.0000,2.465980e-10,0.9998,3.7936
101,40,16,4.6151,8.667,100,100,100,1.0000,62852101650,9.905284e-03,1.0004,9.900990e-03,1.0000,1.703879e-10,0.9999,3.8737
101,40,20,4.6151,8.667,100,100,100,1.0000,137846528820,9.902306e-03,1.0001,9.900990e-03,1.0000,2.502299e-11,1.0000,4.2894
101,40,24,4.6151,8.667,100,100,100,1.0000,62852101650,9.901647e-03,1.0001,9.900990e-03,1.0000,4.474284e-12,1.0000,4.6624
101,40,28,4.6151,8.667,100,100,100,1.0000,5586853480,9.901928e-03,1.0001,9.900990e-03,1.0000,1.545890e-11,1.0000,4.3938
101,50,15,4.6151,10.834,100,100,100,1.0000,2250829575120,9.901151e-03,1.0000,9.900990e-03,1.0000,4.759734e-13,1.0000,5.1479
101,50,20,4.6151,10.834,100,100,100,1.0000,47129212243960,9.901142e-03,1.0000,9.900990e-03,1.0000,3.928090e-13,1.0000,5.1895
101,50,25,4.6151,10.834,100,100,100,1.0000,126410606437752,9.901029e-03,1.0000,9.900990e-03,1.0000,3.839810e-14,1.0000,5.6934
101,50,30,4.6151,10.834,100,100,100,1.0000,47129212243960,9.901005e-03,1.0000,9.900990e-03,1.0000,3.502407e-15,1.0000,6.2122
101,50,35,4.6151,10.834,100,100,100,1.0000,2250829575120,9.901009e-03,1.0000,9.900990e-03,1.0000,1.142489e-14,1.0000,5.9560
103,12,4,4.6347,2.589,51,34,102,1.0000,495,1.818182e-02,1.8727,1.106418e-02,1.1396,1.355439e-03,0.8646,0.4248
103,12,5,4.6347,2.589,51,34,102,1.0000,792,1.641414e-02,1.6907,1.059522e-02,1.0913,8.864820e-04,0.8867,0.5164
103,12,6,4.6347,2.589,51,34,102,1.0000,924,1.623377e-02,1.6721,1.034463e-02,1.0655,6.358959e-04,0.8891,0.5881
103,12,7,4.6347,2.589,51,34,102,1.0000,792,1.767677e-02,1.8207,1.059203e-02,1.0910,8.832936e-04,0.8707,0.5172
103,12,8,4.6347,2.589,51,34,102,1.0000,495,2.222222e-02,2.2889,1.155392e-02,1.1901,1.845185e-03,0.8213,0.3583
103,16,5,4.6347,3.452,51,34,102,1.0000,4368,1.213370e-02,1.2498,9.828808e-03,1.0124,1.200704e-04,0.9519,0.9478
103,16,6,4.6347,3.452,51,34,102,1.0000,8008,1.123876e-02,1.1576,9.766520e-03,1.0060,5.778183e-05,0.9684,1.1056
103,16,8,4.6347,3.452,51,34,102,1.0000,12870,1.118881e-02,1.1524,9.750798e-03,1.0043,4.206042e-05,0.9694,1.1741
103,16,10,4.6347,3.452,51,34,102,1.0000,8008,1.173826e-02,1.2090,9.774972e-03,1.0068,6.623367e-05,0.9590,1.0761
103,16,11,4.6347,3.452,51,34,102,1.0000,4368,1.259158e-02,1.2969,9.847677e-03,1.0143,1.389389e-04,0.9439,0.9163
103,20,6,4.6347,4.315,51,34,102,1.0000,38760,1.050052e-02,1.0816,9.716457e-03,1.0008,7.718677e-06,0.9831,1.5399
103,20,8,4.6347,4.315,51,34,102,1.0000,125970,1.031992e-02,1.0630,9.711532e-03,1.0003,2.794288e-06,0.9868,1.7592
103,20,10,4.6347,4.315,51,34,102,1.0000,184756,1.012687e-02,1.0431,9.710266e-03,1.0002,1.527809e-06,0.9909,1.8894
103,20,12,4.6347,4.315,51,34,102,1.0000,125970,1.022466e-02,1.0531,9.712277e-03,1.0004,3.539415e-06,0.9888,1.7082
103,20,14,4.6347,4.315,51,34,102,1.0000,38760,1.044892e-02,1.0762,9.717653e-03,1.0009,8.915478e-06,0.9841,1.5088
103,24,7,4.6347,5.178,51,34,102,1.0000,346104,9.884312e-03,1.0181,9.709453e-03,1.0001,7.147329e-07,0.9961,2.0533
103,24,10,4.6347,5.178,51,34,102,1.0000,1961256,9.845732e-03,1.0141,9.708842e-03,1.0000,1.036932e-07,0.9970,2.4699
103,24,12,4.6347,5.178,51,34,102,1.0000,2704156,9.763860e-03,1.0057,9.708795e-03,1.0000,5.711863e-08,0.9988,2.5985
103,24,14,4.6347,5.178,51,34,102,1.0000,1961256,9.779957e-03,1.0073,9.708858e-03,1.0000,1.203051e-07,0.9984,2.4378
103,24,17,4.6347,5.178,51,34,102,1.0000,346104,9.918984e-03,1.0217,9.709462e-03,1.0001,7.238323e-07,0.9954,2.0506
103,30,9,4.6347,6.473,51,34,102,1.0000,14307150,9.734294e-03,1.0026,9.708750e-03,1.0000,1.177378e-08,0.9994,2.9393
103,30,12,4.6347,6.473,51,34,102,1.0000,86493225,9.726739e-03,1.0019,9.708740e-03,1.0000,2.191905e-09,0.9996,3.3020
103,30,15,4.6347,6.473,51,34,102,1.0000,155117520,9.715531e-03,1.0007,9.708739e-03,1.0000,6.571390e-10,0.9998,3.5619
103,30,18,4.6347,6.473,51,34,102,1.0000,86493225,9.722611e-03,1.0014,9.708739e-03,1.0000,1.540147e-09,0.9997,3.3781
103,30,21,4.6347,6.473,51,34,102,1.0000,14307150,9.734923e-03,1.0027,9.708751e-03,1.0000,1.265821e-08,0.9994,2.9236
103,40,12,4.6347,8.630,51,34,102,1.0000,5586853480,9.709831e-03,1.0001,9.708738e-03,1.0000,2.151546e-11,1.0000,4.2996
103,40,16,4.6347,8.630,51,34,102,1.0000,62852101650,9.708996e-03,1.0000,9.708738e-03,1.0000,1.540186e-12,1.0000,4.8685
103,40,20,4.6347,8.630,51,34,102,1.0000,137846528820,9.708902e-03,1.0000,9.708738e-03,1.0000,4.560900e-13,1.0000,5.1311
103,40,24,4.6347,8.630,51,34,102,1.0000,62852101650,9.708998e-03,1.0000,9.708738e-03,1.0000,7.251630e-13,1.0000,5.0311
103,40,28,4.6347,8.630,51,34,102,1.0000,5586853480,9.709609e-03,1.0001,9.708738e-03,1.0000,1.080141e-11,1.0000,4.4483
103,50,15,4.6347,10.788,51,34,102,1.0000,2250829575120,9.708773e-03,1.0000,9.708738e-03,1.0000,4.187102e-14,1.0000,5.6464
103,50,20,4.6347,10.788,51,34,102,1.0000,47129212243960,9.708750e-03,1.0000,9.708738e-03,1.0000,9.436896e-16,1.0000,6.4647
103,50,25,4.6347,10.788,51,34,102,1.0000,126410606437752,9.708743e-03,1.0000,9.708738e-03,1.0000,2.203099e-16,1.0000,6.7786
103,50,30,4.6347,10.788,51,34,102,1.0000,47129212243960,9.708742e-03,1.0000,9.708738e-03,1.0000,3.712308e-16,1.0000,6.6660
103,50,35,4.6347,10.788,51,34,102,1.0000,2250829575120,9.708766e-03,1.0000,9.708738e-03,1.0000,1.454566e-14,1.0000,5.8745
107,12,4,4.6728,2.568,106,53,106,1.0000,495,1.818182e-02,1.9455,1.096623e-02,1.1734,1.620434e-03,0.8576,0.3750
107,12,5,4.6728,2.568,106,53,106,1.0000,792,1.641414e-02,1.7563,1.023493e-02,1.0951,8.891306e-04,0.8795,0.5034
107,12,6,4.6728,2.568,106,53,106,1.0000,924,1.515152e-02,1.6212,1.013615e-02,1.0846,7.903537e-04,0.8966,0.5286
107,12,7,4.6728,2.568,106,53,106,1.0000,792,1.641414e-02,1.7563,1.023174e-02,1.0948,8.859422e-04,0.8795,0.5042
107,12,8,4.6728,2.568,106,53,106,1.0000,495,1.818182e-02,1.9455,1.055811e-02,1.1297,1.212312e-03,0.8576,0.4371
107,16,5,4.6728,3.424,106,53,106,1.0000,4368,1.282051e-02,1.3718,9.484353e-03,1.0148,1.385590e-04,0.9323,0.9012
107,16,6,4.6728,3.424,106,53,106,1.0000,8008,1.098901e-02,1.1758,9.424860e-03,1.0085,7.906521e-05,0.9653,1.0213
107,16,8,4.6728,3.424,106,53,106,1.0000,12870,1.149961e-02,1.2305,9.387799e-03,1.0045,4.200507e-05,0.9556,1.1567
107,16,10,4.6728,3.424,106,53,106,1.0000,8008,1.123876e-02,1.2025,9.409702e-03,1.0068,6.390804e-05,0.9605,1.0669
107,16,11,4.6728,3.424,106,53,106,1.0000,4368,1.282051e-02,1.3718,9.484878e-03,1.0149,1.390831e-04,0.9323,0.9004
107,20,6,4.6728,4.280,106,53,106,1.0000,38760,1.016512e-02,1.0877,9.357776e-03,1.0013,1.198112e-05,0.9820,1.4251
107,20,8,4.6728,4.280,106,53,106,1.0000,125970,9.811860e-03,1.0499,9.348932e-03,1.0003,3.137297e-06,0.9896,1.7119
107,20,10,4.6728,4.280,106,53,106,1.0000,184756,9.883306e-03,1.0575,9.348945e-03,1.0003,3.150828e-06,0.9880,1.7110
107,20,12,4.6728,4.280,106,53,106,1.0000,125970,9.772168e-03,1.0456,9.350425e-03,1.0005,4.630576e-06,0.9905,1.6286
107,20,14,4.6728,4.280,106,53,106,1.0000,38760,1.019092e-02,1.0904,9.359183e-03,1.0014,1.338826e-05,0.9815,1.4014
107,24,7,4.6728,5.136,106,53,106,1.0000,346104,9.523149e-03,1.0190,9.346686e-03,1.0001,8.914692e-07,0.9960,1.9811
107,24,10,4.6728,5.136,106,53,106,1.0000,1961256,9.448027e-03,1.0109,9.345970e-03,1.0000,1.756429e-07,0.9977,2.3288
107,24,12,4.6728,5.136,106,53,106,1.0000,2704156,9.438805e-03,1.0100,9.345969e-03,1.0000,1.748370e-07,0.9979,2.3298
107,24,14,4.6728,5.136,106,53,106,1.0000,1961256,9.440379e-03,1.0101,9.346051e-03,1.0000,2.567998e-07,0.9978,2.2475
107,24,17,4.6728,5.136,106,53,106,1.0000,346104,9.526038e-03,1.0193,9.346808e-03,1.0001,1.013869e-06,0.9959,1.9536
107,30,9,4.6728,6.420,106,53,106,1.0000,14307150,9.367135e-03,1.0023,9.345806e-03,1.0000,1.209139e-08,0.9995,2.9014
107,30,12,4.6728,6.420,106,53,106,1.0000,86493225,9.372075e-03,1.0028,9.345797e-03,1.0000,3.063471e-09,0.9994,3.1953
107,30,15,4.6728,6.420,106,53,106,1.0000,155117520,9.359381e-03,1.0015,9.345796e-03,1.0000,1.904888e-09,0.9997,3.2969
107,30,18,4.6728,6.420,106,53,106,1.0000,86493225,9.376862e-03,1.0033,9.345799e-03,1.0000,4.681558e-09,0.9993,3.1045
107,30,21,4.6728,6.420,106,53,106,1.0000,14307150,9.374543e-03,1.0031,9.345813e-03,1.0000,1.875509e-08,0.9993,2.8075
107,40,12,4.6728,8.560,106,53,106,1.0000,5586853480,9.346834e-03,1.0001,9.345794e-03,1.0000,2.233527e-11,1.0000,4.2484
107,40,16,4.6728,8.560,106,53,106,1.0000,62852101650,9.346165e-03,1.0000,9.345794e-03,1.0000,2.140741e-12,1.0000,4.7502
107,40,20,4.6728,8.560,106,53,106,1.0000,137846528820,9.346088e-03,1.0000,9.345794e-03,1.0000,1.549675e-12,1.0000,4.8194
107,40,24,4.6728,8.560,106,53,106,1.0000,62852101650,9.346266e-03,1.0001,9.345794e-03,1.0000,3.028034e-12,1.0000,4.6760
107,40,28,4.6728,8.560,106,53,106,1.0000,5586853480,9.347329e-03,1.0002,9.345794e-03,1.0000,1.290869e-11,1.0000,4.3657
107,50,15,4.6728,10.700,106,53,106,1.0000,2250829575120,9.345862e-03,1.0000,9.345794e-03,1.0000,3.470835e-14,1.0000,5.6323
107,50,20,4.6728,10.700,106,53,106,1.0000,47129212243960,9.345807e-03,1.0000,9.345794e-03,1.0000,2.459838e-15,1.0000,6.1988
107,50,25,4.6728,10.700,106,53,106,1.0000,126410606437752,9.345804e-03,1.0000,9.345794e-03,1.0000,9.228729e-16,1.0000,6.4086
107,50,30,4.6728,10.700,106,53,106,1.0000,47129212243960,9.345803e-03,1.0000,9.345794e-03,1.0000,2.038300e-15,1.0000,6.2390
107,50,35,4.6728,10.700,106,53,106,1.0000,2250829575120,9.345832e-03,1.0000,9.345794e-03,1.0000,1.083161e-14,1.0000,5.8816
109,12,4,4.6913,2.558,36,27,108,1.0000,495,1.818182e-02,1.9818,1.044383e-02,1.1384,1.269520e-03,0.8542,0.4216
109,12,5,4.6913,2.558,36,27,108,1.0000,792,1.767677e-02,1.9268,1.003405e-02,1.0937,8.597407e-04,0.8602,0.5047
109,12,6,4.6913,2.558,36,27,108,1.0000,924,1.515152e-02,1.6515,9.873784e-03,1.0762,6.994723e-04,0.8931,0.5486
109,12,7,4.6913,2.558,36,27,108,1.0000,792,1.641414e-02,1.7891,9.881007e-03,1.0770,7.066951e-04,0.8760,0.5464
109,12,8,4.6913,2.558,36,27,108,1.0000,495,1.818182e-02,1.9818,1.016631e-02,1.1081,9.919976e-04,0.8542,0.4742
109,16,5,4.6913,3.411,36,27,108,1.0000,4368,1.167582e-02,1.2727,9.301643e-03,1.0139,1.273316e-04,0.9486,0.9118
109,16,6,4.6913,3.411,36,27,108,1.0000,8008,1.073926e-02,1.1706,9.253546e-03,1.0086,7.923423e-05,0.9664,1.0129
109,16,8,4.6913,3.411,36,27,108,1.0000,12870,1.095571e-02,1.1942,9.210085e-03,1.0039,3.577351e-05,0.9622,1.1824
109,16,10,4.6913,3.411,36,27,108,1.0000,8008,1.148851e-02,1.2522,9.253016e-03,1.0086,7.870404e-05,0.9521,1.0143
109,16,11,4.6913,3.411,36,27,108,1.0000,4368,1.213370e-02,1.3226,9.337284e-03,1.0178,1.629721e-04,0.9404,0.8592
109,20,6,4.6913,4.263,36,27,108,1.0000,38760,1.042312e-02,1.1361,9.190432e-03,1.0018,1.612037e-05,0.9728,1.3523
109,20,8,4.6913,4.263,36,27,108,1.0000,125970,9.645154e-03,1.0513,9.179248e-03,1.0005,4.935796e-06,0.9893,1.6046
109,20,10,4.6913,4.263,36,27,108,1.0000,184756,9.574791e-03,1.0437,9.176527e-03,1.0002,2.215013e-06,0.9909,1.7754
109,20,12,4.6913,4.263,36,27,108,1.0000,125970,9.565770e-03,1.0427,9.176966e-03,1.0003,2.653657e-06,0.9911,1.7369
109,20,14,4.6913,4.263,36,27,108,1.0000,38760,1.057792e-02,1.1530,9.191351e-03,1.0019,1.703894e-05,0.9697,1.3405
109,24,7,4.6913,5.116,36,27,108,1.0000,346104,9.554931e-03,1.0415,9.176209e-03,1.0002,1.897380e-06,0.9913,1.8084
109,24,10,4.6913,5.116,36,27,108,1.0000,1961256,9.318008e-03,1.0157,9.174577e-03,1.0000,2.649611e-07,0.9967,2.2280
109,24,12,4.6913,5.116,36,27,108,1.0000,2704156,9.264258e-03,1.0098,9.174433e-03,1.0000,1.209108e-07,0.9979,2.3952
109,24,14,4.6913,5.116,36,27,108,1.0000,1961256,9.273139e-03,1.0108,9.174457e-03,1.0000,1.452973e-07,0.9977,2.3561
109,24,17,4.6913,5.116,36,27,108,1.0000,346104,9.468252e-03,1.0320,9.175856e-03,1.0002,1.544005e-06,0.9933,1.8523
109,30,9,4.6913,6.395,36,27,108,1.0000,14307150,9.218677e-03,1.0048,9.174369e-03,1.0000,5.746272e-08,0.9990,2.5538
109,30,12,4.6913,6.395,36,27,108,1.0000,86493225,9.216710e-03,1.0046,9.174317e-03,1.0000,4.960560e-09,0.9990,3.0760
109,30,15,4.6913,6.395,36,27,108,1.0000,155117520,9.189819e-03,1.0017,9.174313e-03,1.0000,1.393243e-09,0.9996,3.3466
109,30,18,4.6913,6.395,36,27,108,1.0000,86493225,9.183286e-03,1.0010,9.174313e-03,1.0000,1.502850e-09,0.9998,3.3305
109,30,21,4.6913,6.395,36,27,108,1.0000,14307150,9.216581e-03,1.0046,9.174356e-03,1.0000,4.420769e-08,0.9990,2.6097
109,40,12,4.6913,8.526,36,27,108,1.0000,5586853480,9.177932e-03,1.0004,9.174312e-03,1.0000,1.622299e-10,0.9999,3.8050
109,40,16,4.6913,8.526,36,27,108,1.0000,62852101650,9.174793e-03,1.0001,9.174312e-03,1.0000,4.396233e-12,1.0000,4.5741
109,40,20,4.6913,8.526,36,27,108,1.0000,137846528820,9.174550e-03,1.0000,9.174312e-03,1.0000,9.651481e-13,1.0000,4.8973
109,40,24,4.6913,8.526,36,27,108,1.0000,62852101650,9.174580e-03,1.0000,9.174312e-03,1.0000,1.039183e-12,1.0000,4.8816
109,40,28,4.6913,8.526,36,27,108,1.0000,5586853480,9.176050e-03,1.0002,9.174312e-03,1.0000,7.936343e-11,1.0000,3.9574
109,50,15,4.6913,10.658,36,27,108,1.0000,2250829575120,9.174695e-03,1.0000,9.174312e-03,1.0000,4.023101e-13,1.0000,5.0839
109,50,20,4.6913,10.658,36,27,108,1.0000,47129212243960,9.174336e-03,1.0000,9.174312e-03,1.0000,5.700301e-15,1.0000,5.9912
109,50,25,4.6913,10.658,36,27,108,1.0000,126410606437752,9.174319e-03,1.0000,9.174312e-03,1.0000,8.968520e-16,1.0000,6.3854
109,50,30,4.6913,10.658,36,27,108,1.0000,47129212243960,9.174321e-03,1.0000,9.174312e-03,1.0000,1.653191e-15,1.0000,6.2551
109,50,35,4.6913,10.658,36,27,108,1.0000,2250829575120,9.174394e-03,1.0000,9.174312e-03,1.0000,1.417616e-13,1.0000,5.3062
113,12,4,4.7274,2.538,28,112,112,1.0000,495,1.616162e-02,1.8263,9.684726e-03,1.0944,8.351685e-04,0.8726,0.4993
113,12,5,4.7274,2.538,28,112,112,1.0000,792,1.515152e-02,1.7121,9.409116e-03,1.0632,5.595589e-04,0.8863,0.5840
113,12,6,4.7274,2.538,28,112,112,1.0000,924,1.406926e-02,1.5898,9.442758e-03,1.0670,5.932003e-04,0.9019,0.5717
113,12,7,4.7274,2.538,28,112,112,1.0000,792,1.641414e-02,1.8548,9.970284e-03,1.1266,1.120726e-03,0.8693,0.4371
113,12,8,4.7274,2.538,28,112,112,1.0000,495,3.636364e-02,4.1091,1.169268e-02,1.3213,2.843127e-03,0.7011,0.2402
113,16,5,4.7274,3.385,28,112,112,1.0000,4368,1.121795e-02,1.2676,8.911380e-03,1.0070,6.182261e-05,0.9498,1.0500
113,16,6,4.7274,3.385,28,112,112,1.0000,8008,1.011489e-02,1.1430,8.887840e-03,1.0043,3.828291e-05,0.9717,1.1514
113,16,8,4.7274,3.385,28,112,112,1.0000,12870,1.103341e-02,1.2468,8.876343e-03,1.0030,2.678585e-05,0.9533,1.2269
113,16,10,4.7274,3.385,28,112,112,1.0000,8008,1.161339e-02,1.3123,8.969490e-03,1.0136,1.199320e-04,0.9425,0.9098
113,16,11,4.7274,3.385,28,112,112,1.0000,4368,1.350733e-02,1.5263,9.248078e-03,1.0450,3.985204e-04,0.9106,0.6558
113,20,6,4.7274,4.231,28,112,112,1.0000,38760,9.494324e-03,1.0729,8.854357e-03,1.0005,4.799847e-06,0.9851,1.5906
113,20,8,4.7274,4.231,28,112,112,1.0000,125970,9.121219e-03,1.0307,8.850934e-03,1.0002,1.376031e-06,0.9936,1.8549
