k,nu,u,c_over_c1,transport_frac,branch_frac,slack,argmin_lift,argmin_offset
18,4,16,0.3693868284346723,0.0012066592678369485,0.9987934748946473,1.3416248423325783e-07,0,32
18,4,17,0.6813436640488134,0.0006418879692066637,0.999358244335094,1.3230430062627363e-07,1,115
18,4,19,0.3133288527812628,0.0014084360190195033,0.9985917000008131,1.360198325084383e-07,1,119
18,4,20,0.5056761859148529,0.0008758667524846013,0.9991242693136775,1.360661621152559e-07,2,202
18,4,22,0.2562916994178905,0.0017321989857587978,0.9982679393512446,1.383370031859954e-07,1,125
18,4,23,0.5370148947927368,0.0009697392066360497,0.9990303989038695,1.381105056985632e-07,1,127
18,4,25,0.4204299110323247,0.001018545900693288,0.9989815895084033,1.3540909660214595e-07,2,212
18,4,26,0.6729027892455361,0.0006883597474728609,0.9993117748826584,1.346301312654674e-07,2,214
18,4,28,0.31060913186611355,0.00137181171162631,0.998628324032526,1.357441523630598e-07,2,218
18,4,29,0.5022809060216757,0.0009002799744400342,0.9990998522884219,1.322628619959687e-07,1,139
18,4,31,0.31096171093155267,0.0014800240979185144,0.9985201090946729,1.3319259140054385e-07,2,224
18,4,32,0.551149436346034,0.0009650278161740998,0.9990351043187331,1.3213490723806842e-07,2,226
18,4,34,0.30897915381489277,0.0013500664405135246,0.9986500690079395,1.354484531201905e-07,0,68
18,4,35,1.4477345538010609,0.0003266770616591563,0.9996734574818995,1.345435587385424e-07,2,232
18,4,37,0.42068362452747166,0.0011183339826810617,0.9988818023078062,1.3629048734031812e-07,2,236
18,4,38,0.5996253779739056,0.0007497125108470547,0.9992504238572557,1.3636810280992506e-07,0,76
18,4,40,0.23029983795960582,0.0018315549851532125,0.9981685816201114,1.366052646556426e-07,0,80
18,4,41,0.9616131513230093,0.0005321418791196799,0.9994679979581692,1.398372888594679e-07,0,82
18,4,43,0.27861056074398255,0.0016175703904619451,0.9983825628490004,1.3323946235210826e-07,1,167
18,4,44,1.0476962047408238,0.00040988509666351587,0.9995902467281712,1.318248346038331e-07,0,88
18,4,46,0.4318181769028046,0.0010484839836095218,0.9989516516150154,1.3559862499512576e-07,2,11
18,4,47,0.5398221314019965,0.0008210914400310076,0.9991790434180032,1.3485803429524879e-07,2,13
18,4,49,0.24468326272134705,0.0017918101605395277,0.9982083262819799,1.3644251950495345e-07,0,98
18,4,50,0.47692489679378763,0.001007549858888237,0.9989925842413075,1.3410019583659505e-07,0,100
18,4,52,0.3532601796851397,0.00127775760373892,0.9987223809561918,1.3855993086231422e-07,1,185
18,4,53,0.7781226430515782,0.000600983643145555,0.9993991520967805,1.3573992618809427e-07,0,106
18,4,55,0.32016826431980894,0.0013295423693893216,0.998670594194134,1.3656352315649656e-07,0,110
18,4,56,0.43533592412765004,0.0010439276562314742,0.998956208717937,1.363741684023978e-07,0,112
18,4,58,0.27719442242621056,0.001617978112737458,0.9983821565908675,1.3470360493705869e-07,1,197
18,4,59,0.6626741162890597,0.000746829334467637,0.9992533053749558,1.3470942339388614e-07,2,37
18,4,61,0.3433014838309852,0.0012501387906066548,0.998749995586897,1.3437750356892764e-07,1,203
18,4,62,0.9616934104804283,0.0005068546240213855,0.9994932804879844,1.3511200580573757e-07,1,205
18,4,64,0.5059290212814123,0.0008895249160609015,0.9991106052807927,1.3019685352055888e-07,2,47
18,4,65,0.48599619670759314,0.0009710146401841186,0.9990291186807225,1.3332090653683792e-07,0,130
18,4,67,0.23930539545762933,0.0017851695784861792,0.998214966963881,1.3654236741267312e-07,0,134
18,4,68,0.7697379230588852,0.0006448995589117376,0.9993552375949452,1.3715385693835458e-07,0,136
18,4,70,0.3015520231628907,0.0014467304026270931,0.9985534053687866,1.3577141366738488e-07,1,221
18,4,71,0.7571318424215168,0.0005674715346349308,0.9994326633552157,1.3488985062259928e-07,1,223
18,4,73,0.3170236688286077,0.0013886107152838994,0.9986115258268434,1.365421273824552e-07,0,146
18,4,74,0.4801487187884293,0.0009963886006090128,0.9990037457778297,1.3437843859875898e-07,1,229
18,4,76,0.253753684023828,0.0016593432001219988,0.99834079229811,1.35498231967901e-07,0,152
18,4,77,0.5157925461785857,0.0010254873868911333,0.998974647721838,1.351087290935027e-07,2,73
18,4,79,0.3663263905020884,0.0012339089079108877,0.9987662280696711,1.3697758194375353e-07,0,158
18,4,80,0.7691470890877237,0.0006539074260474718,0.9993462281552724,1.3558131994884093e-07,0,160
19,1,0,1.0,0.00029919427787147656,0.9997009436453429,1.37923214404978e-07,0,0
19,1,1,0.6913948648381374,0.0004283645702935034,0.9995717668382134,1.31408506964803e-07,1,5
19,1,2,1.3165942232194265,0.00023660975367613714,0.9997635189253781,1.2867905430091753e-07,2,1
19,2,1,1.4009687324067273,0.00022736329980424711,0.9997727739050903,1.372048945569304e-07,2,20
19,2,2,0.5832165596109078,0.0005230451516188418,0.9994770906307959,1.357824148673359e-07,0,4
19,2,4,0.9970492607205308,0.0003292311137654191,0.9996709027651215,1.3387888686544613e-07,2,26
19,2,5,0.4779650906689132,0.0006542521322239196,0.9993458821373432,1.3426956724238437e-07,1,19
19,2,7,0.9103434634809535,0.00033951703672381627,0.9996606204492969,1.374860207903339e-07,1,23
19,2,8,0.6347856248141243,0.00045879719377171205,0.9995413414987684,1.3869253989717834e-07,0,16
19,3,1,0.3979287105259044,0.0007378572251333078,0.9992622813359678,1.3856110103738217e-07,1,29
19,3,2,1.3868900881089463,0.0002229422246471446,0.999777183864579,1.2608922617118878e-07,1,31
19,3,4,0.4031426424932467,0.0007505336747918457,0.9992496060152359,1.3969002776725858e-07,2,62
19,3,5,0.6955269212941353,0.00042047016143088975,0.9995796625531964,1.3271462728781103e-07,1,37
19,3,7,0.43881745292467084,0.0006806991842467849,0.9993194319982791,1.3118252595312185e-07,1,41
19,3,8,0.7981719783295285,0.0003740933247577617,0.9996260422255601,1.355503178590567e-07,0,16
19,3,10,0.3303452396078594,0.0008746978642800506,0.9991254330539311,1.3091821116084645e-07,0,20
19,3,11,0.9889552961706465,0.0003038724359542862,0.9996962608186634,1.332546175625282e-07,1,49
19,3,13,0.5102237391526449,0.0005737804523544282,0.9994263473731292,1.2782548353129641e-07,0,26
19,3,14,0.6293814086038433,0.0004980154866334887,0.9995021214323834,1.3691901701307074e-07,1,55
19,3,16,0.5770480349077487,0.0005047830801183865,0.9994953562410729,1.3932119125037445e-07,0,32
19,3,17,1.1116936077620891,0.0002655468577223871,0.9997345892874245,1.3614514693394142e-07,1,61
19,3,19,0.3565662229480927,0.0008227970076069919,0.999177337622513,1.3463012016323717e-07,2,11
19,3,20,0.9686921846103475,0.0003311022634566084,0.9996690355410626,1.378045191291477e-07,0,40
19,3,22,0.44754007604737533,0.0006568571881008482,0.9993432727743814,1.2996248233143604e-07,0,44
19,3,23,0.6625216341876902,0.0004594002918069501,0.9995407313702496,1.3166205636849782e-07,1,73
19,3,25,0.45313892822505053,0.0006685390723344449,0.9993315914661152,1.305384496053108e-07,1,77
19,3,26,0.6893340238347384,0.0004381943826416654,0.9995619407613979,1.351440397368009e-07,0,52
19,4,1,0.5325138596324579,0.0006288015345683704,0.9993713307356458,1.3227021411488238e-07,1,83
19,4,2,0.30094169068823845,0.0009644807198419368,0.9990356530237646,1.3374360663398477e-07,1,85
19,4,4,1.0629479101408563,0.00032036736784349926,0.9996797660929133,1.3346075666831325e-07,2,170
19,4,5,0.39888600075798103,0.0007872189454147902,0.9992129137311414,1.326765561859844e-07,1,91
19,4,7,0.770562436535214,0.0004260398357569237,0.9995740961767211,1.3601247794703397e-07,1,95
19,4,8,0.3667910193206779,0.0008314731825053892,0.9991686559167037,1.2909920910075812e-07,0,16
19,4,10,0.5016600748329558,0.0006338407182208759,0.9993662912699743,1.319881952621671e-07,1,101
19,4,11,0.2546713147197117,0.001223022183188821,0.9987771165816759,1.3876486470998373e-07,2,184
19,4,13,0.6697274252409438,0.00046514154154144084,0.9995349964632155,1.3800475673342305e-07,1,107
19,4,14,0.31135171663743183,0.001000001463960889,0.9990001327807537,1.3424471445588892e-07,1,109
19,4,16,0.5518106602108508,0.000540346726780247,0.9994597898148576,1.3654163777410133e-07,1,113
19,4,17,0.3093162042885245,0.0009362849864619638,0.9990638471473039,1.321337659287991e-07,0,34
19,4,19,0.6031725500468579,0.0004961251213009613,0.9995040183845606,1.4350586141631538e-07,0,38
19,4,20,0.2282675169221787,0.0013008172858564634,0.9986993220421706,1.3932802689353707e-07,0,40
19,4,22,1.0553070579051982,0.0003223742752716861,0.9996777657531154,1.4002838710780452e-07,1,125
19,4,23,0.4326687437695968,0.0007261687025105469,0.9992739651701413,1.3387265207498444e-07,2,208
19,4,25,0.47653573536633836,0.0006603947213687896,0.9993397356260831,1.303474519431802e-07,1,131
19,4,26,0.352669175942265,0.000872788709176471,0.9991273470390056,1.357481822505946e-07,0,52
19,4,28,0.43506453035239173,0.0007959308657737975,0.9992042049973526,1.358631263048693e-07,1,137
19,4,29,0.2750051435779568,0.0010815579549764529,0.9989185784873638,1.3644234009291267e-07,0,58
19,4,31,0.9589618127663251,0.000387349408422492,0.999612787574188,1.3698261058792127e-07,0,62
19,4,32,0.5068904635221818,0.000618583543147492,0.9993815524087716,1.3595191905579895e-07,2,226
19,4,34,0.7686451201044466,0.0004157854511414291,0.9995843447901338,1.3024127532013097e-07,1,149
19,4,35,0.3014842484115935,0.0009940375716540606,0.9990060990923777,1.3666403164691587e-07,0,70
19,4,37,0.480825402187237,0.00066477156101561,0.9993353638328332,1.3539384879912575e-07,0,74
19,4,38,0.25301293381845513,0.0012110441560674793,0.9987890889807942,1.3313686175742134e-07,1,157
19,4,40,0.7768508356175178,0.00042229167566418664,0.9995778416947632,1.3337042736871751e-07,1,161
19,4,41,0.3032803497689672,0.0010760904192611935,0.998924043737605,1.3415686606066402e-07,0,82
19,4,43,0.7451635214104507,0.00039168340104474584,0.9996084509040555,1.343051001523321e-07,1,167
19,4,44,0.3096890075444876,0.0009371311760031153,0.9990629991121399,1.302881431630709e-07,1,169
19,4,46,0.45799064628347536,0.0006672474208051983,0.9993328853898586,1.3281066379988715e-07,2,11
19,4,47,0.23379655377094355,0.0013948566198471784,0.9986052802770713,1.368969184678548e-07,1,175
19,4,49,0.6837554104459456,0.0004963181787989078,0.9995038213539693,1.395327682285341e-07,1,179
19,4,50,0.31318217614425276,0.0009708647483345614,0.999029270312573,1.350609075689846e-07,2,19
19,4,52,0.537814108843697,0.0005687562464282123,0.9994313788736021,1.3512003049775956e-07,0,104
19,4,53,0.4203752224531815,0.0007569809920297303,0.9992431565657068,1.3755773653478798e-07,1,187
19,4,55,0.5022564401550775,0.0006415881433888967,0.9993585434256372,1.3156902611832777e-07,2,29
19,4,56,0.31019699220790964,0.0009808770909362598,0.9990192584791096,1.3557004585607046e-07,1,193
19,4,58,1.4485283727782223,0.00023318396822419253,0.9997669447710108,1.2873923505019036e-07,1,197
19,4,59,0.41762172921002216,0.0007942329165441758,0.9992058988593695,1.317759135144314e-07,1,199
19,4,61,0.9636086872763897,0.00032230464193639037,0.9996778291125273,1.3375446372698718e-07,1,203
19,4,62,0.27860491350664796,0.001144882065187403,0.9988552528128996,1.3487808692147496e-07,0,124
19,4,64,0.5426927185224635,0.0005951996904369686,0.9994049343229328,1.3401336973473121e-07,2,47
19,4,65,0.24639893333156304,0.0012474101747645327,0.9987527242667336,1.3444149815633466e-07,1,211
19,4,67,0.7785004699583853,0.0004159174883973557,0.9995842172891967,1.34777593974178e-07,1,215
19,4,68,0.32113016426122104,0.0009733779744458207,0.9990267552317205,1.3320616631951054e-07,1,217
19,4,70,0.6654737789716397,0.0004564829537187538,0.9995436504502816,1.3340400029093757e-07,2,59
19,4,71,0.3435977263442212,0.0008321815407167048,0.9991679557913533,1.373320699382674e-07,0,142
19,4,73,0.483575472659964,0.0006313651624271908,0.9993687667393271,1.319017541856482e-07,1,227
19,4,74,0.23813461032597785,0.0013314843352671161,0.9986686480531475,1.323884146753329e-07,1,229
19,4,76,0.761388697144225,0.0004287979031794645,0.9995713366974696,1.3460064907100389e-07,0,152
19,4,77,0.31449601307958636,0.0010113709294857795,0.9989887651149361,1.360444219500323e-07,1,235
19,4,79,0.5163524768710787,0.000631243857142551,0.9993688869048754,1.3076201788031483e-07,2,77
19,4,80,0.36685832632904347,0.0008164672313455917,0.9991836616732958,1.2890464140546953e-07,1,241
