k,nu,u,c_over_c1,transport_frac,branch_frac,slack,argmin_lift,argmin_offset
18,3,5,0.5763705439284247,0.0008065464274968541,0.9991935878106853,1.3423818212565664e-07,0,10
18,3,7,1.1106764437833956,0.0004224570752316387,0.999577678154815,1.3523004649407255e-07,2,68
18,3,8,0.4023005141737937,0.0011318745266318093,0.9988682601726309,1.3469926263276477e-07,1,43
18,3,10,0.693003805948535,0.0006874917800138795,0.9993126411083757,1.3288838962566274e-07,2,74
18,3,11,0.3533712504809512,0.0013019144460210534,0.9986982208298342,1.35275855184247e-07,1,49
18,3,13,0.9710123048433601,0.00048627013568185916,0.999513862157702,1.322933838032725e-07,0,26
18,3,14,0.4402344478575519,0.001064111713810191,0.9989360197242927,1.3143810284610424e-07,0,28
18,3,16,0.7953738348866884,0.0005542290395162917,0.9994459078055294,1.3684504573951983e-07,1,59
18,3,17,0.44608198164569357,0.0009765868518567984,0.9990235470128516,1.3386470842924325e-07,1,61
18,3,19,0.6636470023736895,0.0006792763424016391,0.9993208566102061,1.3295260781198692e-07,0,38
18,3,20,0.33261735524814084,0.0013578450646528793,0.9986422890157548,1.3408040766549334e-07,1,67
18,3,22,0.9832081137840553,0.0005019856421368485,0.9994981495747859,1.3521692276974306e-07,0,44
18,3,23,0.45237898575157753,0.0010146160219375,0.998985518433859,1.344557962745796e-07,0,46
18,3,25,0.6883449311717755,0.0006789310282515186,0.9993212033734897,1.3440174129186744e-07,1,77
18,3,26,0.5099716994265197,0.000898114080818714,0.9991020181541785,1.3223499739645206e-07,1,79
18,4,1,0.3049021377032414,0.0013711143837467773,0.9986290205751145,1.3495886119763156e-07,0,2
18,4,2,0.5330578182248815,0.0008713979263107448,0.9991287350749815,1.3300129220183976e-07,2,166
18,4,4,0.30237461238776403,0.0014703373903686965,0.9985297983922801,1.3578264868030487e-07,2,170
18,4,5,0.7375761924894253,0.0006462022529652718,0.9993539343352437,1.365882089654491e-07,2,172
18,4,7,0.31065070957061547,0.0013570284908419,0.9986431026187707,1.311096125000688e-07,2,176
18,4,8,1.0465347132877645,0.00044060331915036794,0.9995595280356019,1.313547521863967e-07,1,97
18,4,10,0.39929161418980624,0.0011650573085897724,0.9988350732321755,1.3054076530849557e-07,2,182
18,4,11,0.45981259387972845,0.0009897225343622185,0.9990104150020502,1.37536412481154e-07,1,103
18,4,13,0.2334642407404643,0.0017677614745211187,0.9982323739181257,1.353926468716793e-07,2,188
18,4,14,0.769849604883868,0.0006433118950854938,0.9993568252617017,1.3715678726100577e-07,2,190
