k,nu,u,val
18,3,26,0.5099716994265197
18,4,0,1.0
18,4,1,0.3049021377032414
18,4,2,0.5330578182248815
18,4,3,0.6283787179057034
18,4,4,0.30237461238776403
18,4,5,0.7375761924894253
18,4,6,0.4002428191797437
18,4,7,0.31065070957061547
18,4,8,1.0465347132877645
18,4,9,0.48017886768092705
18,4,10,0.39929161418980624
18,4,11,0.45981259387972845
18,4,12,1.387575281957808
18,4,13,0.2334642407404643
18,4,14,0.769849604883868
18,4,15,0.5763705439284247
18,4,16,0.3693868284346723
18,4,17,0.6813436640488134
18,4,18,1.4009619151706496
18,4,19,0.3133288527812628
18,4,20,0.5056761859148529
18,4,21,1.1106764437833956
18,4,22,0.2562916994178905
18,4,23,0.5370148947927368
18,4,24,0.4023005141737937
18,4,25,0.4204299110323247
18,4,26,0.6729027892455361
18,4,27,1.3083086208432
18,4,28,0.31060913186611355
18,4,29,0.5022809060216757
18,4,30,0.693003805948535
18,4,31,0.31096171093155267
18,4,32,0.551149436346034
18,4,33,0.3533712504809512
18,4,34,0.30897915381489277
18,4,35,1.4477345538010609
18,4,36,0.5806847522914408
18,4,37,0.42068362452747166
18,4,38,0.5996253779739056
18,4,39,0.9710123048433601
18,4,40,0.23029983795960582
18,4,41,0.9616131513230093
18,4,42,0.4402344478575519
18,4,43,0.27861056074398255
18,4,44,1.0476962047408238
18,4,45,0.9067653027170854
18,4,46,0.4318181769028046
18,4,47,0.5398221314019965
18,4,48,0.7953738348866884
18,4,49,0.24468326272134705
18,4,50,0.47692489679378763
18,4,51,0.44608198164569357
18,4,52,0.3532601796851397
18,4,53,0.7781226430515782
18,4,54,0.6930151190092075
18,4,55,0.32016826431980894
18,4,56,0.43533592412765004
18,4,57,0.6636470023736895
18,4,58,0.27719442242621056
18,4,59,0.6626741162890597
18,4,60,0.33261735524814084
18,4,61,0.3433014838309852
18,4,62,0.9616934104804283
18,4,63,0.6353997197330437
18,4,64,0.5059290212814123
18,4,65,0.48599619670759314
18,4,66,0.9832081137840553
18,4,67,0.23930539545762933
18,4,68,0.7697379230588852
18,4,69,0.45237898575157753
18,4,70,0.3015520231628907
18,4,71,0.7571318424215168
18,4,72,0.993250135977293
18,4,73,0.3170236688286077
18,4,74,0.4801487187884293
18,4,75,0.6883449311717755
18,4,76,0.253753684023828
18,4,77,0.5157925461785857
18,4,78,0.5099716994265197
18,4,79,0.3663263905020884
18,4,80,0.7691470890877237
19,1,0,1.0
19,1,1,0.6913948648381374
19,1,2,1.3165942232194265
19,2,0,1.0
19,2,1,1.4009687324067273
19,2,2,0.5832165596109078
19,2,3,0.6913948648381374
19,2,4,0.9970492607205308
19,2,5,0.4779650906689132
19,2,6,1.3165942232194265
19,2,7,0.9103434634809535
19,2,8,0.6347856248141243
19,3,0,1.0
19,3,1,0.3979287105259044
19,3,2,1.3868900881089463
19,3,3,1.4009687324067273
19,3,4,0.4031426424932467
19,3,5,0.6955269212941353
19,3,6,0.5832165596109078
19,3,7,0.43881745292467084
19,3,8,0.7981719783295285
19,3,9,0.6913948648381374
19,3,10,0.3303452396078594
19,3,11,0.9889552961706465
19,3,12,0.9970492607205308
19,3,13,0.5102237391526449
19,3,14,0.6293814086038433
19,3,15,0.4779650906689132
19,3,16,0.5770480349077487
19,3,17,1.1116936077620891
19,3,18,1.3165942232194265
19,3,19,0.3565662229480927
19,3,20,0.9686921846103475
19,3,21,0.9103434634809535
19,3,22,0.44754007604737533
19,3,23,0.6625216341876902
19,3,24,0.6347856248141243
19,3,25,0.45313892822505053
19,3,26,0.6893340238347384
19,4,0,1.0
19,4,1,0.5325138596324579
19,4,2,0.30094169068823845
19,4,3,0.3979287105259044
19,4,4,1.0629479101408563
19,4,5,0.39888600075798103
19,4,6,1.3868900881089463
19,4,7,0.770562436535214
19,4,8,0.3667910193206779
19,4,9,1.4009687324067273
19,4,10,0.5016600748329558
19,4,11,0.2546713147197117
19,4,12,0.4031426424932467
19,4,13,0.6697274252409438
19,4,14,0.31135171663743183
19,4,15,0.6955269212941353
19,4,16,0.5518106602108508
19,4,17,0.3093162042885245
19,4,18,0.5832165596109078
19,4,19,0.6031725500468579
19,4,20,0.2282675169221787
19,4,21,0.43881745292467084
19,4,22,1.0553070579051982
19,4,23,0.4326687437695968
19,4,24,0.7981719783295285
19,4,25,0.47653573536633836
19,4,26,0.352669175942265
19,4,27,0.6913948648381374
19,4,28,0.43506453035239173
19,4,29,0.2750051435779568
19,4,30,0.3303452396078594
19,4,31,0.9589618127663251
19,4,32,0.5068904635221818
19,4,33,0.9889552961706465
19,4,34,0.7686451201044466
19,4,35,0.3014842484115935
19,4,36,0.9970492607205308
19,4,37,0.480825402187237
19,4,38,0.25301293381845513
19,4,39,0.5102237391526449
19,4,40,0.7768508356175178
19,4,41,0.3032803497689672
19,4,42,0.6293814086038433
19,4,43,0.7451635214104507
19,4,44,0.3096890075444876
19,4,45,0.4779650906689132
19,4,46,0.45799064628347536
19,4,47,0.23379655377094355
19,4,48,0.5770480349077487
19,4,49,0.6837554104459456
19,4,50,0.31318217614425276
19,4,51,1.1116936077620891
19,4,52,0.537814108843697
19,4,53,0.4203752224531815
19,4,54,1.3165942232194265
19,4,55,0.5022564401550775
19,4,56,0.31019699220790964
19,4,57,0.3565662229480927
19,4,58,1.4485283727782223
19,4,59,0.41762172921002216
19,4,60,0.9686921846103475
19,4,61,0.9636086872763897
19,4,62,0.27860491350664796
19,4,63,0.9103434634809535
19,4,64,0.5426927185224635
19,4,65,0.24639893333156304
19,4,66,0.44754007604737533
19,4,67,0.7785004699583853
19,4,68,0.32113016426122104
19,4,69,0.6625216341876902
19,4,70,0.6654737789716397
19,4,71,0.3435977263442212
19,4,72,0.6347856248141243
19,4,73,0.483575472659964
19,4,74,0.23813461032597785
19,4,75,0.45313892822505053
19,4,76,0.761388697144225
19,4,77,0.31449601307958636
19,4,78,0.6893340238347384
19,4,79,0.5163524768710787
19,4,80,0.36685832632904347
