metric,bin_log2_lo,count,ccdf
tau,0,250000,0.18534136
tau,1,0,0.18534136
tau,2,42968,0.045324348
tau,3,9220,0.015279737
tau,4,4032,0.0021409229
tau,5,636,6.8431326e-05
tau,6,21,0
tc,0,250000,0.46511135
tc,1,62500,0.33138919
tc,2,50782,0.22273833
tc,3,38524,0.14031413
tc,4,28390,0.079572175
tc,5,20712,0.03525772
tc,6,14771,0.0036543592
tc,7,1708,0
h,0,96,0.999808
h,1,17,0.999774
h,2,35717,0.92834
h,3,68424,0.791492
h,4,39366,0.71276
h,5,22214,0.668332
h,6,15745,0.636842
h,7,911,0.63502
h,8,10821,0.613378
h,9,8380,0.596618
h,10,6769,0.58308
h,11,5569,0.571942
h,12,4713,0.562516
h,13,4074,0.554368
h,14,33,0.554302
h,15,3557,0.547188
h,16,3161,0.540866
h,17,2739,0.535388
h,18,2577,0.530234
h,19,2278,0.525678
h,20,2057,0.521564
h,21,9,0.521546
h,22,1855,0.517836
h,23,1735,0.514366
h,24,1652,0.511062
h,25,1501,0.50806
h,26,1441,0.505178
h,27,1331,0.502516
h,28,8,0.5025
h,29,1236,0.500028
h,30,1145,0.497738
h,31,1074,0.49559
h,32,1070,0.49345
h,33,991,0.491468
h,34,929,0.48961
h,35,9,0.489592
h,36,911,0.48777
h,37,867,0.486036
h,38,852,0.484332
h,39,821,0.48269
h,40,762,0.481166
h,41,715,0.479736
h,42,5,0.479726
h,43,677,0.478372
h,44,639,0.477094
h,45,586,0.475922
h,46,604,0.474714
h,47,588,0.473538
h,48,605,0.472328
h,49,7,0.472314
h,50,546,0.471222
h,51,538,0.470146
h,52,524,0.469098
h,53,465,0.468168
h,54,476,0.467216
h,55,466,0.466284
h,56,2,0.46628
h,57,404,0.465472
h,58,428,0.464616
h,59,406,0.463804
h,60,360,0.463084
h,61,329,0.462426
h,62,14,0.462398
h,63,312,0.461774
h,64,320,0.461134
h,65,336,0.460462
h,66,365,0.459732
h,67,334,0.459064
h,68,328,0.458408
h,69,5,0.458398
h,70,325,0.457748
h,71,312,0.457124
h,72,293,0.456538
h,73,307,0.455924
h,74,302,0.45532
h,75,255,0.45481
h,76,5,0.4548
h,77,254,0.454292
h,78,235,0.453822
h,79,244,0.453334
h,80,244,0.452846
h,81,31802,0.389242
h,82,70189,0.248864
h,83,61820,0.125224
h,84,31559,0.062106
h,85,15657,0.030792
h,86,7762,0.015268
h,87,3903,0.007462
h,88,1874,0.003714
h,89,948,0.001818
h,90,457,0.000904
h,91,231,0.000442
h,92,118,0.000206
h,93,48,0.00011
h,94,29,5.2e-05
h,95,11,3e-05
h,96,9,1.2e-05
h,97,3,6e-06
h,98,3,0
