metric,bin_log2_lo,count,ccdf
tau,0,124998,0.25076423
tau,1,23442,0.11025331
tau,2,12957,0.03258928
tau,3,4630,0.0048371435
tau,4,795,7.1927785e-05
tau,5,12,0
tc,0,250000,0.43892345
tc,1,62503,0.29864758
tc,2,50851,0.18452237
tc,3,38868,0.097290674
tc,4,27812,0.03487203
tc,5,14809,0.0016360992
tc,6,729,0
h,0,72283,0.855434
h,1,7,0.85542
h,2,10,0.8554
h,3,34664,0.786072
h,4,20,0.786032
h,5,27,0.785978
h,6,9113,0.767752
h,7,1,0.76775
h,8,1,0.767748
h,9,9377,0.748994
h,10,12,0.74897
h,11,3,0.748964
h,12,2157,0.74465
h,13,0,0.74465
h,14,0,0.74465
h,15,4510,0.73563
h,16,12,0.735606
h,17,6,0.735594
h,18,987,0.73362
h,19,0,0.73362
h,20,0,0.73362
h,21,2883,0.727854
h,22,13,0.727828
h,23,1,0.727826
h,24,691,0.726444
h,25,0,0.726444
h,26,0,0.726444
h,27,2109,0.722226
h,28,8,0.72221
h,29,0,0.72221
h,30,483,0.721244
h,31,0,0.721244
h,32,0,0.721244
h,33,1605,0.718034
h,34,5,0.718024
h,35,0,0.718024
h,36,443,0.717138
h,37,0,0.717138
h,38,0,0.717138
h,39,1335,0.714468
h,40,6,0.714456
h,41,6,0.714444
h,42,360,0.713724
h,43,1,0.713722
h,44,0,0.713722
h,45,1047,0.711628
h,46,2,0.711624
h,47,3,0.711618
h,48,293,0.711032
h,49,0,0.711032
h,50,0,0.711032
h,51,897,0.709238
h,52,1,0.709236
h,53,2,0.709232
h,54,277,0.708678
h,55,0,0.708678
h,56,0,0.708678
h,57,753,0.707172
h,58,3,0.707166
h,59,0,0.707166
h,60,175,0.706816
h,61,5,0.706806
h,62,0,0.706806
h,63,580,0.705646
h,64,7,0.705632
h,65,10,0.705612
h,66,171,0.70527
h,67,14,0.705242
h,68,0,0.705242
h,69,564,0.704114
h,70,46,0.704022
h,71,2,0.704018
h,72,151,0.703716
h,73,18,0.70368
h,74,0,0.70368
h,75,423,0.702834
h,76,63,0.702708
h,77,1,0.702706
h,78,111,0.702484
h,79,23,0.702438
h,80,0,0.702438
h,81,118696,0.465046
h,82,34402,0.396242
h,83,70,0.396102
h,84,134902,0.126298
h,85,39014,0.04827
h,86,31,0.048208
h,87,14831,0.018546
h,88,6311,0.005924
h,89,18,0.005888
h,90,1565,0.002758
h,91,1022,0.000714
h,92,3,0.000708
h,93,158,0.000392
h,94,161,7e-05
h,95,2,6.6e-05
h,96,21,2.4e-05
h,97,9,6e-06
h,98,0,6e-06
h,99,3,0
