metric,bin_log2_lo,count,ccdf
tau,0,41665,0.083621088
tau,1,3190,0.013460312
tau,2,573,0.00085776497
tau,3,34,0.00010996987
tau,4,5,0
tc,0,250000,0.41226946
tc,1,62502,0.26533213
tc,2,50599,0.14637782
tc,3,38621,0.055582852
tc,4,23326,0.00074524232
tc,5,317,0
h,0,41676,0.916648
h,1,0,0.916648
h,2,1,0.916646
h,3,3463,0.90972
h,4,0,0.90972
h,5,0,0.90972
h,6,0,0.90972
h,7,311,0.909098
h,8,0,0.909098
h,9,0,0.909098
h,10,20,0.909058
h,11,0,0.909058
h,12,0,0.909058
h,13,0,0.909058
h,14,5,0.909048
h,15,0,0.909048
h,16,0,0.909048
h,17,0,0.909048
h,18,0,0.909048
h,19,0,0.909048
h,20,0,0.909048
h,21,2,0.909044
h,22,0,0.909044
h,23,0,0.909044
h,24,0,0.909044
h,25,0,0.909044
h,26,0,0.909044
h,27,0,0.909044
h,28,0,0.909044
h,29,0,0.909044
h,30,0,0.909044
h,31,0,0.909044
h,32,0,0.909044
h,33,0,0.909044
h,34,0,0.909044
h,35,0,0.909044
h,36,0,0.909044
h,37,0,0.909044
h,38,0,0.909044
h,39,0,0.909044
h,40,0,0.909044
h,41,0,0.909044
h,42,0,0.909044
h,43,0,0.909044
h,44,0,0.909044
h,45,0,0.909044
h,46,0,0.909044
h,47,0,0.909044
h,48,0,0.909044
h,49,0,0.909044
h,50,0,0.909044
h,51,0,0.909044
h,52,0,0.909044
h,53,0,0.909044
h,54,0,0.909044
h,55,0,0.909044
h,56,0,0.909044
h,57,0,0.909044
h,58,0,0.909044
h,59,0,0.909044
h,60,0,0.909044
h,61,0,0.909044
h,62,0,0.909044
h,63,0,0.909044
h,64,0,0.909044
h,65,0,0.909044
h,66,0,0.909044
h,67,0,0.909044
h,68,0,0.909044
h,69,0,0.909044
h,70,0,0.909044
h,71,0,0.909044
h,72,0,0.909044
h,73,0,0.909044
h,74,0,0.909044
h,75,0,0.909044
h,76,0,0.909044
h,77,0,0.909044
h,78,0,0.909044
h,79,0,0.909044
h,80,0,0.909044
h,81,0,0.909044
h,82,308488,0.292068
h,83,0,0.292068
h,84,0,0.292068
h,85,0,0.292068
h,86,133952,0.024164
h,87,0,0.024164
h,88,0,0.024164
h,89,11092,0.00198
h,90,3,0.001974
h,91,0,0.001974
h,92,0,0.001974
h,93,917,0.00014
h,94,0,0.00014
h,95,0,0.00014
h,96,50,4e-05
h,97,20,0
