metric,bin_log2_lo,count,ccdf
tau,0,333329,0.33333533
tau,1,74074,0.18518585
tau,2,51212,0.082760828
tau,3,27893,0.02697427
tau,4,11008,0.0049580496
tau,5,2288,0.00038200382
tau,6,187,8.00008e-06
tau,7,4,0
tc,0,250000,0.47232002
tc,1,62502,0.3403958
tc,2,51001,0.23274698
tc,3,48571,0.1302272
tc,4,42845,0.039793403
tc,5,17863,0.0020896127
tc,6,976,2.9550079e-05
tc,7,14,0
h,0,302343,0.395314
h,1,17,0.39528
h,2,112276,0.170728
h,3,248,0.170232
h,4,5,0.170222
h,5,44913,0.080396
h,6,10,0.080376
h,7,16946,0.046484
h,8,3957,0.03857
h,9,0,0.03857
h,10,9395,0.01978
h,11,142,0.019496
h,12,0,0.019496
h,13,4760,0.009976
h,14,3,0.00997
h,15,1771,0.006428
h,16,933,0.004562
h,17,0,0.004562
h,18,1031,0.0025
h,19,44,0.002412
h,20,33,0.002346
h,21,503,0.00134
h,22,3,0.001334
h,23,211,0.000912
h,24,163,0.000586
h,25,0,0.000586
h,26,159,0.000268
h,27,3,0.000262
h,28,7,0.000248
h,29,50,0.000148
h,30,1,0.000146
h,31,16,0.000114
h,32,7,0.0001
h,33,0,0.0001
h,34,18,6.4e-05
h,35,2,6e-05
h,36,8,4.4e-05
h,37,10,2.4e-05
h,38,3,1.8e-05
h,39,4,1e-05
h,40,0,1e-05
h,41,0,1e-05
h,42,0,1e-05
h,43,0,1e-05
h,44,2,6e-06
h,45,3,0
