metric,bin_log2_lo,count,ccdf
tau,0,166661,0.33225556
tau,1,37072,0.18372278
tau,2,25463,0.081702646
tau,3,13872,0.026123051
tau,4,5291,0.0049241149
tau,5,1177,0.00020834335
tau,6,52,0
tc,0,250000,0.44582741
tc,1,62502,0.30727983
tc,2,51928,0.19217154
tc,3,39359,0.10492482
tc,4,27286,0.044440208
tc,5,17148,0.006428402
tc,6,2869,6.8717401e-05
tc,7,31,0
h,0,103684,0.792632
h,1,0,0.792632
h,2,0,0.792632
h,3,53056,0.68652
h,4,482,0.685556
h,5,6,0.685544
h,6,31,0.685482
h,7,19813,0.645856
h,8,61,0.645734
h,9,0,0.645734
h,10,16120,0.613494
h,11,188,0.613118
h,12,234,0.61265
h,13,28,0.612594
h,14,5927,0.60074
h,15,8,0.600724
h,16,0,0.600724
h,17,2220,0.596284
h,18,3860,0.588564
h,19,59,0.588446
h,20,2,0.588442
h,21,2477,0.583488
h,22,0,0.583488
h,23,0,0.583488
h,24,0,0.583488
h,25,3458,0.576572
h,26,239,0.576094
h,27,71,0.575952
h,28,1243,0.573466
h,29,90,0.573286
h,30,10,0.573266
h,31,20,0.573226
h,32,2419,0.568388
h,33,6,0.568376
h,34,2,0.568372
h,35,216,0.56794
h,36,554,0.566832
h,37,6,0.56682
h,38,12,0.566796
h,39,1714,0.563368
h,40,33,0.563302
h,41,61,0.56318
h,42,102,0.562976
h,43,762,0.561452
h,44,7,0.561438
h,45,9,0.56142
h,46,1299,0.558822
h,47,53,0.558716
h,48,89,0.558538
h,49,49,0.55844
h,50,767,0.556906
h,51,1,0.556904
h,52,6,0.556892
h,53,238,0.556416
h,54,979,0.554458
h,55,3,0.554452
h,56,6,0.55444
h,57,544,0.553352
h,58,27,0.553298
h,59,6,0.553286
h,60,0,0.553286
h,61,1057,0.551172
h,62,183,0.550806
h,63,2,0.550802
h,64,347,0.550108
h,65,58,0.549992
h,66,3,0.549986
h,67,0,0.549986
h,68,788,0.54841
h,69,37,0.548336
h,70,0,0.548336
h,71,50,0.548236
h,72,211,0.547814
h,73,0,0.547814
h,74,0,0.547814
h,75,692,0.54643
h,76,16,0.546398
h,77,0,0.546398
h,78,0,0.546398
h,79,261,0.545876
h,80,9,0.545858
h,81,155,0.545548
h,82,166650,0.212248
h,83,29371,0.153506
h,84,411,0.152684
h,85,120,0.152444
h,86,69648,0.013148
h,87,243,0.012662
h,88,37,0.012588
h,89,1117,0.010354
h,90,4665,0.001024
h,91,16,0.000992
h,92,3,0.000986
h,93,454,7.8e-05
h,94,13,5.2e-05
h,95,1,5e-05
h,96,5,4e-05
h,97,20,0
