metric,bin_log2_lo,count,ccdf
tau,0,468735,0.062501875
tau,1,27467,0.007566227
tau,2,3655,0.00025600768
tau,3,110,3.600108e-05
tau,4,15,6.00018e-06
tau,5,3,0
tc,0,250000,0.39061399
tc,1,62500,0.23826749
tc,2,69052,0.069950201
tc,3,28360,0.00082145234
tc,4,326,2.6812984e-05
tc,5,11,0
h,0,467837,0.064326
h,1,2,0.064322
h,2,1,0.06432
h,3,0,0.06432
h,4,30008,0.004304
h,5,0,0.004304
h,6,0,0.004304
h,7,0,0.004304
h,8,1982,0.00034
h,9,0,0.00034
h,10,0,0.00034
h,11,0,0.00034
h,12,162,1.6e-05
h,13,0,1.6e-05
h,14,0,1.6e-05
h,15,0,1.6e-05
h,16,8,0
