metric,bin_log2_lo,count,ccdf
tau,0,249996,0.48119402
tau,1,62504,0.35148215
tau,2,50855,0.24594495
tau,3,38529,0.16598737
tau,4,28491,0.10686122
tau,5,20435,0.064453336
tau,6,14473,0.034418139
tau,7,10047,0.013568031
tau,8,5218,0.0027393394
tau,9,1287,6.8483485e-05
tau,10,33,0
tc,0,250000,0.48470608
tc,1,62503,0.35587641
tc,2,50786,0.25119754
tc,3,43418,0.16170542
tc,4,30532,0.0987736
tc,5,15731,0.066349246
tc,6,13171,0.039201501
tc,7,16111,0.0059938989
tc,8,2467,0.00090897848
tc,9,428,2.6795284e-05
tc,10,13,0
h,0,183865,0.63227
h,1,653,0.630964
h,2,103,0.630758
h,3,93334,0.44409
h,4,113,0.443864
h,5,15,0.443834
h,6,45906,0.352022
h,7,38,0.351946
h,8,4,0.351938
h,9,33741,0.284456
h,10,2257,0.279942
h,11,4,0.279934
h,12,20768,0.238398
h,13,421,0.237556
h,14,507,0.236542
h,15,16184,0.204174
h,16,589,0.202996
h,17,467,0.202062
h,18,11112,0.179838
h,19,181,0.179476
h,20,3516,0.172444
h,21,12054,0.148336
h,22,2183,0.14397
h,23,1673,0.140624
h,24,7285,0.126054
h,25,560,0.124934
h,26,259,0.124416
h,27,5587,0.113242
h,28,533,0.112176
h,29,41,0.112094
h,30,4218,0.103658
h,31,813,0.102032
h,32,36,0.10196
h,33,3342,0.095276
h,34,766,0.093744
h,35,43,0.093658
h,36,2593,0.088472
h,37,955,0.086562
h,38,783,0.084996
h,39,1890,0.081216
h,40,1067,0.079082
h,41,203,0.078676
h,42,1551,0.075574
h,43,898,0.073778
h,44,147,0.073484
h,45,1093,0.071298
h,46,940,0.069418
h,47,213,0.068992
h,48,779,0.067434
h,49,989,0.065456
h,50,192,0.065072
h,51,573,0.063926
h,52,867,0.062192
h,53,340,0.061512
h,54,418,0.060676
h,55,775,0.059126
h,56,245,0.058636
h,57,314,0.058008
h,58,802,0.056404
h,59,267,0.05587
h,60,349,0.055172
h,61,607,0.053958
h,62,286,0.053386
h,63,213,0.05296
h,64,665,0.05163
h,65,290,0.05105
h,66,150,0.05075
h,67,546,0.049658
h,68,364,0.04893
h,69,170,0.04859
h,70,482,0.047626
h,71,536,0.046554
h,72,174,0.046206
h,73,383,0.04544
h,74,268,0.044904
h,75,147,0.04461
h,76,520,0.04357
h,77,268,0.043034
h,78,146,0.042742
h,79,327,0.042088
h,80,258,0.041572
h,81,1478,0.038616
h,82,5277,0.028062
h,83,6211,0.01564
h,84,3344,0.008952
h,85,2387,0.004178
h,86,1157,0.001864
h,87,435,0.000994
h,88,272,0.00045
h,89,138,0.000174
h,90,32,0.00011
h,91,25,6e-05
h,92,16,2.8e-05
h,93,5,1.8e-05
h,94,8,2e-06
h,95,1,0
