metric,bin_log2_lo,count,ccdf
tau,0,249999,0.39317538
tau,1,62499,0.24147105
tau,2,50774,0.1182269
tau,3,19831,0.070090951
tau,4,14925,0.033863377
tau,5,8613,0.012956971
tau,6,3905,0.0034783326
tau,7,1295,0.00033496853
tau,8,133,1.2136541e-05
tau,9,5,0
tc,0,250000,0.48049141
tc,1,62500,0.35061427
tc,2,50780,0.24509168
tc,3,38529,0.1650271
tc,4,28437,0.10593403
tc,5,20235,0.06388501
tc,6,14530,0.033691171
tc,7,10164,0.01257003
tc,8,6049,0
h,0,250000,0.5
h,1,82031,0.335938
h,2,30862,0.274214
h,3,12908,0.248398
h,4,9322,0.229754
h,5,7666,0.214422
h,6,4734,0.204954
h,7,3466,0.198022
h,8,2538,0.192946
h,9,1985,0.188976
h,10,1480,0.186016
h,11,1124,0.183768
h,12,876,0.182016
h,13,670,0.180676
h,14,503,0.17967
h,15,397,0.178876
h,16,301,0.178274
h,17,255,0.177764
h,18,212,0.17734
h,19,133,0.177074
h,20,108,0.176858
h,21,96,0.176666
h,22,76,0.176514
h,23,59,0.176396
h,24,38,0.17632
h,25,27,0.176266
h,26,24,0.176218
h,27,16,0.176186
h,28,16,0.176154
h,29,13,0.176128
h,30,9,0.17611
h,31,10,0.17609
h,32,8,0.176074
h,33,4,0.176066
h,34,7,0.176052
h,35,1,0.17605
h,36,2,0.176046
h,37,2,0.176042
h,38,2,0.176038
h,39,1,0.176036
h,40,3,0.17603
h,41,1,0.176028
h,42,1,0.176026
h,43,1,0.176024
h,44,0,0.176024
h,45,0,0.176024
h,46,0,0.176024
h,47,0,0.176024
h,48,0,0.176024
h,49,0,0.176024
h,50,0,0.176024
h,51,0,0.176024
h,52,0,0.176024
h,53,0,0.176024
h,54,0,0.176024
h,55,0,0.176024
h,56,0,0.176024
h,57,0,0.176024
h,58,0,0.176024
h,59,0,0.176024
h,60,0,0.176024
h,61,0,0.176024
h,62,0,0.176024
h,63,0,0.176024
h,64,0,0.176024
h,65,0,0.176024
h,66,0,0.176024
h,67,0,0.176024
h,68,0,0.176024
h,69,0,0.176024
h,70,0,0.176024
h,71,0,0.176024
h,72,0,0.176024
h,73,0,0.176024
h,74,0,0.176024
h,75,0,0.176024
h,76,0,0.176024
h,77,0,0.176024
h,78,0,0.176024
h,79,0,0.176024
h,80,0,0.176024
h,81,19619,0.136786
h,82,32784,0.071218
h,83,17841,0.035536
h,84,8862,0.017812
h,85,4431,0.00895
h,86,2284,0.004382
h,87,1088,0.002206
h,88,556,0.001094
h,89,278,0.000538
h,90,132,0.000274
h,91,64,0.000146
h,92,37,7.2e-05
h,93,16,4e-05
h,94,8,2.4e-05
h,95,3,1.8e-05
h,96,6,6e-06
h,97,2,2e-06
h,98,1,0
