metric,bin_log2_lo,count,ccdf
tau,0,187497,0.37516413
tau,1,43950,0.22870025
tau,2,32747,0.11957051
tau,3,20770,0.050354246
tau,4,10611,0.014992968
tau,5,3806,0.0023094303
tau,6,660,0.00010997287
tau,7,33,0
tc,0,250000,0.45560574
tc,1,62503,0.31950064
tc,2,50857,0.2087556
tc,3,38987,0.12385841
tc,4,27998,0.062890603
tc,5,19394,0.020658674
tc,6,8896,0.001286948
tc,7,588,6.5327312e-06
tc,8,3,0
h,0,145034,0.709932
h,1,94,0.709744
h,2,41,0.709662
h,3,56567,0.596528
h,4,45,0.596438
h,5,5,0.596428
h,6,25586,0.545256
h,7,21,0.545214
h,8,5,0.545204
h,9,16955,0.511294
h,10,7,0.51128
h,11,0,0.51128
h,12,8989,0.493302
h,13,5,0.493292
h,14,0,0.493292
h,15,6948,0.479396
h,16,8,0.47938
h,17,0,0.47938
h,18,3951,0.471478
h,19,6,0.471466
h,20,39,0.471388
h,21,3531,0.464326
h,22,84,0.464158
h,23,334,0.46349
h,24,2159,0.459172
h,25,59,0.459054
h,26,68,0.458918
h,27,2041,0.454836
h,28,68,0.4547
h,29,28,0.454644
h,30,1107,0.45243
h,31,47,0.452336
h,32,4,0.452328
h,33,1199,0.44993
h,34,67,0.449796
h,35,5,0.449786
h,36,882,0.448022
h,37,99,0.447824
h,38,0,0.447824
h,39,937,0.44595
h,40,71,0.445808
h,41,0,0.445808
h,42,583,0.444642
h,43,79,0.444484
h,44,1,0.444482
h,45,546,0.44339
h,46,158,0.443074
h,47,0,0.443074
h,48,412,0.44225
h,49,65,0.44212
h,50,0,0.44212
h,51,511,0.441098
h,52,109,0.44088
h,53,0,0.44088
h,54,280,0.44032
h,55,81,0.440158
h,56,0,0.440158
h,57,323,0.439512
h,58,140,0.439232
h,59,16,0.4392
h,60,201,0.438798
h,61,149,0.4385
h,62,5,0.43849
h,63,250,0.43799
h,64,364,0.437262
h,65,4,0.437254
h,66,111,0.437032
h,67,289,0.436454
h,68,6,0.436442
h,69,168,0.436106
h,70,282,0.435542
h,71,6,0.43553
h,72,63,0.435404
h,73,285,0.434834
h,74,2,0.43483
h,75,74,0.434682
h,76,345,0.433992
h,77,5,0.433982
h,78,42,0.433898
h,79,200,0.433498
h,80,4,0.43349
h,81,12909,0.407672
h,82,103790,0.200092
h,83,11812,0.176468
h,84,10709,0.15505
h,85,63338,0.028374
h,86,3591,0.021192
h,87,982,0.019228
h,88,7772,0.003684
h,89,534,0.002616
h,90,82,0.002452
h,91,986,0.00048
h,92,84,0.000312
h,93,7,0.000298
h,94,124,5e-05
h,95,16,1.8e-05
h,96,2,1.4e-05
h,97,5,4e-06
h,98,2,0
