metric,bin_log2_lo,count,ccdf
tau,0,250000,0.28523642
tau,1,62500,0.10654552
tau,2,15624,0.061875654
tau,3,12678,0.025628563
tau,4,6970,0.0057009544
tau,5,1752,0.00069189115
tau,6,241,2.8590543e-06
tau,7,1,0
tc,0,250000,0.47007964
tc,1,62500,0.33759955
tc,2,50783,0.22995576
tc,3,38514,0.14831835
tc,4,28226,0.088488222
tc,5,20377,0.045295473
tc,6,14369,0.01483777
tc,7,7000,0
h,0,147,0.999706
h,1,62507,0.874692
h,2,71434,0.731824
h,3,43308,0.645208
h,4,24237,0.596734
h,5,28154,0.540426
h,6,10579,0.519268
h,7,8345,0.502578
h,8,6472,0.489634
h,9,9332,0.47097
h,10,3967,0.463036
h,11,3453,0.45613
h,12,2902,0.450326
h,13,4812,0.440702
h,14,2065,0.436572
h,15,1941,0.43269
h,16,1757,0.429176
h,17,3213,0.42275
h,18,1408,0.419934
h,19,1328,0.417278
h,20,1277,0.414724
h,21,2265,0.410194
h,22,965,0.408264
h,23,925,0.406414
h,24,855,0.404704
h,25,885,0.402934
h,26,1634,0.399666
h,27,773,0.39812
h,28,656,0.396808
h,29,650,0.395508
h,30,1204,0.3931
h,31,581,0.391938
h,32,520,0.390898
h,33,492,0.389914
h,34,1026,0.387862
h,35,475,0.386912
h,36,449,0.386014
h,37,466,0.385082
h,38,967,0.383148
h,39,428,0.382292
h,40,408,0.381476
h,41,364,0.380748
h,42,751,0.379246
h,43,406,0.378434
h,44,363,0.377708
h,45,391,0.376926
h,46,375,0.376176
h,47,717,0.374742
h,48,340,0.374062
h,49,362,0.373338
h,50,349,0.37264
h,51,593,0.371454
h,52,263,0.370928
h,53,277,0.370374
h,54,239,0.369896
h,55,440,0.369016
h,56,210,0.368596
h,57,250,0.368096
h,58,240,0.367616
h,59,426,0.366764
h,60,216,0.366332
h,61,205,0.365922
h,62,207,0.365508
h,63,483,0.364542
h,64,259,0.364024
h,65,235,0.363554
h,66,217,0.36312
h,67,208,0.362704
h,68,382,0.36194
h,69,207,0.361526
h,70,205,0.361116
h,71,174,0.360768
h,72,351,0.360066
h,73,144,0.359778
h,74,148,0.359482
h,75,139,0.359204
h,76,285,0.358634
h,77,111,0.358412
h,78,102,0.358208
h,79,89,0.35803
h,80,180,0.35767
h,81,30719,0.296232
h,82,61515,0.173202
h,83,43079,0.087044
h,84,21667,0.04371
h,85,10897,0.021916
h,86,5432,0.011052
h,87,2794,0.005464
h,88,1364,0.002736
h,89,687,0.001362
h,90,348,0.000666
h,91,166,0.000334
h,92,93,0.000148
h,93,37,7.4e-05
h,94,22,3e-05
h,95,5,2e-05
h,96,6,8e-06
h,97,1,6e-06
h,98,3,0
