metric,bin_log2_lo,count,ccdf
tau,0,249999,0.18540832
tau,1,0,0.18540832
tau,2,42968,0.045402263
tau,3,9214,0.015379552
tau,4,4040,0.0022156982
tau,5,651,9.4493012e-05
tau,6,29,0
tc,0,250000,0.46281844
tc,1,62500,0.32852305
tc,2,50781,0.21940858
tc,3,38541,0.13659453
tc,4,28156,0.076094991
tc,5,20184,0.032725101
tc,6,14297,0.0020047616
tc,7,933,0
h,0,250000,0.5
h,1,0,0.5
h,2,35713,0.428574
h,3,5920,0.416734
h,4,8136,0.400462
h,5,2672,0.395118
h,6,2092,0.390934
h,7,892,0.38915
h,8,559,0.388032
h,9,325,0.387382
h,10,231,0.38692
h,11,147,0.386626
h,12,103,0.38642
h,13,50,0.38632
h,14,25,0.38627
h,15,19,0.386232
h,16,5,0.386222
h,17,5,0.386212
h,18,3,0.386206
h,19,1,0.386204
h,20,2,0.3862
h,21,2,0.386196
h,22,0,0.386196
h,23,1,0.386194
h,24,0,0.386194
h,25,0,0.386194
h,26,0,0.386194
h,27,0,0.386194
h,28,0,0.386194
h,29,0,0.386194
h,30,0,0.386194
h,31,0,0.386194
h,32,0,0.386194
h,33,0,0.386194
h,34,0,0.386194
h,35,0,0.386194
h,36,0,0.386194
h,37,0,0.386194
h,38,0,0.386194
h,39,0,0.386194
h,40,0,0.386194
h,41,0,0.386194
h,42,0,0.386194
h,43,0,0.386194
h,44,0,0.386194
h,45,0,0.386194
h,46,0,0.386194
h,47,0,0.386194
h,48,0,0.386194
h,49,0,0.386194
h,50,0,0.386194
h,51,0,0.386194
h,52,0,0.386194
h,53,0,0.386194
h,54,0,0.386194
h,55,0,0.386194
h,56,0,0.386194
h,57,0,0.386194
h,58,0,0.386194
h,59,0,0.386194
h,60,0,0.386194
h,61,0,0.386194
h,62,0,0.386194
h,63,0,0.386194
h,64,0,0.386194
h,65,0,0.386194
h,66,0,0.386194
h,67,0,0.386194
h,68,0,0.386194
h,69,0,0.386194
h,70,0,0.386194
h,71,0,0.386194
h,72,0,0.386194
h,73,0,0.386194
h,74,0,0.386194
h,75,0,0.386194
h,76,0,0.386194
h,77,0,0.386194
h,78,0,0.386194
h,79,0,0.386194
h,80,0,0.386194
h,81,26398,0.333398
h,82,60008,0.213382
h,83,52653,0.108076
h,84,27133,0.05381
h,85,13460,0.02689
h,86,6733,0.013424
h,87,3373,0.006678
h,88,1654,0.00337
h,89,854,0.001662
h,90,420,0.000822
h,91,185,0.000452
h,92,121,0.00021
h,93,45,0.00012
h,94,32,5.6e-05
h,95,12,3.2e-05
h,96,8,1.6e-05
h,97,3,1e-05
h,98,5,0
