metric,bin_log2_lo,count,ccdf
tau,0,312495,0.375
tau,1,73245,0.22850766
tau,2,54464,0.11957791
tau,3,34556,0.050464807
tau,4,17654,0.015156242
tau,5,6296,0.002564041
tau,6,1204,0.0001560025
tau,7,78,0
tc,0,250000,0.46052674
tc,1,62503,0.32565195
tc,2,50815,0.21599862
tc,3,45036,0.11881575
tc,4,24925,0.065030264
tc,5,9515,0.044497912
tc,6,6939,0.029524292
tc,7,8075,0.012099306
tc,8,5361,0.00053084169
tc,9,246,0
h,0,276433,0.447134
h,1,1410,0.444314
h,2,1010,0.442294
h,3,106245,0.229804
h,4,273,0.229258
h,5,200,0.228858
h,6,51044,0.12677
h,7,65,0.12664
h,8,47,0.126546
h,9,27266,0.072014
h,10,7,0.072
h,11,4,0.071992
h,12,14978,0.042036
h,13,2,0.042032
h,14,1,0.04203
h,15,8224,0.025582
h,16,0,0.025582
h,17,0,0.025582
h,18,4959,0.015664
h,19,2,0.01566
h,20,0,0.01566
h,21,2849,0.009962
h,22,5,0.009952
h,23,0,0.009952
h,24,1799,0.006354
h,25,14,0.006326
h,26,0,0.006326
h,27,1019,0.004288
h,28,10,0.004268
h,29,0,0.004268
h,30,1031,0.002206
h,31,87,0.002032
h,32,1,0.00203
h,33,476,0.001078
h,34,14,0.00105
h,35,0,0.00105
h,36,246,0.000558
h,37,16,0.000526
h,38,0,0.000526
h,39,102,0.000322
h,40,26,0.00027
h,41,0,0.00027
h,42,35,0.0002
h,43,2,0.000196
h,44,0,0.000196
h,45,34,0.000128
h,46,6,0.000116
h,47,0,0.000116
h,48,17,8.2e-05
h,49,2,7.8e-05
h,50,0,7.8e-05
h,51,14,5e-05
h,52,5,4e-05
h,53,0,4e-05
h,54,9,2.2e-05
h,55,2,1.8e-05
h,56,0,1.8e-05
h,57,5,8e-06
h,58,1,6e-06
h,59,0,6e-06
h,60,0,6e-06
h,61,0,6e-06
h,62,0,6e-06
h,63,1,4e-06
h,64,1,2e-06
h,65,0,2e-06
h,66,0,2e-06
h,67,1,0
