metric,bin_log2_lo,count,ccdf
tau,0,437486,0.12500175
tau,1,47854,0.029290879
tau,2,13206,0.0028780863
tau,3,1360,0.00015800474
tau,4,69,2.00006e-05
tau,5,10,0
tc,0,250000,0.42267146
tc,1,62500,0.27833933
tc,2,67083,0.1234236
tc,3,43955,0.021917701
tc,4,9471,4.6186283e-05
tc,5,20,0
h,0,432790,0.13442
h,1,456,0.133508
h,2,179,0.13315
h,3,79,0.132992
h,4,57028,0.018936
h,5,42,0.018852
h,6,17,0.018818
h,7,8,0.018802
h,8,7977,0.002848
h,9,3,0.002842
h,10,1,0.00284
h,11,0,0.00284
h,12,1197,0.000446
h,13,0,0.000446
h,14,0,0.000446
h,15,0,0.000446
h,16,173,0.0001
h,17,0,0.0001
h,18,0,0.0001
h,19,0,0.0001
h,20,37,2.6e-05
h,21,0,2.6e-05
h,22,0,2.6e-05
h,23,0,2.6e-05
h,24,12,2e-06
h,25,0,2e-06
h,26,0,2e-06
h,27,0,2e-06
h,28,1,0
