metric,bin_log2_lo,count,ccdf
tau,0,249999,0.16632263
tau,1,0,0.16632263
tau,2,42968,0.023036265
tau,3,4978,0.006436015
tau,4,1676,0.00084701959
tau,5,247,2.334306e-05
tau,6,7,0
tc,0,250000,0.45879597
tc,1,62500,0.32349497
tc,2,50781,0.21356344
tc,3,38534,0.13014441
tc,4,28394,0.068676626
tc,5,20176,0.024999296
tc,6,11548,0
h,0,250000,0.5
h,1,0,0.5
h,2,35156,0.429688
h,3,4527,0.420634
h,4,5399,0.409836
h,5,1520,0.406796
h,6,1341,0.404114
h,7,981,0.402152
h,8,379,0.401394
h,9,247,0.4009
h,10,129,0.400642
h,11,81,0.40048
h,12,49,0.400382
h,13,27,0.400328
h,14,14,0.4003
h,15,8,0.400284
h,16,8,0.400268
h,17,5,0.400258
h,18,3,0.400252
h,19,1,0.40025
h,20,1,0.400248
h,21,1,0.400246
h,22,0,0.400246
h,23,0,0.400246
h,24,0,0.400246
h,25,0,0.400246
h,26,0,0.400246
h,27,0,0.400246
h,28,0,0.400246
h,29,0,0.400246
h,30,0,0.400246
h,31,0,0.400246
h,32,0,0.400246
h,33,0,0.400246
h,34,0,0.400246
h,35,0,0.400246
h,36,0,0.400246
h,37,0,0.400246
h,38,0,0.400246
h,39,0,0.400246
h,40,0,0.400246
h,41,0,0.400246
h,42,0,0.400246
h,43,0,0.400246
h,44,0,0.400246
h,45,0,0.400246
h,46,0,0.400246
h,47,0,0.400246
h,48,0,0.400246
h,49,0,0.400246
h,50,0,0.400246
h,51,0,0.400246
h,52,0,0.400246
h,53,0,0.400246
h,54,0,0.400246
h,55,0,0.400246
h,56,0,0.400246
h,57,0,0.400246
h,58,0,0.400246
h,59,0,0.400246
h,60,0,0.400246
h,61,0,0.400246
h,62,0,0.400246
h,63,0,0.400246
h,64,0,0.400246
h,65,0,0.400246
h,66,0,0.400246
h,67,0,0.400246
h,68,0,0.400246
h,69,0,0.400246
h,70,0,0.400246
h,71,0,0.400246
h,72,0,0.400246
h,73,0,0.400246
h,74,0,0.400246
h,75,0,0.400246
h,76,0,0.400246
h,77,0,0.400246
h,78,0,0.400246
h,79,0,0.400246
h,80,0,0.400246
h,81,26282,0.347682
h,82,57280,0.233122
h,83,55286,0.12255
h,84,30816,0.060918
h,85,15188,0.030542
h,86,7670,0.015202
h,87,3789,0.007624
h,88,1884,0.003856
h,89,982,0.001892
h,90,492,0.000908
h,91,235,0.000438
h,92,111,0.000216
h,93,58,0.0001
h,94,28,4.4e-05
h,95,12,2e-05
h,96,5,1e-05
h,97,3,4e-06
h,98,2,0
