metric,bin_log2_lo,count,ccdf
tau,0,291659,0.41659916
tau,1,70918,0.27474301
tau,2,55223,0.16428133
tau,3,38740,0.086790324
tau,4,24596,0.037591338
tau,5,12597,0.01239376
tau,6,5036,0.0023203295
tau,7,1100,0.00012001704
tau,8,60,0
tc,0,250000,0.46115696
tc,1,62502,0.32644189
tc,2,54166,0.209694
tc,3,43470,0.11599997
tc,4,23132,0.066141905
tc,5,9026,0.046687516
tc,6,6930,0.031750787
tc,7,14090,0.0013815936
tc,8,641,0
h,0,243109,0.513782
h,1,34,0.513714
h,2,48,0.513618
h,3,98308,0.317002
h,4,2116,0.31277
h,5,1383,0.310004
h,6,131,0.309742
h,7,50591,0.20856
h,8,3476,0.201608
h,9,127,0.201354
h,10,28801,0.143752
h,11,546,0.14266
h,12,254,0.142152
h,13,1,0.14215
h,14,18840,0.10447
h,15,46,0.104378
h,16,1,0.104376
h,17,4149,0.096078
h,18,7842,0.080394
h,19,3,0.080388
h,20,1792,0.076804
h,21,13500,0.049804
h,22,1090,0.047624
h,23,1491,0.044642
h,24,768,0.043106
h,25,5640,0.031826
h,26,250,0.031326
h,27,90,0.031146
h,28,3850,0.023446
h,29,277,0.022892
h,30,14,0.022864
h,31,8,0.022848
h,32,3413,0.016022
h,33,10,0.016002
h,34,2,0.015998
h,35,324,0.01535
h,36,1732,0.011886
h,37,0,0.011886
h,38,0,0.011886
h,39,1785,0.008316
h,40,575,0.007166
h,41,0,0.007166
h,42,0,0.007166
h,43,1060,0.005046
h,44,0,0.005046
h,45,0,0.005046
h,46,456,0.004134
h,47,602,0.00293
h,48,0,0.00293
h,49,0,0.00293
h,50,464,0.002002
h,51,6,0.00199
h,52,0,0.00199
h,53,30,0.00193
h,54,274,0.001382
h,55,6,0.00137
h,56,0,0.00137
h,57,167,0.001036
h,58,16,0.001004
h,59,0,0.001004
h,60,0,0.001004
h,61,125,0.000754
h,62,0,0.000754
h,63,0,0.000754
h,64,60,0.000634
h,65,53,0.000528
h,66,0,0.000528
h,67,0,0.000528
h,68,70,0.000388
h,69,2,0.000384
h,70,0,0.000384
h,71,5,0.000374
h,72,56,0.000262
h,73,0,0.000262
h,74,0,0.000262
h,75,31,0.0002
h,76,16,0.000168
h,77,0,0.000168
h,78,0,0.000168
h,79,14,0.00014
h,80,0,0.00014
h,81,0,0.00014
h,82,34,7.2e-05
h,83,30,1.2e-05
h,84,0,1.2e-05
h,85,0,1.2e-05
h,86,6,0
