metric,bin_log2_lo,count,ccdf
tau,0,249993,0.4783281
tau,1,62535,0.34783344
tau,2,50642,0.24215644
tau,3,38355,0.1621193
tau,4,28331,0.1029997
tau,5,20033,0.061195914
tau,6,14757,0.030401803
tau,7,9772,0.010010121
tau,8,4326,0.00098285738
tau,9,465,1.2520476e-05
tau,10,6,0
tc,0,250000,0.48027433
tc,1,62502,0.35033876
tc,2,53613,0.23888255
tc,3,43305,0.14885567
tc,4,28111,0.090415635
tc,5,18330,0.052309349
tc,6,8819,0.033975506
tc,7,12345,0.0083114529
tc,8,3470,0.0010976606
tc,9,527,2.0789027e-06
tc,10,1,0
h,0,183458,0.633084
h,1,40,0.633004
h,2,0,0.633004
h,3,90228,0.452548
h,4,1694,0.44916
h,5,98,0.448964
h,6,151,0.448662
h,7,46025,0.356612
h,8,54,0.356504
h,9,2,0.3565
h,10,31368,0.293764
h,11,1002,0.29176
h,12,738,0.290284
h,13,111,0.290062
h,14,19350,0.251362
h,15,2,0.251358
h,16,0,0.251358
h,17,4630,0.242098
h,18,11236,0.219626
h,19,176,0.219274
h,20,173,0.218928
h,21,11126,0.196676
h,22,13,0.19665
h,23,0,0.19665
h,24,0,0.19665
h,25,9324,0.178002
h,26,1227,0.175548
h,27,203,0.175142
h,28,6016,0.16311
h,29,1023,0.161064
h,30,0,0.161064
h,31,181,0.160702
h,32,6285,0.148132
h,33,82,0.147968
h,34,1,0.147966
h,35,1391,0.145184
h,36,4346,0.136492
h,37,282,0.135928
h,38,184,0.13556
h,39,3770,0.12802
h,40,670,0.12668
h,41,308,0.126064
h,42,785,0.124494
h,43,3290,0.117914
h,44,45,0.117824
h,45,94,0.117636
h,46,1906,0.113824
h,47,1482,0.11086
h,48,773,0.109314
h,49,144,0.109026
h,50,2690,0.103646
h,51,411,0.102824
h,52,37,0.10275
h,53,78,0.102594
h,54,1977,0.09864
h,55,360,0.09792
h,56,905,0.09611
h,57,4900,0.08631
h,58,1147,0.084016
h,59,539,0.082938
h,60,908,0.081122
h,61,3790,0.073542
h,62,680,0.072182
h,63,588,0.071006
h,64,655,0.069696
h,65,1206,0.067284
h,66,214,0.066856
h,67,36,0.066784
h,68,944,0.064896
h,69,525,0.063846
h,70,56,0.063734
h,71,103,0.063528
h,72,1503,0.060522
h,73,580,0.059362
h,74,168,0.059026
h,75,464,0.058098
h,76,1259,0.05558
h,77,102,0.055376
h,78,15,0.055346
h,79,646,0.054054
h,80,433,0.053188
h,81,270,0.052648
h,82,3056,0.046536
h,83,14520,0.017496
h,84,3861,0.009774
h,85,520,0.008734
h,86,2620,0.003494
h,87,1239,0.001016
h,88,187,0.000642
h,89,9,0.000624
h,90,251,0.000122
h,91,29,6.4e-05
h,92,4,5.6e-05
h,93,7,4.2e-05
h,94,18,6e-06
h,95,1,4e-06
h,96,0,4e-06
h,97,1,2e-06
h,98,1,0
