metric,bin_log2_lo,count,ccdf
tau,0,62499,0.1253009
tau,1,6839,0.029586296
tau,2,1926,0.002631137
tau,3,184,5.5981638e-05
tau,4,4,0
tc,0,250000,0.42466441
tc,1,62503,0.2808236
tc,2,50806,0.1639016
tc,3,38378,0.075580686
tc,4,28144,0.010811706
tc,5,4698,0
h,0,62506,0.874988
h,1,0,0.874988
h,2,6,0.874976
h,3,7675,0.859626
h,4,0,0.859626
h,5,0,0.859626
h,6,1104,0.857418
h,7,0,0.857418
h,8,0,0.857418
h,9,143,0.857132
h,10,0,0.857132
h,11,0,0.857132
h,12,17,0.857098
h,13,0,0.857098
h,14,0,0.857098
h,15,6,0.857086
h,16,0,0.857086
h,17,0,0.857086
h,18,1,0.857084
h,19,0,0.857084
h,20,0,0.857084
h,21,1,0.857082
h,22,0,0.857082
h,23,0,0.857082
h,24,0,0.857082
h,25,0,0.857082
h,26,0,0.857082
h,27,0,0.857082
h,28,0,0.857082
h,29,0,0.857082
h,30,0,0.857082
h,31,0,0.857082
h,32,0,0.857082
h,33,0,0.857082
h,34,0,0.857082
h,35,0,0.857082
h,36,0,0.857082
h,37,0,0.857082
h,38,0,0.857082
h,39,0,0.857082
h,40,0,0.857082
h,41,0,0.857082
h,42,0,0.857082
h,43,0,0.857082
h,44,0,0.857082
h,45,0,0.857082
h,46,0,0.857082
h,47,0,0.857082
h,48,0,0.857082
h,49,0,0.857082
h,50,0,0.857082
h,51,0,0.857082
h,52,0,0.857082
h,53,0,0.857082
h,54,0,0.857082
h,55,0,0.857082
h,56,0,0.857082
h,57,0,0.857082
h,58,0,0.857082
h,59,0,0.857082
h,60,0,0.857082
h,61,0,0.857082
h,62,0,0.857082
h,63,0,0.857082
h,64,0,0.857082
h,65,0,0.857082
h,66,0,0.857082
h,67,0,0.857082
h,68,0,0.857082
h,69,0,0.857082
h,70,0,0.857082
h,71,0,0.857082
h,72,0,0.857082
h,73,0,0.857082
h,74,0,0.857082
h,75,0,0.857082
h,76,0,0.857082
h,77,0,0.857082
h,78,0,0.857082
h,79,0,0.857082
h,80,0,0.857082
h,81,152354,0.552374
h,82,47,0.55228
h,83,0,0.55228
h,84,242122,0.068036
h,85,94,0.067848
h,86,0,0.067848
h,87,29745,0.008358
h,88,25,0.008308
h,89,0,0.008308
h,90,3644,0.00102
h,91,9,0.001002
h,92,0,0.001002
h,93,445,0.000112
h,94,3,0.000106
h,95,0,0.000106
h,96,47,1.2e-05
h,97,0,1.2e-05
h,98,0,1.2e-05
h,99,6,0
