metric,bin_log2_lo,count,ccdf
tau,0,343739,0.31250138
tau,1,73866,0.16476494
tau,2,48272,0.068218047
tau,3,24796,0.018624559
tau,4,8070,0.0024840745
tau,5,1204,7.600228e-05
tau,6,38,0
tc,0,250000,0.42212432
tc,1,62500,0.2776554
tc,2,56693,0.14660937
tc,3,44115,0.044637429
tc,4,16542,0.0064005511
tc,5,2559,0.00048541557
tc,6,209,2.3115027e-06
tc,7,1,0
h,0,306303,0.387394
h,1,183,0.387028
h,2,0,0.387028
h,3,91,0.386846
h,4,99269,0.188308
h,5,3620,0.181068
h,6,1633,0.177802
h,7,19,0.177764
h,8,40641,0.096482
h,9,596,0.09529
h,10,240,0.09481
h,11,7,0.094796
h,12,17333,0.06013
h,13,10469,0.039192
h,14,3531,0.03213
h,15,682,0.030766
h,16,7856,0.015054
h,17,849,0.013356
h,18,237,0.012882
h,19,81,0.01272
h,20,3498,0.005724
h,21,62,0.0056
h,22,14,0.005572
h,23,0,0.005572
h,24,1574,0.002424
h,25,5,0.002414
h,26,1,0.002412
h,27,0,0.002412
h,28,666,0.00108
h,29,0,0.00108
h,30,0,0.00108
h,31,0,0.00108
h,32,299,0.000482
h,33,0,0.000482
h,34,0,0.000482
h,35,0,0.000482
h,36,121,0.00024
h,37,0,0.00024
h,38,0,0.00024
h,39,0,0.00024
h,40,61,0.000118
h,41,0,0.000118
h,42,0,0.000118
h,43,0,0.000118
h,44,23,7.2e-05
h,45,0,7.2e-05
h,46,0,7.2e-05
h,47,0,7.2e-05
h,48,20,3.2e-05
h,49,0,3.2e-05
h,50,0,3.2e-05
h,51,0,3.2e-05
h,52,11,1e-05
h,53,0,1e-05
h,54,0,1e-05
h,55,0,1e-05
h,56,4,2e-06
h,57,0,2e-06
h,58,0,2e-06
h,59,0,2e-06
h,60,1,0
