metric,bin_log2_lo,count,ccdf
tau,0,124995,0.2499955
tau,1,23463,0.10921102
tau,2,12886,0.031891467
tau,3,4506,0.0048542233
tau,4,773,0.00021600994
tau,5,36,0
tc,0,250000,0.43288925
tc,1,62502,0.29110702
tc,2,51075,0.1752463
tc,3,38721,0.087409914
tc,4,27612,0.024773666
tc,5,10736,0.00041966196
tc,6,185,0
h,0,91492,0.817016
h,1,0,0.817016
h,2,1,0.817014
h,3,31071,0.754872
h,4,67,0.754738
h,5,5,0.754728
h,6,3,0.754722
h,7,9157,0.736408
h,8,3,0.736402
h,9,0,0.736402
h,10,6851,0.7227
h,11,20,0.72266
h,12,43,0.722574
h,13,2,0.72257
h,14,2064,0.718442
h,15,0,0.718442
h,16,0,0.718442
h,17,1215,0.716012
h,18,1442,0.713128
h,19,11,0.713106
h,20,4,0.713098
h,21,890,0.711318
h,22,0,0.711318
h,23,0,0.711318
h,24,0,0.711318
h,25,1662,0.707994
h,26,24,0.707946
h,27,6,0.707934
h,28,552,0.70683
h,29,1,0.706828
h,30,1,0.706826
h,31,9,0.706808
h,32,1287,0.704234
h,33,49,0.704136
h,34,1,0.704134
h,35,220,0.703694
h,36,238,0.703218
h,37,0,0.703218
h,38,4,0.70321
h,39,925,0.70136
h,40,4,0.701352
h,41,2,0.701348
h,42,44,0.70126
h,43,387,0.700486
h,44,0,0.700486
h,45,20,0.700446
h,46,739,0.698968
h,47,9,0.69895
h,48,0,0.69895
h,49,17,0.698916
h,50,254,0.698408
h,51,7,0.698394
h,52,11,0.698372
h,53,317,0.697738
h,54,280,0.697178
h,55,0,0.697178
h,56,6,0.697166
h,57,215,0.696736
h,58,0,0.696736
h,59,1,0.696734
h,60,0,0.696734
h,61,581,0.695572
h,62,0,0.695572
h,63,0,0.695572
h,64,214,0.695144
h,65,12,0.69512
h,66,0,0.69512
h,67,0,0.69512
h,68,418,0.694284
h,69,3,0.694278
h,70,6,0.694266
h,71,105,0.694056
h,72,68,0.69392
h,73,0,0.69392
h,74,0,0.69392
h,75,378,0.693164
h,76,1,0.693162
h,77,1,0.69316
h,78,0,0.69316
h,79,163,0.692834
h,80,0,0.692834
h,81,2,0.69283
h,82,241031,0.210768
h,83,891,0.208986
h,84,10,0.208966
h,85,2,0.208962
h,86,95785,0.017392
h,87,18,0.017356
h,88,8,0.01734
h,89,5002,0.007336
h,90,2976,0.001384
h,91,3,0.001378
h,92,0,0.001378
h,93,646,8.6e-05
h,94,4,7.8e-05
h,95,0,7.8e-05
h,96,9,6e-05
h,97,30,0
