metric,bin_log2_lo,count,ccdf
tau,0,249998,0.47730547
tau,1,62502,0.34662661
tau,2,50782,0.24045186
tau,3,38597,0.15975345
tau,4,28247,0.10069477
tau,5,17388,0.06434003
tau,6,12984,0.03719315
tau,7,8156,0.020140627
tau,8,5638,0.0083527255
tau,9,3179,0.0017060886
tau,10,780,7.5268615e-05
tau,11,36,0
tc,0,250000,0.49511881
tc,1,62500,0.36889851
tc,2,50787,0.26633291
tc,3,39066,0.18743815
tc,4,31746,0.12332632
tc,5,28357,0.066058655
tc,6,18389,0.028921614
tc,7,7542,0.013690358
tc,8,4569,0.0044631497
tc,9,1975,0.00047458832
tc,10,226,1.8175723e-05
tc,11,9,0
h,0,185758,0.628484
h,1,352,0.62778
h,2,93526,0.440728
h,3,1384,0.43796
h,4,46192,0.345576
h,5,1934,0.341708
h,6,30989,0.27973
h,7,2746,0.274238
h,8,17671,0.238896
h,9,3666,0.231564
h,10,11235,0.209094
h,11,4744,0.199606
h,12,6250,0.187106
h,13,5008,0.17709
h,14,3889,0.169312
h,15,4775,0.159762
h,16,2784,0.154194
h,17,4240,0.145714
h,18,2043,0.141628
h,19,3512,0.134604
h,20,2140,0.130324
h,21,2632,0.12506
h,22,1966,0.121128
h,23,2203,0.116722
h,24,1941,0.11284
h,25,1500,0.10984
h,26,1634,0.106572
h,27,1301,0.10397
h,28,1562,0.100846
h,29,1161,0.098524
h,30,1241,0.096042
h,31,828,0.094386
h,32,926,0.092534
h,33,1040,0.090454
h,34,1128,0.088198
h,35,968,0.086262
h,36,883,0.084496
h,37,816,0.082864
h,38,617,0.08163
h,39,627,0.080376
h,40,520,0.079336
h,41,633,0.07807
h,42,636,0.076798
h,43,514,0.07577
h,44,471,0.074828
h,45,460,0.073908
h,46,506,0.072896
h,47,560,0.071776
h,48,372,0.071032
h,49,395,0.070242
h,50,371,0.0695
h,51,394,0.068712
h,52,382,0.067948
h,53,321,0.067306
h,54,338,0.06663
h,55,366,0.065898
h,56,316,0.065266
h,57,297,0.064672
h,58,329,0.064014
h,59,326,0.063362
h,60,433,0.062496
h,61,285,0.061926
h,62,241,0.061444
h,63,350,0.060744
h,64,324,0.060096
h,65,249,0.059598
h,66,316,0.058966
h,67,295,0.058376
h,68,246,0.057884
h,69,287,0.05731
h,70,305,0.0567
h,71,417,0.055866
h,72,311,0.055244
h,73,227,0.05479
h,74,294,0.054202
h,75,215,0.053772
h,76,171,0.05343
h,77,187,0.053056
h,78,162,0.052732
h,79,175,0.052382
h,80,173,0.052036
h,81,3847,0.044342
h,82,8023,0.028296
h,83,7299,0.013698
h,84,3368,0.006962
h,85,1732,0.003498
h,86,863,0.001772
h,87,423,0.000926
h,88,245,0.000436
h,89,127,0.000182
h,90,50,8.2e-05
h,91,25,3.2e-05
h,92,8,1.6e-05
h,93,1,1.4e-05
h,94,7,0
