metric,bin_log2_lo,count,ccdf
tau,0,406237,0.18750163
tau,1,61894,0.063709911
tau,2,25799,0.012110363
tau,3,5630,0.0008500255
tau,4,412,2.600078e-05
tau,5,13,0
tc,0,250000,0.40244424
tc,1,62500,0.2530553
tc,2,61331,0.10646053
tc,3,40325,0.01007479
tc,4,4138,0.00018404717
tc,5,77,0
h,0,390417,0.219166
h,1,251,0.218664
h,2,126,0.218412
h,3,37,0.218338
h,4,76943,0.064452
h,5,5009,0.054434
h,6,2180,0.050074
h,7,658,0.048758
h,8,18031,0.012696
h,9,568,0.01156
h,10,210,0.01114
h,11,78,0.010984
h,12,4189,0.002606
h,13,26,0.002554
h,14,10,0.002534
h,15,0,0.002534
h,16,938,0.000658
h,17,3,0.000652
h,18,1,0.00065
h,19,0,0.00065
h,20,237,0.000176
h,21,0,0.000176
h,22,0,0.000176
h,23,0,0.000176
h,24,73,3e-05
h,25,0,3e-05
h,26,0,3e-05
h,27,0,3e-05
h,28,13,4e-06
h,29,0,4e-06
h,30,0,4e-06
h,31,0,4e-06
h,32,1,2e-06
h,33,0,2e-06
h,34,0,2e-06
h,35,0,2e-06
h,36,0,2e-06
h,37,0,2e-06
h,38,0,2e-06
h,39,0,2e-06
h,40,1,0
