metric,bin_log2_lo,count,ccdf
tau,0,312490,0.3749975
tau,1,73261,0.22847022
tau,2,53951,0.12056434
tau,3,34696,0.051169842
tau,4,17903,0.015362553
tau,5,6394,0.0025740927
tau,6,1217,0.00014000504
tau,7,69,2.000072e-06
tau,8,1,0
tc,0,250000,0.44437283
tc,1,62500,0.30546604
tc,2,55677,0.18172342
tc,3,46599,0.07815674
tc,4,25925,0.020538203
tc,5,8475,0.0017024416
tc,6,747,4.2227665e-05
tc,7,18,2.2225087e-06
tc,8,1,0
h,0,259125,0.48175
h,1,198,0.481354
h,2,0,0.481354
h,3,116,0.481122
h,4,104918,0.271286
h,5,2305,0.266676
h,6,92,0.266492
h,7,12,0.266468
h,8,48178,0.170112
h,9,2296,0.16552
h,10,629,0.164262
h,11,9,0.164244
h,12,26161,0.111922
h,13,13827,0.084268
h,14,6328,0.071612
h,15,686,0.07024
h,16,14320,0.0416
h,17,974,0.039652
h,18,354,0.038944
h,19,82,0.03878
h,20,8244,0.022292
h,21,76,0.02214
h,22,27,0.022086
h,23,1,0.022084
h,24,4655,0.012774
h,25,5,0.012764
h,26,1,0.012762
h,27,1,0.01276
h,28,2628,0.007504
h,29,0,0.007504
h,30,0,0.007504
h,31,0,0.007504
h,32,1466,0.004572
h,33,0,0.004572
h,34,0,0.004572
h,35,0,0.004572
h,36,880,0.002812
h,37,0,0.002812
h,38,0,0.002812
h,39,0,0.002812
h,40,545,0.001722
h,41,0,0.001722
h,42,0,0.001722
h,43,0,0.001722
h,44,301,0.00112
h,45,0,0.00112
h,46,0,0.00112
h,47,0,0.00112
h,48,193,0.000734
h,49,0,0.000734
h,50,0,0.000734
h,51,0,0.000734
h,52,160,0.000414
h,53,0,0.000414
h,54,0,0.000414
h,55,0,0.000414
h,56,88,0.000238
h,57,0,0.000238
h,58,0,0.000238
h,59,0,0.000238
h,60,52,0.000134
h,61,0,0.000134
h,62,0,0.000134
h,63,0,0.000134
h,64,36,6.2e-05
h,65,0,6.2e-05
h,66,0,6.2e-05
h,67,0,6.2e-05
h,68,12,3.8e-05
h,69,0,3.8e-05
h,70,0,3.8e-05
h,71,0,3.8e-05
h,72,8,2.2e-05
h,73,0,2.2e-05
h,74,0,2.2e-05
h,75,0,2.2e-05
h,76,0,2.2e-05
h,77,0,2.2e-05
h,78,0,2.2e-05
h,79,0,2.2e-05
h,80,6,1e-05
h,81,0,1e-05
h,82,0,1e-05
h,83,0,1e-05
h,84,5,0
