base	hi	c1	c2	c3	c4	c5	c6	c7	c8	overflow	cap	exc_log2	exc_argn
3150000001	3160000000	2771	4983	788	0	0	0	0	0	9991458	0	121.3219	3152133317
3160000001	3170000000	1693	732	144	0	0	0	0	0	9997431	0	121.3219	3162531933
3170000001	3180000000	1336	2476	353	0	0	0	0	0	9995835	0	121.3219	3179549533
3180000001	3190000000	1316	6106	1683	0	0	0	0	0	9990895	0	121.3219	3189986513
3190000001	3200000000	1405	1606	103	0	0	0	0	0	9996886	0	121.3219	3193343913
3200000001	3210000000	2574	2042	315	0	0	0	0	0	9995069	0	121.3219	3207190321
3210000001	3220000000	876	2967	2087	0	0	0	0	0	9994070	0	121.3219	3210531249
3220000001	3230000000	2149	1912	162	0	0	0	0	0	9995777	0	121.3219	3224451369
3230000001	3240000000	2847	3907	617	0	0	0	0	0	9992629	0	121.3219	3238432813
3240000001	3250000000	1963	764	641	0	0	0	0	0	9996632	0	121.3219	3241804159
3250000001	3260000000	766	4199	32	0	0	0	0	0	9995003	0	121.3219	3255865541
3260000001	3270000000	1551	5269	1575	0	0	0	0	0	9991605	0	121.3219	3269979257
3270000001	3280000000	2130	1138	385	0	0	0	0	0	9996347	0	121.3219	3273334581
3280000001	3290000000	1398	2096	88	0	0	0	0	0	9996418	0	121.3219	3287583605
3290000001	3300000000	1066	3173	2083	0	0	0	0	0	9993678	0	121.3219	3294947677
3300000001	3310000000	3113	3188	642	0	0	0	0	0	9993057	0	121.3219	3301840465
3310000001	3320000000	1898	2060	88	0	0	0	0	0	9995954	0	121.3219	3316157929
3320000001	3330000000	1674	1536	806	0	0	0	0	0	9995984	0	121.3219	3326981309
3330000001	3340000000	822	4467	530	0	0	0	0	0	9994181	0	121.3219	3334006729
3340000001	3350000000	1577	4596	986	0	0	0	0	0	9992841	0	121.3219	3348464391
3350000001	3360000000	2004	1497	337	0	0	0	0	0	9996162	0	121.3219	3351946631
3360000001	3370000000	1319	1692	91	0	0	0	0	0	9996898	0	121.3219	3366483289
3370000001	3380000000	1236	3704	2067	0	0	0	0	0	9992993	0	121.3219	3377565681
3380000001	3390000000	3087	2991	665	0	0	0	0	0	9993257	0	121.3219	3381084309
3390000001	3400000000	1942	1724	5	0	0	0	0	0	9996329	0	121.3219	3399282909
3400000001	3410000000	1577	1571	1018	0	0	0	0	0	9995834	0	121.3218	3406563773
3410000001	3420000000	939	4252	419	0	0	0	0	0	9994390	0	121.3219	3414022231
3420000001	3430000000	1573	5020	983	0	0	0	0	0	9992424	0	121.3219	3428826871
3430000001	3440000000	1844	1271	305	0	0	0	0	0	9996580	0	121.3219	3432392109
3440000001	3450000000	1193	1588	85	0	0	0	0	0	9997134	0	121.3219	3447282295
3450000001	3460000000	1257	4045	2001	0	0	0	0	0	9992697	0	121.3219	3458607693
3460000001	3470000000	2258	2371	514	0	0	0	0	0	9994857	0	121.3219	3462229215
3470000001	3480000000	3142	2242	99	0	0	0	0	0	9994517	0	121.3219	3477240213
3480000001	3490000000	1597	945	1276	0	0	0	0	0	9996182	0	121.3219	3480864813
3490000001	3500000000	895	3449	39	0	0	0	0	0	9995617	0	121.3219	3495956007
3500000001	3510000000	1710	6502	1273	0	0	0	0	0	9990515	0	121.3219	3507444959
3510000001	3520000000	1225	790	251	0	0	0	0	0	9997734	0	121.3219	3511118751
3520000001	3530000000	1641	1657	0	0	0	0	0	0	9996702	0	121.3219	3526328349
3530000001	3540000000	1103	4619	1920	0	0	0	0	0	9992358	0	121.3219	3530013805
3540000001	3550000000	1599	1091	23	0	0	0	0	0	9997287	0	121.3219	3545323911
3550000001	3560000000	3525	3068	509	0	0	0	0	0	9992898	0	121.3219	3556946925
3560000001	3570000000	1888	262	77	0	0	0	0	0	9997773	0	121.3219	3564406085
3570000001	3580000000	1223	2504	1397	0	0	0	0	0	9994876	0	121.3219	3572416837
3580000001	3590000000	1608	5911	1258	0	0	0	0	0	9991223	0	121.3213	3589993429
3590000001	3600000000	831	2112	8	0	0	0	0	0	9997049	0	121.3219	3599127753
3600000001	3610000000	1740	1172	215	0	0	0	0	0	9996873	0	121.3218	3606869585
3610000001	3620000000	1300	2772	391	0	0	0	0	0	9995537	0	121.3219	3614737733
3620000001	3630000000	1840	3620	1491	0	0	0	0	0	9993049	0	121.3219	3626625705
3630000001	3640000000	2631	2194	499	0	0	0	0	0	9994676	0	121.3219	3630411831
3640000001	3650000000	2327	1327	2	0	0	0	0	0	9996344	0	121.3219	3646152759
3650000001	3660000000	1247	1350	1592	0	0	0	0	0	9995811	0	121.3219	3658034229
3660000001	3670000000	1294	2796	29	0	0	0	0	0	9995881	0	121.3219	3665777785
3670000001	3680000000	2079	6255	1153	0	0	0	0	0	9990513	0	121.3219	3677736297
3680000001	3690000000	1122	494	163	0	0	0	0	0	9998221	0	121.3219	3681674533
3690000001	3700000000	1821	1282	44	0	0	0	0	0	9996853	0	121.3219	3697639453
3700000001	3710000000	982	4557	1787	0	0	0	0	0	9992674	0	121.3219	3701490245
3710000001	3720000000	1552	1972	36	0	0	0	0	0	9996440	0	121.3219	3717542093
3720000001	3730000000	3573	2377	479	0	0	0	0	0	9993571	0	121.3219	3721363551
3730000001	3740000000	1341	1075	47	0	0	0	0	0	9997537	0	121.3219	3733657863
3740000001	3750000000	1014	1992	1711	0	0	0	0	0	9995283	0	121.3219	3749805461
3750000001	3760000000	1693	3005	263	0	0	0	0	0	9995039	0	121.3219	3753757493
3760000001	3770000000	1991	5200	852	0	0	0	0	0	9991957	0	121.3219	3769999773
3770000001	3780000000	1548	529	199	0	0	0	0	0	9997724	0	121.3219	3770032757
3780000001	3790000000	1494	1632	89	0	0	0	0	0	9996785	0	121.3219	3786374649
3790000001	3800000000	1040	5631	1886	0	0	0	0	0	9991443	0	121.3219	3790327229
3800000001	3810000000	1518	1461	8	0	0	0	0	0	9997013	0	121.3219	3806762837
3810000001	3820000000	3435	2084	475	0	0	0	0	0	9994006	0	121.3219	3819265245
3820000001	3830000000	1329	1263	79	0	0	0	0	0	9997329	0	121.3219	3827252093
3830000001	3840000000	1023	2176	1896	0	0	0	0	0	9994905	0	121.3219	3839832087
3840000001	3850000000	1519	2641	180	0	0	0	0	0	9995660	0	121.3219	3843846981
3850000001	3860000000	2465	5029	877	0	0	0	0	0	9991629	0	121.3219	3852449329
3860000001	3870000000	1792	516	188	0	0	0	0	0	9997504	0	121.3219	3864537413
3870000001	3880000000	1457	1603	209	0	0	0	0	0	9996731	0	121.3219	3877248461
3880000001	3890000000	800	4999	1719	0	0	0	0	0	9992482	0	121.3219	3881293593
3890000001	3900000000	1664	2808	145	0	0	0	0	0	9995383	0	121.3219	3898124633
3900000001	3910000000	2921	1707	529	0	0	0	0	0	9994843	0	121.3219	3902088789
3910000001	3920000000	1427	2126	95	0	0	0	0	0	9996352	0	121.3219	3919104941
3920000001	3930000000	966	2033	2097	0	0	0	0	0	9994904	0	121.3216	3926943977
3930000001	3940000000	1715	2043	38	0	0	0	0	0	9996204	0	121.3219	3936100561
3940000001	3950000000	2869	5161	943	0	0	0	0	0	9991027	0	121.3219	3948994513
3950000001	3960000000	1189	739	26	0	0	0	0	0	9998046	0	121.3219	3957285705
3960000001	3970000000	1607	1474	510	0	0	0	0	0	9996409	0	121.3219	3966179527
3970000001	3980000000	974	4197	67	0	0	0	0	0	9994762	0	121.3219	3974445661
3980000001	3990000000	1587	4789	1868	0	0	0	0	0	9991756	0	121.3219	3987522709
3990000001	4000000000	1335	1102	119	0	0	0	0	0	9997444	0	121.3219	3991679021
4000000001	4010000000	2204	1667	397	0	0	0	0	0	9995732	0	121.3219	4008967321
4010000001	4020000000	1615	1567	1201	0	0	0	0	0	9995617	0	121.3219	4013164553
4020000001	4030000000	1349	2989	1160	0	0	0	0	0	9994502	0	121.3219	4026352327
4030000001	4040000000	2114	3493	798	0	0	0	0	0	9993595	0	121.3219	4030567153
4040000001	4050000000	2438	2795	157	0	0	0	0	0	9994610	0	121.3219	4048040749
4050000001	4060000000	2140	479	252	0	0	0	0	0	9997129	0	121.3219	4052261253
4060000001	4070000000	866	2827	421	0	0	0	0	0	9995886	0	121.3219	4069830449
4070000001	4080000000	817	5526	1806	0	0	0	0	0	9991851	0	121.3213	4077196901
4080000001	4090000000	1385	2825	98	0	0	0	0	0	9995692	0	121.3219	4087467933
4090000001	4100000000	2464	1404	450	0	0	0	0	0	9995682	0	121.3219	4091726103
4100000001	4110000000	1354	2396	2	0	0	0	0	0	9996248	0	121.3219	4109478153
4110000001	4120000000	915	2864	2482	0	0	0	0	0	9993739	0	121.3217	4118201223
4120000001	4130000000	1847	1184	30	0	0	0	0	0	9996939	0	121.3219	4127298903
4130000001	4140000000	2879	4107	861	0	0	0	0	0	9992153	0	121.3218	4131154377
4140000001	4150000000	1483	1719	7	0	0	0	0	0	9996791	0	121.3219	4149512279
4150000001	4160000000	1971	816	847	0	0	0	0	0	9996366	0	121.3219	4158792933
4160000001	4170000000	746	2528	39	0	0	0	0	0	9996687	0	121.3219	4167508361
4170000001	4180000000	981	7194	1817	0	0	0	0	0	9990008	0	121.3217	4176112553
4180000001	4190000000	1063	1858	12	0	0	0	0	0	9997067	0	121.3219	4185580489
4190000001	4200000000	2416	1590	434	0	0	0	0	0	9995560	0	121.3219	4199178623
4200000001	4210000000	1283	1850	106	0	0	0	0	0	9996761	0	121.3219	4208108397
4210000001	4220000000	750	3658	2401	0	0	0	0	0	9993191	0	121.3219	4217441261
4220000001	4230000000	1863	1358	30	0	0	0	0	0	9996749	0	121.3219	4226354389
4230000001	4240000000	3633	3673	773	0	0	0	0	0	9991921	0	121.3219	4230706911
4240000001	4250000000	1054	1307	9	0	0	0	0	0	9997630	0	121.3219	4244682887
4250000001	4260000000	1874	956	1051	0	0	0	0	0	9996119	0	121.3217	4257908909
4260000001	4270000000	783	2330	35	0	0	0	0	0	9996852	0	121.3219	4267528857
4270000001	4280000000	1075	7066	1645	0	0	0	0	0	9990214	0	121.3215	4275731605
4280000001	4290000000	1066	2315	8	0	0	0	0	0	9996611	0	121.3219	4286033589
4290000001	4300000000	2196	1382	379	0	0	0	0	0	9996043	0	121.3219	4290494775
4300000001	4310000000	1049	1840	80	0	0	0	0	0	9997031	0	121.3219	4304619597
4310000001	4320000000	949	4071	2354	0	0	0	0	0	9992626	0	121.3217	4318233081
4320000001	4330000000	1829	947	22	0	0	0	0	0	9997202	0	121.3219	4327787095
4330000001	4340000000	2921	3284	720	0	0	0	0	0	9993075	0	121.3219	4332154759
4340000001	4350000000	2048	1752	3	0	0	0	0	0	9996197	0	121.3219	4346554441
4350000001	4360000000	1876	312	765	0	0	0	0	0	9997047	0	121.3219	4351077565
4360000001	4370000000	824	2953	560	0	0	0	0	0	9995663	0	121.3219	4369949545
4370000001	4380000000	865	4902	1304	0	0	0	0	0	9992929	0	121.3218	4379351341
4380000001	4390000000	1402	4498	294	0	0	0	0	0	9993806	0	121.3219	4388898439
4390000001	4400000000	1305	920	303	0	0	0	0	0	9997472	0	121.3219	4393460581
4400000001	4410000000	1872	1355	0	0	0	0	0	0	9996773	0	121.3219	4407918897
4410000001	4420000000	534	2944	1173	0	0	0	0	0	9995349	0	121.3219	4412519125
4420000001	4430000000	1621	3144	1149	0	0	0	0	0	9994086	0	121.3219	4427022413
4430000001	4440000000	1407	1695	195	0	0	0	0	0	9996703	0	121.3219	4431654889
4440000001	4450000000	3663	3191	472	0	0	0	0	0	9992674	0	121.3219	4446228501
4450000001	4460000000	1802	190	20	0	0	0	0	0	9997988	0	121.3219	4450872273
4460000001	4470000000	1045	1734	1552	0	0	0	0	0	9995669	0	121.3219	4469994015
4470000001	4480000000	1030	3130	39	0	0	0	0	0	9995801	0	121.3219	4474826481
4480000001	4490000000	1950	6425	1501	0	0	0	0	0	9990124	0	121.3219	4489542037
4490000001	4500000000	583	1238	11	0	0	0	0	0	9998168	0	121.3219	4494230685
4500000001	4510000000	2000	1260	247	0	0	0	0	0	9996493	0	121.3219	4509008693
4510000001	4520000000	1217	1511	71	0	0	0	0	0	9997201	0	121.3219	4518421957
4520000001	4530000000	947	5148	2170	0	0	0	0	0	9991735	0	121.3217	4527752201
4530000001	4540000000	1783	747	21	0	0	0	0	0	9997449	0	121.3219	4538015193
4540000001	4550000000	2739	2515	597	0	0	0	0	0	9994149	0	121.3219	4542653545
4550000001	4560000000	2563	1549	2	0	0	0	0	0	9995886	0	121.3219	4557691831
4560000001	4570000000	1240	362	344	0	0	0	0	0	9998054	0	121.3219	4562433799
4570000001	4580000000	1118	2373	1383	0	0	0	0	0	9995126	0	121.3219	4577451173
4580000001	4590000000	1191	3431	338	0	0	0	0	0	9995040	0	121.3219	4582222877
4590000001	4600000000	1858	6075	1083	0	0	0	0	0	9990984	0	121.3219	4597295481
4600000001	4610000000	552	374	42	0	0	0	0	0	9999032	0	121.3219	4602091177
4610000001	4620000000	1903	1183	212	0	0	0	0	0	9996702	0	121.3219	4617234265
4620000001	4630000000	1257	1365	62	0	0	0	0	0	9997316	0	121.3219	4626864217
4630000001	4640000000	1176	5795	2101	0	0	0	0	0	9990928	0	121.3214	4635558103
4640000001	4650000000	1609	678	15	0	0	0	0	0	9997698	0	121.3219	4646921463
4650000001	4660000000	2742	2361	578	0	0	0	0	0	9994319	0	121.3219	4651707837
4660000001	4670000000	2538	1297	2	0	0	0	0	0	9996163	0	121.3219	4667078045
4670000001	4680000000	1068	515	885	0	0	0	0	0	9997532	0	121.3219	4671937997
4680000001	4690000000	1082	2592	1017	0	0	0	0	0	9995309	0	121.3219	4687313965
4690000001	4700000000	1402	3078	312	0	0	0	0	0	9995208	0	121.3219	4692197477
4700000001	4710000000	2078	5950	1052	0	0	0	0	0	9990920	0	121.3219	4707625465
4710000001	4720000000	591	423	12	0	0	0	0	0	9998974	0	121.3219	4717451895
4720000001	4730000000	2092	1118	300	0	0	0	0	0	9996490	0	121.3219	4728025497
4730000001	4740000000	1133	1534	50	0	0	0	0	0	9997283	0	121.3219	4737907477
4740000001	4750000000	994	5911	2124	0	0	0	0	0	9990971	0	121.3209	4749984581
4750000001	4760000000	1688	1227	9	0	0	0	0	0	9997076	0	121.3219	4758451801
4760000001	4770000000	2182	1888	486	0	0	0	0	0	9995444	0	121.3219	4763373821
4770000001	4780000000	2084	1521	82	0	0	0	0	0	9996313	0	121.3219	4779075025
4780000001	4790000000	1845	864	124	0	0	0	0	0	9997167	0	121.3219	4784061853
4790000001	4800000000	818	2292	2038	0	0	0	0	0	9994852	0	121.3219	4799794821
4800000001	4810000000	1629	2286	52	0	0	0	0	0	9996033	0	121.3219	4804809901
4810000001	4820000000	2475	5243	1216	0	0	0	0	0	9991066	0	121.3217	4819979593
4820000001	4830000000	753	1886	10	0	0	0	0	0	9997351	0	121.3219	4825645341
4830000001	4840000000	2276	620	219	0	0	0	0	0	9996885	0	121.3219	4830671271
4840000001	4850000000	1025	1616	172	0	0	0	0	0	9997187	0	121.3219	4846540983
4850000001	4860000000	425	4197	892	0	0	0	0	0	9994486	0	121.3219	4851615369
4860000001	4870000000	1727	4172	1257	0	0	0	0	0	9992844	0	121.3219	4867579077
4870000001	4880000000	881	992	30	0	0	0	0	0	9998097	0	121.3219	4872656391
4880000001	4890000000	3813	2118	599	0	0	0	0	0	9993470	0	121.3219	4888690551
4890000001	4900000000	1180	1485	99	0	0	0	0	0	9997236	0	121.3219	4893785255
4900000001	4910000000	1189	594	2333	0	0	0	0	0	9995884	0	121.3218	4909577543
4910000001	4920000000	1471	3005	0	0	0	0	0	0	9995524	0	121.3219	4914967927
4920000001	4930000000	1431	3132	419	0	0	0	0	0	9995018	0	121.3219	4920125663
4930000001	4940000000	2290	4509	762	0	0	0	0	0	9992439	0	121.3219	4936215877
4940000001	4950000000	1176	310	28	0	0	0	0	0	9998486	0	121.3219	4941461241
4950000001	4960000000	1892	1124	506	0	0	0	0	0	9996478	0	121.3219	4957724409
4960000001	4970000000	993	2084	37	0	0	0	0	0	9996886	0	121.3219	4962887753
4970000001	4980000000	947	5429	2003	0	0	0	0	0	9991621	0	121.3217	4978574167
4980000001	4990000000	1509	3102	208	0	0	0	0	0	9995181	0	121.3219	4989596279
4990000001	5000000000	1271	1194	162	0	0	0	0	0	9997373	0	121.3219	4994797513
5000000001	5010000000	2558	1596	460	0	0	0	0	0	9995386	0	121.3219	5005947053
5010000001	5020000000	1598	1706	113	0	0	0	0	0	9996583	0	121.3219	5016456261
5020000001	5030000000	803	2494	2542	0	0	0	0	0	9994161	0	121.3219	5027649685
5030000001	5040000000	1850	1479	31	0	0	0	0	0	9996640	0	121.3219	5038205905
5040000001	5050000000	1704	3957	918	0	0	0	0	0	9993421	0	121.3219	5043311317
5050000001	5060000000	2248	3356	165	0	0	0	0	0	9994231	0	121.3219	5054766173
5060000001	5070000000	1578	300	38	0	0	0	0	0	9998084	0	121.3219	5065326505
5070000001	5080000000	1591	1541	671	0	0	0	0	0	9996197	0	121.3219	5076618929
5080000001	5090000000	976	1994	41	0	0	0	0	0	9996989	0	121.3219	5087289737
5090000001	5100000000	858	6234	2153	0	0	0	0	0	9990755	0	121.3219	5098499295
5100000001	5110000000	1497	3072	94	0	0	0	0	0	9995337	0	121.3219	5109344757
5110000001	5120000000	1134	1117	144	0	0	0	0	0	9997605	0	121.3219	5114659743
5120000001	5130000000	2353	1532	424	0	0	0	0	0	9995691	0	121.3219	5126162741
5130000001	5140000000	1567	1872	111	0	0	0	0	0	9996450	0	121.3219	5131506697
5140000001	5150000000	766	2965	2705	0	0	0	0	0	9993564	0	121.3217	5147751529
5150000001	5160000000	1779	1452	0	0	0	0	0	0	9996769	0	121.3219	5159125727
5160000001	5170000000	1478	3155	374	0	0	0	0	0	9994993	0	121.3218	5164085157
5170000001	5180000000	2792	3707	695	0	0	0	0	0	9992806	0	121.3219	5176041399
5180000001	5190000000	1349	230	13	0	0	0	0	0	9998408	0	121.3219	5186894341
5190000001	5200000000	1914	943	853	0	0	0	0	0	9996290	0	121.3218	5198259295
5200000001	5210000000	753	2830	1	0	0	0	0	0	9996416	0	121.3219	5209384913
5210000001	5220000000	621	4736	906	0	0	0	0	0	9993737	0	121.3214	5219087525
5220000001	5230000000	1502	5110	1279	0	0	0	0	0	9992109	0	121.3219	5226528881
5230000001	5240000000	493	663	20	0	0	0	0	0	9998824	0	121.3219	5231974967
5240000001	5250000000	2972	1643	518	0	0	0	0	0	9994867	0	121.3219	5249189853
5250000001	5260000000	1240	1764	1	0	0	0	0	0	9996995	0	121.3219	5254661801
5260000001	5270000000	718	1552	2058	0	0	0	0	0	9995672	0	121.3219	5260133215
5270000001	5280000000	1074	3168	818	0	0	0	0	0	9994940	0	121.3219	5277447261
5280000001	5290000000	1696	1795	30	0	0	0	0	0	9996479	0	121.3219	5282943831
5290000001	5300000000	3864	3942	959	0	0	0	0	0	9991235	0	121.3218	5294526697
5300000001	5310000000	948	1495	10	0	0	0	0	0	9997547	0	121.3219	5305853609
5310000001	5320000000	1770	375	138	0	0	0	0	0	9997717	0	121.3219	5311374199
5320000001	5330000000	824	2001	995	0	0	0	0	0	9996180	0	121.3219	5328835013
5330000001	5340000000	873	3291	43	0	0	0	0	0	9995793	0	121.3219	5334410845
5340000001	5350000000	1076	6170	1971	0	0	0	0	0	9990783	0	121.3219	5346363877
5350000001	5360000000	1187	2324	13	0	0	0	0	0	9996476	0	121.3219	5357538823
5360000001	5370000000	1190	1048	404	0	0	0	0	0	9997358	0	121.3219	5363118469
5370000001	5380000000	1619	1335	58	0	0	0	0	0	9996988	0	121.3219	5375101053
5380000001	5390000000	1581	1813	114	0	0	0	0	0	9996492	0	121.3219	5386378311
5390000001	5400000000	744	4328	2704	0	0	0	0	0	9992224	0	121.3218	5397911321
5400000001	5410000000	1888	1181	0	0	0	0	0	0	9996931	0	121.3219	5409733869
5410000001	5420000000	1083	1919	280	0	0	0	0	0	9996718	0	121.3219	5415193449
5420000001	5430000000	3824	4053	630	0	0	0	0	0	9991493	0	121.3219	5427374901
5430000001	5440000000	1163	200	6	0	0	0	0	0	9998631	0	121.3219	5433193701
5440000001	5450000000	2062	341	763	0	0	0	0	0	9996834	0	121.3216	5449733533
5450000001	5460000000	753	2611	607	0	0	0	0	0	9996029	0	121.3219	5456750613
5460000001	5470000000	407	4186	51	0	0	0	0	0	9995356	0	121.3219	5462436269
5470000001	5480000000	1744	5620	1872	0	0	0	0	0	9990764	0	121.3218	5479990141
5480000001	5490000000	717	1906	9	0	0	0	0	0	9997368	0	121.3219	5486123383
5490000001	5500000000	1456	1050	398	0	0	0	0	0	9997096	0	121.3219	5491824565
5500000001	5510000000	1093	1238	0	0	0	0	0	0	9997669	0	121.3219	5509909015
5510000001	5520000000	1542	1543	114	0	0	0	0	0	9996801	0	121.3219	5515652053
5520000001	5530000000	893	5049	2636	0	0	0	0	0	9991422	0	121.3218	5527633301
5530000001	5540000000	1857	976	0	0	0	0	0	0	9997167	0	121.3219	5539569591
5540000001	5550000000	1012	1674	232	0	0	0	0	0	9997082	0	121.3218	5545016293
5550000001	5560000000	4108	3663	607	0	0	0	0	0	9991622	0	121.3219	5557793513
5560000001	5570000000	1283	344	5	0	0	0	0	0	9998368	0	121.3219	5569384773
5570000001	5580000000	1888	340	1044	0	0	0	0	0	9996728	0	121.3212	5579162321
5580000001	5590000000	807	1989	672	0	0	0	0	0	9996532	0	121.3219	5587696287
5590000001	5600000000	592	3530	51	0	0	0	0	0	9995827	0	121.3219	5593531781
5600000001	5610000000	1554	6174	1763	0	0	0	0	0	9990509	0	121.3219	5605891373
5610000001	5620000000	1101	2565	10	0	0	0	0	0	9996324	0	121.3219	5617783589
5620000001	5630000000	817	740	265	0	0	0	0	0	9998178	0	121.3219	5623630615
5630000001	5640000000	1649	1212	84	0	0	0	0	0	9997055	0	121.3219	5636064457
5640000001	5650000000	1453	1528	81	0	0	0	0	0	9996938	0	121.3219	5648027313
5650000001	5660000000	853	3422	1982	0	0	0	0	0	9993743	0	121.3215	5659234231
5660000001	5670000000	1205	2836	537	0	0	0	0	0	9995422	0	121.3219	5666608881
5670000001	5680000000	1355	1135	33	0	0	0	0	0	9997477	0	121.3219	5672519303
5680000001	5690000000	4040	2608	687	0	0	0	0	0	9992665	0	121.3218	5684675455
5690000001	5700000000	1736	1577	2	0	0	0	0	0	9996685	0	121.3219	5697115007
5700000001	5710000000	1343	263	87	0	0	0	0	0	9998307	0	121.3219	5703050397
5710000001	5720000000	690	1984	1826	0	0	0	0	0	9995500	0	121.3218	5715196553
5720000001	5730000000	1225	1578	36	0	0	0	0	0	9997161	0	121.3219	5727778711
5730000001	5740000000	1097	4918	612	0	0	0	0	0	9993373	0	121.3216	5739290141
5740000001	5750000000	1730	5506	1067	0	0	0	0	0	9991697	0	121.3219	5746616585
5750000001	5760000000	435	335	12	0	0	0	0	0	9999218	0	121.3219	5752617561
5760000001	5770000000	2244	868	312	0	0	0	0	0	9996576	0	121.3219	5765447729
5770000001	5780000000	1357	1362	2	0	0	0	0	0	9997279	0	121.3219	5777550697
5780000001	5790000000	510	1920	108	0	0	0	0	0	9997462	0	121.3219	5783577823
5790000001	5800000000	1141	5502	2451	0	0	0	0	0	9990906	0	121.3215	5794729681
5800000001	5810000000	1544	737	18	0	0	0	0	0	9997701	0	121.3219	5808659447
5810000001	5820000000	1428	1585	191	0	0	0	0	0	9996796	0	121.3219	5814687815
5820000001	5830000000	3771	2673	501	0	0	0	0	0	9993055	0	121.3219	5827731093
5830000001	5840000000	1296	367	1	0	0	0	0	0	9998336	0	121.3219	5839917913
5840000001	5850000000	1209	373	903	0	0	0	0	0	9997515	0	121.3212	5849936061
5850000001	5860000000	743	2246	1192	0	0	0	0	0	9995819	0	121.3219	5859121605
5860000001	5870000000	1334	2308	42	0	0	0	0	0	9996316	0	121.3219	5865247445
5870000001	5880000000	1809	5500	1599	0	0	0	0	0	9991092	0	121.3212	5875472689
5880000001	5890000000	1323	3643	25	0	0	0	0	0	9995009	0	121.3219	5884494687
5890000001	5900000000	419	378	16	0	0	0	0	0	9999187	0	121.3219	5896815517
5900000001	5910000000	2401	1075	305	0	0	0	0	0	9996219	0	121.3218	5909645549
5910000001	5920000000	1108	1067	2	0	0	0	0	0	9997823	0	121.3219	5916223125
5920000001	5930000000	465	2754	99	0	0	0	0	0	9996682	0	121.3219	5922385625
5930000001	5940000000	1191	5251	2419	0	0	0	0	0	9991139	0	121.3218	5935045741
5940000001	5950000000	1683	861	14	0	0	0	0	0	9997442	0	121.3219	5948066463
5950000001	5960000000	1366	1591	212	0	0	0	0	0	9996831	0	121.3219	5954227863
5960000001	5970000000	3534	2399	497	0	0	0	0	0	9993570	0	121.3219	5967638853
5970000001	5980000000	1314	672	2	0	0	0	0	0	9998012	0	121.3219	5973850605
5980000001	5990000000	1066	440	651	0	0	0	0	0	9997843	0	121.3219	5980081221
5990000001	6000000000	812	2442	1751	0	0	0	0	0	9994995	0	121.3219	5999744761
6000000001	6010000000	1601	1341	56	0	0	0	0	0	9997002	0	121.3219	6006013341
6010000001	6020000000	1257	5030	1223	0	0	0	0	0	9992490	0	121.3219	6019452077
6020000001	6030000000	2040	4429	247	0	0	0	0	0	9993284	0	121.3219	6025591903
6030000001	6040000000	515	315	12	0	0	0	0	0	9999158	0	121.3219	6038334749
6040000001	6050000000	2513	693	275	0	0	0	0	0	9996519	0	121.3215	6049943833
6050000001	6060000000	967	1332	139	0	0	0	0	0	9997562	0	121.3219	6058197445
6060000001	6070000000	682	2374	56	0	0	0	0	0	9996888	0	121.3219	6064520703
6070000001	6080000000	1049	6011	2450	0	0	0	0	0	9990490	0	121.3219	6077993631
6080000001	6090000000	1432	1569	0	0	0	0	0	0	9996999	0	121.3219	6084441541
6090000001	6100000000	715	1030	34	0	0	0	0	0	9998221	0	121.3219	6090820489
6100000001	6110000000	4449	1704	691	0	0	0	0	0	9993156	0	121.3217	6109883973
6110000001	6120000000	1318	1472	4	0	0	0	0	0	9997206	0	121.3219	6117232201
6120000001	6130000000	934	1063	114	0	0	0	0	0	9997889	0	121.3219	6123598041
6130000001	6140000000	604	2110	2513	0	0	0	0	0	9994773	0	121.3219	6137152137
6140000001	6150000000	1601	1860	0	0	0	0	0	0	9996539	0	121.3219	6143756357
6150000001	6160000000	842	2445	246	0	0	0	0	0	9996467	0	121.3219	6150157127
6160000001	6170000000	3025	5073	1195	0	0	0	0	0	9990707	0	121.3218	6169933207
6170000001	6180000000	710	1740	10	0	0	0	0	0	9997540	0	121.3219	6176821061
6180000001	6190000000	1569	510	84	0	0	0	0	0	9997837	0	121.3219	6183249239
6190000001	6200000000	1441	1079	444	0	0	0	0	0	9997036	0	121.3219	6197053783
6200000001	6210000000	1045	2069	0	0	0	0	0	0	9996886	0	121.3219	6203587357
6210000001	6220000000	476	4190	498	0	0	0	0	0	9994836	0	121.3219	6210071095
6220000001	6230000000	1624	4341	2157	0	0	0	0	0	9991878	0	121.3218	6229971255
6230000001	6240000000	1233	1300	11	0	0	0	0	0	9997456	0	121.3219	6236996991
6240000001	6250000000	1300	1511	198	0	0	0	0	0	9996991	0	121.3219	6243484423
6250000001	6260000000	3132	1814	530	0	0	0	0	0	9994524	0	121.3219	6257240133
6260000001	6270000000	1387	1328	5	0	0	0	0	0	9997280	0	121.3219	6264040855
6270000001	6280000000	897	864	396	0	0	0	0	0	9997843	0	121.3219	6270568941
6280000001	6290000000	475	2929	2537	0	0	0	0	0	9994059	0	121.3216	6289970725
6290000001	6300000000	2108	1270	47	0	0	0	0	0	9996575	0	121.3219	6297761445
6300000001	6310000000	1265	3286	404	0	0	0	0	0	9995045	0	121.3217	6303264151
6310000001	6320000000	2863	4761	901	0	0	0	0	0	9991475	0	121.3219	6318473221
6320000001	6330000000	711	857	10	0	0	0	0	0	9998422	0	121.3219	6325064621
