base	hi	c1	c2	c3	c4	c5	c6	c7	c8	overflow	cap	exc_log2	exc_argn
330000001	340000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	335227327
340000001	350000000	10000000	0	0	0	0	0	0	0	0	0	51.7156	347580927
350000001	360000000	10000000	0	0	0	0	0	0	0	0	0	52.5081	351210735
360000001	370000000	10000000	0	0	0	0	0	0	0	0	0	51.7156	366175791
370000001	380000000	10000000	0	0	0	0	0	0	0	0	0	50.9143	378642463
380000001	390000000	10000000	0	0	0	0	0	0	0	0	0	53.3946	380379879
390000001	400000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	394393759
400000001	410000000	10000000	0	0	0	0	0	0	0	0	0	51.5417	405273023
410000001	420000000	10000000	0	0	0	0	0	0	0	0	0	50.7620	418800767
420000001	430000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	427518111
430000001	440000000	10000000	0	0	0	0	0	0	0	0	0	51.1004	435725759
440000001	450000000	10000000	0	0	0	0	0	0	0	0	0	49.3128	443632511
450000001	460000000	10000000	0	0	0	0	0	0	0	0	0	52.5081	450565535
460000001	470000000	10000000	0	0	0	0	0	0	0	0	0	50.6722	467388187
470000001	480000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	479707247
480000001	490000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	484995839
490000001	500000000	10000000	0	0	0	0	0	0	0	0	0	50.5008	491881407
500000001	510000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	502840991
510000001	520000000	10000000	0	0	0	0	0	0	0	0	0	52.0145	512609383
520000001	530000000	10000000	0	0	0	0	0	0	0	0	0	51.7156	521371391
530000001	540000000	10000000	0	0	0	0	0	0	0	0	0	50.9143	531865407
540000001	550000000	10000000	0	0	0	0	0	0	0	0	0	53.7922	542402407
550000001	560000000	10000000	0	0	0	0	0	0	0	0	0	50.7620	558401023
560000001	570000000	10000000	0	0	0	0	0	0	0	0	0	51.2392	562103679
570000001	580000000	10000000	0	0	0	0	0	0	0	0	0	53.3946	570569819
580000001	590000000	10000000	0	0	0	0	0	0	0	0	0	51.8846	586153983
590000001	600000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	591590639
600000001	610000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	603691167
610000001	620000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	619218939
620000001	630000000	10000000	0	0	0	0	0	0	0	0	0	50.7620	628201151
630000001	640000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	639609663
640000001	650000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	641277167
650000001	660000000	10000000	0	0	0	0	0	0	0	0	0	51.8848	658148511
660000001	670000000	10000000	0	0	0	0	0	0	0	0	0	51.7334	668032927
670000001	680000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	670454655
680000001	690000000	10000000	0	0	0	0	0	0	0	0	0	51.4333	685255335
690000001	700000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	696621307
700000001	710000000	10000000	0	0	0	0	0	0	0	0	0	50.4896	704437759
710000001	720000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	719560871
720000001	730000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	727493759
730000001	740000000	10000000	0	0	0	0	0	0	0	0	0	50.5008	737822111
740000001	750000000	10000000	0	0	0	0	0	0	0	0	0	50.6882	746811135
750000001	760000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	754261487
760000001	770000000	10000000	0	0	0	0	0	0	0	0	0	53.3946	760759759
770000001	780000000	10000000	0	0	0	0	0	0	0	0	0	51.0372	772210175
780000001	790000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	788787519
790000001	800000000	10000000	0	0	0	0	0	0	0	0	0	51.3438	794988711
800000001	810000000	10000000	0	0	0	0	0	0	0	0	0	52.3419	804766335
810000001	820000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	811616415
820000001	830000000	10000000	0	0	0	0	0	0	0	0	0	50.6644	826403295
830000001	840000000	10000000	0	0	0	0	0	0	0	0	0	50.8313	835914735
840000001	850000000	10000000	0	0	0	0	0	0	0	0	0	52.8632	843125787
850000001	860000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	855036223
860000001	870000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	860121087
870000001	880000000	10000000	0	0	0	0	0	0	0	0	0	51.8846	879230975
880000001	890000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	887385959
890000001	900000000	10000000	0	0	0	0	0	0	0	0	0	52.9498	895277567
900000001	910000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	905536751
910000001	920000000	10000000	0	0	0	0	0	0	0	0	0	53.7922	915304063
920000001	930000000	10000000	0	0	0	0	0	0	0	0	0	53.3863	921069567
930000001	940000000	10000000	0	0	0	0	0	0	0	0	0	53.6154	933980007
940000001	950000000	10000000	0	0	0	0	0	0	0	0	0	52.8632	948516511
950000001	960000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	959414495
960000001	970000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	961915751
970000001	980000000	10000000	0	0	0	0	0	0	0	0	0	50.8616	973498367
980000001	990000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	986675823
990000001	1000000000	10000000	0	0	0	0	0	0	0	0	0	50.7472	998053103
1000000001	1010000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1005681983
1010000001	1020000000	10000000	0	0	0	0	0	0	0	0	0	52.5081	1013772455
1020000001	1030000000	10000000	0	0	0	0	0	0	0	0	0	52.0145	1025218767
1030000001	1040000000	10000000	0	0	0	0	0	0	0	0	0	51.5607	1039476271
1040000001	1050000000	10000000	0	0	0	0	0	0	0	0	0	54.3443	1046062875
1050000001	1060000000	10000000	0	0	0	0	0	0	0	0	0	51.0115	1051196415
1060000001	1070000000	10000000	0	0	0	0	0	0	0	0	0	53.1806	1064945823
1070000001	1080000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	1079341307
1080000001	1090000000	10000000	0	0	0	0	0	0	0	0	0	53.7922	1084804815
1090000001	1100000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	1091240639
1100000001	1110000000	10000000	0	0	0	0	0	0	0	0	0	55.0579	1100378223
1110000001	1120000000	10000000	0	0	0	0	0	0	0	0	0	51.1681	1112194239
1120000001	1130000000	10000000	0	0	0	0	0	0	0	0	0	53.1309	1124157679
1130000001	1140000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1131392231
1140000001	1150000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	1146069951
1150000001	1160000000	10000000	0	0	0	0	0	0	0	0	0	51.5796	1153096703
1160000001	1170000000	10000000	0	0	0	0	0	0	0	0	0	50.6871	1165838107
1170000001	1180000000	10000000	0	0	0	0	0	0	0	0	0	54.3443	1176820735
1180000001	1190000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	1183181279
1190000001	1200000000	10000000	0	0	0	0	0	0	0	0	0	52.9498	1193703423
1200000001	1210000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	1207382335
1210000001	1220000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	1214258971
1220000001	1230000000	10000000	0	0	0	0	0	0	0	0	0	52.2174	1229014463
1230000001	1240000000	10000000	0	0	0	0	0	0	0	0	0	55.7479	1230007935
1240000001	1250000000	10000000	0	0	0	0	0	0	0	0	0	51.7673	1246646107
1250000001	1260000000	10000000	0	0	0	0	0	0	0	0	0	51.8905	1254376063
1260000001	1270000000	10000000	0	0	0	0	0	0	0	0	0	51.0922	1267725439
1270000001	1280000000	10000000	0	0	0	0	0	0	0	0	0	53.4957	1274744679
1280000001	1290000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	1282554335
1290000001	1300000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1290181631
1300000001	1310000000	10000000	0	0	0	0	0	0	0	0	0	52.9277	1304735995
1310000001	1320000000	10000000	0	0	0	0	0	0	0	0	0	53.1813	1312417791
1320000001	1330000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	1322492015
1330000001	1340000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	1331078939
1340000001	1350000000	10000000	0	0	0	0	0	0	0	0	0	52.9498	1342916351
1350000001	1360000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	1358305127
1360000001	1370000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	1366041343
1370000001	1380000000	10000000	0	0	0	0	0	0	0	0	0	55.9676	1378109439
1380000001	1390000000	10000000	0	0	0	0	0	0	0	0	0	53.3863	1381604351
1390000001	1400000000	10000000	0	0	0	0	0	0	0	0	0	53.0212	1392021039
1400000001	1410000000	10000000	0	0	0	0	0	0	0	0	0	55.2434	1407758587
1410000001	1420000000	10000000	0	0	0	0	0	0	0	0	0	62.6278	1410123943
1420000001	1430000000	10000000	0	0	0	0	0	0	0	0	0	52.8632	1422774767
1430000001	1440000000	10000000	0	0	0	0	0	0	0	0	0	56.1039	1434807423
1440000001	1450000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	1442873627
1450000001	1460000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	1454987519
1460000001	1470000000	10000000	0	0	0	0	0	0	0	0	0	52.9277	1467827995
1470000001	1480000000	10000000	0	0	0	0	0	0	0	0	0	55.5726	1472165103
1480000001	1490000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	1480013735
1490000001	1500000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	1497463807
1500000001	1510000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1508522975
1510000001	1520000000	10000000	0	0	0	0	0	0	0	0	0	52.0267	1512625391
1520000001	1530000000	10000000	0	0	0	0	0	0	0	0	0	55.6793	1525173487
1530000001	1540000000	10000000	0	0	0	0	0	0	0	0	0	52.0636	1530931047
1540000001	1550000000	10000000	0	0	0	0	0	0	0	0	0	51.4504	1542395439
1550000001	1560000000	10000000	0	0	0	0	0	0	0	0	0	52.0507	1555635199
1560000001	1570000000	10000000	0	0	0	0	0	0	0	0	0	52.5127	1567452799
1570000001	1580000000	10000000	0	0	0	0	0	0	0	0	0	53.6154	1576091263
1580000001	1590000000	10000000	0	0	0	0	0	0	0	0	0	55.2434	1583728411
1590000001	1600000000	10000000	0	0	0	0	0	0	0	0	0	57.2182	1595726319
1600000001	1610000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	1609262951
1610000001	1620000000	10000000	0	0	0	0	0	0	0	0	0	52.5718	1611031487
1620000001	1630000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	1623232831
1630000001	1640000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	1636860959
1640000001	1650000000	10000000	0	0	0	0	0	0	0	0	0	53.4481	1644527719
1650000001	1660000000	10000000	0	0	0	0	0	0	0	0	0	55.0579	1650567335
1660000001	1670000000	10000000	0	0	0	0	0	0	0	0	0	51.1681	1668291359
1670000001	1680000000	10000000	0	0	0	0	0	0	0	0	0	53.1765	1678134511
1680000001	1690000000	10000000	0	0	0	0	0	0	0	0	0	53.1309	1686236519
1690000001	1700000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	1695355207
1700000001	1710000000	10000000	0	0	0	0	0	0	0	0	0	51.6660	1700115547
1710000001	1720000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	1719104927
1720000001	1730000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1720242175
1730000001	1740000000	10000000	0	0	0	0	0	0	0	0	0	55.7954	1737810559
1740000001	1750000000	10000000	0	0	0	0	0	0	0	0	0	55.1602	1747969263
1750000001	1760000000	10000000	0	0	0	0	0	0	0	0	0	53.4481	1756143615
1760000001	1770000000	10000000	0	0	0	0	0	0	0	0	0	54.3443	1765231103
1770000001	1780000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	1774771919
1780000001	1790000000	10000000	0	0	0	0	0	0	0	0	0	55.2434	1781694463
1790000001	1800000000	10000000	0	0	0	0	0	0	0	0	0	53.7105	1797813487
1800000001	1810000000	10000000	0	0	0	0	0	0	0	0	0	52.8466	1804338459
1810000001	1820000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1812271591
1820000001	1830000000	10000000	0	0	0	0	0	0	0	0	0	56.7205	1827397567
1830000001	1840000000	10000000	0	0	0	0	0	0	0	0	0	53.7922	1830608127
1840000001	1850000000	10000000	0	0	0	0	0	0	0	0	0	55.7479	1845011903
1850000001	1860000000	10000000	0	0	0	0	0	0	0	0	0	51.0141	1850853147
1860000001	1870000000	10000000	0	0	0	0	0	0	0	0	0	53.6154	1867960015
1870000001	1880000000	10000000	0	0	0	0	0	0	0	0	0	51.5641	1877574335
1880000001	1890000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	1883001327
1890000001	1900000000	10000000	0	0	0	0	0	0	0	0	0	53.1806	1893237019
1900000001	1910000000	10000000	0	0	0	0	0	0	0	0	0	53.9474	1908842823
1910000001	1920000000	10000000	0	0	0	0	0	0	0	0	0	53.4957	1912117019
1920000001	1930000000	10000000	0	0	0	0	0	0	0	0	0	54.8663	1926975007
1930000001	1940000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	1935272447
1940000001	1950000000	10000000	0	0	0	0	0	0	0	0	0	52.9780	1949803935
1950000001	1960000000	10000000	0	0	0	0	0	0	0	0	0	53.5251	1951446255
1960000001	1970000000	10000000	0	0	0	0	0	0	0	0	0	53.1813	1968626687
1970000001	1980000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	1973351647
1980000001	1990000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	1983738023
1990000001	2000000000	10000000	0	0	0	0	0	0	0	0	0	53.6677	1990147263
2000000001	2010000000	10000000	0	0	0	0	0	0	0	0	0	54.7361	2007891815
2010000001	2020000000	10000000	0	0	0	0	0	0	0	0	0	52.9498	2014374527
2020000001	2030000000	10000000	0	0	0	0	0	0	0	0	0	52.8466	2029880767
2030000001	2040000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	2037457691
2040000001	2050000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	2049062015
2050000001	2060000000	10000000	0	0	0	0	0	0	0	0	0	53.7922	2059434143
2060000001	2070000000	10000000	0	0	0	0	0	0	0	0	0	55.9676	2067164159
2070000001	2080000000	10000000	0	0	0	0	0	0	0	0	0	53.3863	2072406527
2080000001	2090000000	10000000	0	0	0	0	0	0	0	0	0	53.0212	2088031559
2090000001	2100000000	10000000	0	0	0	0	0	0	0	0	0	52.9883	2097147519
2100000001	2110000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	2107285183
2110000001	2120000000	10000000	0	0	0	0	0	0	0	0	0	62.6278	2115185915
2120000001	2130000000	10000000	0	0	0	0	0	0	0	0	0	55.2513	2123275035
2130000001	2140000000	10000000	0	0	0	0	0	0	0	0	0	52.8632	2134162151
2140000001	2150000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	2145683935
2150000001	2160000000	10000000	0	0	0	0	0	0	0	0	0	56.1039	2152211135
2160000001	2170000000	10000000	0	0	0	0	0	0	0	0	0	53.3946	2166382287
2170000001	2180000000	10000000	0	0	0	0	0	0	0	0	0	53.1378	2173615775
2180000001	2190000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	2182481279
2190000001	2200000000	10000000	0	0	0	0	0	0	0	0	0	52.6364	2190966783
2200000001	2210000000	10000000	0	0	0	0	0	0	0	0	0	56.7819	2208753511
2210000001	2220000000	10000000	0	0	0	0	0	0	0	0	0	55.1602	2212273599
2220000001	2230000000	10000000	0	0	0	0	0	0	0	0	0	51.8848	2221251227
2230000001	2240000000	10000000	0	0	0	0	0	0	0	0	0	55.0659	2238416319
2240000001	2250000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	2246195711
2250000001	2260000000	10000000	0	0	0	0	0	0	0	0	0	52.5819	2252799487
2260000001	2270000000	10000000	0	0	0	0	0	0	0	0	0	57.2164	2269234971
2270000001	2280000000	10000000	0	0	0	0	0	0	0	0	0	54.2032	2279260671
2280000001	2290000000	10000000	0	0	0	0	0	0	0	0	0	55.6793	2287760231
2290000001	2300000000	10000000	0	0	0	0	0	0	0	0	0	53.6138	2298351231
2300000001	2310000000	10000000	0	0	0	0	0	0	0	0	0	51.5796	2306193407
2310000001	2320000000	10000000	0	0	0	0	0	0	0	0	0	54.8663	2314981023
2320000001	2330000000	10000000	0	0	0	0	0	0	0	0	0	54.2330	2326877031
2330000001	2340000000	10000000	0	0	0	0	0	0	0	0	0	56.0901	2338904223
2340000001	2350000000	10000000	0	0	0	0	0	0	0	0	0	56.5061	2340408679
2350000001	2360000000	10000000	0	0	0	0	0	0	0	0	0	54.3443	2353641471
2360000001	2370000000	10000000	0	0	0	0	0	0	0	0	0	54.2584	2368205791
2370000001	2380000000	10000000	0	0	0	0	0	0	0	0	0	62.6278	2379584155
2380000001	2390000000	10000000	0	0	0	0	0	0	0	0	0	55.9855	2381854879
2390000001	2400000000	10000000	0	0	0	0	0	0	0	0	0	57.2182	2393589479
2400000001	2410000000	10000000	0	0	0	0	0	0	0	0	0	54.0214	2408937919
2410000001	2420000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	2413894427
2420000001	2430000000	10000000	0	0	0	0	0	0	0	0	0	52.2000	2428582555
2430000001	2440000000	10000000	0	0	0	0	0	0	0	0	0	54.8639	2434849247
2440000001	2450000000	10000000	0	0	0	0	0	0	0	0	0	53.6447	2445646075
2450000001	2460000000	10000000	0	0	0	0	0	0	0	0	0	53.9702	2454528751
2460000001	2470000000	10000000	0	0	0	0	0	0	0	0	0	56.5061	2465615727
2470000001	2480000000	10000000	0	0	0	0	0	0	0	0	0	55.0579	2475851003
2480000001	2490000000	10000000	0	0	0	0	0	0	0	0	0	54.1984	2487205887
2490000001	2500000000	10000000	0	0	0	0	0	0	0	0	0	52.8230	2493396199
2500000001	2510000000	10000000	0	0	0	0	0	0	0	0	0	54.9997	2505164571
2510000001	2520000000	10000000	0	0	0	0	0	0	0	0	0	53.8018	2519309311
2520000001	2530000000	10000000	0	0	0	0	0	0	0	0	0	54.8432	2528549887
2530000001	2540000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	2531597551
2540000001	2550000000	10000000	0	0	0	0	0	0	0	0	0	54.7572	2543989991
2550000001	2560000000	10000000	0	0	0	0	0	0	0	0	0	57.2164	2552889343
2560000001	2570000000	10000000	0	0	0	0	0	0	0	0	0	53.2988	2565631615
2570000001	2580000000	10000000	0	0	0	0	0	0	0	0	0	52.9467	2578657391
2580000001	2590000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	2580363263
2590000001	2600000000	10000000	0	0	0	0	0	0	0	0	0	56.9015	2597495835
2600000001	2610000000	10000000	0	0	0	0	0	0	0	0	0	55.7954	2606715839
2610000001	2620000000	10000000	0	0	0	0	0	0	0	0	0	52.7620	2617109787
2620000001	2630000000	10000000	0	0	0	0	0	0	0	0	0	55.1602	2621953895
2630000001	2640000000	10000000	0	0	0	0	0	0	0	0	0	55.5415	2631827455
2640000001	2650000000	10000000	0	0	0	0	0	0	0	0	0	54.3443	2647846655
2650000001	2660000000	10000000	0	0	0	0	0	0	0	0	0	52.8802	2654459295
2660000001	2670000000	10000000	0	0	0	0	0	0	0	0	0	54.2584	2664231515
2670000001	2680000000	10000000	0	0	0	0	0	0	0	0	0	62.6278	2677032175
2680000001	2690000000	10000000	0	0	0	0	0	0	0	0	0	54.4945	2683602407
2690000001	2700000000	10000000	0	0	0	0	0	0	0	0	0	53.7105	2696720231
2700000001	2710000000	10000000	0	0	0	0	0	0	0	0	0	52.6421	2709464703
2710000001	2720000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	2715631231
2720000001	2730000000	10000000	0	0	0	0	0	0	0	0	0	53.4630	2728933023
2730000001	2740000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	2732082687
2740000001	2750000000	10000000	0	0	0	0	0	0	0	0	0	56.7205	2741096351
2750000001	2760000000	10000000	0	0	0	0	0	0	0	0	0	55.9676	2756218879
2760000001	2770000000	10000000	0	0	0	0	0	0	0	0	0	55.7479	2767517855
2770000001	2780000000	10000000	0	0	0	0	0	0	0	0	0	54.2401	2771239963
2780000001	2790000000	10000000	0	0	0	0	0	0	0	0	0	58.3244	2783019711
2790000001	2800000000	10000000	0	0	0	0	0	0	0	0	0	54.2330	2795405311
2800000001	2810000000	10000000	0	0	0	0	0	0	0	0	0	52.1639	2807089791
2810000001	2820000000	10000000	0	0	0	0	0	0	0	0	0	54.9997	2818310143
2820000001	2830000000	10000000	0	0	0	0	0	0	0	0	0	54.5872	2823217791
2830000001	2840000000	10000000	0	0	0	0	0	0	0	0	0	53.8212	2839773183
2840000001	2850000000	10000000	0	0	0	0	0	0	0	0	0	53.1309	2845524127
2850000001	2860000000	10000000	0	0	0	0	0	0	0	0	0	56.2842	2857263039
2860000001	2870000000	10000000	0	0	0	0	0	0	0	0	0	56.2888	2866487463
2870000001	2880000000	10000000	0	0	0	0	0	0	0	0	0	53.2908	2870317723
2880000001	2890000000	10000000	0	0	0	0	0	0	0	0	0	53.1309	2884346367
2890000001	2900000000	10000000	0	0	0	0	0	0	0	0	0	55.7919	2892043503
2900000001	2910000000	10000000	0	0	0	0	0	0	0	0	0	54.6469	2902908671
2910000001	2920000000	10000000	0	0	0	0	0	0	0	0	0	52.2565	2913280167
2920000001	2930000000	10000000	0	0	0	0	0	0	0	0	0	56.9015	2922182815
2930000001	2940000000	10000000	0	0	0	0	0	0	0	0	0	56.3438	2937800703
2940000001	2950000000	10000000	0	0	0	0	0	0	0	0	0	55.5726	2944330207
2950000001	2960000000	10000000	0	0	0	0	0	0	0	0	0	53.1813	2952940031
2960000001	2970000000	10000000	0	0	0	0	0	0	0	0	0	54.3359	2961555455
2970000001	2980000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	2975607035
2980000001	2990000000	10000000	0	0	0	0	0	0	0	0	0	54.7280	2988589147
2990000001	3000000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	2994927615
3000000001	3010000000	10000000	0	0	0	0	0	0	0	0	0	52.6620	3007842303
3010000001	3020000000	10000000	0	0	0	0	0	0	0	0	0	54.7361	3011837723
3020000001	3030000000	10000000	0	0	0	0	0	0	0	0	0	56.0313	3028474015
3030000001	3040000000	10000000	0	0	0	0	0	0	0	0	0	54.6698	3030384639
3040000001	3050000000	10000000	0	0	0	0	0	0	0	0	0	58.2813	3045179391
3050000001	3060000000	10000000	0	0	0	0	0	0	0	0	0	55.6793	3050346975
3060000001	3070000000	10000000	0	0	0	0	0	0	0	0	0	55.3086	3061467375
3070000001	3080000000	10000000	0	0	0	0	0	0	0	0	0	60.2947	3073593023
3080000001	3090000000	10000000	0	0	0	0	0	0	0	0	0	56.1501	3085910127
3090000001	3100000000	10000000	0	0	0	0	0	0	0	0	0	53.6447	3095270815
3100000001	3110000000	10000000	0	0	0	0	0	0	0	0	0	55.9676	3100746239
3110000001	3120000000	10000000	0	0	0	0	0	0	0	0	0	54.2401	3117644959
3120000001	3130000000	10000000	0	0	0	0	0	0	0	0	0	53.5878	3128192359
3130000001	3140000000	10000000	0	0	0	0	0	0	0	0	0	55.0579	3133498927
3140000001	3150000000	10000000	0	0	0	0	0	0	0	0	0	53.4774	3143131455
3150000001	3160000000	10000000	0	0	0	0	0	0	0	0	0	53.8984	3156298491
3160000001	3170000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	3160927775
3170000001	3180000000	10000000	0	0	0	0	0	0	0	0	0	53.9274	3176946943
3180000001	3190000000	10000000	0	0	0	0	0	0	0	0	0	58.5189	3184692507
3190000001	3200000000	10000000	0	0	0	0	0	0	0	0	0	57.2182	3191452639
3200000001	3210000000	10000000	0	0	0	0	0	0	0	0	0	55.2600	3204053151
3210000001	3220000000	10000000	0	0	0	0	0	0	0	0	0	57.5311	3218525903
3220000001	3230000000	10000000	0	0	0	0	0	0	0	0	0	56.1039	3228316703
3230000001	3240000000	10000000	0	0	0	0	0	0	0	0	0	55.8801	3238885535
3240000001	3250000000	10000000	0	0	0	0	0	0	0	0	0	52.9043	3249374143
3250000001	3260000000	10000000	0	0	0	0	0	0	0	0	0	54.8688	3257560935
3260000001	3270000000	10000000	0	0	0	0	0	0	0	0	0	53.1378	3260423663
3270000001	3280000000	10000000	0	0	0	0	0	0	0	0	0	53.2158	3273721919
3280000001	3290000000	10000000	0	0	0	0	0	0	0	0	0	52.6364	3286450175
3290000001	3300000000	10000000	0	0	0	0	0	0	0	0	0	55.5635	3291510943
3300000001	3310000000	10000000	0	0	0	0	0	0	0	0	0	53.4933	3303064047
3310000001	3320000000	10000000	0	0	0	0	0	0	0	0	0	56.7819	3313130267
3320000001	3330000000	10000000	0	0	0	0	0	0	0	0	0	55.6512	3320346783
3330000001	3340000000	10000000	0	0	0	0	0	0	0	0	0	52.0908	3331823527
3340000001	3350000000	10000000	0	0	0	0	0	0	0	0	0	53.4179	3347557915
3350000001	3360000000	10000000	0	0	0	0	0	0	0	0	0	56.2155	3355874751
3360000001	3370000000	10000000	0	0	0	0	0	0	0	0	0	56.5972	3369293567
3370000001	3380000000	10000000	0	0	0	0	0	0	0	0	0	53.1309	3372473039
