base	hi	c1	c2	c3	c4	c5	c6	c7	c8	overflow	cap	exc_log2	exc_argn
260000001	270000000	3218793	3129416	3651791	0	0	0	0	0	0	0	50.7267	262691993
270000001	280000000	3439607	3137289	3423104	0	0	0	0	0	0	0	49.2125	272191717
280000001	290000000	3169205	3452097	3378698	0	0	0	0	0	0	0	49.4592	283193345
290000001	300000000	3256730	3089949	3653321	0	0	0	0	0	0	0	53.6707	299480577
300000001	310000000	3337794	3367670	3294536	0	0	0	0	0	0	0	50.2776	304079377
310000001	320000000	3150597	3168288	3681115	0	0	0	0	0	0	0	49.4592	318592513
320000001	330000000	3467069	3263573	3269358	0	0	0	0	0	0	0	49.8445	320664705
330000001	340000000	3089761	3202345	3707894	0	0	0	0	0	0	0	49.5521	330701153
340000001	350000000	3418927	3304113	3276960	0	0	0	0	0	0	0	53.9113	344371457
350000001	360000000	3064843	3271438	3663719	0	0	0	0	0	0	0	49.5508	357641217
360000001	370000000	3374970	3317143	3307887	0	0	0	0	0	0	0	51.8729	362978817
370000001	380000000	3163150	3200814	3636036	0	0	0	0	0	0	0	50.3386	375949921
380000001	390000000	3348808	3389129	3262063	0	0	0	0	0	0	0	50.9683	382558465
390000001	400000000	3262997	3006595	3730408	0	0	0	0	0	0	0	51.0860	394001169
400000001	410000000	3224695	3481489	3293816	0	0	0	0	0	0	0	50.2776	405439169
410000001	420000000	3456349	2925255	3618396	0	0	0	0	0	0	0	49.5670	412438529
420000001	430000000	3062465	3468017	3469518	0	0	0	0	0	0	0	49.4592	424790017
430000001	440000000	3520477	3192955	3286568	0	0	0	0	0	0	0	52.4138	439584025
440000001	450000000	3042372	3205253	3752375	0	0	0	0	0	0	0	53.6707	449220865
450000001	460000000	3289471	3426398	3284131	0	0	0	0	0	0	0	50.2776	456119065
460000001	470000000	3562775	2954179	3483046	0	0	0	0	0	0	0	52.9106	465204113
470000001	480000000	2886796	3438051	3675153	0	0	0	0	0	0	0	50.4977	478681553
480000001	490000000	3417228	3385081	3197691	0	0	0	0	0	0	0	50.2776	480520497
490000001	500000000	3283135	3041512	3675353	0	0	0	0	0	0	0	50.2939	498286481
500000001	510000000	3143515	3278335	3578150	0	0	0	0	0	0	0	50.3386	501266561
510000001	520000000	3325116	3511239	3163645	0	0	0	0	0	0	0	53.9113	516557185
520000001	530000000	3458763	2759816	3781421	0	0	0	0	0	0	0	53.5935	524529249
530000001	540000000	2942878	3585840	3471282	0	0	0	0	0	0	0	52.2057	534501953
540000001	550000000	3485846	3324152	3190002	0	0	0	0	0	0	0	51.8729	544468225
550000001	560000000	3371826	2893651	3734523	0	0	0	0	0	0	0	53.2249	556556121
560000001	570000000	2936493	3562800	3500707	0	0	0	0	0	0	0	50.3386	563924881
570000001	580000000	3462142	3323524	3214334	0	0	0	0	0	0	0	50.9683	573837697
580000001	590000000	3429340	2953583	3617077	0	0	0	0	0	0	0	52.4138	586112033
590000001	600000000	3014804	3306226	3678970	0	0	0	0	0	0	0	53.6707	598961153
600000001	610000000	3256506	3510835	3232659	0	0	0	0	0	0	0	52.8544	604725249
610000001	620000000	3474788	3111888	3413324	0	0	0	0	0	0	0	51.2109	611746817
620000001	630000000	3294947	2931706	3773347	0	0	0	0	0	0	0	52.1912	627186753
630000001	640000000	2963779	3525112	3511109	0	0	0	0	0	0	0	49.4592	637185025
640000001	650000000	3283973	3586218	3129809	0	0	0	0	0	0	0	51.0080	645845857
650000001	660000000	3694123	2824842	3481035	0	0	0	0	0	0	0	52.4138	659376037
660000001	670000000	3182369	3007860	3809771	0	0	0	0	0	0	0	51.9549	664778753
670000001	680000000	2965348	3514460	3520192	0	0	0	0	0	0	0	57.2471	677585217
680000001	690000000	3364478	3473832	3161690	0	0	0	0	0	0	0	53.9113	688742913
690000001	700000000	3474570	3036091	3489339	0	0	0	0	0	0	0	52.9106	697806169
700000001	710000000	3132854	3116675	3750471	0	0	0	0	0	0	0	50.5742	709012241
710000001	720000000	2996387	3520391	3483222	0	0	0	0	0	0	0	50.4977	718022329
720000001	730000000	3296316	3508146	3195538	0	0	0	0	0	0	0	51.8729	725957633
730000001	740000000	3477069	3021052	3501879	0	0	0	0	0	0	0	53.9260	733028705
740000001	750000000	3266162	3049950	3683888	0	0	0	0	0	0	0	52.4138	741798041
750000001	760000000	3023297	3462657	3514046	0	0	0	0	0	0	0	53.0913	759399173
760000001	770000000	3250645	3567422	3181933	0	0	0	0	0	0	0	52.7732	762139521
770000001	780000000	3505353	3084100	3410547	0	0	0	0	0	0	0	53.9113	774835777
780000001	790000000	3329312	2933107	3737581	0	0	0	0	0	0	0	57.6360	788620517
790000001	800000000	3115243	3205612	3679145	0	0	0	0	0	0	0	52.5302	793306689
800000001	810000000	3105326	3509297	3385377	0	0	0	0	0	0	0	57.2471	803063961
810000001	820000000	3429771	3364008	3206221	0	0	0	0	0	0	0	51.9369	810395877
820000001	830000000	3552745	3013206	3434049	0	0	0	0	0	0	0	53.4113	821827073
830000001	840000000	3273220	2863807	3862973	0	0	0	0	0	0	0	53.2253	833329305
840000001	850000000	3034183	3239902	3725915	0	0	0	0	0	0	0	53.5935	840194433
850000001	860000000	3150617	3735271	3114112	0	0	0	0	0	0	0	53.0913	854324069
860000001	870000000	3501251	3331300	3167449	0	0	0	0	0	0	0	51.9354	864460709
870000001	880000000	3553893	2942090	3504017	0	0	0	0	0	0	0	52.4138	879168049
880000001	890000000	3126634	3212798	3660568	0	0	0	0	0	0	0	57.6360	887198081
890000001	900000000	2881910	3353287	3764803	0	0	0	0	0	0	0	53.6707	898441729
900000001	910000000	3210714	3417054	3372232	0	0	0	0	0	0	0	53.1879	903090561
910000001	920000000	3471624	3320650	3207726	0	0	0	0	0	0	0	53.2294	916954433
920000001	930000000	3501128	3026695	3472177	0	0	0	0	0	0	0	51.7696	923894529
930000001	940000000	3538233	2895400	3566367	0	0	0	0	0	0	0	53.2249	939188453
940000001	950000000	2795182	3553576	3651242	0	0	0	0	0	0	0	52.1912	940780129
950000001	960000000	2989774	3418823	3591403	0	0	0	0	0	0	0	52.1023	957442277
960000001	970000000	3421595	3366565	3211840	0	0	0	0	0	0	0	53.0913	961114577
970000001	980000000	3476571	3237012	3286417	0	0	0	0	0	0	0	51.9354	972518297
980000001	990000000	3634342	2840083	3525575	0	0	0	0	0	0	0	51.2005	986098449
990000001	1000000000	2838293	3356504	3805203	0	0	0	0	0	0	0	52.3044	992399513
1000000001	1010000000	3168512	3127072	3704416	0	0	0	0	0	0	0	52.5478	1002635417
1010000001	1020000000	3166986	3477121	3355893	0	0	0	0	0	0	0	57.2471	1016377825
1020000001	1030000000	3393965	3586019	3020016	0	0	0	0	0	0	0	54.6601	1028788965
1030000001	1040000000	3300448	3287181	3412371	0	0	0	0	0	0	0	53.9113	1033114369
1040000001	1050000000	3564591	2744280	3691129	0	0	0	0	0	0	0	53.5935	1049058497
1050000001	1060000000	3251963	2868473	3879564	0	0	0	0	0	0	0	53.2249	1056587009
1060000001	1070000000	3094773	3604301	3300926	0	0	0	0	0	0	0	54.2492	1060082049
1070000001	1080000000	2846220	3623087	3530693	0	0	0	0	0	0	0	52.8544	1075067109
1080000001	1090000000	3510049	3250874	3239077	0	0	0	0	0	0	0	53.5837	1082938265
1090000001	1100000000	3515069	3242744	3242187	0	0	0	0	0	0	0	53.9260	1099543057
1100000001	1110000000	3172169	3142302	3685529	0	0	0	0	0	0	0	51.2988	1109810689
1110000001	1120000000	3460587	2727643	3811770	0	0	0	0	0	0	0	52.9106	1117750553
1120000001	1130000000	3237556	3258800	3503644	0	0	0	0	0	0	0	53.5479	1128043161
1130000001	1140000000	2682254	3949545	3368201	0	0	0	0	0	0	0	53.3536	1139657985
1140000001	1150000000	3451419	3212802	3335779	0	0	0	0	0	0	0	52.7732	1143209281
1150000001	1160000000	3542422	3287032	3170546	0	0	0	0	0	0	0	54.6601	1157387585
1160000001	1170000000	3228323	3290182	3481495	0	0	0	0	0	0	0	53.9113	1162253665
1170000001	1180000000	3536194	2638131	3825675	0	0	0	0	0	0	0	54.6601	1173178129
1180000001	1190000000	3425827	2982352	3591821	0	0	0	0	0	0	0	53.5935	1180190809
1190000001	1200000000	2580700	3775203	3644097	0	0	0	0	0	0	0	51.1155	1190183489
1200000001	1210000000	3264222	3168968	3566810	0	0	0	0	0	0	0	57.2471	1204595941
1210000001	1220000000	3373159	3741135	2885706	0	0	0	0	0	0	0	54.9521	1211922785
1220000001	1230000000	3294689	3266469	3438842	0	0	0	0	0	0	0	51.8729	1225053505
1230000001	1240000000	3615582	2855342	3529076	0	0	0	0	0	0	0	53.4113	1232740609
1240000001	1250000000	3296124	3237197	3466679	0	0	0	0	0	0	0	53.2253	1249993957
1250000001	1260000000	3195027	2765085	4039888	0	0	0	0	0	0	0	52.4138	1251784193
1260000001	1270000000	3406471	3293956	3299573	0	0	0	0	0	0	0	53.7869	1263702401
1270000001	1280000000	2568046	3830841	3601113	0	0	0	0	0	0	0	54.9521	1276758161
1280000001	1290000000	3398001	3393759	3208240	0	0	0	0	0	0	0	51.7998	1289713561
1290000001	1300000000	3284055	3603603	3112342	0	0	0	0	0	0	0	51.0080	1291691713
1300000001	1310000000	3714831	2728550	3556619	0	0	0	0	0	0	0	53.0418	1307260761
1310000001	1320000000	3607348	2906343	3486309	0	0	0	0	0	0	0	52.6569	1316877209
1320000001	1330000000	2900478	3281105	3818417	0	0	0	0	0	0	0	51.9549	1329557505
1330000001	1340000000	3353050	2911851	3735099	0	0	0	0	0	0	0	57.6360	1330797121
1340000001	1350000000	2646486	3887717	3465797	0	0	0	0	0	0	0	53.6707	1347662593
1350000001	1360000000	3372930	3148693	3478377	0	0	0	0	0	0	0	57.2471	1355170433
1360000001	1370000000	3113826	3924965	2961209	0	0	0	0	0	0	0	53.4421	1363200353
1370000001	1380000000	3691849	2861673	3446478	0	0	0	0	0	0	0	53.2294	1375431649
1380000001	1390000000	3552050	3113913	3334037	0	0	0	0	0	0	0	51.7696	1385841793
1390000001	1400000000	3287376	2968425	3744199	0	0	0	0	0	0	0	54.1601	1399896065
1400000001	1410000000	3591022	2818602	3590376	0	0	0	0	0	0	0	53.4113	1405754117
1410000001	1420000000	2619567	3531589	3848844	0	0	0	0	0	0	0	56.3464	1412942817
1420000001	1430000000	3303457	3271882	3424661	0	0	0	0	0	0	0	51.9247	1425558681
1430000001	1440000000	2773925	3799118	3426957	0	0	0	0	0	0	0	49.7840	1438163729
1440000001	1450000000	3469788	3467733	3062479	0	0	0	0	0	0	0	53.0913	1441671865
1450000001	1460000000	3190002	3399252	3410746	0	0	0	0	0	0	0	51.9354	1458777445
1460000001	1470000000	3782790	2787465	3429745	0	0	0	0	0	0	0	53.9260	1466057409
1470000001	1480000000	3119908	3236818	3643274	0	0	0	0	0	0	0	52.9188	1478652993
1480000001	1490000000	3591850	2513297	3894853	0	0	0	0	0	0	0	52.4138	1483596081
1490000001	1500000000	2856462	3716953	3426585	0	0	0	0	0	0	0	55.8651	1497718625
1500000001	1510000000	3365109	2697043	3937848	0	0	0	0	0	0	0	53.4113	1501164185
1510000001	1520000000	2736725	4276305	2986970	0	0	0	0	0	0	0	53.6707	1516120417
1520000001	1530000000	3475831	3003091	3521078	0	0	0	0	0	0	0	57.2471	1524566737
1530000001	1540000000	3135906	3990044	2874050	0	0	0	0	0	0	0	54.0703	1538048865
1540000001	1550000000	3690120	2684934	3624946	0	0	0	0	0	0	0	53.9113	1549671553
1550000001	1560000000	3283868	3408678	3307454	0	0	0	0	0	0	0	54.1206	1553221721
1560000001	1570000000	3611536	2470671	3917793	0	0	0	0	0	0	0	54.6601	1564237505
1570000001	1580000000	2940013	3507290	3552697	0	0	0	0	0	0	0	53.5935	1573587745
1580000001	1590000000	3517382	2583324	3899294	0	0	0	0	0	0	0	55.1666	1581932801
1590000001	1600000000	2690263	3954364	3355373	0	0	0	0	0	0	0	54.2492	1590123073
1600000001	1610000000	3421436	3187812	3390752	0	0	0	0	0	0	0	57.2471	1606127921
1610000001	1620000000	2881977	3782700	3335323	0	0	0	0	0	0	0	53.7261	1615385945
1620000001	1630000000	3686612	3248794	3064594	0	0	0	0	0	0	0	53.5837	1624407397
1630000001	1640000000	3225122	3336238	3438640	0	0	0	0	0	0	0	51.8729	1633404673
1640000001	1650000000	3707025	2920414	3372561	0	0	0	0	0	0	0	53.9260	1649314585
1650000001	1660000000	3321170	3080732	3598098	0	0	0	0	0	0	0	52.4569	1654521857
1660000001	1670000000	3695504	2715899	3588597	0	0	0	0	0	0	0	53.2253	1666658609
1670000001	1680000000	2764623	3131461	4103916	0	0	0	0	0	0	0	52.9106	1676625829
1680000001	1690000000	3105189	3667507	3227304	0	0	0	0	0	0	0	53.5935	1680388865
1690000001	1700000000	3000852	2937809	4061339	0	0	0	0	0	0	0	54.4172	1695745889
1700000001	1710000000	2842543	4331731	2825726	0	0	0	0	0	0	0	53.9751	1706415105
1710000001	1720000000	3558522	3021814	3419664	0	0	0	0	0	0	0	54.4744	1717176161
1720000001	1730000000	3116083	3637509	3246408	0	0	0	0	0	0	0	52.7031	1720919553
1730000001	1740000000	3921340	2866899	3211761	0	0	0	0	0	0	0	52.2233	1733443585
1740000001	1750000000	3241868	3247816	3510316	0	0	0	0	0	0	0	53.9113	1743380497
1750000001	1760000000	3821808	2632825	3545367	0	0	0	0	0	0	0	54.6601	1759767193
1760000001	1770000000	2939542	3044910	4015548	0	0	0	0	0	0	0	52.6409	1760148449
1770000001	1780000000	3184860	3538912	3276228	0	0	0	0	0	0	0	57.6360	1774396161
1780000001	1790000000	3101613	2619945	4278442	0	0	0	0	0	0	0	54.4511	1780060161
1790000001	1800000000	2691138	4196824	3112038	0	0	0	0	0	0	0	51.0866	1797929537
1800000001	1810000000	3522662	3209144	3268194	0	0	0	0	0	0	0	54.4744	1809041553
1810000001	1820000000	3010303	3549862	3439835	0	0	0	0	0	0	0	54.9521	1817884177
1820000001	1830000000	3611936	3437404	2950660	0	0	0	0	0	0	0	54.0703	1822872729
1830000001	1840000000	3386758	3046509	3566733	0	0	0	0	0	0	0	53.2294	1833908865
1840000001	1850000000	3271204	3577919	3150877	0	0	0	0	0	0	0	53.3898	1846649409
1850000001	1860000000	3650435	2405875	3943690	0	0	0	0	0	0	0	51.2845	1854296129
1860000001	1870000000	3105419	3302117	3592464	0	0	0	0	0	0	0	53.9113	1861705637
1870000001	1880000000	3880353	2633343	3486304	0	0	0	0	0	0	0	52.4138	1877676289
1880000001	1890000000	2602650	3275957	4121393	0	0	0	0	0	0	0	54.2492	1884590309
1890000001	1900000000	2957570	3958089	3084341	0	0	0	0	0	0	0	53.7869	1895553601
1900000001	1910000000	3261084	2825546	3913370	0	0	0	0	0	0	0	53.5479	1903572833
1910000001	1920000000	2812496	4013511	3173993	0	0	0	0	0	0	0	54.7296	1919224473
1920000001	1930000000	3660938	3344196	2994866	0	0	0	0	0	0	0	54.2826	1928748545
1930000001	1940000000	3281245	3262051	3456704	0	0	0	0	0	0	0	52.4228	1937275749
1940000001	1950000000	3251421	3626195	3122384	0	0	0	0	0	0	0	54.3715	1947177345
1950000001	1960000000	3682846	2680104	3637050	0	0	0	0	0	0	0	60.3387	1951587609
1960000001	1970000000	3267096	3148674	3584230	0	0	0	0	0	0	0	53.0418	1960891141
1970000001	1980000000	3935830	2601718	3462452	0	0	0	0	0	0	0	52.6569	1975315813
1980000001	1990000000	2782290	3070323	4147387	0	0	0	0	0	0	0	52.3044	1984799025
1990000001	2000000000	2799736	3811255	3389009	0	0	0	0	0	0	0	57.6360	1996195681
2000000001	2010000000	3630191	2674029	3695780	0	0	0	0	0	0	0	52.6033	2005110785
2010000001	2020000000	2716487	3667106	3616407	0	0	0	0	0	0	0	55.3481	2014151681
2020000001	2030000000	3091247	3910295	2998458	0	0	0	0	0	0	0	53.6707	2021493889
2030000001	2040000000	3352786	2988889	3658325	0	0	0	0	0	0	0	57.2471	2032755649
2040000001	2050000000	3023692	3878367	3097941	0	0	0	0	0	0	0	53.4421	2044800529
2050000001	2060000000	3842597	3106687	3050716	0	0	0	0	0	0	0	54.8259	2051655041
2060000001	2070000000	3457065	2951703	3591232	0	0	0	0	0	0	0	54.7960	2060503953
2070000001	2080000000	3112356	3564361	3323283	0	0	0	0	0	0	0	51.7696	2078762689
2080000001	2090000000	3905102	2337625	3757273	0	0	0	0	0	0	0	53.8875	2088350017
2090000001	2100000000	3080459	3237424	3682117	0	0	0	0	0	0	0	54.1601	2099844097
2100000001	2110000000	3263501	3285224	3451275	0	0	0	0	0	0	0	53.2253	2109364801
2110000001	2120000000	3201061	2571372	4227567	0	0	0	0	0	0	0	56.3464	2119414225
2120000001	2130000000	2768721	3842523	3388756	0	0	0	0	0	0	0	54.2492	2120164097
2130000001	2140000000	3433772	3458005	3108223	0	0	0	0	0	0	0	52.1851	2136518405
2140000001	2150000000	2951007	3052844	3996149	0	0	0	0	0	0	0	53.5294	2143049217
2150000001	2160000000	2856975	4141947	3001078	0	0	0	0	0	0	0	52.7851	2154451409
2160000001	2170000000	3715111	3314338	2970551	0	0	0	0	0	0	0	55.0551	2166972257
2170000001	2180000000	3394530	3037654	3567816	0	0	0	0	0	0	0	57.2471	2170720997
2180000001	2190000000	2982511	3724413	3293076	0	0	0	0	0	0	0	52.2150	2181192257
2190000001	2200000000	4024715	2643189	3332096	0	0	0	0	0	0	0	53.9260	2199086113
2200000001	2210000000	3369723	2857344	3772933	0	0	0	0	0	0	0	56.4010	2205770753
2210000001	2220000000	2881956	3510446	3607598	0	0	0	0	0	0	0	54.1206	2211520769
2220000001	2230000000	3911691	2457313	3630996	0	0	0	0	0	0	0	52.6569	2222230289
2230000001	2240000000	2901348	3107958	3990694	0	0	0	0	0	0	0	52.9106	2235501105
2240000001	2250000000	2732056	3974848	3293096	0	0	0	0	0	0	0	55.8651	2246577937
2250000001	2260000000	3721437	2701714	3576849	0	0	0	0	0	0	0	53.5479	2256086321
2260000001	2270000000	2695567	3501414	3803019	0	0	0	0	0	0	0	53.2722	2269412673
2270000001	2280000000	2817947	4327766	2854287	0	0	0	0	0	0	0	54.3292	2271679769
2280000001	2290000000	3761207	2930914	3307879	0	0	0	0	0	0	0	52.7732	2286418561
2290000001	2300000000	3220174	3418213	3361613	0	0	0	0	0	0	0	52.6673	2295010817
2300000001	2310000000	3100038	3928508	2971454	0	0	0	0	0	0	0	54.0703	2307073297
2310000001	2320000000	3997887	2453084	3549029	0	0	0	0	0	0	0	52.2233	2311258113
2320000001	2330000000	3341153	3100453	3558394	0	0	0	0	0	0	0	53.4579	2325757953
2330000001	2340000000	3070942	3474758	3454300	0	0	0	0	0	0	0	52.3324	2334300001
2340000001	2350000000	3842638	2331688	3825674	0	0	0	0	0	0	0	54.6601	2346356257
2350000001	2360000000	3088413	3039461	3872126	0	0	0	0	0	0	0	57.4761	2350276865
2360000001	2370000000	2735595	3763619	3500786	0	0	0	0	0	0	0	54.4069	2365011801
2370000001	2380000000	4056354	2360030	3583616	0	0	0	0	0	0	0	55.1666	2372899201
2380000001	2390000000	2549465	3331798	4118737	0	0	0	0	0	0	0	54.2492	2385184609
2390000001	2400000000	2669967	4304084	3025949	0	0	0	0	0	0	0	54.1822	2398699521
2400000001	2410000000	3909953	2971608	3118439	0	0	0	0	0	0	0	53.4290	2401638977
2410000001	2420000000	2725328	3339013	3935659	0	0	0	0	0	0	0	51.5094	2410223137
2420000001	2430000000	2959883	4075189	2964928	0	0	0	0	0	0	0	55.9332	2424997797
2430000001	2440000000	3903979	3187751	2908270	0	0	0	0	0	0	0	55.6406	2438618969
2440000001	2450000000	3262273	3007359	3730368	0	0	0	0	0	0	0	57.2471	2442061121
2450000001	2460000000	3281412	3468268	3250320	0	0	0	0	0	0	0	54.4815	2456974401
2460000001	2470000000	3822079	2918980	3258941	0	0	0	0	0	0	0	52.7875	2466013413
2470000001	2480000000	3347144	2707710	3945146	0	0	0	0	0	0	0	53.9260	2473971877
2480000001	2490000000	3254597	3337714	3407689	0	0	0	0	0	0	0	53.0418	2481752849
2490000001	2500000000	3256418	3285689	3457893	0	0	0	0	0	0	0	55.8249	2496729089
2500000001	2510000000	3517072	2366425	4116503	0	0	0	0	0	0	0	53.7335	2502523457
2510000001	2520000000	2790731	3295949	3913320	0	0	0	0	0	0	0	56.3464	2511898341
2520000001	2530000000	2605103	4160552	3234345	0	0	0	0	0	0	0	53.7869	2527404801
2530000001	2540000000	4190914	2551328	3257758	0	0	0	0	0	0	0	53.4113	2533214561
2540000001	2550000000	2419581	3386158	4194261	0	0	0	0	0	0	0	54.4172	2543618833
2550000001	2560000000	2851216	4227785	2920999	0	0	0	0	0	0	0	53.9751	2559622657
2560000001	2570000000	3586129	3511774	2902097	0	0	0	0	0	0	0	53.3536	2564230465
2570000001	2580000000	3315046	3116976	3567978	0	0	0	0	0	0	0	54.4744	2575764241
2580000001	2590000000	3349942	3523080	3126978	0	0	0	0	0	0	0	52.7851	2588260929
2590000001	2600000000	3294408	3514405	3191187	0	0	0	0	0	0	0	52.7875	2597940057
2600000001	2610000000	3963418	2484104	3552478	0	0	0	0	0	0	0	52.3758	2603862801
2610000001	2620000000	3357034	2979119	3663847	0	0	0	0	0	0	0	53.1370	2615446289
2620000001	2630000000	2746412	3564693	3688895	0	0	0	0	0	0	0	54.1601	2621844665
2630000001	2640000000	4425038	2273646	3301316	0	0	0	0	0	0	0	54.6601	2639650789
2640000001	2650000000	2646872	2878931	4474197	0	0	0	0	0	0	0	52.7200	2647493889
2650000001	2660000000	3015037	3824252	3160711	0	0	0	0	0	0	0	53.1382	2653330073
2660000001	2670000000	3332042	3411730	3256228	0	0	0	0	0	0	0	57.6360	2661594241
2670000001	2680000000	3341578	2595567	4062855	0	0	0	0	0	0	0	65.0012	2672464025
2680000001	2690000000	2737158	3433473	3829369	0	0	0	0	0	0	0	51.7423	2688610769
2690000001	2700000000	2652904	4361083	2986013	0	0	0	0	0	0	0	52.3719	2698993505
2700000001	2710000000	3868109	3034430	3097461	0	0	0	0	0	0	0	55.4716	2708272101
2710000001	2720000000	2971741	3188688	3839571	0	0	0	0	0	0	0	56.3464	2718980097
2720000001	2730000000	3125598	3804901	3069501	0	0	0	0	0	0	0	55.9332	2728122521
2730000001	2740000000	3247052	3815135	2937813	0	0	0	0	0	0	0	54.0703	2734309093
2740000001	2750000000	4008178	2648307	3343515	0	0	0	0	0	0	0	53.5837	2741187481
2750000001	2760000000	3325543	3025330	3649127	0	0	0	0	0	0	0	55.3481	2759314401
2760000001	2770000000	2820283	3579737	3599980	0	0	0	0	0	0	0	53.3898	2769974113
2770000001	2780000000	4280003	2575542	3144455	0	0	0	0	0	0	0	55.9045	2779422209
2780000001	2790000000	3160883	2713323	4125794	0	0	0	0	0	0	0	53.9260	2783218361
2790000001	2800000000	3208118	3363430	3428452	0	0	0	0	0	0	0	54.1601	2799792129
2800000001	2810000000	2827795	3510381	3661824	0	0	0	0	0	0	0	52.3887	2805647937
2810000001	2820000000	4306806	2245614	3447580	0	0	0	0	0	0	0	54.7537	2816606361
2820000001	2830000000	2336852	3035217	4627931	0	0	0	0	0	0	0	56.3464	2825885633
2830000001	2840000000	2880638	4124962	2994400	0	0	0	0	0	0	0	54.4429	2835244005
2840000001	2850000000	3077163	3880781	3042056	0	0	0	0	0	0	0	55.8651	2843325201
2850000001	2860000000	3561923	2770903	3667174	0	0	0	0	0	0	0	58.0952	2852288409
2860000001	2870000000	2816204	3334169	3849627	0	0	0	0	0	0	0	53.4197	2866568473
2870000001	2880000000	2874070	4155504	2970426	0	0	0	0	0	0	0	54.7296	2878836709
2880000001	2890000000	3524183	3567012	2908805	0	0	0	0	0	0	0	58.4101	2880410625
2890000001	2900000000	3517477	3168996	3313527	0	0	0	0	0	0	0	54.2826	2893122817
2900000001	2910000000	3520852	2979377	3499771	0	0	0	0	0	0	0	53.4579	2903918481
2910000001	2920000000	2852679	3749372	3397949	0	0	0	0	0	0	0	54.9521	2911898945
2920000001	2930000000	4332227	2528740	3139033	0	0	0	0	0	0	0	60.3387	2927381413
2930000001	2940000000	3191209	2928560	3880231	0	0	0	0	0	0	0	57.2471	2933782289
2940000001	2950000000	3429341	3153947	3416712	0	0	0	0	0	0	0	55.2894	2940224793
2950000001	2960000000	2733302	3458102	3808596	0	0	0	0	0	0	0	52.9188	2957305985
2960000001	2970000000	4540297	2122924	3336779	0	0	0	0	0	0	0	54.6601	2969607137
2970000001	2980000000	2550449	2960967	4488584	0	0	0	0	0	0	0	53.7764	2973637185
2980000001	2990000000	2940144	3764467	3295389	0	0	0	0	0	0	0	56.2739	2988727809
2990000001	3000000000	2738881	3850806	3410313	0	0	0	0	0	0	0	57.6360	2994293521
3000000001	3010000000	4394197	2283857	3321946	0	0	0	0	0	0	0	53.4113	3002328369
3010000001	3020000000	2347878	3218032	4434090	0	0	0	0	0	0	0	53.4006	3014651393
3020000001	3030000000	2794759	4138108	3067133	0	0	0	0	0	0	0	56.3842	3021176721
3030000001	3040000000	2808408	4331071	2860521	0	0	0	0	0	0	0	53.9751	3033626853
3040000001	3050000000	4056532	2721361	3222107	0	0	0	0	0	0	0	55.4716	3046806113
3050000001	3060000000	2965291	3212765	3821944	0	0	0	0	0	0	0	60.7600	3055627793
3060000001	3070000000	3269633	3801348	2929019	0	0	0	0	0	0	0	55.8432	3066423681
3070000001	3080000000	3103368	3979012	2917620	0	0	0	0	0	0	0	54.8259	3077482561
