d	a0	b0	a1	b1	a2	b2	drift	drift_flag	n_cycles	cycle_mins	frac_c1	frac_c2	frac_c3	frac_c4	frac_overflow	frac_cap	fate_H	rigidity_min_H	rigidity_argmin_m	max_exc_log2	mean_steps	name
3	4	4	4	2	3	5	0.191788	0	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	25.146	50000.00	-
3	0	5	2	6	2	2	-0.636514	1	3	4;16;2	0.999970	0.000020	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	3	1	0	3	3	1	-0.366204	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.33	-
3	4	6	6	4	6	6	0.557992	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	86.50	-
3	2	2	3	6	4	5	-0.039261	0	8	32;38;16;62	0.385510	0.261450	0.191240	0.150310	0.000000	0.000000	1.978971	1.976926	36	21.054	2.45	-
3	5	5	6	2	2	4	0.266169	0	6	840;696;40;700	0.005750	0.003490	0.000420	0.000390	0.989760	0.000000	0.002248	0.001727	27	100.999	234.09	-
3	1	1	4	5	4	2	-0.174416	0	2	2;4	0.884360	0.115640	0.000000	0.000000	0.000000	0.000000	0.516873	0.516435	27	32.566	4.33	-
3	5	2	6	2	5	2	0.571599	0	1	2	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	100.999	106.17	-
3	6	3	3	5	1	2	-0.135155	0	2	4;2	0.007680	0.000010	0.000000	0.000000	0.992310	0.000000	0.046329	0.029946	36	101.000	29.44	-
3	3	4	0	5	6	6	-0.135155	1	1	5	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	17.610	2.00	-
3	4	3	6	3	0	4	-0.039261	1	1	4	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	43.717	4.00	-
3	0	4	2	5	2	2	-0.636514	1	3	4;2;13	0.999980	0.000010	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	6	4	4	2	5	2	0.497218	0	1	2	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	101.000	132.65	-
3	0	3	1	2	4	3	-0.636514	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.51	-
3	4	5	5	2	6	5	0.497218	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	86.18	-
3	5	5	0	1	4	4	-0.100035	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	29.776	3.00	-
3	2	3	0	1	6	2	-0.270310	1	3	1;2;9	0.500010	0.000010	0.000010	0.000000	0.499970	0.000000	1.000000	0.037040	27	101.000	29.10	-
3	3	4	5	3	4	6	0.266169	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	180.27	-
3	5	4	6	6	2	3	0.266169	0	2	541;5	0.000070	0.000010	0.000000	0.000000	0.999920	0.000000	0.000000	0.000000	2	101.000	108.01	-
3	0	4	1	5	1	1	-1.098612	1	3	4;1;7	0.991020	0.005140	0.003840	0.000000	0.000000	0.000000	0.064605	0.052734	27	16.610	1.00	-
3	0	2	0	4	3	4	-0.732408	1	1	4	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.33	-
3	4	0	3	5	3	6	0.095894	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.415	409.61	-
3	4	6	5	3	4	3	0.362063	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	162.90	-
3	4	1	0	4	3	1	-0.270310	1	1	4	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.67	-
3	1	1	5	3	4	5	-0.100035	0	8	4;20;247;292	0.581650	0.150710	0.150400	0.074300	0.000000	0.000000	1.822289	1.817854	36	45.467	6.92	-
3	5	1	3	2	2	1	0.035120	0	3	21;3;1	0.713370	0.286610	0.000020	0.000000	0.000000	0.000000	0.866828	0.866596	27	26.863	4.66	-
3	4	1	6	1	5	1	0.497218	0	1	1	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	101.000	86.17	-
3	1	6	3	3	2	3	-0.501359	0	3	9;10;5	0.989750	0.010240	0.000010	0.000000	0.000000	0.000000	0.046329	0.035152	36	16.610	1.33	-
3	4	2	1	5	5	3	-0.100035	0	9	11;488;272;59	0.880640	0.032640	0.026590	0.020780	0.000000	0.000000	0.813845	0.810309	36	45.116	6.73	-
3	4	6	0	4	2	6	-0.405465	1	3	4;78;14	0.999760	0.000210	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.61	-
3	1	0	2	6	5	3	-0.331084	0	3	16;4;1	0.420450	0.387070	0.192480	0.000000	0.000000	0.000000	1.512556	1.511080	36	24.734	2.03	-
3	0	3	6	6	1	6	-0.501359	1	2	3;8	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	17.610	1.33	-
3	1	4	4	4	4	2	-0.174416	0	4	20;8;6;2	0.901510	0.098450	0.000030	0.000010	0.000000	0.000000	0.453723	0.453372	36	32.078	4.33	-
3	5	3	6	1	5	1	0.571599	0	1	1	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	101.000	85.85	-
3	6	0	1	6	6	2	0.095894	0	1	2	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	101.000	57.21	-
3	3	4	0	6	4	4	-0.270310	1	1	6	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	2.00	-
3	5	0	0	1	3	1	-0.195929	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	23.219	1.67	-
3	3	5	6	6	5	3	0.401324	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	159.13	-
3	2	3	0	5	2	5	-0.636514	1	3	5;9;11	0.999960	0.000020	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	1	6	1	3	4	2	-0.636514	0	4	6;9;4;2	0.994860	0.005120	0.000010	0.000010	0.000000	0.000000	0.046329	0.035152	36	20.322	1.52	-
3	6	1	3	5	1	2	-0.135155	0	4	3;9;4;2	0.791970	0.200340	0.007680	0.000010	0.000000	0.000000	0.766883	0.748825	36	17.610	2.00	-
3	5	2	3	6	1	3	-0.195929	0	7	13;384;19;118	0.471930	0.228730	0.176960	0.052820	0.000520	0.000000	2.013446	2.008967	36	100.734	31.09	-
3	6	2	3	3	2	4	0.095894	0	8	41944;24304;2304;72	0.000820	0.000640	0.000500	0.000450	0.997160	0.000000	0.022280	0.021355	36	100.415	478.63	-
3	3	2	5	5	3	4	0.170275	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	231.03	-
3	2	6	2	2	3	6	-0.270310	0	3	18;26;4	0.738030	0.261960	0.000010	0.000000	0.000000	0.000000	0.821327	0.821270	36	16.610	1.33	-
3	6	4	6	4	3	1	0.462098	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	57.21	-
3	6	4	0	6	4	2	-0.039261	1	2	6;2	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	21.000	2.00	-
3	0	5	4	4	2	1	-0.405465	1	2	3;13	0.999980	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.61	-
3	6	2	4	3	6	2	0.557992	0	1	2	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	101.000	85.62	-
3	3	4	1	2	2	4	-0.501359	0	3	5;3;8	0.471050	0.351480	0.177470	0.000000	0.000000	0.000000	1.494169	1.471260	27	16.610	1.33	-
3	1	4	4	1	1	2	-0.636514	0	5	7;3;6;2	0.949030	0.045830	0.005120	0.000010	0.000000	0.000000	0.258212	0.192947	36	20.322	1.52	-
3	1	0	4	1	0	4	-0.636514	1	2	4;1	0.998830	0.001170	0.000000	0.000000	0.000000	0.000000	0.004638	0.003815	36	20.322	1.51	-
3	3	2	6	5	4	1	0.326943	0	1	5	0.000040	0.000000	0.000000	0.000000	0.999960	0.000000	0.000000	0.000000	2	101.000	189.55	-
3	6	4	4	4	4	1	0.422837	0	1	5	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	101.000	151.70	-
3	3	5	5	5	5	1	0.340550	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	154.22	-
3	6	4	1	1	3	4	-0.135155	0	3	2;6;1	0.561040	0.438950	0.000010	0.000000	0.000000	0.000000	0.991368	0.987375	27	17.610	1.67	-
3	5	5	4	1	4	5	0.362063	0	1	1	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	100.737	162.86	-
3	6	2	1	1	1	5	-0.501359	0	3	3;15;1	0.918550	0.081440	0.000010	0.000000	0.000000	0.000000	0.410997	0.410817	24	17.610	1.33	-
3	2	5	4	1	2	4	-0.174416	0	6	12;22;43;15	0.857140	0.101470	0.041360	0.000010	0.000000	0.000000	0.715305	0.714982	27	20.946	1.85	-
3	5	1	4	6	1	5	-0.100035	0	8	12;27;28;3909	0.774180	0.206480	0.006240	0.005050	0.000000	0.000000	0.905533	0.901682	36	44.259	7.11	-
3	1	0	2	3	2	1	-0.636514	0	2	1;7	0.619560	0.380440	0.000000	0.000000	0.000000	0.000000	0.958983	0.958807	36	16.610	1.00	-
3	1	6	2	2	1	5	-0.867563	0	3	6;9;4	0.800000	0.199990	0.000010	0.000000	0.000000	0.000000	0.721928	0.721928	36	16.610	1.00	-
3	1	3	3	6	3	2	-0.366204	0	32	8;5;11;7	0.014070	0.010280	0.007670	0.005600	0.000000	0.000000	0.622196	0.496759	27	16.610	1.33	-
3	0	4	3	4	0	3	-0.732408	1	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	17.932	16668.67	-
3	2	0	6	5	2	2	-0.039261	0	6	16;4;100;640	0.596220	0.201550	0.138780	0.047160	0.000000	0.000000	1.599007	1.597767	36	20.907	2.46	-
3	1	0	0	1	3	3	-0.732408	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.33	-
3	0	2	2	3	1	6	-0.867563	1	3	2;7;8	0.999960	0.000030	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	4	5	0	2	1	2	-0.636514	1	2	2;39	0.998400	0.001600	0.000000	0.000000	0.000000	0.000000	0.008136	0.006668	27	20.322	1.51	-
3	4	6	4	2	6	4	0.422837	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	151.64	-
3	6	2	6	5	1	2	0.095894	0	4	3;6;7;2	0.713080	0.162390	0.124520	0.000010	0.000000	0.000000	1.155985	1.154871	36	17.610	1.67	-
3	1	2	6	5	1	3	-0.501359	0	3	4;10;3	0.887540	0.112440	0.000020	0.000000	0.000000	0.000000	0.494523	0.493922	36	17.610	1.33	-
3	4	4	4	1	1	6	-0.174416	0	5	16;12;14749;8	0.912660	0.086650	0.000660	0.000020	0.000000	0.000000	0.435919	0.434601	27	30.829	4.36	-
3	2	3	2	5	0	4	-0.636514	1	2	9;13	0.999960	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	6	2	0	1	3	5	-0.135155	1	1	1	0.333340	0.000000	0.000000	0.000000	0.000000	0.666660	0.918303	0.000000	3	18.417	33333.33	-
3	4	3	0	3	2	6	-0.405465	1	4	3;2412;60;14	0.999850	0.000120	0.000020	0.000010	0.000000	0.000000	0.000000	0.000000	2	20.322	1.61	-
3	6	3	1	4	3	2	-0.135155	0	32	8;11;14;17	0.000100	0.000090	0.000090	0.000090	0.500040	0.000000	1.005779	0.041101	27	101.000	29.10	-
3	1	1	6	2	3	6	-0.135155	0	3	4;2;7	0.471050	0.351480	0.177470	0.000000	0.000000	0.000000	1.494177	1.471277	27	17.610	2.00	-
3	1	2	0	1	5	4	-0.562133	1	4	1;35;5;3	0.999570	0.000240	0.000180	0.000010	0.000000	0.000000	0.001570	0.001112	24	23.219	1.53	-
3	3	2	4	6	6	3	0.326943	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	170.24	-
3	5	0	3	1	1	4	-0.195929	0	32	25;100;70;10	0.002460	0.001540	0.001480	0.001280	0.000000	0.000000	0.063677	0.048747	36	23.219	1.61	-
3	5	4	0	2	5	2	-0.025654	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	33.751	3.00	-
3	3	4	4	2	1	1	-0.270310	0	2	21;1	0.658330	0.341670	0.000000	0.000000	0.000000	0.000000	0.922328	0.920876	27	32.888	5.68	-
3	4	1	6	2	4	2	0.422837	0	1	2	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	101.000	151.64	-
3	2	2	2	2	5	5	-0.100035	0	5	32;8;14;6	0.520740	0.452680	0.026540	0.000020	0.000000	0.000000	1.148451	1.147210	27	28.525	3.54	-
3	0	2	5	1	0	2	-0.562133	1	2	2;1	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	23.219	1.50	-
3	5	4	5	1	3	1	0.340550	0	1	1	0.000020	0.000000	0.000000	0.000000	0.999980	0.000000	0.000000	0.000000	2	100.737	102.88	-
3	6	2	5	6	4	3	0.497218	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	132.66	-
3	4	2	1	2	2	1	-0.405465	0	4	3;9;21;1	0.708660	0.167260	0.124060	0.000020	0.000000	0.000000	1.158271	1.157476	36	20.524	1.63	-
3	5	2	5	5	3	3	0.340550	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	154.14	-
3	5	3	4	5	2	6	0.131014	0	8	858;958;816;138	0.001880	0.000540	0.000410	0.000400	0.996640	0.000000	0.001473	0.001148	36	100.737	176.16	-
3	2	6	6	6	0	1	-0.270310	1	4	1;34;106;18	0.999860	0.000070	0.000050	0.000020	0.000000	0.000000	0.000000	0.000000	2	22.397	2.15	-
3	3	1	2	3	0	4	-0.501359	1	3	4;7;9	0.999960	0.000020	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.33	-
3	2	3	5	4	6	2	0.266169	0	2	9;2	0.000030	0.000010	0.000000	0.000000	0.999960	0.000000	0.000000	0.000000	2	101.000	53.70	-
3	3	6	4	4	5	4	0.266169	0	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	29.514	50000.00	-
3	0	2	5	1	3	3	-0.195929	1	2	2;1	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	23.219	2.00	-
3	2	6	4	2	4	1	0.056633	0	9	2170;2882;218;46	0.029110	0.020830	0.001830	0.000310	0.947750	0.000000	0.271155	0.266833	27	100.415	236.18	-
3	6	1	3	2	6	5	0.462098	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	85.98	-
3	4	0	5	3	4	3	0.362063	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	162.92	-
3	3	1	2	5	1	1	-0.501359	0	4	4;13;15;1	0.733410	0.112020	0.080590	0.073980	0.000000	0.000000	1.249606	1.248690	36	16.610	1.33	-
3	1	3	4	1	0	3	-0.636514	1	2	3;1	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.51	-
3	3	5	2	6	4	1	-0.039261	0	9	288;1800;126;32	0.003090	0.001990	0.001190	0.000230	0.993210	0.000000	0.008808	0.007698	27	100.415	328.03	-
3	2	3	1	1	6	4	-0.270310	0	3	2;9;1	0.920220	0.079770	0.000010	0.000000	0.000000	0.000000	0.405763	0.404859	27	17.610	1.33	-
3	5	0	3	1	0	4	-0.195929	1	32	4;250;25;100	0.500000	0.000040	0.000030	0.000030	0.000000	0.000000	1.000000	0.037040	27	23.219	1.55	-
3	3	3	3	6	5	4	0.170275	0	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	23.241	50000.00	-
3	0	1	6	5	2	4	-0.270310	1	4	1;16;52;8	0.999920	0.000040	0.000030	0.000010	0.000000	0.000000	0.000000	0.000000	2	21.585	2.15	-
3	6	2	2	4	0	3	-0.270310	1	2	3;10	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	17.610	1.33	-
3	1	5	1	3	1	4	-1.098612	0	2	5;4	0.999980	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	4	6	5	3	1	2	-0.100035	0	7	6;774;678;550	0.809120	0.125190	0.044540	0.017040	0.000000	0.000000	0.975210	0.966840	36	45.402	6.80	-
3	4	0	2	3	0	5	-0.405465	1	3	5;21;7	0.999970	0.000020	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.61	-
3	1	5	4	5	1	1	-0.636514	0	2	3;1	0.828240	0.171760	0.000000	0.000000	0.000000	0.000000	0.666459	0.666123	36	20.322	1.52	-
3	5	6	1	1	2	4	-0.331084	0	5	6;8;2;81	0.969510	0.015830	0.013950	0.000700	0.000000	0.000000	0.200981	0.197596	36	26.686	2.04	-
3	6	3	0	2	2	1	-0.270310	1	1	1	0.500000	0.000000	0.000000	0.000000	0.500000	0.000000	1.000000	0.037040	27	101.000	29.10	-
3	2	1	0	5	1	2	-0.867563	1	2	3;2	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	3	4	2	2	5	3	0.035120	0	6	20;68;464;8	0.665510	0.206950	0.127340	0.000100	0.000000	0.000000	1.243687	1.243088	24	28.572	4.66	-
3	2	4	4	2	2	1	-0.174416	0	6	13;9;40;3	0.492440	0.425500	0.081980	0.000050	0.000000	0.000000	1.322470	1.321292	27	20.946	1.84	-
3	2	6	3	3	1	6	-0.501359	0	4	10;18;22;8	0.555640	0.277460	0.166870	0.000030	0.000000	0.000000	1.414952	1.414221	36	16.610	1.33	-
3	2	2	6	2	1	1	-0.270310	0	3	1;3;6	0.457800	0.442840	0.099360	0.000000	0.000000	0.000000	1.361679	1.361316	36	17.610	1.33	-
3	1	5	2	5	5	4	-0.331084	0	2	13;29	0.530990	0.469010	0.000000	0.000000	0.000000	0.000000	0.996662	0.996064	27	24.457	2.03	-
3	6	3	5	4	3	5	0.401324	0	0	-	0.000000	0.000000	0.000000	0.000000	0.499990	0.500010	1.000000	0.037040	27	101.000	25043.22	-
3	3	0	2	2	0	1	-0.501359	1	32	1;36;84;12	0.500010	0.000060	0.000050	0.000040	0.000000	0.000000	1.000000	0.037040	27	16.610	1.00	-
3	5	1	4	5	4	5	0.362063	0	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	100.737	162.92	-
3	2	2	4	1	5	4	0.131014	0	8	254;274;14;320	0.000640	0.000290	0.000140	0.000110	0.998730	0.000000	0.000000	0.000000	2	100.737	176.02	-
3	1	5	4	4	4	3	-0.174416	0	4	10;41;26;10318	0.574410	0.315700	0.109480	0.000410	0.000000	0.000000	1.340972	1.339575	36	31.927	4.34	-
3	4	0	4	5	2	3	0.056633	0	7	117;63;37;129	0.008530	0.000460	0.000440	0.000210	0.990140	0.000000	0.030133	0.029595	27	100.415	240.77	-
3	4	1	2	5	3	4	-0.039261	0	7	45;21;213;1293	0.594000	0.199330	0.139610	0.048510	0.000000	0.000000	1.604847	1.603097	36	20.812	2.45	-
3	5	5	0	3	5	1	-0.025654	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	36.179	3.00	-
3	2	1	1	6	6	1	-0.270310	0	3	7;14;3	0.909090	0.090900	0.000010	0.000000	0.000000	0.000000	0.439467	0.439466	36	17.610	1.33	-
3	2	4	0	3	6	5	-0.270310	1	1	12	0.000010	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	2	101.000	29.11	-
3	2	0	1	4	5	3	-0.331084	0	2	8;2	0.999980	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	25.860	2.03	-
3	1	2	2	6	3	3	-0.501359	0	3	4;16;3	0.939750	0.060230	0.000020	0.000000	0.000000	0.000000	0.334078	0.333911	24	16.610	1.33	-
3	4	4	2	6	3	6	-0.039261	0	9	336;416;2640;3432	0.043140	0.008590	0.006940	0.003210	0.936530	0.000000	0.122235	0.114137	27	100.413	329.92	-
3	4	5	3	1	3	5	0.095894	0	32	241;49;97;145	0.000050	0.000040	0.000030	0.000030	0.000000	0.499990	1.000000	0.037040	27	20.478	25000.30	-
3	1	1	1	2	1	5	-1.098612	0	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	1	3	1	1	1	3	-1.098612	0	2	2;1	0.999990	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	16.610	1.00	-
3	3	0	1	6	4	3	-0.270310	0	32	27;15;255;84	0.002330	0.001550	0.001430	0.001210	0.000000	0.000000	0.078753	0.063324	27	20.322	1.57	-
3	0	1	3	6	4	3	-0.270310	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	2.00	-
3	0	1	4	2	0	6	-0.636514	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.322	1.50	-
