d	a0	b0	a1	b1	a2	b2	drift	drift_flag	n_cycles	cycle_mins	frac_c1	frac_c2	frac_c3	frac_c4	frac_overflow	frac_cap	fate_H	rigidity_min_H	rigidity_argmin_m	max_exc_log2	mean_steps	name
2	0	1	0	1	-	-	-0.693147	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	0	2	-	-	-0.693147	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	0	3	-	-	-0.693147	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	0	4	-	-	-0.693147	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	0	5	-	-	-0.693147	1	1	5	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	1	1	-	-	-0.693147	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	1	2	-	-	-0.693147	1	2	1;3	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	1	3	-	-	-0.693147	1	2	1;5	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	1	4	-	-	-0.693147	1	2	1;7	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	1	5	-	-	-0.693147	1	2	1;9	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	1	2	1	-	-	-0.346574	1	32	1;3;5;7	0.500001	0.000001	0.000001	0.000001	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	1	2	2	-	-	-0.346574	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.50	-
2	0	1	2	3	-	-	-0.346574	1	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	20.069	25000.50	-
2	0	1	2	4	-	-	-0.346574	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.50	-
2	0	1	2	5	-	-	-0.346574	1	0	-	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2	20.195	25000.50	-
2	0	1	3	1	-	-	-0.143841	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	1	3	2	-	-	-0.143841	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	1	3	3	-	-	-0.143841	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	1	3	4	-	-	-0.143841	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	1	3	5	-	-	-0.143841	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	1	4	1	-	-	0.000000	1	1	1	0.500001	0.000000	0.000000	0.000000	0.499999	0.000000	1.000000	0.000000	2	101.000	41.52	-
2	0	1	4	2	-	-	0.000000	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.932	1.50	-
2	0	1	4	3	-	-	0.000000	1	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	41.52	-
2	0	1	4	4	-	-	0.000000	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.932	1.50	-
2	0	1	4	5	-	-	0.000000	1	0	-	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	2	101.000	41.52	-
2	0	1	5	1	-	-	0.111572	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.117	2.00	-
2	0	1	5	2	-	-	0.111572	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	47.176	2.00	-
2	0	1	5	3	-	-	0.111572	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.854	2.00	-
2	0	1	5	4	-	-	0.111572	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.117	2.00	-
2	0	1	5	5	-	-	0.111572	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	47.176	2.00	-
2	0	2	0	1	-	-	-0.693147	1	2	1;2	0.500000	0.500000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	2	0	2	-	-	-0.693147	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	0	3	-	-	-0.693147	1	2	3;2	0.500000	0.500000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	2	0	4	-	-	-0.693147	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	0	5	-	-	-0.693147	1	2	5;2	0.500000	0.500000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	2	1	1	-	-	-0.693147	1	2	2;1	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	1	2	-	-	-0.693147	1	2	2;3	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	1	3	-	-	-0.693147	1	2	2;5	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	1	4	-	-	-0.693147	1	2	2;7	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	1	5	-	-	-0.693147	1	2	2;9	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	2	2	1	-	-	-0.346574	1	32	2;1;3;5	0.500000	0.000001	0.000001	0.000001	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	2	2	2	-	-	-0.346574	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.50	-
2	0	2	2	3	-	-	-0.346574	1	1	2	0.500000	0.000000	0.000000	0.000000	0.000000	0.500000	1.000000	0.000000	2	20.069	25000.50	-
2	0	2	2	4	-	-	-0.346574	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.50	-
2	0	2	2	5	-	-	-0.346574	1	1	2	0.500000	0.000000	0.000000	0.000000	0.000000	0.500000	1.000000	0.000000	2	20.195	25000.50	-
2	0	2	3	1	-	-	-0.143841	1	2	2;1	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	2	3	2	-	-	-0.143841	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	2	3	3	-	-	-0.143841	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	2	3	4	-	-	-0.143841	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	2	3	5	-	-	-0.143841	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	30.114	2.00	-
2	0	2	4	1	-	-	0.000000	1	2	2;1	0.500000	0.000001	0.000000	0.000000	0.499999	0.000000	1.000000	0.000000	2	101.000	41.52	-
2	0	2	4	2	-	-	0.000000	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.932	1.50	-
2	0	2	4	3	-	-	0.000000	1	1	2	0.500000	0.000000	0.000000	0.000000	0.500000	0.000000	1.000000	0.000000	2	101.000	41.52	-
2	0	2	4	4	-	-	0.000000	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	20.932	1.50	-
2	0	2	4	5	-	-	0.000000	1	1	2	0.500000	0.000000	0.000000	0.000000	0.500000	0.000000	1.000000	0.000000	2	101.000	41.52	-
2	0	2	5	1	-	-	0.111572	1	2	2;1	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.117	2.00	-
2	0	2	5	2	-	-	0.111572	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	47.176	2.00	-
2	0	2	5	3	-	-	0.111572	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.854	2.00	-
2	0	2	5	4	-	-	0.111572	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	44.117	2.00	-
2	0	2	5	5	-	-	0.111572	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	47.176	2.00	-
2	0	3	0	1	-	-	-0.693147	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	0	2	-	-	-0.693147	1	1	2	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	0	3	-	-	-0.693147	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	0	4	-	-	-0.693147	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	0	5	-	-	-0.693147	1	1	5	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	1	1	-	-	-0.693147	1	2	2;1	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	1	2	-	-	-0.693147	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	1	3	-	-	-0.693147	1	2	3;5	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	1	4	-	-	-0.693147	1	2	3;7	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	1	5	-	-	-0.693147	1	2	3;9	0.999999	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.00	-
2	0	3	2	1	-	-	-0.346574	1	32	3;1;5;7	0.500001	0.000001	0.000001	0.000001	0.000000	0.000000	1.000000	0.000000	2	19.932	1.00	-
2	0	3	2	2	-	-	-0.346574	1	1	3	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2	19.932	1.50	-
