mode	K	L	M	C	n_xi	div_count	resid	n_pos	n_real	max_ratio	argmax_xi	mean_ratio	max_alpha	mean_alpha	n_zeroS	orbit_dev	top5_xi
exhaustive	26	14	62325895	9657700	62325895	0	2.39e-16	0	0	0.192893	4616733	0.000176591	0.897681	0.435423	0	-	-
exhaustive	26	15	52759957	7726160	52759957	0	1.75e-15	0	0	0.1756	3908145	0.000200088	0.890319	0.434909	0	-	-
exhaustive	26	16	24062143	5311735	24062143	0	6.58e-16	0	0	0.150896	16239471	0.000246557	0.877875	0.434534	0	-	-
