mode	K	L	M	C	n_xi	div_count	resid	n_pos	n_real	max_ratio	argmax_xi	mean_ratio	max_alpha	mean_alpha	n_zeroS	orbit_dev	top5_xi
exhaustive	27	15	119868821	17383860	119868821	0	1.27e-15	0	0	0.187045	4439586	0.000129903	0.899442	0.436137	0	-	-
exhaustive	27	16	91171007	13037895	91171007	0	5.31e-16	0	0	0.148005	30765525	0.000152572	0.883387	0.435712	0	-	-
exhaustive	27	17	5077565	8436285	5077565	0	1.83e-15	0	0	0.0399606	2573995	0.00019436	0.798103	0.435351	0	-	-
exhaustive	28	15	254086549	37442160	254086549	0	7.33e-16	0	0	0.187136	131748581	8.64456e-05	0.903894	0.437276	0	-	-
exhaustive	28	16	225388735	30421755	225388735	0	3.31e-16	0	0	0.17336	108520502	9.70896e-05	0.898298	0.436844	0	-	-
exhaustive	28	17	139295293	21474180	139295293	0	4.28e-16	0	0	0.152371	115792795	0.000117896	0.888556	0.436500	0	-	-
