threshold,k,parent_depth,child_depth,parent_bin,parent_bin_mass,first_parent_depth,weights,parent_bin_weight_num,parent_bin_weight_den,parent_bin_weight_decimal,weighted_high_child_mass_num,weighted_high_child_mass_den,weighted_high_child_mass_decimal,weighted_parent_mass_num,weighted_parent_mass_den,weighted_parent_mass_decimal,ratio_num,ratio_den,ratio_decimal,rho_num,rho_den,rho_decimal,rho_minus_ratio_num,rho_minus_ratio_den,rho_minus_ratio_decimal,selection_scope,source,source_sha256,source_sha256_verified
1/5,18,9,10,5,128230595870078887931,3,31/25;69/50;1;34/25,69,50,1.38,409827943043170456419,5,8.19655886086e+19,8847911115035443267239,50,1.76958222301e+20,1366093143477234854730,2949303705011814422413,0.463191749685,68,69,0.985507246377,4621401088733659815118,8847911115035443267239,0.522315496692,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,9,10,6,248905112764105950503,3,31/25;69/50;1;34/25,1,1,1,4570181536925380314427,25,1.82807261477e+20,248905112764105950503,1,2.48905112764e+20,4570181536925380314427,6222627819102648762575,0.7344455863,68,69,0.985507246377,107796165651128874159637,429361319518082764617675,0.251061660077,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,9,10,7,403223727111489956144,3,31/25;69/50;1;34/25,34,25,1.36,9690087394179006583149,25,3.87603495767e+20,13709606721790658508896,25,5.48384268872e+20,9690087394179006583149,13709606721790658508896,0.706810019486,68,69,0.985507246377,263637226883413324367647,945962863803555437113824,0.27869722689,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,10,11,4,164156150433480055752,3,31/25;69/50;1;34/25,31,25,1.24,4139893852672374344241,50,8.27978770534e+19,5088840663437881728312,25,2.03553626538e+20,1379964617557458114747,3392560442291921152208,0.406761984357,68,69,0.985507246377,135476551464386028432601,234086670518142559502352,0.57874526202,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,10,11,5,142894306909384064865,3,31/25;69/50;1;34/25,69,50,1.38,4364292033938793798969,50,8.72858406788e+19,1971941435349500095137,10,1.97194143535e+20,1454764011312931266323,3286569058915833491895,0.442639112471,68,69,0.985507246377,1784173611966440870617,3286569058915833491895,0.542868133906,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,10,11,6,227241334728539526111,3,31/25;69/50;1;34/25,1,1,1,8236514090016494519699,50,1.647302818e+20,227241334728539526111,1,2.27241334729e+20,8236514090016494519699,11362066736426976305550,0.724913370171,68,69,0.985507246377,68100355288632088972723,261327534937820455027650,0.260593876205,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,10,11,7,270523195641454752605,3,31/25;69/50;1;34/25,34,25,1.36,6350471210485232346756,25,2.54018848419e+20,1839557730361892317714,5,3.67911546072e+20,3175235605242616173378,4598894325904730794285,0.690434565403,68,69,0.985507246377,93633557399781178048298,317323708487426424805665,0.295072680973,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,11,12,4,167091964902533660099,3,31/25;69/50;1;34/25,31,25,1.24,3918421235241345550009,50,7.83684247048e+19,5179850911978543463069,25,2.07194036479e+20,3918421235241345550009,10359701823957086926138,0.378236874171,68,69,0.985507246377,434088658797429068026763,714819425853038997903522,0.607270372205,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,11,12,5,134045044055528373988,3,31/25;69/50;1;34/25,69,50,1.38,3952859689654487700753,50,7.90571937931e+19,4624554019915728902586,25,1.84982160797e+20,1317619896551495900251,3083036013277152601724,0.427377393867,68,69,0.985507246377,5162203306121441730431,9249108039831457805172,0.55812985251,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,11,12,6,191196618948154959250,3,31/25;69/50;1;34/25,1,1,1,7016259706310342029063,50,1.40325194126e+20,191196618948154959250,1,1.91196618948e+20,7016259706310342029063,9559830947407747962500,0.733931357668,68,69,0.985507246377,165946584688313261444653,659628335371134609412500,0.251575888709,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,11,12,7,173586066085232780833,3,31/25;69/50;1;34/25,34,25,1.36,4020308517154234534949,25,1.60812340686e+20,5901926246897914548322,25,2.36077049876e+20,4020308517154234534949,5901926246897914548322,0.681185827977,68,69,0.985507246377,123929697105416006374415,407232911035956103834218,0.304321418399,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,12,13,4,158765621041781919772,3,31/25;69/50;1;34/25,31,25,1.24,1731488615604085924767,25,6.92595446242e+19,4921734252295239512932,25,1.96869370092e+20,1731488615604085924767,4921734252295239512932,0.351804572707,68,69,0.985507246377,215205214679394358070453,339599663408371526392308,0.63370267367,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,12,13,5,114931140589356500480,3,31/25;69/50;1;34/25,69,50,1.38,3334934213636775141587,50,6.66986842727e+19,793024870066559853312,5,1.58604974013e+20,3334934213636775141587,7930248700665598533120,0.420533370329,68,69,0.985507246377,4480383346439466891053,7930248700665598533120,0.564973876048,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,12,13,6,145943987128426879144,3,31/25;69/50;1;34/25,1,1,1,5364274997411537331077,50,1.07285499948e+20,145943987128426879144,1,1.45943987128e+20,5364274997411537331077,7297199356421343957200,0.735114217853,68,69,0.985507246377,126074581415255313245287,503506755593072733046800,0.250393028524,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,12,13,7,108975286360790827301,3,31/25;69/50;1;34/25,34,25,1.36,2480113796533215106657,25,9.92045518613e+19,3705159736266888128234,25,1.48206389451e+20,2480113796533215106657,3705159736266888128234,0.669367577397,68,69,0.985507246377,80823010105356550360579,255656021802415280848146,0.31613966898,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,13,14,4,135562200157905497132,3,31/25;69/50;1;34/25,31,25,1.24,1400645646278405765876,25,5.60258258511e+19,4202428204895070411092,25,1.68097128196e+20,350161411569601441469,1050607051223767602773,0.333294366492,68,69,0.985507246377,47280142084913697527203,72491886534439964591337,0.652212879885,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,13,14,5,91660342408594054492,3,31/25;69/50;1;34/25,69,50,1.38,1312030233052553638249,25,5.24812093221e+19,3162281813096494879974,25,1.26491272524e+20,1312030233052553638249,3162281813096494879974,0.414899844669,68,69,0.985507246377,601473802946548071493,1054093937698831626658,0.570607401708,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,13,14,6,106525881838049774967,3,31/25;69/50;1;34/25,1,1,1,1966803576411506804931,25,7.86721430565e+19,106525881838049774967,1,1.06525881838e+20,655601192137168934977,887715681983748124725,0.738526090552,68,69,0.985507246377,1680909346381135107543,6805820228542068956225,0.246981155825,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,13,14,7,64593278909822280502,3,31/25;69/50;1;34/25,34,25,1.36,2903763135378176036951,50,5.80752627076e+19,2196171482933957537068,25,8.78468593174e+19,2903763135378176036951,4392342965867915074136,0.661096630646,68,69,0.985507246377,98319665337924078491629,303071664644886140115384,0.324410615731,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,14,15,4,108632293702277048574,3,31/25;69/50;1;34/25,31,25,1.24,1929503110358316292607,50,3.85900622072e+19,3367601104770588505794,25,1.34704044191e+20,1929503110358316292607,6735202209541177011588,0.286480353571,68,69,0.985507246377,108286011878025404199367,154909650819447071266524,0.699026892806,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,14,15,5,69038976201729359828,3,31/25;69/50;1;34/25,69,50,1.38,937543261241205514131,25,3.75017304496e+19,2381844678959662914066,25,9.52737871584e+19,312514420413735171377,793948226319887638022,0.393620654413,68,69,0.985507246377,1409781929617592720021,2381844678959662914066,0.591886591964,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,14,15,6,73915615844848624688,3,31/25;69/50;1;34/25,1,1,1,532438515443299642461,10,5.32438515443e+19,73915615844848624688,1,7.39156158448e+19,532438515443299642461,739156158448486246880,0.720332922019,68,69,0.985507246377,13524361208909389458031,51001774932945551034720,0.265174324358,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,14,15,7,36632481361223710432,3,31/25;69/50;1;34/25,34,25,1.36,815842879776029252888,25,3.2633715191e+19,1245504366281606154688,25,4.98201746513e+19,101980359972003656611,155688045785200769336,0.655030124231,68,69,0.985507246377,3550142275325400008689,10742475159178853084184,0.330477122146,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,15,16,4,79265048655920266215,3,31/25;69/50;1;34/25,31,25,1.24,50917065163519635295,2,2.54585325818e+19,491443301666705650533,5,9.82886603333e+19,254585325817598176475,982886603333411301066,0.259018003658,68,69,0.985507246377,16423300515085898098571,22606391876668459924518,0.726489242719,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,15,16,5,45394822044782185022,3,31/25;69/50;1;34/25,69,50,1.38,117216646997380639517,5,2.34433293995e+19,1566121360544985383259,25,6.26448544218e+19,586083234986903197585,1566121360544985383259,0.374225937882,68,69,0.985507246377,41623509327638743181,68092233067173277533,0.611281308495,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,15,16,6,43920910961964387560,3,31/25;69/50;1;34/25,1,1,1,149976556577620268526,5,2.99953113155e+19,43920910961964387560,1,4.3920910962e+19,74988278288810134263,109802277404910968900,0.682939189069,68,69,0.985507246377,2292363661606046621053,7576357140938856854100,0.302568057308,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,15,16,7,15216650234262771165,3,31/25;69/50;1;34/25,34,25,1.36,128769567112710948283,10,1.28769567113e+19,103473221592986843922,5,2.06946443186e+19,128769567112710948283,206946443185973687844,0.622236193724,68,69,0.985507246377,1729086001956385113955,4759768193277394820412,0.363271052653,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,16,17,4,49628866300290380265,3,31/25;69/50;1;34/25,31,25,1.24,317527323652887008798,25,1.27010929461e+19,307698971061800357643,5,6.15397942124e+19,317527323652887008798,1538494855309001788215,0.20638829084,68,69,0.985507246377,9189807203218101999062,11795127224035680376315,0.779118955537,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,16,17,5,26464579809298902305,3,31/25;69/50;1;34/25,69,50,1.38,623520501743746733193,50,1.24704100349e+19,365211201368324851809,10,3.65211201368e+19,207840167247915577731,608685335613874753015,0.341457490574,68,69,0.985507246377,1176070925288578623547,1826056006841624259045,0.644049755803,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,16,17,6,22047079109614644824,3,31/25;69/50;1;34/25,1,1,1,753054097709720967461,50,1.50610819542e+19,22047079109614644824,1,2.20470791096e+19,753054097709720967461,1102353955480732241200,0.683132757828,68,69,0.985507246377,22999336230719045646791,76062422928170524642800,0.302374488549,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,16,17,7,2540642784203918183,3,31/25;69/50;1;34/25,34,25,1.36,107314327771191060301,50,2.14628655542e+18,86381854662933218222,25,3.45527418652e+18,107314327771191060301,172763709325866436444,0.621162443142,68,69,0.985507246377,4343243617946734517423,11920695943484784114636,0.364344803234,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,3,4,5,510364357428788948623,3,31/25;69/50;1;34/25,69,50,1.38,16887221005293795083746,25,6.75488840212e+20,35215140662586437454987,50,7.04302813252e+20,33774442010587590167492,35215140662586437454987,0.959088658319,68,69,0.985507246377,310111431523352779624,11738380220862145818329,0.026418588058,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,3,4,7,4334815655959768610198,3,31/25;69/50;1;34/25,34,25,1.36,289815624989694348835633,50,5.79631249979e+21,147383732302632132746732,25,5.89534929211e+21,289815624989694348835633,294767464605264265493464,0.983200860983,68,69,0.985507246377,46909468869059983896875,20338955057763234319049016,0.00230638539374,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,4,5,4,772834014905658918323,3,31/25;69/50;1;34/25,31,25,1.24,43638581649049635188511,50,8.72771632981e+20,23957854462075426468013,25,9.58314178483e+20,43638581649049635188511,47915708924150852936026,0.910736429218,68,69,0.985507246377,10748090132949268332283,143747126772452558808078,0.0747708171584,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,4,5,5,110573035427832188787,3,31/25;69/50;1;34/25,69,50,1.38,3759483204546294418758,25,1.50379328182e+20,7629539444520421026303,50,1.5259078889e+20,68,69,0.985507246377,68,69,0.985507246377,0,1,0,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,4,5,6,75319047562991870864,3,31/25;69/50;1;34/25,1,1,1,3433190533871729904009,50,6.86638106774e+19,75319047562991870864,1,7.5319047563e+19,3433190533871729904009,3765952378149593543200,0.911639391351,68,69,0.985507246377,19194614877022997560979,259850714092321954480800,0.0738678550262,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,4,5,7,3886453915492074580847,3,31/25;69/50;1;34/25,34,25,1.36,247307664956184237518331,50,4.94615329912e+21,132139433126730535748798,25,5.28557732507e+21,247307664956184237518331,264278866253461071497596,0.935782979782,68,69,0.985507246377,906734023258640473071689,18235241771488813933334124,0.0497242665944,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,5,6,4,525043158952857334367,3,31/25;69/50;1;34/25,31,25,1.24,561452215141937743863,1,5.61452215142e+20,16276337927538577365377,25,6.51053517102e+20,14036305378548443596575,16276337927538577365377,0.862374905279,68,69,0.985507246377,138285907952780652681961,1123067317000161838211013,0.123132341098,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,5,6,5,339801427831631776785,3,31/25;69/50;1;34/25,69,50,1.38,9890208969950382723479,25,3.95608358798e+20,4689259704076518519633,10,4.68925970408e+20,19780417939900765446958,23446298520382592598165,0.843647790405,68,69,0.985507246377,3326079152650195374422,23446298520382592598165,0.141859455972,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,5,6,6,329735753228432722706,3,31/25;69/50;1;34/25,1,1,1,14678526797626483188799,50,2.93570535953e+20,329735753228432722706,1,3.29735753228e+20,14678526797626483188799,16486787661421636135300,0.890320606965,68,69,0.985507246377,108283211940443917173269,1137588348638092893335700,0.0951866394114,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,5,6,7,3373715316342894235061,3,31/25;69/50;1;34/25,34,25,1.36,39614870310060016461333,10,3.96148703101e+21,114706320755658403992074,25,4.58825283023e+21,198074351550300082306665,229412641511316807984148,0.863397719696,68,69,0.985507246377,1932929365798837263762179,15829472264280859750906212,0.122109526681,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,6,7,4,593289967636322013421,3,31/25;69/50;1;34/25,31,25,1.24,29694806365353197080891,50,5.93896127307e+20,18391988996725982416051,25,7.35679559869e+20,29694806365353197080891,36783977993451964832102,0.807275558142,68,69,0.985507246377,19668211493276652608759,110351933980355894496306,0.178231688235,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,6,7,5,260844158255961333213,3,31/25;69/50;1;34/25,69,50,1.38,11198841243484057233223,50,2.2397682487e+20,17998246919661331991697,50,3.59964938393e+20,11198841243484057233223,17998246919661331991697,0.622218446801,68,69,0.985507246377,6538561517921313425261,17998246919661331991697,0.363288799576,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,6,7,6,432497890036307802521,3,31/25;69/50;1;34/25,1,1,1,3363709757939353866623,10,3.36370975794e+20,432497890036307802521,1,4.32497890036e+20,3363709757939353866623,4324978900363078025210,0.777740154445,68,69,0.985507246377,62002591926873888917293,298423544125052383739490,0.207767091932,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,6,7,7,2906639760904545300317,3,31/25;69/50;1;34/25,34,25,1.36,163176428843408431315843,50,3.26352857687e+21,98825751870754540210778,25,3.95303007483e+21,163176428843408431315843,197651503741509080421556,0.825576460358,68,69,0.985507246377,2181128664227435707872641,13637953758164126549087364,0.159930786019,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,7,8,4,575726996909260416056,3,31/25;69/50;1;34/25,31,25,1.24,12104830177819409562856,25,4.84193207113e+20,17847536904187072897736,25,7.13901476167e+20,1513103772227426195357,2230942113023384112217,0.678235335374,68,69,0.985507246377,47299903401897712151123,153935005798613503742973,0.307271911002,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,7,8,5,242665116795402301435,3,31/25;69/50;1;34/25,69,50,1.38,5020322493978741546781,25,2.00812899759e+20,3348778611776551759803,10,3.34877861178e+20,10040644987957483093562,16743893058882758799015,0.599660124001,68,69,0.985507246377,2153527651376624468006,5581297686294252933005,0.385847122375,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,7,8,6,569841516236644836853,3,31/25;69/50;1;34/25,1,1,1,2140098618046618460647,5,4.28019723609e+20,569841516236644836853,1,5.69841516237e+20,2140098618046618460647,2849207581183224184265,0.751120638658,68,69,0.985507246377,46079310875242570745377,196595323101642468714285,0.234386607719,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,7,8,7,2459004283276479818075,3,31/25;69/50;1;34/25,34,25,1.36,128508673098651422366737,50,2.57017346197e+21,3344245825256012552582,1,3.34424582526e+21,128508673098651422366737,167212291262800627629100,0.768536045575,68,69,0.985507246377,2503337362063494535473947,11537648097133243306407900,0.216971200802,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,8,9,4,485451564684551536186,3,31/25;69/50;1;34/25,31,25,1.24,17141805621138345006337,50,3.42836112423e+20,15048998505221097621766,25,6.01959940209e+20,17141805621138345006337,30097997010442195243532,0.569533102658,68,69,0.985507246377,863879208851523471122923,2076761793720511471803708,0.415974143719,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,8,9,5,324096116753137543704,3,31/25;69/50;1;34/25,69,50,1.38,11599144087356034600449,50,2.31982881747e+20,11181316027983245257788,25,4.47252641119e+20,3866381362452011533483,7454210685322163505192,0.51868420758,68,69,0.985507246377,3479797283952439457141,7454210685322163505192,0.466823038797,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,8,9,6,715099425332540513024,3,31/25;69/50;1;34/25,1,1,1,26382108134312313640389,50,5.27642162686e+20,715099425332540513024,1,7.15099425333e+20,26382108134312313640389,35754971266627025651200,0.737858462746,68,69,0.985507246377,610972584863088103094759,2467093017397264769932800,0.247648783631,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,8,9,7,1907910865588201645109,3,31/25;69/50;1;34/25,34,25,1.36,9599486574206090556663,5,1.91989731484e+21,64868969429998855933706,25,2.5947587772e+21,47997432871030452783315,64868969429998855933706,0.739913602648,68,69,0.985507246377,1099267053138820961443273,4475958890669921059425714,0.245593643729,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,9,10,4,486159370228372031614,3,31/25;69/50;1;34/25,31,25,1.24,14605279377531054385387,50,2.92105587551e+20,15070940477079532980034,25,6.02837619083e+20,14605279377531054385387,30141880954159065960068,0.484551027182,68,69,0.985507246377,1041883627833173732692921,2079789785836975551244692,0.500956219195,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,9,10,5,389685130938899588997,3,31/25;69/50;1;34/25,69,50,1.38,12892351061660570182753,50,2.57847021233e+20,26888274034784071640793,50,5.37765480696e+20,12892351061660570182753,26888274034784071640793,0.479478565451,68,69,0.985507246377,13606237842184601869043,26888274034784071640793,0.506028680925,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,9,10,6,773625489798645226285,3,31/25;69/50;1;34/25,1,1,1,14015229035428917572829,25,5.60609161417e+20,773625489798645226285,1,7.73625489799e+20,14015229035428917572829,19340637244966130657125,0.724651874595,68,69,0.985507246377,348112529213101572159299,1334503969902663015341625,0.260855371782,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,9,10,7,1415023472420813899731,3,31/25;69/50;1;34/25,34,25,1.36,69313579378838658098269,50,1.38627158758e+21,48110798062307672590854,25,1.92443192249e+21,69313579378838658098269,96221596124615345181708,0.720353664567,68,69,0.985507246377,586810519777992021191861,2213096710866152939179284,0.26515358181,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,10,11,4,526748155060080028747,3,31/25;69/50;1;34/25,31,25,1.24,2708921914777646210703,10,2.70892191478e+20,16329192806862480891157,25,6.53167712274e+20,13544609573888231053515,32658385613724961782314,0.414736041582,68,69,0.985507246377,1286192161135009458504817,2253428607347022362979666,0.570771204795,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,10,11,5,444125115951881780545,3,31/25;69/50;1;34/25,69,50,1.38,13827744583888127383407,50,2.76554891678e+20,6128926600135968571521,10,6.12892660014e+20,200402095418668512803,444125115951881780545,0.451228917755,68,69,0.985507246377,16372763300839833693653,30644633000679842857605,0.534278328622,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,10,11,6,719798788227940845317,3,31/25;69/50;1;34/25,1,1,1,13030269482461444030074,25,5.21210779298e+20,719798788227940845317,1,7.19798788228e+20,13030269482461444030074,17994969705698521132925,0.724106219436,68,69,0.985507246377,324569345697659798963794,1241652909693197958171825,0.261401026941,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,10,11,7,986178404930822002624,3,31/25;69/50;1;34/25,34,25,1.36,23471784386448136261057,25,9.38871375458e+20,33530065767647948089216,25,1.34120263071e+21,23471784386448136261057,33530065767647948089216,0.700022020508,68,69,0.985507246377,660491349535139068053755,2313574537967708418155904,0.285485225868,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,11,12,4,526164848196820238397,3,31/25;69/50;1;34/25,31,25,1.24,6280847088442505189679,25,2.51233883538e+20,16311110294101427390307,25,6.52444411764e+20,2093615696147501729893,5437036764700475796769,0.385065576481,68,69,0.985507246377,225259016965454734817675,375155536764332829977061,0.600441669896,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,11,12,5,441222944463570486717,3,31/25;69/50;1;34/25,69,50,1.38,6565220631919016286652,25,2.62608825277e+20,30444383167986363583473,50,6.0888766336e+20,13130441263838032573304,30444383167986363583473,0.431292734406,68,69,0.985507246377,16872718959684760523452,30444383167986363583473,0.55421451197,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
