threshold,k,parent_depth,child_depth,parent_bin,parent_bin_mass,first_parent_depth,weights,parent_bin_weight_num,parent_bin_weight_den,parent_bin_weight_decimal,weighted_high_child_mass_num,weighted_high_child_mass_den,weighted_high_child_mass_decimal,weighted_parent_mass_num,weighted_parent_mass_den,weighted_parent_mass_decimal,ratio_num,ratio_den,ratio_decimal,rho_num,rho_den,rho_decimal,rho_minus_ratio_num,rho_minus_ratio_den,rho_minus_ratio_decimal,selection_scope,source,source_sha256,source_sha256_verified
1/5,15,7,8,5,3583400724529261885,3,31/25;69/50;1;34/25,69,50,1.38,56307087486821394677,25,2.25228349947e+18,49450929998503814013,10,4.94509299985e+18,112614174973642789354,247254649992519070065,0.455458269347,68,69,0.985507246377,131057074294347018826,247254649992519070065,0.53004897703,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,7,8,6,6609604630115245074,3,31/25;69/50;1;34/25,1,1,1,245702358291481226361,50,4.91404716583e+18,6609604630115245074,1,6.60960463012e+18,81900786097160408787,110160077168587417900,0.743470667434,68,69,0.985507246377,1839731006759876210897,7601045324632531835100,0.242036578942,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,7,8,7,19506916376202866682,3,31/25;69/50;1;34/25,34,25,1.36,478670165457447599719,25,1.91468066183e+19,663235156790897467188,25,2.65294062716e+19,478670165457447599719,663235156790897467188,0.721720132831,68,69,0.985507246377,1341305471690793709797,5084802868730213915108,0.263787113546,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,8,9,4,4377351008671856664,3,31/25;69/50;1;34/25,31,25,1.24,63279679780721331353,25,2.53118719123e+18,135697881268827556584,25,5.42791525075e+18,63279679780721331353,135697881268827556584,0.466327691995,68,69,0.985507246377,540128669045611331595,1040350423061011267144,0.519179554382,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,8,9,5,3865194507698366682,3,31/25;69/50;1;34/25,69,50,1.38,5010700047827775899,2,2.50535002391e+18,133349210515593650529,25,5.33396842062e+18,125267501195694397475,266698421031187301058,0.469697198474,68,69,0.985507246377,137565725327794536901,266698421031187301058,0.515810047903,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,8,9,6,8258484981209683472,3,31/25;69/50;1;34/25,1,1,1,150446101544360267589,25,6.01784406177e+18,8258484981209683472,1,8.25848498121e+18,150446101544360267589,206462124530242086800,0.728686202792,68,69,0.985507246377,3658643461495603438759,14245886592586703989200,0.256821043585,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,8,9,7,13037716433230333480,3,31/25;69/50;1;34/25,34,25,1.36,308288809651699767391,25,1.23315523861e+19,88656471745966267664,5,1.77312943492e+19,308288809651699767391,443282358729831338320,0.695468257602,68,69,0.985507246377,8871272527661247055781,30586482752358362344080,0.290038988774,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,9,10,4,4956435739615161572,3,31/25;69/50;1;34/25,31,25,1.24,132114639413860806553,50,2.64229278828e+18,153649507928070008732,25,6.14598031712e+18,132114639413860806553,307299015856140017464,0.429922103869,68,69,0.985507246377,11780422958661125535395,21203632094073661205016,0.555585142507,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,9,10,5,4486006475952192798,3,31/25;69/50;1;34/25,69,50,1.38,67826506015711674656,25,2.71306024063e+18,154767223420350651531,25,6.19068893681e+18,67826506015711674656,154767223420350651531,0.43824851617,68,69,0.985507246377,84697714166662880476,154767223420350651531,0.547258730207,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,9,10,6,7851492941060492627,3,31/25;69/50;1;34/25,1,1,1,287136703455147312909,50,5.7427340691e+18,7851492941060492627,1,7.85149294106e+18,287136703455147312909,392574647053024631350,0.731419376189,68,69,0.985507246377,6882643461200510341079,27087650646658699563150,0.254087870188,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,9,10,7,8185840501492495761,3,31/25;69/50;1;34/25,34,25,1.36,187426946823677118583,25,7.49707787295e+18,278318577050744855874,25,1.1132743082e+19,187426946823677118583,278318577050744855874,0.673425930852,68,69,0.985507246377,1997734636205643005735,6401327272167131685102,0.312081315525,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,10,11,4,5461887548144907007,3,31/25;69/50;1;34/25,31,25,1.24,63266170749640297302,25,2.53064682999e+18,169318513992492117217,25,6.7727405597e+18,63266170749640297302,169318513992492117217,0.373651819035,68,69,0.985507246377,7148293169764283456918,11682977465481956087973,0.611855427342,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,10,11,5,4372927844904141014,3,31/25;69/50;1;34/25,69,50,1.38,64033533639259324603,25,2.56134134557e+18,150866010649192864983,25,6.03464042597e+18,64033533639259324603,150866010649192864983,0.424439761903,68,69,0.985507246377,84646013087481469873,150866010649192864983,0.561067484473,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,10,11,6,6220569895907152500,3,31/25;69/50;1;34/25,1,1,1,114232619335603863054,25,4.56930477342e+18,6220569895907152500,1,6.22056989591e+18,19038769889267310509,25919041232946468750,0.734547613785,68,69,0.985507246377,49868853497879494431,198712649452589593750,0.250959632591,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,10,11,7,4809489184754548676,3,31/25;69/50;1;34/25,34,25,1.36,215300408228119584933,50,4.30600816456e+18,163522632281654654984,25,6.54090529127e+18,215300408228119584933,327045264563309309968,0.658319907232,68,69,0.985507246377,321015209676729639889,981135793689927929904,0.327187339144,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,11,12,4,5080049271094038693,3,31/25;69/50;1;34/25,31,25,1.24,48979604111384709821,25,1.95918416446e+18,157481527403915199483,25,6.29926109616e+18,48979604111384709821,157481527403915199483,0.311018091574,68,69,0.985507246377,814350131086743176355,1207358376763349862703,0.674489154802,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,11,12,5,3723244373844661185,3,31/25;69/50;1;34/25,69,50,1.38,20182078499429981231,10,2.01820784994e+18,51380772359056324353,10,5.13807723591e+18,20182078499429981231,51380772359056324353,0.392794377601,68,69,0.985507246377,30454044984857410885,51380772359056324353,0.592712868776,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,11,12,6,4588154703688976008,3,31/25;69/50;1;34/25,1,1,1,164338108331423244617,50,3.28676216663e+18,4588154703688976008,1,4.58815470369e+18,164338108331423244617,229407735184448800400,0.71635818295,68,69,0.985507246377,4260396517674314548627,15829133727726967227600,0.269149063427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,11,12,7,2558942651650377738,3,31/25;69/50;1;34/25,34,25,1.36,113076559350834067513,50,2.26153118702e+18,87004050156112843092,25,3.48016200624e+18,113076559350834067513,174008100312225686184,0.649835031518,68,69,0.985507246377,1343422742007932000705,4002186307181190782232,0.335672214859,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,12,13,4,4181411107025115270,3,31/25;69/50;1;34/25,31,25,1.24,34111727032013874392,25,1.36446908128e+18,25924748863555714674,5,5.18494977271e+18,17055863516006937196,64811872158889286685,0.263159556234,68,69,0.985507246377,358928080466665869784,496891019884817864585,0.722347690143,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,12,13,5,2623596955473883962,3,31/25;69/50;1;34/25,69,50,1.38,32510007608847776817,25,1.30040030435e+18,90514094963848996689,25,3.62056379855e+18,10836669202949258939,30171364987949665563,0.359170664213,68,69,0.985507246377,18897429625754759297,30171364987949665563,0.626336582163,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,12,13,6,2793667499576506322,3,31/25;69/50;1;34/25,1,1,1,95008312810881312721,50,1.90016625622e+18,2793667499576506322,1,2.79366749958e+18,95008312810881312721,139683374978825316100,0.680169081147,68,69,0.985507246377,2942895914609310917051,9638152873538946810900,0.30533816523,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,12,13,7,1038423848328800714,3,31/25;69/50;1;34/25,34,25,1.36,43827664694817790151,50,8.76553293896e+17,35306410843179224276,25,1.41225643373e+18,43827664694817790151,70612821686358448552,0.62067573067,68,69,0.985507246377,1777563010729946981117,4872284696358732950088,0.364831515707,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,13,14,4,2818725645720739705,3,31/25;69/50;1;34/25,31,25,1.24,729738359201954410,1,7.29738359202e+17,17476099003468586171,5,3.49521980069e+18,3648691796009772050,17476099003468586171,0.208781822264,68,69,0.985507246377,936614998311189588178,1205850831239332445799,0.776725424113,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,13,14,5,1588350758794353769,3,31/25;69/50;1;34/25,69,50,1.38,7451067811849862873,10,7.45106781185e+17,109596202356810410061,50,2.19192404714e+18,37255339059249314365,109596202356810410061,0.339932755498,68,69,0.985507246377,70752512538766741927,109596202356810410061,0.645574490879,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,13,14,6,1403491219137196123,3,31/25;69/50;1;34/25,1,1,1,9590933464889175843,10,9.59093346489e+17,1403491219137196123,1,1.40349121914e+18,9590933464889175843,14034912191371961230,0.683362555755,68,69,0.985507246377,292599619935940230473,968408941204665324870,0.302144690622,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,15,13,14,7,140928246111320423,3,31/25;69/50;1;34/25,34,25,1.36,3027366642214559338,25,1.21094665689e+17,4791560367784894382,25,1.91662414711e+17,1513683321107279669,2395780183892447191,0.631812271962,68,69,0.985507246377,58468903348284111827,165308832688578856179,0.353694974415,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,3,4,4,16294875764329828150,3,31/25;69/50;1;34/25,31,25,1.24,494133093200280889837,25,1.9765323728e+19,20205645947768986906,1,2.02056459478e+19,494133093200280889837,505141148694224672650,0.978207961235,68,69,0.985507246377,254414680387896341447,34854739259901502412850,0.00729928514142,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,3,4,7,133723752831514417699,3,31/25;69/50;1;34/25,34,25,1.36,8935520468923784143633,50,1.78710409378e+20,4546607596271490201766,25,1.81864303851e+20,8935520468923784143633,9093215192542980403532,0.982657979573,68,69,0.985507246377,1787720737181561529499,627431848285465647843708,0.00284926680414,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,4,5,4,24550365965700261769,3,31/25;69/50;1;34/25,31,25,1.24,717750443693339141778,25,2.87100177477e+19,761061344936708114839,25,3.04424537975e+19,717750443693339141778,761061344936708114839,0.943091445215,68,69,0.985507246377,2227390840855751026370,52513232800632859923891,0.0424158011622,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,4,5,5,3516910180863663185,3,31/25;69/50;1;34/25,69,50,1.38,23914989229872909658,5,4.78299784597e+18,48533360495918551953,10,4.85333604959e+18,68,69,0.985507246377,68,69,0.985507246377,0,1,0,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,4,5,6,7427489087762493722,3,31/25;69/50;1;34/25,1,1,1,159618717207494578048,25,6.3847486883e+18,7427489087762493722,1,7.42748908776e+18,79809358603747289024,92843613597031171525,0.859610645382,68,69,0.985507246377,806519980939556721044,6406209338195150835225,0.125896600995,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,4,5,7,114523863361517827173,3,31/25;69/50;1;34/25,34,25,1.36,1401085883210338217401,10,1.40108588321e+20,3893811354291606123882,25,1.55752454172e+20,7005429416051691087005,7787622708583212247764,0.89955942631,68,69,0.985507246377,5131523830676860871623,59705107432471293899524,0.0859478200668,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,5,6,4,17929709718789306834,3,31/25;69/50;1;34/25,31,25,1.24,192158202366285255151,10,1.92158202366e+19,555821001282468511854,25,2.22328400513e+19,22343977019335494785,25852139594533419156,0.864298946616,68,69,0.985507246377,72070359364707787481,594599210674268640588,0.12120829976,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,5,6,5,7713672379940533383,3,31/25;69/50;1;34/25,69,50,1.38,78109272241309265751,10,7.81092722413e+18,532243394215896803427,50,1.06448678843e+19,14464680044686901065,19712718304292474201,0.733773994099,68,69,0.985507246377,14887040069934437921,59138154912877422603,0.251733252278,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,5,6,6,11033497031228587833,3,31/25;69/50;1;34/25,1,1,1,206887086950109302929,25,8.275483478e+18,11033497031228587833,1,1.10334970312e+19,206887086950109302929,275837425780714695825,0.750032691773,68,69,0.985507246377,1493911984510352471333,6344260792956438003975,0.235474554604,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,5,6,7,100055255614850358889,3,31/25;69/50;1;34/25,34,25,1.36,566287469184432101502,5,1.13257493837e+20,3401878690904912202226,25,1.36075147636e+20,128701697541916386705,154630849586586918283,0.832315788771,68,69,0.985507246377,1634480641495679760599,10669528621474497361527,0.153191457606,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,6,7,4,18753217168825217257,3,31/25;69/50;1;34/25,31,25,1.24,828041457826495704009,50,1.65608291565e+19,581349732233581734967,25,2.32539892893e+19,828041457826495704009,1162699464467163469934,0.712171531107,68,69,0.985507246377,21928702993738912378891,80226263048234279425446,0.27333571527,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,6,7,5,6078814443489303564,3,31/25;69/50;1;34/25,69,50,1.38,136954785694164083943,25,5.47819142777e+18,209719098300380972958,25,8.38876393202e+18,45651595231388027981,69906366100126990986,0.653039169079,68,69,0.985507246377,7747211709385804137,23302122033375663662,0.332468077297,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,6,7,6,13437339889228150121,3,31/25;69/50;1;34/25,1,1,1,207131744270714212863,25,8.28526977083e+18,13437339889228150121,1,1.34373398892e+19,207131744270714212863,335933497230703753025,0.616585562256,68,69,0.985507246377,8551387457008574518153,23179411308918558958725,0.368921684121,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,6,7,7,85796142962437200288,3,31/25;69/50;1;34/25,34,25,1.36,2281294370943007576911,25,9.12517748377e+19,2917068860722864809792,25,1.16682754429e+20,760431456981002525637,972356286907621603264,0.782050229139,68,69,0.985507246377,13650456978029094752999,67092583796625890625216,0.203457017238,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,7,8,4,12432553769057464430,3,31/25;69/50;1;34/25,31,25,1.24,464165235918923856379,50,9.28330471838e+18,77081833368156279466,5,1.54163666736e+19,464165235918923856379,770818333681562794660,0.602172023727,68,69,0.985507246377,20388245411940523946729,53186465024027832831540,0.38333522265,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,7,8,5,9374550416025563925,3,31/25;69/50;1;34/25,69,50,1.38,166319449601184192363,25,6.65277798405e+18,25873759148230556433,2,1.29368795741e+19,110879633067456128242,215614659568587970275,0.514249046374,68,69,0.985507246377,101610176362456654058,215614659568587970275,0.471258200003,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,7,8,6,18538970094193826488,3,31/25;69/50;1;34/25,1,1,1,658710878129768585917,50,1.31742175626e+19,18538970094193826488,1,1.85389700942e+19,658710878129768585917,926948504709691324400,0.710622946995,68,69,0.985507246377,17581447729304977630927,63959446824968701383600,0.274884299381,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,7,8,7,68128070060977909418,3,31/25;69/50;1;34/25,34,25,1.36,3392218859966554562333,50,6.78443771993e+19,2316354382073248920212,25,9.26541752829e+19,3392218859966554562333,4632708764146497840424,0.732232271154,68,69,0.985507246377,80961094624269588347855,319656904726108350989256,0.253274975223,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,8,9,4,12829490172477454274,3,31/25;69/50;1;34/25,31,25,1.24,393200143149207672499,50,7.86400286298e+18,397714195346801082494,25,1.59085678139e+19,393200143149207672499,795428390693602164988,0.494325004928,68,69,0.985507246377,26958320689869617816753,54884558957858549384172,0.491182241449,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,8,9,5,13382957979957787694,3,31/25;69/50;1;34/25,69,50,1.38,442553345614383128231,50,8.85106691229e+18,461712050308543675443,25,1.84684820123e+19,442553345614383128231,923424100617087350886,0.479252539888,68,69,0.985507246377,467487797022746434961,923424100617087350886,0.506254706489,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,8,9,6,24381209750915280326,3,31/25;69/50;1;34/25,1,1,1,181315054587496195051,10,1.81315054587e+19,24381209750915280326,1,2.43812097509e+19,25902150655356599293,34830299644164686180,0.74366717829,68,69,0.985507246377,581211980583593309023,2403290675447363346420,0.241840068087,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,8,9,7,46381847079267827077,3,31/25;69/50;1;34/25,34,25,1.36,2227877438598647777559,50,4.4557548772e+19,1576982800695106120618,25,6.30793120278e+19,2227877438598647777559,3153965601390212241236,0.706373410546,68,69,0.985507246377,60746117631227735752477,217623626495924644645284,0.279133835831,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,9,10,4,15230126360630916367,3,31/25;69/50;1;34/25,31,25,1.24,205966501889060986332,25,8.23866007556e+18,472133917179558407377,25,1.88853566872e+19,205966501889060986332,472133917179558407377,0.436245934457,68,69,0.985507246377,17893417737864763644728,32577240285389530109013,0.549261311919,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,9,10,5,14324707346633212108,3,31/25;69/50;1;34/25,69,50,1.38,440675760351800800749,50,8.81351520704e+18,494202403458845817726,25,1.97680961384e+19,146891920117266933583,329468268972563878484,0.445845424129,68,69,0.985507246377,533404339219257622595,988404806917691635452,0.539661822247,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,9,10,6,25301905936910170423,3,31/25;69/50;1;34/25,1,1,1,184912240051658081609,10,1.84912240052e+19,25301905936910170423,1,2.53019059369e+19,184912240051658081609,253019059369101704230,0.730823363713,68,69,0.985507246377,4446351473534508256619,17458315096468017591870,0.254683882664,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,9,10,7,30542810622522546122,3,31/25;69/50;1;34/25,34,25,1.36,1433114856533025410973,50,2.86622971307e+19,1038455561165766568148,25,4.15382224466e+19,1433114856533025410973,2076911122331533136296,0.690022235966,68,69,0.985507246377,42345031217765499910991,143306867440875786404424,0.295485010411,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,10,11,4,16637145979622244322,3,31/25;69/50;1;34/25,31,25,1.24,408529992205126883421,50,8.1705998441e+18,515751525368289573982,25,2.06300610147e+19,408529992205126883421,1031503050736579147964,0.396053110956,68,69,0.985507246377,41953637987933627105503,71173710500823961209516,0.589454135421,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,10,11,5,14506776503052178227,3,31/25;69/50;1;34/25,69,50,1.38,217130474500259791272,25,8.68521898001e+18,1000967578710600297663,50,2.00193515742e+19,144753649666839860848,333655859570200099221,0.433841173517,68,69,0.985507246377,61355539245225392988,111218619856733366407,0.55166607286,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,10,11,6,21008738442868124806,3,31/25;69/50;1;34/25,1,1,1,384324544671333678056,25,1.53729817869e+19,21008738442868124806,1,2.10087384429e+19,192162272335666839028,262609230535851560075,0.731742261853,68,69,0.985507246377,4598230885276894192168,18120036906973757645175,0.253764984524,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,10,11,7,19108181747828383659,3,31/25;69/50;1;34/25,34,25,1.36,873976813979472392679,50,1.74795362796e+19,649678179426165044406,25,2.5987127177e+19,97108534886608043631,144372928761370009868,0.672622878262,68,69,0.985507246377,3116870248597205660485,9961732084534530680892,0.312884368115,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,11,12,4,16682906715166484534,3,31/25;69/50;1;34/25,31,25,1.24,183324109410679024436,25,7.33296437643e+18,517170108170161020554,25,2.06868043268e+19,91662054705339512218,258585054085080510277,0.354475455009,68,69,0.985507246377,11259101903117048355794,17842368731870555209113,0.631031791368,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,11,12,5,12300990996199998377,3,31/25;69/50;1;34/25,69,50,1.38,176658742886583172382,25,7.06634971546e+18,848768378737799888013,50,1.69753675748e+19,353317485773166344764,848768378737799888013,0.416270792626,68,69,0.985507246377,161049967322811181624,282922792912599962671,0.569236453751,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,11,12,6,16040014600971461268,3,31/25;69/50;1;34/25,1,1,1,294154935206835811927,25,1.17661974083e+19,16040014600971461268,1,1.6040014601e+19,42022133600976544561,57285766432040933100,0.733552786639,68,69,0.985507246377,110656099879044652899,439190875978980487100,0.251954459738,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,11,12,7,11367031851644887814,3,31/25;69/50;1;34/25,34,25,1.36,508038339338482284513,50,1.01607667868e+19,386479082955926185676,25,1.54591633182e+19,508038339338482284513,772958165911852371352,0.657264987607,68,69,0.985507246377,17506509867650683620539,53334113447917813623288,0.32824225877,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,12,13,4,14474372050717192824,3,31/25;69/50;1;34/25,31,25,1.24,134650003263315771912,25,5.38600013053e+18,448705533572232977544,25,1.79482213429e+19,5610416802638157163,18696063898843040731,0.300085452906,68,69,0.985507246377,884213585739293925461,1290028409020169810439,0.685421793471,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,12,13,5,9795955817801932092,3,31/25;69/50;1;34/25,69,50,1.38,263598877573040802721,50,5.27197755146e+18,337960475714166657174,25,1.35184190286e+19,263598877573040802721,675920951428333314348,0.389984771172,68,69,0.985507246377,402526118037490579535,675920951428333314348,0.595522475205,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,12,13,6,11552826887531038087,3,31/25;69/50;1;34/25,1,1,1,206494892854588679768,25,8.25979571418e+18,11552826887531038087,1,1.15528268875e+19,206494892854588679768,288820672188275952175,0.714958840342,68,69,0.985507246377,5391658101836145843908,19928626380991040700075,0.270548406035,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
