k,parent_depth,child_depth,coarsenings_from_finest_child,parent_threshold,parent_threshold_num,parent_threshold_den,child_threshold,child_threshold_num,child_threshold_den,parent_high_node_count,child_high_node_count,persistent_high_child_count,immigration_high_child_count,parent_high_mass,child_high_mass,persistent_high_child_mass,immigration_high_child_mass,escaped_from_high_parent_mass,high_parent_high_child_count,high_parent_high_child_mass,high_parent_low_child_count,high_parent_low_child_mass,low_parent_high_child_count,low_parent_high_child_mass,low_parent_low_child_count,low_parent_low_child_mass,high_parent_0_high_children_count,high_parent_1_high_child_count,high_parent_2_high_children_count,high_parent_3_high_children_count,high_parent_0_high_children_parent_mass,high_parent_1_high_child_parent_mass,high_parent_2_high_children_parent_mass,high_parent_3_high_children_parent_mass,pointwise_retention_one_witness_count,total_mass,retention_num,retention_den,retention_decimal,closure_num,closure_den,closure_decimal,immigration_num,immigration_den,immigration_decimal,ancestry_num,ancestry_den,ancestry_decimal,immigration_share_num,immigration_share_den,immigration_share_decimal,parent_tail_num,parent_tail_den,parent_tail_decimal,child_tail_num,child_tail_den,child_tail_decimal,source,source_sha256,source_sha256_verified,source_sha256_kind
14,8,9,4,2/5,2,5,1/10,1,10,229,5087,627,4460,3475856319689918562,12275098452966451991,3312495081335896546,8962603371630555445,163361238354022016,627,3312495081335896546,60,163361238354022016,4460,8962603371630555445,1414,2157693159635677157,0,0,60,169,0,0,628709482699236326,2847146836990682236,169,14596152850956151164,1656247540667948273,1737928159844959281,0.95300115329,646057813314023789,182939806299469398,3.53153218199,8962603371630555445,14596152850956151164,0.614038744534,3312495081335896546,12275098452966451991,0.269854868703,8962603371630555445,12275098452966451991,0.730145131297,579309386614986427,2432692141826025194,0.238135100062,12275098452966451991,14596152850956151164,0.840981769533,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,4,2/5,2,5,3/20,3,20,229,3607,507,3100,3475856319689918562,9507106535173775610,2847411542170338011,6659694993003437599,628444777519580551,507,2847411542170338011,180,628444777519580551,3100,6659694993003437599,2774,4460601538262795003,0,1,178,50,0,3960686169563736,2379046922951905374,1092848710568449452,50,14596152850956151164,2847411542170338011,3475856319689918562,0.819197135981,1584517755862295935,579309386614986427,2.73518398368,6659694993003437599,14596152850956151164,0.456263719694,2847411542170338011,9507106535173775610,0.299503485276,6659694993003437599,9507106535173775610,0.700496514724,579309386614986427,2432692141826025194,0.238135100062,1584517755862295935,2432692141826025194,0.651343311642,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,4,2/5,2,5,1/5,1,5,229,2539,448,2091,3475856319689918562,7492456400246341642,2575519777550241276,4916936622696100366,900336542139677286,448,2575519777550241276,239,900336542139677286,2091,4916936622696100366,3783,6203359908570132236,0,13,213,3,0,77767879067085551,3256777352791958447,141311087830874564,3,14596152850956151164,429253296258373546,579309386614986427,0.740974177488,3746228200123170821,1737928159844959281,2.155571379,2458468311348050183,7298076425478075582,0.336865246131,1287759888775120638,3746228200123170821,0.343748383703,2458468311348050183,3746228200123170821,0.656251616297,579309386614986427,2432692141826025194,0.238135100062,3746228200123170821,7298076425478075582,0.51331720603,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,4,2/5,2,5,1/4,1,4,229,1780,423,1357,3475856319689918562,5931479607404945460,2477908226206943871,3453571381198001589,997948093482974691,423,2477908226206943871,264,997948093482974691,1357,3453571381198001589,4517,7666725150068231013,2,32,194,1,12403467035620033,277083502830373565,3124306907791125196,62062442032799768,1,14596152850956151164,825969408735647957,1158618773229972854,0.712891442655,988579934567490910,579309386614986427,1.70648009062,1151190460399333863,4865384283652050388,0.236608332104,825969408735647957,1977159869134981820,0.417755499507,1151190460399333863,1977159869134981820,0.582244500493,579309386614986427,2432692141826025194,0.238135100062,494289967283745455,1216346070913012597,0.406372807134,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,4,2/5,2,5,3/10,3,10,229,1118,383,735,3475856319689918562,4447713836320846478,2331442154491190615,2116271681829655863,1144414165198727947,383,2331442154491190615,304,1144414165198727947,735,2116271681829655863,5139,9004024849436576739,3,70,155,1,17723834410382675,734361431239271078,2661708612007465041,62062442032799768,1,14596152850956151164,2331442154491190615,3475856319689918562,0.67075331661,2223856918160423239,1737928159844959281,1.27960232738,705423893943218621,4865384283652050388,0.144988320103,2331442154491190615,4447713836320846478,0.524188884512,2116271681829655863,4447713836320846478,0.475811115488,579309386614986427,2432692141826025194,0.238135100062,2223856918160423239,7298076425478075582,0.304718228271,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,4,2/5,2,5,2/5,2,5,229,345,209,136,3475856319689918562,2123557444381895799,1552722781009294150,570834663372601649,1923133538680624412,209,1552722781009294150,478,1923133538680624412,136,570834663372601649,5738,10549461867893630953,106,37,86,0,1172052895806147271,454384296322956632,1849419127560814659,0,0,14596152850956151164,776361390504647075,1737928159844959281,0.446716618352,707852481460631933,1158618773229972854,0.610945116561,570834663372601649,14596152850956151164,0.0391085698541,1552722781009294150,2123557444381895799,0.731189441151,570834663372601649,2123557444381895799,0.268810558849,579309386614986427,2432692141826025194,0.238135100062,707852481460631933,4865384283652050388,0.145487476465,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,1/20,1,20,6160,17933,16950,983,13986009327995057701,13692673880987544012,13193042276760364777,499631604227179235,792967051234692924,16950,13193042276760364777,1530,792967051234692924,983,499631604227179235,220,110511918733914228,16,166,1150,4828,15944640534766523,226888735163786884,1993729973206311107,11749445979090193187,4828,14596152850956151164,13193042276760364777,13986009327995057701,0.943302836954,13692673880987544012,13986009327995057701,0.979026508554,499631604227179235,14596152850956151164,0.0342303625708,13193042276760364777,13692673880987544012,0.963511027242,499631604227179235,13692673880987544012,0.036488972758,13986009327995057701,14596152850956151164,0.958198332863,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,1/10,1,10,6160,13459,12848,611,13986009327995057701,11221462865315366457,10893988011019658469,327474854295707988,3092021316975399232,12848,10893988011019658469,5632,3092021316975399232,611,327474854295707988,592,282668668665385475,243,1088,2727,2102,318593425779866453,1654742468040736822,5529807069658118089,6482866364516336337,2102,14596152850956151164,10893988011019658469,13986009327995057701,0.778920402206,11221462865315366457,13986009327995057701,0.802334862086,27289571191308999,1216346070913012597,0.0224356964222,3631329337006552823,3740487621771788819,0.970817097715,109158284765235996,3740487621771788819,0.0291829022852,13986009327995057701,14596152850956151164,0.958198332863,3740487621771788819,4865384283652050388,0.768795927249,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,3/20,3,20,6160,8719,8483,236,13986009327995057701,8161861355299664578,8017205805439759738,144655549859904840,5968803522555297963,8483,8017205805439759738,9997,5968803522555297963,236,144655549859904840,967,465487973101188623,1190,1896,2635,439,1636200309486851117,3489695664018930532,7024234051187132060,1835879303302143992,439,14596152850956151164,8017205805439759738,13986009327995057701,0.573230406002,8161861355299664578,13986009327995057701,0.583573281262,12054629154992070,1216346070913012597,0.00991052583081,4008602902719879869,4080930677649832289,0.982276647009,72327774929952420,4080930677649832289,0.0177233529906,13986009327995057701,14596152850956151164,0.958198332863,4080930677649832289,7298076425478075582,0.559178945208,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,1/5,1,5,6160,5490,5416,74,13986009327995057701,5959012155418288959,5901779888341569138,57232267076719821,8084229439653488563,5416,5901779888341569138,13064,8084229439653488563,74,57232267076719821,1129,552911255884373642,2547,1859,1705,49,3826568953044817111,3993817388475165171,5910794015271928286,254828971203147133,49,14596152850956151164,5901779888341569138,13986009327995057701,0.421977402555,5959012155418288959,13986009327995057701,0.426069511014,19077422358906607,4865384283652050388,0.00392105150317,1967259962780523046,1986337385139429653,0.990395678749,19077422358906607,1986337385139429653,0.00960432125058,13986009327995057701,14596152850956151164,0.958198332863,1986337385139429653,4865384283652050388,0.408259095137,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,1/4,1,4,6160,3298,3271,27,13986009327995057701,4285953063907227124,4257347795871434870,28605268035792254,9728661532123622831,3271,4257347795871434870,15209,9728661532123622831,27,28605268035792254,1176,581538254925301209,3856,1340,961,3,6316052573469073396,3603808368477030081,4028563799240175691,37584586808778533,3,14596152850956151164,4257347795871434870,13986009327995057701,0.304400468785,4285953063907227124,13986009327995057701,0.306445746131,14302634017896127,7298076425478075582,0.00195978134293,2128673897935717435,2142976531953613562,0.99332580931,14302634017896127,2142976531953613562,0.00667419068974,13986009327995057701,14596152850956151164,0.958198332863,1071488265976806781,3649038212739037791,0.293635803055,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,3/10,3,10,6160,1810,1808,2,13986009327995057701,2936722315383161397,2935517605606860745,1204709776300652,11050491722388196956,1808,2935517605606860745,16672,11050491722388196956,2,1204709776300652,1201,608938813184792811,4893,727,539,1,8731857319862195206,2539305055098337875,2687771494686150056,27075458348374564,1,14596152850956151164,2935517605606860745,13986009327995057701,0.209889578704,2936722315383161397,13986009327995057701,0.209975715482,301177444075163,3649038212739037791,8.25361167838e-05,2935517605606860745,2936722315383161397,0.99958977743,1204709776300652,2936722315383161397,0.000410222570241,13986009327995057701,14596152850956151164,0.958198332863,978907438461053799,4865384283652050388,0.201198380516,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/20,1,20,2/5,2,5,6160,427,427,0,13986009327995057701,1107906936675868305,1107906936675868305,0,12878102391319189396,427,1107906936675868305,18053,12878102391319189396,0,0,1203,610143522961093463,5866,161,133,0,12107430736285999946,802096039899689546,1076482551809368209,0,0,14596152850956151164,1107906936675868305,13986009327995057701,0.0792153723549,1107906936675868305,13986009327995057701,0.0792153723549,0,1,0,1,1,1,0,1,0,13986009327995057701,14596152850956151164,0.958198332863,369302312225289435,4865384283652050388,0.0759040377275,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,1/20,1,20,5087,17933,14137,3796,12275098452966451991,13692673880987544012,11673490738156801294,2019183142830742718,601607714809650697,14137,11673490738156801294,1124,601607714809650697,3796,2019183142830742718,626,301871255158956455,12,96,896,4083,11693017149806858,129489542869697459,1618319387745216058,10515596505201731616,4083,14596152850956151164,11673490738156801294,12275098452966451991,0.950989581296,13692673880987544012,12275098452966451991,1.11548383367,1009591571415371359,7298076425478075582,0.138336667439,5836745369078400647,6846336940493772006,0.852535512028,1009591571415371359,6846336940493772006,0.147464487972,12275098452966451991,14596152850956151164,0.840981769533,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,1/10,1,10,5087,13459,10952,2507,12275098452966451991,11221462865315366457,9818184646925566133,1403278218389800324,2456913806040885858,10952,9818184646925566133,4309,2456913806040885858,2507,1403278218389800324,1915,917776179599898849,154,766,2315,1852,213468219855828569,1193001612269994377,4840706026273106132,6027922594567522913,1852,14596152850956151164,9818184646925566133,12275098452966451991,0.79984569448,11221462865315366457,12275098452966451991,0.914164795363,350819554597450081,3649038212739037791,0.0961402797517,9818184646925566133,11221462865315366457,0.874946944509,1403278218389800324,11221462865315366457,0.125053055491,12275098452966451991,14596152850956151164,0.840981769533,3740487621771788819,4865384283652050388,0.768795927249,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,3/20,3,20,5087,8719,7508,1211,12275098452966451991,8161861355299664578,7420107208693987743,741754146605676835,4854991244272464248,7508,7420107208693987743,7753,4854991244272464248,1211,741754146605676835,3211,1579300251384022338,816,1432,2441,398,1156604394234219659,2715320444469832453,6642934075599032898,1760239538663366981,398,14596152850956151164,7420107208693987743,12275098452966451991,0.604484537303,8161861355299664578,12275098452966451991,0.664912089021,741754146605676835,14596152850956151164,0.050818469372,7420107208693987743,8161861355299664578,0.909119487049,741754146605676835,8161861355299664578,0.0908805129511,12275098452966451991,14596152850956151164,0.840981769533,4080930677649832289,7298076425478075582,0.559178945208,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,1/5,1,5,5087,5490,5048,442,12275098452966451991,5959012155418288959,5640122036264448824,318890119153840135,6634976416702003167,5048,5640122036264448824,10213,6634976416702003167,442,318890119153840135,3980,2002164278835859038,1803,1569,1666,49,2795632950631396607,3400965290081450073,5823671241050458178,254828971203147133,49,14596152850956151164,805731719466349832,1753585493280921713,0.459476725003,5959012155418288959,12275098452966451991,0.485455345083,318890119153840135,14596152850956151164,0.0218475458849,5640122036264448824,5959012155418288959,0.946486076746,318890119153840135,5959012155418288959,0.0535139232539,12275098452966451991,14596152850956151164,0.840981769533,1986337385139429653,4865384283652050388,0.408259095137,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,1/4,1,4,5087,3298,3169,129,12275098452966451991,4285953063907227124,4167823526256965738,118129537650261386,8107274926709486253,3169,4167823526256965738,12092,8107274926709486253,129,118129537650261386,4293,2202924860339437787,2883,1242,959,3,4864882973900133495,3346992381366997471,4025638510890542492,37584586808778533,3,14596152850956151164,4167823526256965738,12275098452966451991,0.339534834871,225576477047748796,646057813314023789,0.349158345274,59064768825130693,7298076425478075582,0.00809319680717,2083911763128482869,2142976531953613562,0.972437976831,59064768825130693,2142976531953613562,0.0275620231694,12275098452966451991,14596152850956151164,0.840981769533,1071488265976806781,3649038212739037791,0.293635803055,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,3/10,3,10,5087,1810,1781,29,12275098452966451991,2936722315383161397,2907080037694798724,29642277688362673,9368018415271653267,1781,2907080037694798724,13480,9368018415271653267,29,29642277688362673,4393,2291412120301336500,3847,700,539,1,7104884243714924981,2455367256217002390,2687771494686150056,27075458348374564,1,14596152850956151164,2907080037694798724,12275098452966451991,0.236827431473,2936722315383161397,12275098452966451991,0.239242261611,29642277688362673,14596152850956151164,0.00203082812239,2907080037694798724,2936722315383161397,0.989906339618,29642277688362673,2936722315383161397,0.0100936603822,12275098452966451991,14596152850956151164,0.840981769533,978907438461053799,4865384283652050388,0.201198380516,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/10,1,10,2/5,2,5,5087,427,427,0,12275098452966451991,1107906936675868305,1107906936675868305,0,11167191516290583686,427,1107906936675868305,14834,11167191516290583686,0,0,4422,2321054397989699173,4793,161,133,0,10396519861257394236,802096039899689546,1076482551809368209,0,0,14596152850956151164,1107906936675868305,12275098452966451991,0.0902564603389,1107906936675868305,12275098452966451991,0.0902564603389,0,1,0,1,1,1,0,1,0,12275098452966451991,14596152850956151164,0.840981769533,369302312225289435,4865384283652050388,0.0759040377275,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,1/20,1,20,3607,17933,10212,7721,9507106535173775610,13692673880987544012,9152785823817744373,4539888057169799639,354320711356031237,10212,9152785823817744373,609,354320711356031237,7721,4539888057169799639,1141,549158258612575915,6,33,525,3043,5378084167685299,50538794931960711,1027442758964893480,8423746897109236120,3043,14596152850956151164,9152785823817744373,9507106535173775610,0.962730962355,2282112313497924002,1584517755862295935,1.44025669959,4539888057169799639,14596152850956151164,0.311033195084,9152785823817744373,13692673880987544012,0.668444009064,4539888057169799639,13692673880987544012,0.331555990936,1584517755862295935,2432692141826025194,0.651343311642,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,1/10,1,10,3607,13459,8119,5340,9507106535173775610,11221462865315366457,7859868639058810867,3361594226256555590,1647237896114964743,8119,7859868639058810867,2702,1647237896114964743,5340,3361594226256555590,3522,1727452089525819964,60,397,1728,1422,82213301078021114,674344025580293693,3793081890678334050,4957467317837126753,1422,14596152850956151164,7859868639058810867,9507106535173775610,0.826736148373,3740487621771788819,3169035511724591870,1.1803236688,1680797113128277795,7298076425478075582,0.230306866514,7859868639058810867,11221462865315366457,0.700431729214,3361594226256555590,11221462865315366457,0.299568270786,1584517755862295935,2432692141826025194,0.651343311642,3740487621771788819,4865384283652050388,0.768795927249,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,3/20,3,20,3607,8719,5838,2881,9507106535173775610,8161861355299664578,6136218170026259757,2025643185273404821,3370888365147515853,5838,6136218170026259757,4983,3370888365147515853,2881,2025643185273404821,5981,3063403130508970733,392,877,2053,285,599070493306226805,1692680806201755659,5838690477857969461,1376664757807823685,285,14596152850956151164,2045406056675419919,3169035511724591870,0.645434880457,4080930677649832289,4753553267586887805,0.858501093377,2025643185273404821,14596152850956151164,0.138779252722,6136218170026259757,8161861355299664578,0.751816026137,2025643185273404821,8161861355299664578,0.248183973863,1584517755862295935,2432692141826025194,0.651343311642,4080930677649832289,7298076425478075582,0.559178945208,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,1/5,1,5,3607,5490,4266,1224,9507106535173775610,5959012155418288959,4931990224095396489,1027021931322892470,4575116311078379121,4266,4931990224095396489,6555,4575116311078379121,1224,1027021931322892470,7638,4062024384459483084,932,1117,1525,33,1516803510369494308,2416881937076597069,5393472916528761778,179948171198922455,33,14596152850956151164,1643996741365132163,3169035511724591870,0.518768797409,1986337385139429653,3169035511724591870,0.626795559024,171170321887148745,2432692141826025194,0.0703625086562,1643996741365132163,1986337385139429653,0.827652318113,342340643774297490,1986337385139429653,0.172347681887,1584517755862295935,2432692141826025194,0.651343311642,1986337385139429653,4865384283652050388,0.408259095137,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,1/4,1,4,3607,3298,2891,407,9507106535173775610,4285953063907227124,3869538231162805316,416414832744421808,5637568304010970294,2891,3869538231162805316,7930,5637568304010970294,407,416414832744421808,8455,4672631483037953746,1665,996,943,3,2903201817433514473,2603976926543614497,3962343204387868107,37584586808778533,3,14596152850956151164,1934769115581402658,4753553267586887805,0.407015343401,2142976531953613562,4753553267586887805,0.450815718542,104103708186105452,3649038212739037791,0.0285290813954,967384557790701329,1071488265976806781,0.902841952178,104103708186105452,1071488265976806781,0.0971580478216,1584517755862295935,2432692141826025194,0.651343311642,1071488265976806781,3649038212739037791,0.293635803055,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,3/10,3,10,3607,1810,1686,124,9507106535173775610,2936722315383161397,2759186356777895785,177535958605265612,6747920178395879825,1686,2759186356777895785,9135,6747920178395879825,124,177535958605265612,8738,4911510357177109942,2462,605,539,1,4765042772384839446,2027216809754411544,2687771494686150056,27075458348374564,1,14596152850956151164,551837271355579157,1901421307034755122,0.290223565558,978907438461053799,3169035511724591870,0.308897591977,44383989651316403,3649038212739037791,0.0121632022094,2759186356777895785,2936722315383161397,0.939546222101,177535958605265612,2936722315383161397,0.060453777899,1584517755862295935,2432692141826025194,0.651343311642,978907438461053799,4865384283652050388,0.201198380516,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,3/20,3,20,2/5,2,5,3607,427,413,14,9507106535173775610,1107906936675868305,1075510986016320049,32395950659548256,8431595549157455561,413,1075510986016320049,10408,8431595549157455561,14,32395950659548256,8848,5056650365122827298,3327,147,133,0,7719072932377705150,711551050986702251,1076482551809368209,0,0,14596152850956151164,1075510986016320049,9507106535173775610,0.113127057327,73860462445057887,633807102344918374,0.116534608356,8098987664887064,3649038212739037791,0.00221948557201,1075510986016320049,1107906936675868305,0.970759321395,32395950659548256,1107906936675868305,0.029240678605,1584517755862295935,2432692141826025194,0.651343311642,369302312225289435,4865384283652050388,0.0759040377275,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,1/20,1,20,2539,17933,7297,10636,7492456400246341642,13692673880987544012,7293284766369467177,6399389114618076835,199171633876874465,7297,7293284766369467177,320,199171633876874465,10636,6399389114618076835,1430,704307336091732687,0,14,292,2233,0,17642882150626948,618550579229585433,6856262938866129261,2233,14596152850956151164,7293284766369467177,7492456400246341642,0.97341704466,6846336940493772006,3746228200123170821,1.82752800277,6399389114618076835,14596152850956151164,0.438429850657,7293284766369467177,13692673880987544012,0.532641383981,6399389114618076835,13692673880987544012,0.467358616019,3746228200123170821,7298076425478075582,0.51331720603,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,1/10,1,10,2539,13459,5982,7477,7492456400246341642,11221462865315366457,6394699719255712489,4826763146059653968,1097756680990629153,5982,6394699719255712489,1635,1097756680990629153,7477,4826763146059653968,4589,2276933304650155554,16,176,1235,1112,33803961312212318,318113850369583912,2935027270294892625,4205511318269652787,1112,14596152850956151164,6394699719255712489,7492456400246341642,0.853485075875,11221462865315366457,7492456400246341642,1.49770145675,1206690786514913492,3649038212739037791,0.330687352712,6394699719255712489,11221462865315366457,0.569863287524,4826763146059653968,11221462865315366457,0.430136712476,3746228200123170821,7298076425478075582,0.51331720603,3740487621771788819,4865384283652050388,0.768795927249,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,3/20,3,20,2539,8719,4504,4215,7492456400246341642,8161861355299664578,5143728192657383562,3018133162642281016,2348728207588958080,4504,5143728192657383562,3113,2348728207588958080,4215,3018133162642281016,7851,4085563288067528506,148,484,1701,206,283058321313561968,925213266985149611,5173702332444595705,1110482479503034358,206,14596152850956151164,2571864096328691781,3746228200123170821,0.686520937578,4080930677649832289,3746228200123170821,1.08934385725,754533290660570254,3649038212739037791,0.20677593565,2571864096328691781,4080930677649832289,0.630215090497,1509066581321140508,4080930677649832289,0.369784909503,3746228200123170821,7298076425478075582,0.51331720603,4080930677649832289,7298076425478075582,0.559178945208,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,1/5,1,5,2539,5490,3541,1949,7492456400246341642,5959012155418288959,4340141693362408588,1618870462055880371,3152314706883933054,3541,4340141693362408588,4076,3152314706883933054,1949,1618870462055880371,10117,5484825988653929151,412,732,1376,19,745488354291931503,1579554239836196156,5036856919993971562,130556886124242421,19,14596152850956151164,2170070846681204294,3746228200123170821,0.57926819477,5959012155418288959,7492456400246341642,0.795334912489,1618870462055880371,14596152850956151164,0.110910763856,4340141693362408588,5959012155418288959,0.728332411508,1618870462055880371,5959012155418288959,0.271667588492,3746228200123170821,7298076425478075582,0.51331720603,1986337385139429653,4865384283652050388,0.408259095137,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,1/4,1,4,2539,3298,2613,685,7492456400246341642,4285953063907227124,3588272160036721891,697680903870505233,3904184240209619751,2613,3588272160036721891,5004,3904184240209619751,685,697680903870505233,11381,6406015546839304289,844,780,912,3,1581182733858024541,2015253761088327218,3858435318491211350,37584586808778533,3,14596152850956151164,3588272160036721891,7492456400246341642,0.478917990089,2142976531953613562,3746228200123170821,0.572035769706,232560301290168411,4865384283652050388,0.0477989584649,3588272160036721891,4285953063907227124,0.837216858545,697680903870505233,4285953063907227124,0.162783141455,3746228200123170821,7298076425478075582,0.51331720603,1071488265976806781,3649038212739037791,0.293635803055,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,3/10,3,10,2539,1810,1597,213,7492456400246341642,2936722315383161397,2637232428400851251,299489886982310146,4855223971845490391,1597,2637232428400851251,6020,4855223971845490391,213,299489886982310146,11853,6804206563727499376,1480,522,536,1,3085680878713060732,1697600058944282447,2682100004240623899,27075458348374564,1,14596152850956151164,2637232428400851251,7492456400246341642,0.35198502167,2936722315383161397,7492456400246341642,0.391957211161,149744943491155073,7298076425478075582,0.0205184126283,2637232428400851251,2936722315383161397,0.898018997093,299489886982310146,2936722315383161397,0.101981002907,3746228200123170821,7298076425478075582,0.51331720603,978907438461053799,4865384283652050388,0.201198380516,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/5,1,5,2/5,2,5,2539,427,397,30,7492456400246341642,1107906936675868305,1039720251291425223,68186685384443082,6452736148954916419,397,1039720251291425223,7220,6452736148954916419,30,68186685384443082,12036,7035509765325366440,2275,131,133,0,5802984068151927585,612989780285045848,1076482551809368209,0,0,14596152850956151164,1039720251291425223,7492456400246341642,0.138768942487,1107906936675868305,7492456400246341642,0.147869654155,11364447564073847,2432692141826025194,0.00467155188636,346573417097141741,369302312225289435,0.938454500891,22728895128147694,369302312225289435,0.0615454991094,3746228200123170821,7298076425478075582,0.51331720603,369302312225289435,4865384283652050388,0.0759040377275,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,3,1/4,1,4,1/20,1,20,1780,17933,5160,12773,5931479607404945460,13692673880987544012,5821416215949070851,7871257665038473161,110063391455874609,5160,5821416215949070851,180,110063391455874609,12773,7871257665038473161,1570,793415578512732543,0,6,168,1606,0,8923679644557786,352920295165441160,5569635632594946514,1606,14596152850956151164,1940472071983023617,1977159869134981820,0.981444192893,1141056156748962001,494289967283745455,2.30847525192,2623752555012824387,4865384283652050388,0.539269336613,1940472071983023617,4564224626995848004,0.425148241063,2623752555012824387,4564224626995848004,0.574851758937,494289967283745455,1216346070913012597,0.406372807134,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
