k,parent_depth,child_depth,terminal_offset,parent_node_count,child_node_count,entropy_increment,envelope,increment_over_envelope,envelope_slack,passes_envelope,envelope_scope,logarithm,arithmetic,source_kind,source,source_sha256,source_sha256_verified,source_sha256_kind
18,7,8,10,729,2187,0.016137530460323766,0.026696777343750002,0.60447484924998751,0.010559246883426236,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,8,9,9,2187,6561,0.012364831147094215,0.020022583007812501,0.61754425701567328,0.0076577518607182857,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,9,10,8,6561,19683,0.0095079229722717703,0.015016937255859376,0.63314661373855885,0.0055090142835876061,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,10,11,7,19683,59049,0.0072827850325308434,0.011262702941894532,0.64662852870252341,0.0039799179093636889,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,11,12,6,59049,177147,0.0055468849400320012,0.0084470272064208988,0.65666710956200169,0.0029001422663888976,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,12,13,5,177147,531441,0.0041904741996045295,0.0063352704048156745,0.66145151380108325,0.002144796205211145,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,13,14,4,531441,1594323,0.0031465959950565071,0.0047514528036117559,0.66223871416015379,0.0016048568085552488,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,14,15,3,1594323,4782969,0.0023395228162948973,0.0035635896027088167,0.65650736395586606,0.0012240667864139194,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,15,16,2,4782969,14348907,0.0016053885641531174,0.0026726922020316127,0.6006634669464751,0.0010673036378784954,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,16,17,1,14348907,43046721,0.0010235497327450449,0.0020045191515237096,0.51062107935811274,0.00098096941877866468,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,17,18,0,43046721,129140163,0.00068223459979597177,0.0015033893636427821,0.45379767630049328,0.00082115476384681029,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
19,1,2,17,1,3,0.1409357074679215,0.15000000000000002,0.93957138311947652,0.0090642925320785217,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,2,3,16,3,9,0.084736497217686418,0.1125,0.75321330860165703,0.027763502782313584,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,3,4,15,9,27,0.056924047965097563,0.084375000000000006,0.67465538329004515,0.027450952034902443,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,4,5,14,27,81,0.039922003088086681,0.063281249999999997,0.63086622163890071,0.023359246911913316,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,5,6,13,81,243,0.029473541321337247,0.047460937500000001,0.62100630273764079,0.017987396178662754,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,6,7,12,243,729,0.022223143372032468,0.035595703125000003,0.62432095508810004,0.013372559752967535,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,7,8,11,729,2187,0.017068087582236765,0.026696777343750002,0.63933138305296555,0.0096286897615132372,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,8,9,10,2187,6561,0.01319471035254398,0.020022583007812501,0.6589914172110366,0.0068278726552685205,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,9,10,9,6561,19683,0.010247615279670844,0.015016937255859376,0.68240381544328443,0.0047693219761885328,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,10,11,8,19683,59049,0.0079409477260344342,0.011262702941894532,0.70506589466157621,0.003321755215860098,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,11,12,7,59049,177147,0.006122348033802137,0.0084470272064208988,0.72479321827545595,0.0023246791726187618,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,12,13,6,177147,531441,0.0046878060833730282,0.0063352704048156745,0.7399535905854393,0.0016474643214426463,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,13,14,5,531441,1594323,0.0035607488965875315,0.0047514528036117559,0.74940213946371814,0.0011907039070242244,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,14,15,4,1594323,4782969,0.0026839796864784006,0.0035635896027088167,0.75316744791212997,0.00087960991623041614,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,15,16,3,4782969,14348907,0.0020030955331990685,0.0026726922020316127,0.74946734669874859,0.0006695966688325442,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,16,17,2,14348907,43046721,0.0013801711233159581,0.0020045191515237096,0.68852977646376623,0.0006243480282077515,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,17,18,1,43046721,129140163,0.00088418509026815082,0.0015033893636427821,0.58812780750671889,0.00061920427337463124,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,18,19,0,129140163,387420489,0.00059462680557562217,0.0011275420227320864,0.5273655381240816,0.00053291521715646427,True,post_hoc_k12_through_float_k20,natural,float64_log_on_exact_integer_masses,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
