k,parent_depth,child_depth,terminal_offset,parent_node_count,child_node_count,total_mass,chi_lower_num,chi_upper_num,chi_common_den,chi_lower_decimal,chi_upper_decimal,interval_width_num,interval_width_den,interval_width_decimal,nonzero_remainder_count,envelope_num,envelope_den,envelope_decimal,certified_upper_over_envelope_num,certified_upper_over_envelope_den,certified_upper_over_envelope_decimal,certified_envelope_slack_num,certified_envelope_slack_den,certified_envelope_slack_decimal,passes_envelope,finite_only_envelope_num,finite_only_envelope_den,finite_only_envelope_decimal,certified_upper_over_finite_only_num,certified_upper_over_finite_only_den,certified_upper_over_finite_only_decimal,passes_finite_only_envelope,finite_only_scope,envelope_scope,arithmetic,source_kind,source,source_sha256,source_sha256_verified,source_sha256_kind
13,12,13,0,177147,531441,4475321486922343160,38325806591410867,38325806591588014,13425964460767029480,0.0028546036080614877,0.002854603608074682,177147,13425964460767029480,1.3194359371176194e-14,177147,1,24,0.041666666666666664,38325806591588014,559415185865292895,0.068510486593792372,173696459757901627,4475321486922343160,0.038812063058591986,True,1,72,0.013888888888888888,114977419774764042,559415185865292895,0.2055314597813771,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
14,1,2,12,1,3,14596152850956151164,9776633004165764532,9776633004165764533,43788458552868453492,0.22326963147976184,0.22326963147976184,1,43788458552868453492,2.2837067872408422e-20,1,6,1,6,9776633004165764533,262730751317210720952,0.037211605246626971,252954118313044956419,43788458552868453492,5.776730368520238,True,2,1,2,9776633004165764533,87576917105736906984,0.11163481573988092,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,3,11,3,9,14596152850956151164,6075222406313464856,6075222406313464859,43788458552868453492,0.13874026643295703,0.13874026643295703,3,43788458552868453492,6.851120361722527e-20,3,3,2,1.5,6075222406313464859,65682687829302680238,0.092493510955304684,59607465422989215379,43788458552868453492,1.3612597335670429,True,1,2,0.5,6075222406313464859,21894229276434226746,0.27748053286591406,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,4,10,9,27,14596152850956151164,4026177826903409411,4026177826903409420,43788458552868453492,0.091946096299379013,0.091946096299379013,9,43788458552868453492,2.0553361085167582e-19,9,2,3,0.66666666666666663,1006544456725852355,7298076425478075582,0.13791914444906853,6291531968752223227,10947114638217113373,0.57472057036728763,True,2,9,0.22222222222222221,1006544456725852355,2432692141826025194,0.41375743334720555,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,5,9,27,81,14596152850956151164,2760555968332086591,2760555968332086618,43788458552868453492,0.063043004014382023,0.063043004014382023,27,43788458552868453492,6.1660083255502739e-19,27,3,8,0.375,204485627283858268,1216346070913012597,0.16811467737168539,3035581330887462987,9730768567304100776,0.31195699598561799,True,1,8,0.125,613456881851574804,1216346070913012597,0.50434403211505618,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,6,8,81,243,14596152850956151164,1976603425876696758,1976603425876696839,43788458552868453492,0.045139826593581137,0.045139826593581137,81,43788458552868453492,1.8498024976650822e-18,81,6,25,0.23999999999999999,16471695215639140325,87576917105736906984,0.18808261080658809,71105221890097766659,364903821273903779100,0.19486017340641887,True,2,25,0.080000000000000002,16471695215639140325,29192305701912302328,0.56424783241976417,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,7,243,729,14596152850956151164,1429996016467037978,1429996016467038221,43788458552868453492,0.032656916085331417,0.032656916085331424,243,43788458552868453492,5.5494074929952465e-18,243,1,6,0.16666666666666666,1429996016467038221,7298076425478075582,0.19594149651198856,5868080409011037361,43788458552868453492,0.13400975058133524,True,1,18,0.055555555555555552,1429996016467038221,2432692141826025194,0.58782448953596567,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,8,6,729,2187,14596152850956151164,1044653912983718383,1044653912983719112,43788458552868453492,0.02385683231398622,0.023856832313986238,729,43788458552868453492,1.664822247898574e-17,729,6,49,0.12244897959183673,6398505217025279561,32841343914651340119,0.19483079723088759,52885677395252121116,536408617272638555277,0.098592147277850498,True,2,49,0.040816326530612242,6398505217025279561,10947114638217113373,0.58449239169266276,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,5,2187,6561,14596152850956151164,763989591377928725,763989591377930912,43788458552868453492,0.017447282152111335,0.017447282152111384,2187,43788458552868453492,4.9944667436957221e-17,2187,3,32,0.09375,6111916731023447296,32841343914651340119,0.18610434295585479,26729427183627892823,350307668422947627936,0.076302717847888613,True,1,32,0.03125,6111916731023447296,10947114638217113373,0.55831302886756429,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,4,6561,19683,14596152850956151164,559749660642076469,559749660642083030,43788458552868453492,0.012783040991640682,0.012783040991640833,6561,43788458552868453492,1.4983400231087166e-16,6561,2,27,0.07407407407407407,839624490963124545,4865384283652050388,0.17257105338715123,4025759792688925843,65682687829302680238,0.061291033082433242,True,2,81,0.024691358024691357,2518873472889373635,4865384283652050388,0.51771316016145374,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,11,3,19683,59049,14596152850956151164,407551191518408190,407551191518427873,43788458552868453492,0.0093072742221868114,0.0093072742221872607,19683,43788458552868453492,4.4950200693261499e-16,19683,3,50,0.059999999999999998,3396259929320232275,21894229276434226746,0.15512123703645436,18497969347113994471,364903821273903779100,0.050692725777812739,True,1,50,0.02,3396259929320232275,7298076425478075582,0.46536371110936309,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,12,2,59049,177147,14596152850956151164,274053920008324226,274053920008383275,43788458552868453492,0.006258587971929689,0.0062585879719310377,59049,43788458552868453492,1.3485060207978451e-15,59049,6,121,0.049586776859504134,33160524321014376275,262730751317210720952,0.12621485743394259,229570226996196344677,5298403484897082872532,0.043328188887573095,True,2,121,0.016528925619834711,33160524321014376275,87576917105736906984,0.3786445723018278,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,13,1,177147,531441,14596152850956151164,167411880541861897,167411880542039044,43788458552868453492,0.0038231964785820313,0.0038231964785860766,177147,43788458552868453492,4.0455180623935348e-15,177147,1,24,0.041666666666666664,334823761084078088,3649038212739037791,0.091756715486065843,3314214451654959703,87576917105736906984,0.03784347018808059,True,1,72,0.013888888888888888,334823761084078088,1216346070913012597,0.27527014645819753,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,14,0,531441,1594323,14596152850956151164,107433170304688518,107433170305219959,43788458552868453492,0.0024534586019961846,0.0024534586020083212,531441,43788458552868453492,1.2136554187180604e-14,531441,6,169,0.035502958579881658,6052068593860724357,87576917105736906984,0.069105750623234388,81524848511876182627,2466749831811589546716,0.033049499977873334,True,2,169,0.011834319526627219,6052068593860724357,29192305701912302328,0.20731725186970315,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
15,1,2,13,1,3,47049100452382107460,32097429713374013652,32097429713374013653,141147301357146322380,0.22740377892282609,0.22740377892282609,1,141147301357146322380,7.0847971614398117e-21,1,6,1,6,32097429713374013653,846883808142877934280,0.037900629820471016,814786378429503920627,141147301357146322380,5.7725962210771735,True,2,1,2,32097429713374013653,282294602714292644760,0.11370188946141305,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,2,3,12,3,9,47049100452382107460,20202206901706861729,20202206901706861732,141147301357146322380,0.14312853811203255,0.14312853811203255,3,141147301357146322380,2.1254391484319437e-20,3,3,2,1.5,10101103450853430866,105860476017859741785,0.095419025408021704,95759372567006310919,70573650678573161190,1.3568714618879674,True,1,2,0.5,10101103450853430866,35286825339286580595,0.2862570762240651,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,3,4,11,9,27,47049100452382107460,13537280317699718753,13537280317699718762,141147301357146322380,0.095908885168454,0.095908885168454,9,141147301357146322380,6.3763174452958313e-20,9,2,3,0.66666666666666663,6768640158849859381,47049100452382107460,0.14386332775268101,13426820097844082693,23524550226191053730,0.57075778149821266,True,2,9,0.22222222222222221,20305920476549578143,47049100452382107460,0.43158998325804304,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,4,5,10,27,81,47049100452382107460,9386569531251662808,9386569531251662835,141147301357146322380,0.06650194117066921,0.06650194117066921,27,141147301357146322380,1.9128952335887492e-19,27,3,8,0.375,1251542604166888378,7057365067857316119,0.17733850978845123,5805822463690427741,18819640180952842984,0.30849805882933079,True,1,8,0.125,1251542604166888378,2352455022619105373,0.53201552936535368,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,5,6,9,81,243,47049100452382107460,6796321581183238653,6796321581183238734,141147301357146322380,0.048150559846599147,0.048150559846599147,81,141147301357146322380,5.7386857007662479e-19,81,6,25,0.23999999999999999,5663601317652698945,28229460271429264476,0.20062733269416311,22565858953776565531,117622751130955268650,0.19184944015340086,True,2,25,0.080000000000000002,5663601317652698945,9409820090476421492,0.60188199808248932,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,6,7,8,243,729,47049100452382107460,4978550284204257755,4978550284204257998,141147301357146322380,0.035272018921615696,0.035272018921615696,243,141147301357146322380,1.7216057102298743e-18,243,1,6,0.16666666666666666,2489275142102128999,11762275113095526865,0.21163211352969419,1545499995165566311,11762275113095526865,0.13139464774505097,True,1,18,0.055555555555555552,7467825426306386997,11762275113095526865,0.63489634058908251,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,7,8,7,729,2187,47049100452382107460,3689882704015469148,3689882704015469877,141147301357146322380,0.026142070507454655,0.026142070507454658,729,141147301357146322380,5.164817130689623e-18,729,6,49,0.12244897959183673,60268084165586007991,282294602714292644760,0.21349357581087972,222026518548706636769,2305405922166723265540,0.096306909084382081,True,2,49,0.040816326530612242,60268084165586007991,94098200904764214920,0.64048072743263917,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
