k,parent_depth,child_depth,terminal_offset,parent_node_count,child_node_count,total_mass,chi_lower_num,chi_upper_num,chi_common_den,chi_lower_decimal,chi_upper_decimal,interval_width_num,interval_width_den,interval_width_decimal,nonzero_remainder_count,envelope_num,envelope_den,envelope_decimal,certified_upper_over_envelope_num,certified_upper_over_envelope_den,certified_upper_over_envelope_decimal,certified_envelope_slack_num,certified_envelope_slack_den,certified_envelope_slack_decimal,passes_envelope,finite_only_envelope_num,finite_only_envelope_den,finite_only_envelope_decimal,certified_upper_over_finite_only_num,certified_upper_over_finite_only_den,certified_upper_over_finite_only_decimal,passes_finite_only_envelope,finite_only_scope,envelope_scope,arithmetic,source_kind,source,source_sha256,source_sha256_verified,source_sha256_kind
15,8,9,6,2187,6561,47049100452382107460,2733819659276638835,2733819659276641022,141147301357146322380,0.019368557761931485,0.019368557761931502,2187,141147301357146322380,1.5494451392068869e-17,2187,3,32,0.09375,21870557274213128176,105860476017859741785,0.20659794946060267,83989918743646613609,1129178410857170579040,0.074381442238068501,True,1,32,0.03125,21870557274213128176,35286825339286580595,0.61979384838180807,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,9,10,5,6561,19683,47049100452382107460,2023324972937526872,2023324972937533433,141147301357146322380,0.014334847024938075,0.014334847024938122,6561,141147301357146322380,4.6483354176206607e-17,6561,2,27,0.07407407407407407,18209924756437800897,94098200904764214920,0.19352043483666465,75888276148326414023,1270325712214316901420,0.059739227049135951,True,2,81,0.024691358024691357,54629774269313402691,94098200904764214920,0.58056130450999388,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,10,11,4,19683,59049,47049100452382107460,1493148868225509461,1493148868225529144,141147301357146322380,0.010578656863211158,0.010578656863211296,19683,141147301357146322380,1.3945006252861982e-16,19683,3,50,0.059999999999999998,3732872170563822860,21172095203571948357,0.17631094772018829,17439223033008125497,352868253392865805950,0.049421343136788705,True,1,50,0.02,3732872170563822860,7057365067857316119,0.52893284316056488,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,11,12,3,59049,177147,47049100452382107460,1089299591511731388,1089299591511790437,141147301357146322380,0.0077174666538998614,0.0077174666539002795,59049,141147301357146322380,4.1835018758585947e-16,59049,6,121,0.049586776859504134,14645027841436293653,94098200904764214920,0.15563557752032231,238359519189983763801,5692941154738235002660,0.041869310205603853,True,2,121,0.016528925619834711,43935083524308880959,94098200904764214920,0.46690673256096693,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,12,13,2,177147,531441,47049100452382107460,734616296331495486,734616296331672633,141147301357146322380,0.0052046074509968067,0.0052046074509980618,177147,141147301357146322380,1.2550505627575783e-15,177147,1,24,0.041666666666666664,1469232592663345266,11762275113095526865,0.1249105788239535,10293042520432181599,282294602714292644760,0.036462059215668606,True,1,72,0.013888888888888888,4407697777990035798,11762275113095526865,0.37473173647186048,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,13,14,1,531441,1594323,47049100452382107460,456541260593302614,456541260593834055,141147301357146322380,0.0032345022271315837,0.0032345022271353489,531441,141147301357146322380,3.7651516882727352e-15,531441,6,169,0.035502958579881658,5143698202690530353,56458920542858528952,0.091105146064312331,51315222340167998599,1590259595290515232148,0.032268456352746305,True,2,169,0.011834319526627219,5143698202690530353,18819640180952842984,0.27331543819293702,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,14,15,0,1594323,4782969,47049100452382107460,297352354402591834,297352354404186157,141147301357146322380,0.0021066811164189275,0.0021066811164302231,1594323,141147301357146322380,1.1295455064818205e-14,1594323,3,98,0.030612244897959183,14570265365805121693,211720952035719483570,0.068818249803387285,197150686669914361877,6916217766500169796620,0.028505563781528961,True,1,98,0.01020408163265306,14570265365805121693,70573650678573161190,0.20645474941016187,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
16,1,2,14,1,3,150018628595844245849,104051189821727066209,104051189821727066210,450055885787532737547,0.2311961538724297,0.2311961538724297,1,450055885787532737547,2.2219462772943065e-21,1,6,1,6,52025594910863533105,1350167657362598212641,0.038532692312071619,2596284124903469359072,450055885787532737547,5.7688038461275699,True,2,1,2,52025594910863533105,450055885787532737547,0.11559807693621485,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,2,3,13,3,9,150018628595844245849,66235974317682572733,66235974317682572736,450055885787532737547,0.1471727765581361,0.1471727765581361,3,450055885787532737547,6.6658388318829196e-21,3,3,2,1.5,14719105403929460608,150018628595844245849,0.098115184372090727,405898569575744355723,300037257191688491698,1.3528272234418639,True,1,2,0.5,44157316211788381824,150018628595844245849,0.2943455531162722,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,3,4,12,9,27,150018628595844245849,44817777440621024023,44817777440621024032,450055885787532737547,0.099582693740792635,0.099582693740792635,9,450055885787532737547,1.999751649564876e-20,9,2,3,0.66666666666666663,22408888720310512016,150018628595844245849,0.14937404061118897,85073159917022489222,150018628595844245849,0.56708397292587398,True,2,9,0.22222222222222221,67226666160931536048,150018628595844245849,0.44812212183356687,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,4,5,11,27,81,150018628595844245849,31388700032217674820,31388700032217674847,450055885787532737547,0.06974400518569375,0.06974400518569375,27,450055885787532737547,5.9992549486946284e-20,27,3,8,0.375,27901066695304599864,150018628595844245849,0.18598401382851665,366352685701618937955,1200149028766753966792,0.30525599481430626,True,1,8,0.125,83703200085913799592,150018628595844245849,0.55795204148555,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,5,6,10,81,243,150018628595844245849,22946265450725843345,22946265450725843426,450055885787532737547,0.050985369096047249,0.050985369096047249,81,450055885787532737547,1.7997764846083883e-19,81,6,25,0.23999999999999999,286828318134073042825,1350167657362598212641,0.21243903790019689,2126678678457050339632,11251397144688318438675,0.18901463090395274,True,2,25,0.080000000000000002,286828318134073042825,450055885787532737547,0.63731711370059063,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,6,7,9,243,729,150018628595844245849,16994015321721994745,16994015321721994988,450055885787532737547,0.037759789080382591,0.037759789080382598,243,450055885787532737547,5.3993294538251648e-19,243,1,6,0.16666666666666666,33988030643443989976,150018628595844245849,0.22655873448229558,116030597952400255873,900111771575065475094,0.12890687758628408,True,1,18,0.055555555555555552,101964091930331969928,150018628595844245849,0.67967620344688673,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,7,8,8,729,2187,150018628595844245849,12751460720562260482,12751460720562261211,450055885787532737547,0.028333060678117892,0.028333060678117892,729,450055885787532737547,1.6197988361475494e-18,729,6,49,0.12244897959183673,624821575307550799339,2700335314725196425282,0.23138666220462945,2075513739417645625943,22052738403589104139803,0.094115918913718843,True,2,49,0.040816326530612242,624821575307550799339,900111771575065475094,0.69415998661388834,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,8,9,7,2187,6561,150018628595844245849,9573895937289848946,9573895937289851133,450055885787532737547,0.021272682437064268,0.021272682437064271,2187,450055885787532737547,4.8593965084426489e-18,2187,3,32,0.09375,102121556664425078752,450055885787532737547,0.22690861266201889,347934329123107658795,4800596115067015867168,0.072477317562935725,True,1,32,0.03125,102121556664425078752,150018628595844245849,0.68072583798605668,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,9,10,6,6561,19683,150018628595844245849,7192679899994547582,7192679899994554143,450055885787532737547,0.015981748327562471,0.015981748327562485,6561,450055885787532737547,1.4578189525327944e-17,6561,2,27,0.07407407407407407,64734119099950987287,300037257191688491698,0.21575360242209354,235303138091737504411,4050502972087794637923,0.058092325746511589,True,2,81,0.024691358024691357,194202357299852961861,300037257191688491698,0.64726080726628066,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,10,11,5,19683,59049,150018628595844245849,5367865435341090044,5367865435341109727,450055885787532737547,0.011927108621072918,0.011927108621072961,19683,450055885787532737547,4.3734568575983836e-17,19683,3,50,0.059999999999999998,268393271767055486350,1350167657362598212641,0.19878514368454936,1081774385595542726291,22502794289376636877350,0.048072891378927042,True,1,50,0.02,268393271767055486350,450055885787532737547,0.59635543105364808,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,11,12,4,59049,177147,150018628595844245849,3985997745020140887,3985997745020199936,450055885787532737547,0.008856672850851002,0.0088566728508511338,59049,450055885787532737547,1.3120370572795152e-16,59049,6,121,0.049586776859504134,80384287857907365376,450055885787532737547,0.17860956915883119,739343195859250744342,18152254060097153747729,0.040730104008652998,True,2,121,0.016528925619834711,80384287857907365376,150018628595844245849,0.53582870747649358,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,12,13,3,177147,531441,150018628595844245849,2921665617559407333,2921665617559584480,450055885787532737547,0.0064917840424348963,0.0064917840424352901,177147,450055885787532737547,3.9361111718385452e-16,177147,1,24,0.041666666666666664,23373324940476675840,150018628595844245849,0.15580281701844695,126645303655367570009,3600447086300261900376,0.035174882624231379,True,1,72,0.013888888888888888,70119974821430027520,150018628595844245849,0.4674084510553409,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,13,14,2,531441,1594323,150018628595844245849,1982415203890606556,1982415203891137997,450055885787532737547,0.0044048200823363672,0.0044048200823375476,531441,450055885787532737547,1.1808333515515637e-15,531441,6,169,0.035502958579881658,335028169457602321493,2700335314725196425282,0.12406909898584093,2365307145267594103789,76059444698093032645443,0.031098138497544107,True,2,169,0.011834319526627219,335028169457602321493,900111771575065475094,0.3722072969575228,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,14,15,1,1594323,4782969,150018628595844245849,1239954568520985889,1239954568522580212,450055885787532737547,0.0027551124375392727,0.0027551124375428154,1594323,450055885787532737547,3.5425000546546906e-15,1594323,3,98,0.030612244897959183,121515547715212860776,1350167657362598212641,0.09000033962639864,1228652109647385351865,44105476807178208279606,0.027857132460416368,True,1,98,0.01020408163265306,121515547715212860776,450055885787532737547,0.27000101887919592,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,15,16,0,4782969,14348907,150018628595844245849,816421772023840199,816421772028623168,450055885787532737547,0.0018140453170503929,0.0018140453170610203,4782969,450055885787532737547,1.0627500163964072e-14,4782969,2,75,0.026666666666666668,10205272150357789600,150018628595844245849,0.068026699389788267,279626712890972912498,11251397144688318438675,0.024852621349605645,True,2,225,0.0088888888888888889,30615816451073368800,150018628595844245849,0.20408009816936479,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
17,1,2,15,1,3,479475287827487078427,337583234371401556029,337583234371401556030,1438425863482461235281,0.23468935239672692,0.23468935239672692,1,1438425863482461235281,6.9520440739224304e-22,1,6,1,6,168791617185700778015,4315277590447383705843,0.039114892066121155,8292971946523365855656,1438425863482461235281,5.7653106476032727,True,2,1,2,168791617185700778015,1438425863482461235281,0.11734467619836346,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,2,3,14,3,9,479475287827487078427,217080823152443663714,217080823152443663717,1438425863482461235281,0.15091554501591492,0.15091554501591492,3,1438425863482461235281,2.085613222176729e-21,3,3,2,1.5,434161646304887327434,4315277590447383705843,0.10061036334394328,3881115944142496378409,2876851726964922470562,1.349084454984085,True,1,2,0.5,434161646304887327434,1438425863482461235281,0.30183109003182984,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,3,4,13,9,27,479475287827487078427,148164018545266257146,148164018545266257155,1438425863482461235281,0.10300427870961514,0.10300427870961514,9,1438425863482461235281,6.2568396665301879e-21,9,2,3,0.66666666666666663,148164018545266257155,958950575654974156854,0.15450641806442272,810786557109707899699,1438425863482461235281,0.56366238795705148,True,2,9,0.22222222222222221,148164018545266257155,319650191884991385618,0.46351925419326812,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,4,5,12,27,81,479475287827487078427,104692482985823197693,104692482985823197720,1438425863482461235281,0.072782675592581711,0.072782675592581711,27,1438425863482461235281,1.8770518999590563e-20,27,3,8,0.375,837539863886585581760,4315277590447383705843,0.19408713491355123,3477737726560798124083,11507406907859689882248,0.30221732440741828,True,1,8,0.125,837539863886585581760,1438425863482461235281,0.58226140474065369,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,5,6,11,81,243,479475287827487078427,77197825426628795089,77197825426628795170,1438425863482461235281,0.053668268477689303,0.053668268477689303,81,1438425863482461235281,5.6311556998771689e-20,81,6,25,0.23999999999999999,964972817832859939625,4315277590447383705843,0.22361778532370544,6700609545229047532436,35960646587061530882025,0.1863317315223107,True,2,25,0.080000000000000002,964972817832859939625,1438425863482461235281,0.67085335597111628,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,6,7,10,243,729,479475287827487078427,57720765459064117874,57720765459064118117,1438425863482461235281,0.040127730545195327,0.040127730545195327,243,1438425863482461235281,1.6893467099631507e-19,243,1,6,0.16666666666666666,115441530918128236234,479475287827487078427,0.24076638327117195,364033756909358842193,2876851726964922470562,0.12653893612147135,True,1,18,0.055555555555555552,115441530918128236234,159825095942495692809,0.72229914981351584,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,7,8,9,729,2187,479475287827487078427,43776150148584857983,43776150148584858712,1438425863482461235281,0.030433372521960791,0.030433372521960791,729,1438425863482461235281,5.0680401298894517e-19,729,6,49,0.12244897959183673,1072515678640329038444,4315277590447383705843,0.24853920892934644,6485523823614109334798,70482867310640600528769,0.092015607069875938,True,2,49,0.040816326530612242,1072515678640329038444,1438425863482461235281,0.74561762678803933,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,8,9,8,2187,6561,479475287827487078427,33283000290218602174,33283000290218604361,1438425863482461235281,0.023138488492997277,0.023138488492997281,2187,1438425863482461235281,1.5204120389668355e-18,2187,3,32,0.09375,1065056009286995339552,4315277590447383705843,0.2468105439253043,3250221581160388366291,46029627631438759528992,0.070611511507002719,True,1,32,0.03125,1065056009286995339552,1438425863482461235281,0.74043163177591298,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,9,10,7,6561,19683,479475287827487078427,25321988750707038746,25321988750707045307,1438425863482461235281,0.017603958183428331,0.017603958183428338,6561,1438425863482461235281,4.5612361169005066e-18,6561,2,27,0.07407407407407407,25321988750707045307,106550063961663795206,0.23765343547628254,27076025070318916633,479475287827487078427,0.056470115890645739,True,2,81,0.024691358024691357,75965966252121135921,106550063961663795206,0.71296030642884767,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,10,11,6,19683,59049,479475287827487078427,19174523110702132340,19174523110702152023,1438425863482461235281,0.013330212976204545,0.013330212976204559,19683,1438425863482461235281,1.368370835070152e-17,19683,3,50,0.059999999999999998,958726155535107601150,4315277590447383705843,0.22217021627007599,3356551434912276104693,71921293174123061764050,0.046669787023795442,True,1,50,0.02,958726155535107601150,1438425863482461235281,0.66651064881022792,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,11,12,5,59049,177147,479475287827487078427,14389753601191390133,14389753601191449182,1438425863482461235281,0.010003820124836657,0.010003820124836697,59049,1438425863482461235281,4.1051125052104562e-17,59049,6,121,0.049586776859504134,870580092872082675511,4315277590447383705843,0.20174370585087339,6889394995150602060664,174049529481377809469001,0.039582956734667434,True,2,121,0.016528925619834711,870580092872082675511,1438425863482461235281,0.60523111755262016,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,12,13,4,177147,531441,479475287827487078427,10748145589313527543,10748145589313704690,1438425863482461235281,0.0074721581849842619,0.007472158184984385,177147,1438425863482461235281,1.2315337515631367e-16,177147,1,24,0.041666666666666664,85985164714509637520,479475287827487078427,0.17933179643962524,393490123112977440907,11507406907859689882248,0.034194508481682283,True,1,72,0.013888888888888888,85985164714509637520,159825095942495692809,0.53799538931887569,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,13,14,3,531441,1594323,479475287827487078427,7935079867047096756,7935079867047628197,1438425863482461235281,0.0055165024965805956,0.0055165024965809651,531441,1438425863482461235281,3.6946012546894105e-16,531441,6,169,0.035502958579881658,447009499177016388431,2876851726964922470562,0.15538148698703053,2429842227787906082131,81031323642845316254163,0.029986456083300691,True,2,169,0.011834319526627219,447009499177016388431,958950575654974156854,0.46614446096109158,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,14,15,2,1594323,4782969,479475287827487078427,5416256910120536439,5416256910122130762,1438425863482461235281,0.003765405675484489,0.0037654056754855975,1594323,1438425863482461235281,1.1083803764068232e-15,1594323,3,98,0.030612244897959183,58977019687996534964,479475287827487078427,0.12300325206586285,420498268139490543463,15662859402364577895282,0.026846839222473586,True,1,98,0.01020408163265306,58977019687996534964,159825095942495692809,0.36900975619758858,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,15,16,1,4782969,14348907,479475287827487078427,3426046620363443239,3426046620368226208,1438425863482461235281,0.0023818027104079648,0.0023818027104112898,4782969,1438425863482461235281,3.3251411292204694e-15,4782969,2,75,0.026666666666666668,42825582754602827600,479475287827487078427,0.089317601640423364,873299410145768501654,35960646587061530882025,0.024284863956255377,True,2,225,0.0088888888888888889,42825582754602827600,159825095942495692809,0.2679528049212701,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,16,17,0,14348907,43046721,479475287827487078427,2268506065267193106,2268506065281542013,1438425863482461235281,0.001577075414769788,0.0015770754147797635,14348907,1438425863482461235281,9.9754233876614085e-15,14348907,3,128,0.0234375,96789592118679125888,1438425863482461235281,0.067288551030603244,1341636271363782109393,61372836841918346038656,0.021860424585220237,True,1,128,0.0078125,96789592118679125888,479475287827487078427,0.20186565309180973,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
18,1,2,16,1,3,1523556169197024107847,1087274654758658639171,1087274654758658639172,4570668507591072323541,0.23788088174692337,0.23788088174692337,1,4570668507591072323541,2.1878637629029034e-22,1,6,1,6,181212442459776439862,4570668507591072323541,0.039646813624487229,8778912130262591767358,1523556169197024107847,5.7621191182530769,True,2,1,2,181212442459776439862,1523556169197024107847,0.11894044087346169,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,2,3,15,3,9,1523556169197024107847,705455709786211341868,705455709786211341871,4570668507591072323541,0.15434409837741989,0.15434409837741989,3,4570668507591072323541,6.5635912887087096e-22,3,3,2,1.5,1410911419572422683742,13712005522773216970623,0.10289606558494659,12301094103200794286881,9141337015182144647082,1.3456559016225802,True,1,2,0.5,1410911419572422683742,4570668507591072323541,0.30868819675483977,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,3,4,14,9,27,1523556169197024107847,485174860014430739757,485174860014430739766,4570668507591072323541,0.10614964948970618,0.10614964948970618,9,4570668507591072323541,1.969077386612613e-21,9,2,3,0.66666666666666663,80862476669071789961,507852056399008035949,0.15922447423455927,853979159459872491976,1523556169197024107847,0.56051701717696045,True,2,9,0.22222222222222221,242587430007215369883,507852056399008035949,0.4776734227036778,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,4,5,13,27,81,1523556169197024107847,345471898628339822359,345471898628339822386,4570668507591072323541,0.07558454481102099,0.07558454481102099,27,4570668507591072323541,5.9072321598378386e-21,27,3,8,0.375,2763775189026718579088,13712005522773216970623,0.20155878616272263,10948230333746498391535,36565348060728578588328,0.299415455188979,True,1,8,0.125,2763775189026718579088,4570668507591072323541,0.60467635848816792,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,5,6,12,81,243,1523556169197024107847,256673042104905289885,256673042104905289966,4570668507591072323541,0.056156564773537337,0.056156564773537337,81,4570668507591072323541,1.7721696479513514e-20,81,6,25,0.23999999999999999,3208413026311316124575,13712005522773216970623,0.23398568655640559,21007184992923801692096,114266712689776808088525,0.18384343522646265,True,2,25,0.080000000000000002,3208413026311316124575,4570668507591072323541,0.70195705966921673,True,post_hoc_exact_k12_k19; not_an_all_level_target,post_hoc_exact_k12_k19,certified_integer_interval,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
