spec_name,threshold,k,parent_depth,child_depth,parent_bin,first_parent_depth,weights,rho,parent_bin_mass,weighted_high_child_mass,weighted_parent_mass,ratio,ratio_minus_rho,passes,contracts,mass_relative_error,parent_minimum_threshold_gap,child_minimum_threshold_gap,source_kind,source,source_sha256,source_sha256_verified
frontier_t_1_10,1/10,20,6,7,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,439716.66908895614,451392.90337395575,483190.02752232342,0.93419333525690651,-0.065395845805429342,True,True,0,7.3835298223356993e-05,3.341048985111561e-05,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,6,7,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,200657.44346305449,194113.63866787165,221347.97569370063,0.87696143621608891,-0.12262774484624694,True,True,0,7.3835298223356993e-05,3.341048985111561e-05,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,6,7,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,342664.86739282351,343051.96293257625,374393.57332688646,0.91628699682046744,-0.083302184241868416,True,True,0,7.3835298223356993e-05,3.341048985111561e-05,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,6,7,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,2195384.8583509382,2383740.9891204685,2420764.2182909115,0.98470597471215848,-0.014883206350177369,True,True,0,7.3835298223356993e-05,3.341048985111561e-05,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,153421.69848687283,144087.97247749049,153421.69848687283,0.93916293391719319,-0.060426247145142664,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,362383.84587795264,357675.4205291284,399900.19992841879,0.89441170720382601,-0.10517747385850984,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,483876.12987003429,489111.79259195272,531715.39071673865,0.91987518347483344,-0.079713997587502416,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,162698.6559049862,157605.41644454256,179475.11695117081,0.87814633650536489,-0.12144284455697096,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,427575.92143866408,439909.7069848734,467166.88032229285,0.94165431137024302,-0.057934869692092827,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1868379.4572141354,1994859.2498551852,2060188.2713225742,0.96828978090169893,-0.031299400160636925,True,True,0,3.341048985111561e-05,5.0060467318147062e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,287649.88848705438,256577.12343757262,287649.88848705438,0.89197713507585741,-0.10761204598647844,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,462390.58911377954,449505.40314861608,510260.29756827431,0.88093352606660713,-0.11865565499572872,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,391603.09209997125,374334.70661263738,430319.61749744922,0.86989923626908849,-0.12968994479324736,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,249893.11415336639,242254.72496357377,275660.51875781483,0.87881545770582348,-0.12077372335651237,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,496760.10811790102,493453.70973425894,542757.10661432846,0.90916121359032986,-0.090427967472005988,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1512083.0444470434,1598590.5571747646,1667314.2821214923,0.95878178116528601,-0.040807399897049845,True,True,0,5.0060467318147062e-06,5.5865371546282017e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,411264.67254681577,350082.12100616121,411264.67254681577,0.85123314589173737,-0.14835603517059848,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,525145.6639911636,479281.72912030783,579512.18965852156,0.82704339558884055,-0.17254578547349531,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,378712.5868058023,341358.56338986434,416154.6698260975,0.82026849183865003,-0.17932068922368583,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,276231.11063545878,257442.32463082453,304714.32361311477,0.84486453271455053,-0.15472464834778532,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,575208.73549555219,560521.37243059336,628469.60509710503,0.8918830248663927,-0.10770615619594315,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1131121.9408182898,1191517.7735134489,1247243.5119705924,0.95532088327394926,-0.04426829778838659,True,True,0,5.5865371546282017e-06,6.5300813051338835e-06,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,549437.880378854,430702.54180790792,549437.880378854,0.78389670095357378,-0.21569248010876207,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,540448.91210358473,462309.19611432211,596399.7304507579,0.77516667515075777,-0.22442250591157809,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,390530.03357911995,337920.2839678945,429140.46916700847,0.78743513662046671,-0.21215404444186914,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,317860.07022390969,289663.25384278555,350635.79941839713,0.82610861276359315,-0.1734805682987427,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,547911.23007922864,521167.01537558855,598644.51484642748,0.8705784525717829,-0.12901072849055295,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,821250.45389530598,860890.02748125221,905560.45582743594,0.95067095956021275,-0.048918221502123105,True,True,0,6.5300813051338835e-06,1.9445253995886702e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,663708.27538271341,477437.56846787495,663708.27538271341,0.71934852430847063,-0.28024065675386522,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,560950.41764112562,441554.44113508606,619023.68639292591,0.71330782786041713,-0.28628135320191872,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,397161.01134241733,329543.21299285255,436427.0301577163,0.75509349838794815,-0.2444956826743877,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,326202.00302459061,291197.07471523678,359837.8998086754,0.80924514863516406,-0.19034403242717179,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,478382.9218220131,444423.40360517701,522678.3033878397,0.85028094857689995,-0.1493082324854359,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,564290.29731002881,589530.71293786494,622220.63491999218,0.94746249136155591,-0.052126689700779938,True,True,0,1.9445253995886702e-07,2.8430701132231562e-07,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,750728.09185833205,484036.22670369223,750728.09185833205,0.6447557137571901,-0.35483346730514576,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,558408.27573262644,407980.41978190769,616218.36526998156,0.66207117926964199,-0.33751800179269387,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,386603.37977793807,308824.67309484992,424825.59986220195,0.72694459372274522,-0.27264458733959063,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,295366.8395879239,256384.1164090962,325823.20845660858,0.78688107462805268,-0.21270810643428317,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,398006.65956564026,366509.10542384646,434859.68262936792,0.84282153546118266,-0.15676764560115319,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,375755.02468024084,389575.5639862417,414330.23240954732,0.94025377226435003,-0.059335408797985822,True,True,0,2.8430701132231562e-07,1.8224490153095907e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,800457.13537990721,460048.61872280552,800457.13537990721,0.5747323602836778,-0.42485682077865805,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,534038.81088996446,366948.21086896717,589326.01349000947,0.62265741282297538,-0.37693176823936048,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,350501.35163243982,272400.4525492728,385154.28148944775,0.70725022579486985,-0.29233895526746601,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,250079.70161963883,210561.49302680622,275866.34594885464,0.76327357837930732,-0.23631560268302854,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,312816.06116698927,285855.76691181329,341780.9471552606,0.83637127607923034,-0.16321790498310551,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,242878.08645727427,247280.10081904731,267812.07808109536,0.92333438652520061,-0.07625479453713524,True,True,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,808771.69979817816,410168.38448431063,808771.69979817816,0.5071497736464623,-0.49243940741587355,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,482711.77925675793,313350.59791503916,532685.27068282478,0.58824716049191572,-0.41134202057042013,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,301525.56034315034,227831.21661145479,331336.41283773206,0.68761297516380226,-0.31197620589853359,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,199272.16443326778,163851.79958807395,219819.85541207911,0.74539126268149791,-0.25419791838083794,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,232722.5574431881,207970.30800582436,254271.26666896685,0.81790723242268171,-0.18168194863965414,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,153215.59845922937,151661.34414786974,168944.79208202744,0.8976976577900897,-0.10189152327224615,True,True,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,764212.02174328442,347631.39652983402,764212.02174328442,0.45488867832363283,-0.54470050273870307,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,412085.17500586982,255960.96887392038,454746.93683748104,0.56286463555750477,-0.43672454550483109,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,241404.13094107632,178465.29878858951,265270.97304519912,0.67276602765799443,-0.32682315340434143,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,152963.5514823097,124622.9787799764,168736.18985264536,0.73856698369690388,-0.26102219736543197,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,166028.87441328319,147820.72445382443,181402.14968630249,0.81487857067542913,-0.18471061038690673,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,92566.808395946398,91446.137490122914,102069.76545088185,0.89591797420293617,-0.10367120685939968,True,True,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,16,17,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,685572.46264605829,270964.46807138022,685572.46264605829,0.39523826121247163,-0.60435091984986422,True,True,0,4.1619432761264008e-09,7.0104753946420573e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,16,17,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,337661.06588205224,197878.09672868514,372617.95549173764,0.53104820584276125,-0.46854097521957461,True,True,0,4.1619432761264008e-09,7.0104753946420573e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,16,17,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,186482.90217686683,133782.61563228039,204919.86083214451,0.65285334027171438,-0.34673584079062147,True,True,0,4.1619432761264008e-09,7.0104753946420573e-10,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
