threshold,k,parent_depth,child_depth,terminal_offset,first_parent_depth,weights,rho_num,rho_den,rho_decimal,parent_tail_num,parent_tail_den,parent_tail_decimal,child_tail_num,child_tail_den,child_tail_decimal,parent_potential_num,parent_potential_den,parent_potential_decimal,persistent_potential_num,persistent_potential_den,persistent_potential_decimal,immigration_potential_num,immigration_potential_den,immigration_potential_decimal,child_potential_num,child_potential_den,child_potential_decimal,realized_retention_num,realized_retention_den,realized_retention_decimal,total_mass,selection_scope,source,source_sha256,source_sha256_verified
1/5,16,11,12,3,3,31/25;69/50;1;34/25,68,69,0.985507246377,56390944163982831993,150018628595844245849,0.375892945375,41942774370955015605,150018628595844245849,0.279583774119,3458067491038547363873,7500931429792212292450,0.461018411301,1816313914346678302003,7500931429792212292450,0.242145116423,750793582416202848719,7500931429792212292450,0.100093380328,1283553748381440575361,3750465714896106146225,0.342238496751,1816313914346678302003,3458067491038547363873,0.525239579347,150018628595844245849,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,12,13,2,3,31/25;69/50;1;34/25,68,69,0.985507246377,41942774370955015605,150018628595844245849,0.279583774119,27333105333024370716,150018628595844245849,0.182198074925,1283553748381440575361,3750465714896106146225,0.342238496751,121749807186000998494,750093142979221229245,0.162312918503,91388833869994417589,1500186285958442458490,0.0609183237611,334888448241996414577,1500186285958442458490,0.223231242264,86964147990000713210,183364821197348653623,0.474268441581,150018628595844245849,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,13,14,1,3,31/25;69/50;1;34/25,68,69,0.985507246377,27333105333024370716,150018628595844245849,0.182198074925,15116630192794065085,150018628595844245849,0.100765020546,334888448241996414577,1500186285958442458490,0.223231242264,344916397532947476822,3750465714896106146225,0.0919662846571,235674744105004783517,7500931429792212292450,0.031419397219,925507539170899737161,7500931429792212292450,0.123385681876,689832795065894953644,1674442241209982072885,0.41197765924,150018628595844245849,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,16,14,15,0,3,31/25;69/50;1;34/25,68,69,0.985507246377,15116630192794065085,150018628595844245849,0.100765020546,7065387545161281652,150018628595844245849,0.0470967346608,925507539170899737161,7500931429792212292450,0.123385681876,319820446273836081957,7500931429792212292450,0.042637431,118848169086358108449,7500931429792212292450,0.0158444548119,219334307680097095203,3750465714896106146225,0.0584818858119,319820446273836081957,925507539170899737161,0.345562226927,150018628595844245849,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,3,4,12,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,1,1,1,32655822216451896113941,23973764391374353921350,1.36214829191,15863764408186633263097,11986882195687176960675,1.32342707213,0,1,0,15863764408186633263097,11986882195687176960675,1.32342707213,31727528816373266526194,32655822216451896113941,0.971573418243,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,4,5,11,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,49300365979017906715,53275031980831897603,0.925393456296,15863764408186633263097,11986882195687176960675,1.32342707213,14733377276313695459321,11986882195687176960675,1.22912505819,0,1,0,14733377276313695459321,11986882195687176960675,1.22912505819,14733377276313695459321,15863764408186633263097,0.928744079729,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,5,6,10,3,31/25;69/50;1;34/25,68,69,0.985507246377,49300365979017906715,53275031980831897603,0.925393456296,404796797760664068809,479475287827487078427,0.844249553704,14733377276313695459321,11986882195687176960675,1.22912505819,12338050781384850582176,11986882195687176960675,1.02929607382,1674499008940972061281,23973764391374353921350,0.0698471454714,26350600571710673225633,23973764391374353921350,1.09914321929,12338050781384850582176,14733377276313695459321,0.837421763523,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,6,7,9,3,31/25;69/50;1;34/25,68,69,0.985507246377,404796797760664068809,479475287827487078427,0.844249553704,358635186639535705939,479475287827487078427,0.747974287193,26350600571710673225633,23973764391374353921350,1.09914321929,6711983406200942394491,7991254797124784640450,0.83991608034,198069682141638678167,1598250959424956928090,0.123929024396,1283721969484855964221,1331875799520797440075,0.963845104736,20135950218602827183473,26350600571710673225633,0.764155267118,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,7,8,8,3,31/25;69/50;1;34/25,68,69,0.985507246377,358635186639535705939,479475287827487078427,0.747974287193,321929577900822513595,479475287827487078427,0.67142058428,1283721969484855964221,1331875799520797440075,0.963845104736,8243324992146907711313,11986882195687176960675,0.687695503933,3839143790077049414989,23973764391374353921350,0.160139381008,4065158754874172967523,4794752878274870784270,0.847834884941,8243324992146907711313,11553497725363703677989,0.713491722429,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,8,9,7,3,31/25;69/50;1;34/25,68,69,0.985507246377,321929577900822513595,479475287827487078427,0.67142058428,94727521160931525095,159825095942495692809,0.592694911912,4065158754874172967523,4794752878274870784270,0.847834884941,4509902095124594689457,7991254797124784640450,0.564354686419,413425095023324519858,2397376439137435392135,0.172448968912,17663957235607029266951,23973764391374353921350,0.736803655331,13529706285373784068371,20325793774370864837615,0.665642209872,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,9,10,6,3,31/25;69/50;1;34/25,68,69,0.985507246377,94727521160931525095,159825095942495692809,0.592694911912,241113589335323554253,479475287827487078427,0.502869689964,17663957235607029266951,23973764391374353921350,0.736803655331,1091470102643757157471,2397376439137435392135,0.455276895537,1309551074789144026057,7991254797124784640450,0.163873022202,14843354250805003652881,23973764391374353921350,0.619149917739,10914701026437571574710,17663957235607029266951,0.617908030508,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,10,11,5,3,31/25;69/50;1;34/25,68,69,0.985507246377,241113589335323554253,479475287827487078427,0.502869689964,196363647634664511694,479475287827487078427,0.409538619862,14843354250805003652881,23973764391374353921350,0.619149917739,865609110877320427106,2397376439137435392135,0.361065161376,68208796530719281876,479475287827487078427,0.142257167913,1206653093530916836486,2397376439137435392135,0.50332232929,8656091108773204271060,14843354250805003652881,0.583162738187,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,11,12,4,3,31/25;69/50;1;34/25,68,69,0.985507246377,196363647634664511694,479475287827487078427,0.409538619862,151109472073401328174,479475287827487078427,0.315155912952,1206653093530916836486,2397376439137435392135,0.50332232929,1094126887130170641016,3995627398562392320225,0.273831060305,1350695392626875029918,11986882195687176960675,0.1126811268,4633076054017386952966,11986882195687176960675,0.386512187104,1641190330695255961524,3016632733827292091215,0.54404711329,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,12,13,3,3,31/25;69/50;1;34/25,68,69,0.985507246377,151109472073401328174,479475287827487078427,0.315155912952,110122351253159593433,479475287827487078427,0.229672631831,4633076054017386952966,11986882195687176960675,0.386512187104,4737491006138824805779,23973764391374353921350,0.197611477647,2014487388209688308779,23973764391374353921350,0.0840288306552,3375989197174256557279,11986882195687176960675,0.281640308302,4737491006138824805779,9266152108034773905932,0.511268426301,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,13,14,2,3,31/25;69/50;1;34/25,68,69,0.985507246377,110122351253159593433,479475287827487078427,0.229672631831,71034482581272092335,479475287827487078427,0.148150456102,3375989197174256557279,11986882195687176960675,0.281640308302,209662701250675856443,1598250959424956928090,0.131182590578,1209948600787252805503,23973764391374353921350,0.0504696959991,2177444559773695326074,11986882195687176960675,0.181652286577,3144940518760137846645,6751978394348513114558,0.465780595713,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,14,15,1,3,31/25;69/50;1;34/25,68,69,0.985507246377,71034482581272092335,479475287827487078427,0.148150456102,39108016476047473052,479475287827487078427,0.0815641962555,2177444559773695326074,11986882195687176960675,0.181652286577,892784953233765858934,11986882195687176960675,0.074480164121,611131551032335957909,23973764391374353921350,0.0254916808664,266300161944429741753,2663751599041594880150,0.0999718449874,446392476616882929467,1088722279886847663037,0.41001501013,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,17,15,16,0,3,31/25;69/50;1;34/25,68,69,0.985507246377,39108016476047473052,479475287827487078427,0.0815641962555,6057381820315759469,159825095942495692809,0.0379000668487,266300161944429741753,2663751599041594880150,0.0999718449874,92085157744608987983,2663751599041594880150,0.0345697240605,300398635862379638011,23973764391374353921350,0.0125303073376,564582527781930264929,11986882195687176960675,0.0471000313981,92085157744608987983,266300161944429741753,0.345794599118,479475287827487078427,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,3,4,13,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,1,1,1,20752763362513462326811,15235561691970241078470,1.36212656823,101735327403331812607277,76177808459851205392350,1.3354982174,0,1,0,101735327403331812607277,76177808459851205392350,1.3354982174,101735327403331812607277,103763816812567311634055,0.980450898285,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,4,5,12,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,1435583229075798379946,1523556169197024107847,0.942258157658,101735327403331812607277,76177808459851205392350,1.3354982174,488904628517333925448,392669115772428893775,1.24508042237,0,1,0,488904628517333925448,392669115772428893775,1.24508042237,94847497932362781536912,101735327403331812607277,0.932296581269,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,5,6,11,3,31/25;69/50;1;34/25,68,69,0.985507246377,1435583229075798379946,1523556169197024107847,0.942258157658,1309792893475593331645,1523556169197024107847,0.859694522563,488904628517333925448,392669115772428893775,1.24508042237,40514043923408816822584,38088904229925602696175,1.06367050306,136613129285520140029,2539260281995040179745,0.0538003647181,42563240862691618923019,38088904229925602696175,1.11747086778,5064255490426102102823,5927968620772673846057,0.854298633208,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,6,7,10,3,31/25;69/50;1;34/25,68,69,0.985507246377,1309792893475593331645,1523556169197024107847,0.859694522563,394336135642178916016,507852056399008035949,0.776478367417,42563240862691618923019,38088904229925602696175,1.11747086778,33781651611927460486213,38088904229925602696175,0.886915816953,2936597230998524700617,25392602819950401797450,0.115647744023,76373094916850495074277,76177808459851205392350,1.00256356098,33781651611927460486213,42563240862691618923019,0.793681376869,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,7,8,9,3,31/25;69/50;1;34/25,68,69,0.985507246377,394336135642178916016,507852056399008035949,0.776478367417,1048633417386840639845,1523556169197024107847,0.688280116341,76373094916850495074277,76177808459851205392350,1.00256356098,9242214544122054872786,12696301409975200898725,0.727945426442,11012894333762197216531,76177808459851205392350,0.144568274625,66466181598494526453247,76177808459851205392350,0.872513701067,55453287264732329236716,76373094916850495074277,0.726084065666,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,8,9,8,3,31/25;69/50;1;34/25,68,69,0.985507246377,1048633417386840639845,1523556169197024107847,0.688280116341,311114639423365439743,507852056399008035949,0.612608801133,66466181598494526453247,76177808459851205392350,0.872513701067,45148625296152210349027,76177808459851205392350,0.592674247382,6524396408591990994758,38088904229925602696175,0.171293885726,58197418113336192338543,76177808459851205392350,0.763968133108,45148625296152210349027,66466181598494526453247,0.679272138256,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,9,10,7,3,31/25;69/50;1;34/25,68,69,0.985507246377,311114639423365439743,507852056399008035949,0.612608801133,804814987712858399333,1523556169197024107847,0.528247664237,58197418113336192338543,76177808459851205392350,0.763968133108,12321207841209768492143,25392602819950401797450,0.485228234718,1283140902003985793857,7617780845985120539235,0.168440248932,49795032543669163414999,76177808459851205392350,0.653668483649,36963623523629305476429,58197418113336192338543,0.635141982616,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,10,11,6,3,31/25;69/50;1;34/25,68,69,0.985507246377,804814987712858399333,1523556169197024107847,0.528247664237,665919693991449774170,1523556169197024107847,0.437082470246,49795032543669163414999,76177808459851205392350,0.653668483649,29441642397598127356421,76177808459851205392350,0.386485815132,3843616969131331478011,25392602819950401797450,0.151367585134,20486246652496060895227,38088904229925602696175,0.537853400267,29441642397598127356421,49795032543669163414999,0.591256615241,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,11,12,5,3,31/25;69/50;1;34/25,68,69,0.985507246377,665919693991449774170,1523556169197024107847,0.437082470246,13554257310778362223,39065542799923695073,0.346961960319,20486246652496060895227,38088904229925602696175,0.537853400267,7642719221838214783241,25392602819950401797450,0.300982111839,9553078368696553422929,76177808459851205392350,0.125405003922,127878882024453534538,299912631731697659025,0.426387115761,22928157665514644349723,40972493304992121790454,0.559598789726,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,12,13,4,3,31/25;69/50;1;34/25,68,69,0.985507246377,13554257310778362223,39065542799923695073,0.346961960319,398341703314371607093,1523556169197024107847,0.26145521338,127878882024453534538,299912631731697659025,0.426387115761,29419955387152774116,130889705257476297925,0.224769055208,1220940509738436644851,12696301409975200898725,0.096165053925,313436629407096594931,976638569998092376825,0.320934109133,4280603508830728633878,8120309008552799443163,0.527147859068,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,13,14,3,3,31/25;69/50;1;34/25,68,69,0.985507246377,398341703314371607093,1523556169197024107847,0.26145521338,288219367110078743522,1523556169197024107847,0.18917541272,313436629407096594931,976638569998092376825,0.320934109133,943286311297162188851,5859831419988554260950,0.160974991205,5422959045403037928433,76177808459851205392350,0.0711881734989,2947613515377691063916,12696301409975200898725,0.232163164704,943286311297162188851,1880619776442579569586,0.501582682004,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,14,15,2,3,31/25;69/50;1;34/25,68,69,0.985507246377,288219367110078743522,1523556169197024107847,0.18917541272,183797431896929609962,1523556169197024107847,0.120637122289,2947613515377691063916,12696301409975200898725,0.232163164704,53989786464061893593,507852056399008035949,0.106310067634,1589492766087915525059,38088904229925602696175,0.0417311234918,433748211607119811118,2929915709994277130475,0.148041191126,1349744661601547339825,2947613515377691063916,0.457911003108,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,15,16,1,3,31/25;69/50;1;34/25,68,69,0.985507246377,183797431896929609962,1523556169197024107847,0.120637122289,377083026229991931,5706202880887730741,0.0660830037244,433748211607119811118,2929915709994277130475,0.148041191126,458870650040155470422,7617780845985120539235,0.060236788025,529818960621557269633,25392602819950401797450,0.0208650906872,6178163382266226513119,76177808459851205392350,0.0811018787121,1147176625100388676055,2819363375446278772267,0.406892078932,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,18,16,17,0,3,31/25;69/50;1;34/25,68,69,0.985507246377,377083026229991931,5706202880887730741,0.0660830037244,46653448997910427637,1523556169197024107847,0.0306214171431,6178163382266226513119,76177808459851205392350,0.0811018787121,2118943574530432778551,76177808459851205392350,0.0278157591741,77856166619374838483,7617780845985120539235,0.0102203211399,965835080241393721127,25392602819950401797450,0.038036080314,2118943574530432778551,6178163382266226513119,0.342973055813,1523556169197024107847,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,3,4,14,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,1,1,1,329982605267850702948451,242259000669427877941050,1.36210668894,616362032381489407625,461445715560815005602,1.33571948248,0,1,0,616362032381489407625,461445715560815005602,1.33571948248,323590067000281939003125,329982605267850702948451,0.980627650775,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,4,5,13,3,31/25;69/50;1;34/25,68,69,0.985507246377,1,1,1,507588406261757340991,538353334820950839869,0.942853649138,616362032381489407625,461445715560815005602,1.33571948248,100632801182732730482789,80753000223142625980350,1.24618033887,0,1,0,100632801182732730482789,80753000223142625980350,1.24618033887,100632801182732730482789,107863355666760646334375,0.932965607835,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,5,6,12,3,31/25;69/50;1;34/25,68,69,0.985507246377,507588406261757340991,538353334820950839869,0.942853649138,4193271776833136449472,4845180013388557558821,0.865452215448,100632801182732730482789,80753000223142625980350,1.24618033887,130302953522462109067786,121129500334713938970525,1.07573260983,13452716111513549235833,242259000669427877941050,0.0555303046506,54811724631287553474281,48451800133885575588210,1.13126291448,260605907044924218135572,301898403548198191448367,0.863223865983,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,6,7,11,3,31/25;69/50;1;34/25,68,69,0.985507246377,4193271776833136449472,4845180013388557558821,0.865452215448,1282412637739262457473,1615060004462852519607,0.794034050868,54811724631287553474281,48451800133885575588210,1.13126291448,110444312620971227481536,121129500334713938970525,0.911787073469,605660193332162646737,5383533348209508398690,0.112502357496,248143333941889774066237,242259000669427877941050,1.02428943097,220888625241942454963072,274058623156437767371405,0.805990421677,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,7,8,10,3,31/25;69/50;1;34/25,68,69,0.985507246377,1282412637739262457473,1615060004462852519607,0.794034050868,3432557972358431238023,4845180013388557558821,0.708447975694,248143333941889774066237,242259000669427877941050,1.02428943097,61386654874237969730827,80753000223142625980350,0.760178008304,33793574570319514085239,242259000669427877941050,0.139493577027,21795353919303342327772,24225900066942787794105,0.899671585331,184159964622713909192481,248143333941889774066237,0.742151569003,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,8,9,9,3,31/25;69/50;1;34/25,68,69,0.985507246377,3432557972358431238023,4845180013388557558821,0.708447975694,3064493463386730746627,4845180013388557558821,0.632482891228,21795353919303342327772,24225900066942787794105,0.899671585331,30223584716973519762761,48451800133885575588210,0.623786621621,971788143300551078167,5768071444510187570025,0.168477133588,191933025603490744096819,242259000669427877941050,0.792263755209,30223584716973519762761,43590707838606684655544,0.693349252985,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,9,10,8,3,31/25;69/50;1;34/25,68,69,0.985507246377,3064493463386730746627,4845180013388557558821,0.632482891228,2676850464170724657233,4845180013388557558821,0.552476988837,191933025603490744096819,242259000669427877941050,0.792263755209,41613889296296039270689,80753000223142625980350,0.515323135751,20755710836104812636067,121129500334713938970525,0.17135141133,166353089561097743084201,242259000669427877941050,0.686674547082,124841667888888117812067,191933025603490744096819,0.65044391134,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,10,11,7,3,31/25;69/50;1;34/25,68,69,0.985507246377,2676850464170724657233,4845180013388557558821,0.552476988837,2247975628580045136064,4845180013388557558821,0.46396121968,166353089561097743084201,242259000669427877941050,0.686674547082,50188230947797759509592,121129500334713938970525,0.414335325491,12835114211408258766979,80753000223142625980350,0.158942877366,138881804529820295320121,242259000669427877941050,0.573278202857,100376461895595519019184,166353089561097743084201,0.603394034703,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,11,12,6,3,31/25;69/50;1;34/25,68,69,0.985507246377,2247975628580045136064,4845180013388557558821,0.46396121968,605773031434547409691,1615060004462852519607,0.375077724518,138881804529820295320121,242259000669427877941050,0.573278202857,39561602613712859315777,121129500334713938970525,0.326605843369,32723964097923094566947,242259000669427877941050,0.135078424362,12427463258372090355389,26917666741047541993450,0.461684267731,79123205227425718631554,138881804529820295320121,0.569716137368,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,12,13,5,3,31/25;69/50;1;34/25,68,69,0.985507246377,605773031434547409691,1615060004462852519607,0.375077724518,1414724997540487888595,4845180013388557558821,0.291986054931,12427463258372090355389,26917666741047541993450,0.461684267731,30295236586106502669824,121129500334713938970525,0.25010617977,4389242962863492768847,40376500111571312990175,0.108707861026,1241799013562770885039,3460842866706112542015,0.358814040796,60590473172213005339648,111847169325348813198501,0.541725584453,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,13,14,4,3,31/25;69/50;1;34/25,68,69,0.985507246377,1414724997540487888595,4845180013388557558821,0.291986054931,1052116294471154717828,4845180013388557558821,0.217146997958,1241799013562770885039,3460842866706112542015,0.358814040796,4978972480428242534929,26917666741047541993450,0.184970433297,1979954305870180090471,24225900066942787794105,0.0817288233006,9230042197507997674153,34608428667061125420150,0.266699256597,44810752323854182814361,86925930949393961952730,0.515505003334,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,14,15,3,3,31/25;69/50;1;34/25,68,69,0.985507246377,1052116294471154717828,4845180013388557558821,0.217146997958,755800091869275106634,4845180013388557558821,0.155990095266,9230042197507997674153,34608428667061125420150,0.266699256597,760426036749183243571,5768071444510187570025,0.131833671629,7235871763873378375972,121129500334713938970525,0.0597366598878,23204818535606226490963,121129500334713938970525,0.191570331517,4562556220495099461426,9230042197507997674153,0.494315857161,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,15,16,2,3,31/25;69/50;1;34/25,68,69,0.985507246377,755800091869275106634,4845180013388557558821,0.155990095266,477601923526727339891,4845180013388557558821,0.0985725859941,23204818535606226490963,121129500334713938970525,0.191570331517,2099426308280365514783,24225900066942787794105,0.0866604048757,4166997546855872046146,121129500334713938970525,0.0344011783698,4888043029419233206687,40376500111571312990175,0.121061583246,10497131541401827573915,23204818535606226490963,0.452368611515,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,16,17,1,3,31/25;69/50;1;34/25,68,69,0.985507246377,477601923526727339891,4845180013388557558821,0.0985725859941,259518339914879806909,4845180013388557558821,0.0535621667715,4888043029419233206687,40376500111571312990175,0.121061583246,2357330561805134485343,48451800133885575588210,0.0486531058762,83237552456708793508,4845180013388557558821,0.0171794550928,50630255339241625721,769076192601358342670,0.065832560969,11786652809025672426715,29328258176515399240122,0.401887242607,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
1/5,19,17,18,0,3,31/25;69/50;1;34/25,68,69,0.985507246377,259518339914879806909,4845180013388557558821,0.0535621667715,120240487870809445780,4845180013388557558821,0.0248165161126,50630255339241625721,769076192601358342670,0.065832560969,2692098651592987737571,121129500334713938970525,0.0222249629046,346284487936174501634,40376500111571312990175,0.00857638693248,532993159343073034639,17304214333530562710075,0.0308013498371,5384197303185975475142,15948530431861112102115,0.337598333978,4845180013388557558821,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,12,2,3,8,2,1;1,179,200,0.895,1,1,1,1216392934876534786,1373960412522506741,0.885318764493,1,1,1,1216392934876534786,1373960412522506741,0.885318764493,0,1,0,1216392934876534786,1373960412522506741,0.885318764493,1216392934876534786,1373960412522506741,0.885318764493,1373960412522506741,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
3/10,12,3,4,7,2,1;1,179,200,0.895,1216392934876534786,1373960412522506741,0.885318764493,1104970116866536932,1373960412522506741,0.804222673955,1216392934876534786,1373960412522506741,0.885318764493,996206734518152250,1373960412522506741,0.725062181878,108763382348384682,1373960412522506741,0.0791604920761,1104970116866536932,1373960412522506741,0.804222673955,498103367259076125,608196467438267393,0.818984314981,1373960412522506741,post_hoc_k12_19,multiscale_transitions_exact.csv,ea02b6b4b87b89a3938e4c8814c109d561d82535ab4bbd2afbef2691fd088161,True
