parent_threshold,child_threshold,coarsenings_from_finest_child,levels_present,levels_with_nonzero_parent_tail,minimum_k,maximum_k,max_retention_k,max_retention_parent_depth,max_retention_num,max_retention_den,max_retention_decimal,max_immigration_k,max_immigration_parent_depth,max_immigration_num,max_immigration_den,max_immigration_decimal,latest_k,latest_parent_depth,latest_retention_num,latest_retention_den,latest_retention_decimal,latest_closure_num,latest_closure_den,latest_closure_decimal,latest_immigration_num,latest_immigration_den,latest_immigration_decimal,latest_ancestry_num,latest_ancestry_den,latest_ancestry_decimal,latest_immigration_share_num,latest_immigration_share_den,latest_immigration_share_decimal,latest_parent_tail_num,latest_parent_tail_den,latest_parent_tail_decimal,latest_child_tail_num,latest_child_tail_den,latest_child_tail_decimal
1/10,3/20,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,4772242919462675414299,4845180013388557558821,0.984946463553,4772242919462675414299,4845180013388557558821,0.984946463553,0,1,0,1,1,1,0,1,0,1,1,1,4772242919462675414299,4845180013388557558821,0.984946463553
1/10,3/20,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,3/20,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,3/20,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,1/5,0,8,8,12,19,12,10,163959040377882301,876129969672354772,0.187140088861,12,10,9702670954510976,1373960412522506741,0.00706182715752,19,17,14218371447555141225,148424205988492649108,0.0957955028485,30060121967702361445,296848411976985298216,0.101264216869,6493516290368315980,4845180013388557558821,0.00134020124586,5687348579022056490,6012024393540472289,0.945995592621,324675814518415799,6012024393540472289,0.0540044073785,1187393647907941192864,4845180013388557558821,0.245066982987,120240487870809445780,4845180013388557558821,0.0248165161126
1/10,1/5,1,8,8,12,19,12,9,341327200112445883,1063463653902994587,0.320958030733,12,9,12660521105680164,1373960412522506741,0.00921461855108,19,16,249598663620360158591,1728608400572528815555,0.144392832719,259518339914879806909,1728608400572528815555,0.150131365686,9919676294519648318,4845180013388557558821,0.00204732874054,249598663620360158591,259518339914879806909,0.961776588515,9919676294519648318,259518339914879806909,0.0382234114852,1728608400572528815555,4845180013388557558821,0.356768664074,259518339914879806909,4845180013388557558821,0.0535621667715
1/10,1/5,2,8,8,12,19,12,8,279377514817925464,599464362129087627,0.466045243833,12,8,23599571742381414,1373960412522506741,0.0171763112876,19,15,151221903354548415139,755192233770970837385,0.200242927022,477601923526727339891,2265576701312912512155,0.210808101641,23936213463082094474,4845180013388557558821,0.0049402113847,453665710063645245417,477601923526727339891,0.949882501967,23936213463082094474,477601923526727339891,0.0501174980334,755192233770970837385,1615060004462852519607,0.467593917058,477601923526727339891,4845180013388557558821,0.0985725859941
1/10,1/5,3,8,8,12,19,12,7,737280235209888537,1260567085340967217,0.584879808289,14,9,318890119153840135,14596152850956151164,0.0218475458849,19,14,710410198569132507727,2736470603247948934608,0.259608196677,377900045934637553317,1368235301623974467304,0.276195216924,6484270471448942701,692168573341222508403,0.00936805096502,710410198569132507727,755800091869275106634,0.939944578218,45389893300142598907,755800091869275106634,0.0600554217821,912156867749316311536,1615060004462852519607,0.564782029911,755800091869275106634,4845180013388557558821,0.155990095266
1/10,1/5,4,8,8,12,19,12,6,869869786479619380,1311085306954010467,0.663473064541,15,9,1032739316695846951,47049100452382107460,0.0219502457383,19,13,990895352435798314333,3199553203508790486267,0.309698038885,1052116294471154717828,3199553203508790486267,0.328832254865,61220942035356403495,4845180013388557558821,0.0126354318862,990895352435798314333,1052116294471154717828,0.941811620676,61220942035356403495,1052116294471154717828,0.0581883793237,152359676357561451727,230722857780407502801,0.660357962897,1052116294471154717828,4845180013388557558821,0.217146997958
1/10,1/5,5,8,8,12,19,12,5,987345019714131351,1366371944597240689,0.722603405038,16,9,3442021385868966405,150018628595844245849,0.0229439598141,19,12,41600061592013416961,112509349856342078238,0.369747595601,1414724997540487888595,3600299195402946503616,0.392946508264,83523026596058545843,4845180013388557558821,0.0172383742947,1331201970944429342752,1414724997540487888595,0.940961652094,83523026596058545843,1414724997540487888595,0.059038347906,400033243933660722624,538353334820950839869,0.743068200862,1414724997540487888595,4845180013388557558821,0.291986054931
1/10,1/5,6,8,8,12,19,12,4,1130715335748351534,1373960412522506741,0.822960636597,17,9,3946282553542240768,159825095942495692809,0.0246912572163,19,11,342073852126739696190,786356194930455532649,0.43501132735,1817319094303642229073,3931780974652277663245,0.462212698525,35649944556647916041,1615060004462852519607,0.0220734489481,570123086877899493650,605773031434547409691,0.941149667108,35649944556647916041,605773031434547409691,0.0588503328916,561682996378896809035,692168573341222508403,0.811482950848,605773031434547409691,1615060004462852519607,0.375077724518
1/10,1/5,7,8,8,12,19,12,3,1267201168033211573,1373960412522506741,0.922298165568,19,10,13105875898993185474,538353334820950839869,0.0243443758054,19,10,1065011372744553233399,2096535521254819681928,0.50798632408,140498476786252821004,262066940156852460241,0.536116752087,13105875898993185474,538353334820950839869,0.0243443758054,1065011372744553233399,1123987814290022568032,0.947529287421,58976441545469334633,1123987814290022568032,0.0524707125786,4193071042509639363856,4845180013388557558821,0.865410785755,2247975628580045136064,4845180013388557558821,0.46396121968
1/10,1/5,8,8,8,12,19,12,2,1,1,1,19,9,115546774839290907011,4845180013388557558821,0.0238477774861,19,9,853767896443811250074,1464553333763713575149,0.582954459057,2676850464170724657233,4393660001291140725447,0.609252983477,115546774839290907011,4845180013388557558821,0.0238477774861,2561303689331433750222,2676850464170724657233,0.956834804041,115546774839290907011,2676850464170724657233,0.0431651959592,1464553333763713575149,1615060004462852519607,0.906810477454,2676850464170724657233,4845180013388557558821,0.552476988837
1/10,1/5,9,8,8,12,19,12,1,1,1,1,19,8,105163216383192585134,4845180013388557558821,0.0217047077905,19,8,2959330247003538161493,4535226211710518677564,0.652520978857,3064493463386730746627,4535226211710518677564,0.675709065068,105163216383192585134,4845180013388557558821,0.0217047077905,2959330247003538161493,3064493463386730746627,0.965683328211,105163216383192585134,3064493463386730746627,0.0343166717892,4535226211710518677564,4845180013388557558821,0.936028423955,3064493463386730746627,4845180013388557558821,0.632482891228
1/10,1/5,10,7,7,13,19,13,1,1,1,1,19,7,79600286121828554977,4845180013388557558821,0.0164287572189,19,7,3352957686236602683046,4633927445806074672541,0.723567152367,3432557972358431238023,4633927445806074672541,0.74074486761,79600286121828554977,4845180013388557558821,0.0164287572189,3352957686236602683046,3432557972358431238023,0.976810213618,79600286121828554977,3432557972358431238023,0.0231897863817,4633927445806074672541,4845180013388557558821,0.956399438824,3432557972358431238023,4845180013388557558821,0.708447975694
1/10,1/5,11,6,6,14,19,14,1,1,1,1,19,6,2756488128572465468,230722857780407502801,0.0119471826723,19,6,421039073613085066399,525718842406868711200,0.800882600451,1282412637739262457473,1577156527220606133600,0.813116907299,2756488128572465468,230722857780407502801,0.0119471826723,1263117220839255199197,1282412637739262457473,0.984953815697,19295416900007258276,1282412637739262457473,0.0150461843031,525718842406868711200,538353334820950839869,0.976531226619,1282412637739262457473,1615060004462852519607,0.794034050868
1/10,1/5,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,4193271776833136449472,4845180013388557558821,0.865452215448,4193271776833136449472,4845180013388557558821,0.865452215448,0,1,0,1,1,1,0,1,0,1,1,1,4193271776833136449472,4845180013388557558821,0.865452215448
1/10,1/5,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,507588406261757340991,538353334820950839869,0.942853649138,507588406261757340991,538353334820950839869,0.942853649138,0,1,0,1,1,1,0,1,0,1,1,1,507588406261757340991,538353334820950839869,0.942853649138
1/10,1/5,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,1/5,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,1/5,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,1/4,0,8,8,12,19,12,10,74757927792316315,876129969672354772,0.0853274404256,12,10,1019700015054684,1373960412522506741,0.000742161131981,19,17,47560858774516455365,1187393647907941192864,0.0400548367918,24202831401224752241,593696823953970596432,0.0407663144297,844804027933049117,4845180013388557558821,0.000174359678195,47560858774516455365,48405662802449504482,0.982547413277,844804027933049117,48405662802449504482,0.0174525867228,1187393647907941192864,4845180013388557558821,0.245066982987,6915094686064214926,692168573341222508403,0.00999047768477
1/10,1/4,1,8,8,12,19,12,9,202073431569992956,1063463653902994587,0.190014422052,12,9,3666660786190626,1373960412522506741,0.00266868008188,19,16,127861139787622702376,1728608400572528815555,0.0739676723457,129696752827595583981,1728608400572528815555,0.0750295745321,1835613039972881605,4845180013388557558821,0.000378853424414,127861139787622702376,129696752827595583981,0.985846885138,1835613039972881605,129696752827595583981,0.0141531148618,1728608400572528815555,4845180013388557558821,0.356768664074,14410750314177287109,538353334820950839869,0.0267682010718
1/10,1/4,2,8,8,12,19,12,8,22756904538377231,66607151347676403,0.341658576863,12,8,6706216287805581,1373960412522506741,0.00488093850935,19,15,52334360827977315530,453115340262582502431,0.11549898266,266872716505387967389,2265576701312912512155,0.117794606711,1733637455167129913,1615060004462852519607,0.00107341984222,261671804139886577650,266872716505387967389,0.980511637032,5200912365501389739,266872716505387967389,0.019488362968,755192233770970837385,1615060004462852519607,0.467593917058,266872716505387967389,4845180013388557558821,0.0550800415605
1/10,1/4,3,8,8,12,19,12,7,602935312973927027,1260567085340967217,0.478304820097,12,7,15993401952746990,1373960412522506741,0.0116403659137,19,14,448841731441112023183,2736470603247948934608,0.164022127959,19206596638134149807,114019608468664538942,0.168449943796,12116587874107572185,4845180013388557558821,0.0025007508164,448841731441112023183,460958319315219595368,0.973714352543,12116587874107572185,460958319315219595368,0.0262856474575,912156867749316311536,1615060004462852519607,0.564782029911,153652773105073198456,1615060004462852519607,0.0951375011953
1/10,1/4,4,8,8,12,19,12,6,755321365305757295,1311085306954010467,0.576103905138,13,7,5699581360872977,447532148692234316,0.0127355797288,19,13,660577576694367646715,3199553203508790486267,0.206459319373,676959294159786650729,3199553203508790486267,0.211579320956,1820190829491000446,538353334820950839869,0.00338103381508,660577576694367646715,676959294159786650729,0.975801030274,16381717465419004014,676959294159786650729,0.0241989697265,152359676357561451727,230722857780407502801,0.660357962897,676959294159786650729,4845180013388557558821,0.139718089377
1/10,1/4,5,8,8,12,19,12,5,895423990028770536,1366371944597240689,0.65532960741,13,6,26950262572458811,2237660743461171580,0.0120439448434,19,12,935571552230645627257,3600299195402946503616,0.25985938986,959111596339502105179,3600299195402946503616,0.266397747599,2615560456539608658,538353334820950839869,0.0048584457221,935571552230645627257,959111596339502105179,0.975456407577,23540044108856477922,959111596339502105179,0.0245435924231,400033243933660722624,538353334820950839869,0.743068200862,959111596339502105179,4845180013388557558821,0.197951695023
1/10,1/4,6,8,8,12,19,12,4,1027741602474811482,1373960412522506741,0.748013984324,14,6,29026522076269445,2432692141826025194,0.0119318517856,19,11,1273463323658820304571,3931780974652277663245,0.323889690669,187222741124683313513,561682996378896809035,0.333324566226,12365288071320963340,1615060004462852519607,0.00765624065803,1273463323658820304571,1310559187872783194591,0.97169462886,37095864213962890020,1310559187872783194591,0.0283053711402,561682996378896809035,692168573341222508403,0.811482950848,187222741124683313513,692168573341222508403,0.270487202591
1/10,1/4,7,8,8,12,19,12,3,1104970116866536932,1373960412522506741,0.804222673955,15,6,556492154471461439,47049100452382107460,0.0118279021091,19,10,1671281215560270560241,4193071042509639363856,0.398581659747,1721810780383224897667,4193071042509639363856,0.410632389227,50529564822954337426,4845180013388557558821,0.010428831268,1671281215560270560241,1721810780383224897667,0.970653241693,50529564822954337426,1721810780383224897667,0.0293467583074,4193071042509639363856,4845180013388557558821,0.865410785755,245972968626174985381,692168573341222508403,0.355365698617
1/10,1/4,8,8,8,12,19,12,2,1216392934876534786,1373960412522506741,0.885318764493,19,9,58460472571962759299,4845180013388557558821,0.0120656967152,19,9,2091641836538681869187,4393660001291140725447,0.476059102417,2150102309110644628486,4393660001291140725447,0.489364745674,58460472571962759299,4845180013388557558821,0.0120656967152,2091641836538681869187,2150102309110644628486,0.97281037636,58460472571962759299,2150102309110644628486,0.0271896236399,1464553333763713575149,1615060004462852519607,0.906810477454,2150102309110644628486,4845180013388557558821,0.443761078674
1/10,1/4,9,8,8,12,19,12,1,1,1,1,19,8,8157938594961175523,692168573341222508403,0.0117860574854,19,8,630307130748407621588,1133806552927629669391,0.555921227586,2578334093158358715013,4535226211710518677564,0.56851278697,8157938594961175523,692168573341222508403,0.0117860574854,2521228522993630486352,2578334093158358715013,0.977851756948,57105570164728228661,2578334093158358715013,0.0221482430521,4535226211710518677564,4845180013388557558821,0.936028423955,2578334093158358715013,4845180013388557558821,0.532144127986
1/10,1/4,10,7,7,13,19,13,1,1,1,1,19,7,16875152316811046963,1615060004462852519607,0.0104486225095,19,7,2896480950723446560948,4633927445806074672541,0.625059624821,2947106407673879701837,4633927445806074672541,0.635984581576,16875152316811046963,1615060004462852519607,0.0104486225095,2896480950723446560948,2947106407673879701837,0.982821978596,50625456950433140889,2947106407673879701837,0.0171780214038,4633927445806074672541,4845180013388557558821,0.956399438824,2947106407673879701837,4845180013388557558821,0.60825529692
1/10,1/4,11,6,6,14,19,14,1,1,1,1,19,6,15240794052980790562,1615060004462852519607,0.00943667356684,19,6,3225788534149584584677,4731469581661818400800,0.681773068277,3271510916308526956363,4731469581661818400800,0.691436531472,15240794052980790562,1615060004462852519607,0.00943667356684,3225788534149584584677,3271510916308526956363,0.986024077764,45722382158942371686,3271510916308526956363,0.0139759222355,525718842406868711200,538353334820950839869,0.976531226619,3271510916308526956363,4845180013388557558821,0.675209364207
1/10,1/4,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,3599981809196814436051,4845180013388557558821,0.743002695307,3599981809196814436051,4845180013388557558821,0.743002695307,0,1,0,1,1,1,0,1,0,1,1,1,3599981809196814436051,4845180013388557558821,0.743002695307
1/10,1/4,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,577607499628994104936,692168573341222508403,0.834489634282,577607499628994104936,692168573341222508403,0.834489634282,0,1,0,1,1,1,0,1,0,1,1,1,577607499628994104936,692168573341222508403,0.834489634282
1/10,1/4,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,4072345998482898640498,4845180013388557558821,0.840494261767,4072345998482898640498,4845180013388557558821,0.840494261767,0,1,0,1,1,1,0,1,0,1,1,1,4072345998482898640498,4845180013388557558821,0.840494261767
1/10,1/4,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,1/4,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,3/10,0,8,8,12,19,12,10,30875705276607025,876129969672354772,0.03524101029,17,15,9555087904825282,479475287827487078427,1.99282176734e-05,19,17,17452088912728488053,1187393647907941192864,0.0146978122575,8751331745821313711,593696823953970596432,0.0147404051912,50574578914139369,4845180013388557558821,1.0438121757e-05,17452088912728488053,17502663491642627422,0.997110463848,50574578914139369,17502663491642627422,0.00288953615193,1187393647907941192864,4845180013388557558821,0.245066982987,17502663491642627422,4845180013388557558821,0.00361238662821
1/10,3/10,1,8,8,12,19,12,9,108520373220624568,1063463653902994587,0.102044270928,13,10,454812596029871,4475321486922343160,0.000101626798736,19,16,41525369421814854,1162480430781794765,0.0357213492135,61904284821424013276,1728608400572528815555,0.0358116302113,156060491185325378,4845180013388557558821,3.22094309714e-05,30874112165119343949,30952142410712006638,0.997479003406,78030245592662689,30952142410712006638,0.00252099659394,1728608400572528815555,4845180013388557558821,0.356768664074,8843469260203430468,692168573341222508403,0.0127764674688
1/10,3/10,2,8,8,12,19,12,8,135720201200111077,599464362129087627,0.226402451545,12,8,698775651273602,1373960412522506741,0.000508584996267,19,15,49450346156558601743,755192233770970837385,0.0654804749641,149126443421602749557,2265576701312912512155,0.0658227299633,775404951926944328,4845180013388557558821,0.000160036355674,148351038469675805229,149126443421602749557,0.994800352411,775404951926944328,149126443421602749557,0.00519964758856,755192233770970837385,1615060004462852519607,0.467593917058,21303777631657535651,692168573341222508403,0.030778308135
1/10,3/10,3,8,8,12,19,12,7,481705419842558612,1260567085340967217,0.382133902625,12,7,3741700233609189,1373960412522506741,0.0027232955182,19,14,138313240875380107663,1368235301623974467304,0.101088782544,69738426683775816377,684117650811987233652,0.101939230191,775741661447683394,1615060004462852519607,0.000480317548143,138313240875380107663,139476853367551632754,0.991657307545,1163612492171525091,139476853367551632754,0.00834269245453,912156867749316311536,1615060004462852519607,0.564782029911,278953706735103265508,4845180013388557558821,0.0575734453548
1/10,3/10,4,8,8,12,19,12,6,650464650661369791,1311085306954010467,0.496126870777,13,7,10934993225424073,2237660743461171580,0.00488679673958,19,13,61313329501525290818,457079029072684355181,0.134141637664,61741430315825025998,457079029072684355181,0.135078238967,47566757144415020,76907619260135834267,0.000618492128635,1613508671092770811,1624774481995395421,0.99306623102,11265810902624610,1624774481995395421,0.00693376897992,152359676357561451727,230722857780407502801,0.660357962897,61741430315825025998,692168573341222508403,0.0891999907158
1/10,3/10,5,8,8,12,19,12,5,816380266971370938,1366371944597240689,0.597480261652,13,6,12386583396820369,2237660743461171580,0.00553550551978,19,12,320347615516333949123,1800149597701473251808,0.177956107606,645551329081969338085,3600299195402946503616,0.179304911632,1618699349767146613,1615060004462852519607,0.00100225338086,640695231032667898246,645551329081969338085,0.992477595769,4856098049301439839,645551329081969338085,0.00752240423114,400033243933660722624,538353334820950839869,0.743068200862,645551329081969338085,4845180013388557558821,0.133235778092
1/10,3/10,6,8,8,12,19,12,4,950496984504933772,1373960412522506741,0.691793574139,14,6,32100018368684881,4865384283652050388,0.00659763268372,19,11,915639567484681083314,3931780974652277663245,0.232881631349,925788102574033124834,3931780974652277663245,0.235462786087,3382845029784013840,1615060004462852519607,0.00209456306294,457819783742340541657,462894051287016562417,0.989037950411,5074267544676020760,462894051287016562417,0.010962049589,561682996378896809035,692168573341222508403,0.811482950848,925788102574033124834,4845180013388557558821,0.191074036468
1/10,3/10,7,8,8,12,19,12,3,1104970116866536932,1373960412522506741,0.804222673955,15,6,106002722166184276,11762275113095526865,0.00901209342129,19,10,1263515289157302790987,4193071042509639363856,0.301334100078,640293917959827205475,2096535521254819681928,0.305405709309,1896949640261291107,538353334820950839869,0.00352361454377,1263515289157302790987,1280587835919654410950,0.986668195431,17072546762351619963,1280587835919654410950,0.0133318045693,4193071042509639363856,4845180013388557558821,0.865410785755,1280587835919654410950,4845180013388557558821,0.264301394867
1/10,3/10,8,8,8,12,19,12,2,1216392934876534786,1373960412522506741,0.885318764493,17,7,407003303704001800,53275031980831897603,0.00763966324507,19,9,1676470907089709331514,4393660001291140725447,0.381565916934,568659064386254282647,1464553333763713575149,0.388281567681,29506286069053516427,4845180013388557558821,0.00608982246016,98615935711159372442,100351599597574285173,0.982704173193,1735663886414912731,100351599597574285173,0.0172958268067,1464553333763713575149,1615060004462852519607,0.906810477454,568659064386254282647,1615060004462852519607,0.352097793775
1/10,3/10,9,8,8,12,19,12,1,1,1,1,17,6,3483869802074284772,479475287827487078427,0.00726600492355,19,8,2153909479577833321115,4535226211710518677564,0.474928786136,547162240554864781504,1133806552927629669391,0.482588708931,34739482641625804901,4845180013388557558821,0.00716990546185,2153909479577833321115,2188648962219459126016,0.984127430556,34739482641625804901,2188648962219459126016,0.0158725694441,4535226211710518677564,4845180013388557558821,0.936028423955,312664137459922732288,692168573341222508403,0.451716748639
1/10,3/10,10,7,7,13,19,13,1,1,1,1,18,6,4822845066405429136,507852056399008035949,0.0094965551594,19,7,2588021943400382434259,4633927445806074672541,0.558494273738,2623010290920742158133,4633927445806074672541,0.566044747484,34988347520359723874,4845180013388557558821,0.00722126885352,2588021943400382434259,2623010290920742158133,0.986660994949,34988347520359723874,2623010290920742158133,0.0133390050514,4633927445806074672541,4845180013388557558821,0.956399438824,2623010290920742158133,4845180013388557558821,0.541364878843
1/10,3/10,11,6,6,14,19,14,1,1,1,1,19,6,15240794052980790562,1615060004462852519607,0.00943667356684,19,6,497187236225697047207,788578263610303066800,0.63048559562,63100954156523430311,98572282951287883350,0.640149058815,15240794052980790562,1615060004462852519607,0.00943667356684,497187236225697047207,504807633252187442488,0.984904354601,7620397026490395281,504807633252187442488,0.0150956453994,525718842406868711200,538353334820950839869,0.976531226619,1009615266504374884976,1615060004462852519607,0.625125545623
1/10,3/10,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,477019664420121871834,692168573341222508403,0.689166891986,477019664420121871834,692168573341222508403,0.689166891986,0,1,0,1,1,1,0,1,0,1,1,1,477019664420121871834,692168573341222508403,0.689166891986
1/10,3/10,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,3703451069571326957767,4845180013388557558821,0.764357786365,3703451069571326957767,4845180013388557558821,0.764357786365,0,1,0,1,1,1,0,1,0,1,1,1,3703451069571326957767,4845180013388557558821,0.764357786365
1/10,3/10,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,3961772963055066451711,4845180013388557558821,0.817673017743,3961772963055066451711,4845180013388557558821,0.817673017743,0,1,0,1,1,1,0,1,0,1,1,1,3961772963055066451711,4845180013388557558821,0.817673017743
1/10,3/10,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,4334815655959768610198,4845180013388557558821,0.894665552979,4334815655959768610198,4845180013388557558821,0.894665552979,0,1,0,1,1,1,0,1,0,1,1,1,4334815655959768610198,4845180013388557558821,0.894665552979
1/10,3/10,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/10,2/5,0,8,8,12,19,12,10,1017957649913605,876129969672354772,0.00116187972692,12,10,0,1,0,19,17,39163863161124235,1187393647907941192864,3.29830492441e-05,39163863161124235,1187393647907941192864,3.29830492441e-05,0,1,0,1,1,1,0,1,0,1187393647907941192864,4845180013388557558821,0.245066982987,39163863161124235,4845180013388557558821,8.08305636796e-06
1/10,2/5,1,8,8,12,19,12,9,4752470664430466,354487884634331529,0.0134065813542,12,9,0,1,0,19,16,7038749941802846563,1728608400572528815555,0.0040719170053,7038749941802846563,1728608400572528815555,0.0040719170053,0,1,0,1,1,1,0,1,0,1728608400572528815555,4845180013388557558821,0.356768664074,7038749941802846563,4845180013388557558821,0.0014527323902
1/10,2/5,2,8,8,12,19,12,8,32518522129762447,399642908086058418,0.0813689458059,12,8,0,1,0,19,15,7580359192567118186,453115340262582502431,0.0167294252015,7580359192567118186,453115340262582502431,0.0167294252015,0,1,0,1,1,1,0,1,0,755192233770970837385,1615060004462852519607,0.467593917058,37901795962835590930,4845180013388557558821,0.00782257746009
1/10,2/5,3,8,8,12,19,12,7,227464184720498083,1260567085340967217,0.180445917846,12,7,0,1,0,19,14,90191309337656735983,2736470603247948934608,0.0329589907637,90191309337656735983,2736470603247948934608,0.0329589907637,0,1,0,1,1,1,0,1,0,912156867749316311536,1615060004462852519607,0.564782029911,90191309337656735983,4845180013388557558821,0.0186146457074
1/10,2/5,4,8,8,12,19,12,6,400879316498874951,1311085306954010467,0.305761428621,12,6,0,1,0,19,13,52814449967233576229,1066517734502930162089,0.0495204610844,52814449967233576229,1066517734502930162089,0.0495204610844,0,1,0,1,1,1,0,1,0,152359676357561451727,230722857780407502801,0.660357962897,52814449967233576229,1615060004462852519607,0.0327012308034
1/10,2/5,5,8,8,12,19,12,5,639679787958193899,1366371944597240689,0.468159340132,12,5,0,1,0,19,12,88234725556752139763,1200099731800982167872,0.073522827494,88234725556752139763,1200099731800982167872,0.073522827494,0,1,0,1,1,1,0,1,0,400033243933660722624,538353334820950839869,0.743068200862,88234725556752139763,1615060004462852519607,0.0546324751483
1/10,2/5,6,8,8,12,19,12,4,827985985541543653,1373960412522506741,0.602627250389,12,4,0,1,0,19,11,421635839573341222538,3931780974652277663245,0.107237875734,421635839573341222538,3931780974652277663245,0.107237875734,0,1,0,1,1,1,0,1,0,561682996378896809035,692168573341222508403,0.811482950848,421635839573341222538,4845180013388557558821,0.0870217078433
1/10,2/5,7,8,8,12,19,12,3,1032265016722746758,1373960412522506741,0.751306229288,12,3,0,1,0,19,10,654767165424908689363,4193071042509639363856,0.156154560413,654767165424908689363,4193071042509639363856,0.156154560413,0,1,0,1,1,1,0,1,0,4193071042509639363856,4845180013388557558821,0.865410785755,93538166489272669909,692168573341222508403,0.135137840826
1/10,2/5,8,8,8,12,19,12,2,1216392934876534786,1373960412522506741,0.885318764493,19,9,392454718031156197,4845180013388557558821,8.09989963111e-05,19,9,328595316737596948809,1464553333763713575149,0.224365551709,986178404930822002624,4393660001291140725447,0.22445487467,392454718031156197,4845180013388557558821,8.09989963111e-05,985785950212790846427,986178404930822002624,0.999602044908,392454718031156197,986178404930822002624,0.000397955092171,1464553333763713575149,1615060004462852519607,0.906810477454,986178404930822002624,4845180013388557558821,0.203538032066
1/10,2/5,9,8,8,12,19,12,1,1,1,1,19,8,1656539323231943089,4845180013388557558821,0.00034189427816,19,8,706683466548790978321,2267613105855259338782,0.311641992509,1415023472420813899731,4535226211710518677564,0.312007253082,1656539323231943089,4845180013388557558821,0.00034189427816,1413366933097581956642,1415023472420813899731,0.998829320251,1656539323231943089,1415023472420813899731,0.00117067974879,4535226211710518677564,4845180013388557558821,0.936028423955,471674490806937966577,1615060004462852519607,0.292047657365
1/10,2/5,10,7,7,13,19,13,1,1,1,1,18,6,4835677931869206067,1523556169197024107847,0.00317394135486,19,7,1904303135169776123870,4633927445806074672541,0.410947982557,1907910865588201645109,4633927445806074672541,0.41172652958,400858935380613471,538353334820950839869,0.000744601936039,1904303135169776123870,1907910865588201645109,0.998109067628,3607730418425521239,1907910865588201645109,0.00189093237189,4633927445806074672541,4845180013388557558821,0.956399438824,1907910865588201645109,4845180013388557558821,0.393775021839
1/10,2/5,11,6,6,14,19,14,1,1,1,1,19,6,15228783286552726895,4845180013388557558821,0.00314307894536,19,6,13576530555499594951,26285942120343435560,0.516493968272,98360171331059192723,189258783266472736032,0.519712584185,15228783286552726895,4845180013388557558821,0.00314307894536,488755099997985418236,491800856655295963615,0.993806930964,3045756657310545379,491800856655295963615,0.00619306903616,525718842406868711200,538353334820950839869,0.976531226619,351286326182354259725,692168573341222508403,0.507515567323
1/10,2/5,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,2906639760904545300317,4845180013388557558821,0.599903358156,2906639760904545300317,4845180013388557558821,0.599903358156,0,1,0,1,1,1,0,1,0,1,1,1,2906639760904545300317,4845180013388557558821,0.599903358156
1/10,2/5,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,3373715316342894235061,4845180013388557558821,0.696303399878,3373715316342894235061,4845180013388557558821,0.696303399878,0,1,0,1,1,1,0,1,0,1,1,1,3373715316342894235061,4845180013388557558821,0.696303399878
1/10,2/5,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,3886453915492074580847,4845180013388557558821,0.802127868263,3886453915492074580847,4845180013388557558821,0.802127868263,0,1,0,1,1,1,0,1,0,1,1,1,3886453915492074580847,4845180013388557558821,0.802127868263
