parent_threshold,child_threshold,coarsenings_from_finest_child,levels_present,levels_with_nonzero_parent_tail,minimum_k,maximum_k,max_retention_k,max_retention_parent_depth,max_retention_num,max_retention_den,max_retention_decimal,max_immigration_k,max_immigration_parent_depth,max_immigration_num,max_immigration_den,max_immigration_decimal,latest_k,latest_parent_depth,latest_retention_num,latest_retention_den,latest_retention_decimal,latest_closure_num,latest_closure_den,latest_closure_decimal,latest_immigration_num,latest_immigration_den,latest_immigration_decimal,latest_ancestry_num,latest_ancestry_den,latest_ancestry_decimal,latest_immigration_share_num,latest_immigration_share_den,latest_immigration_share_decimal,latest_parent_tail_num,latest_parent_tail_den,latest_parent_tail_decimal,latest_child_tail_num,latest_child_tail_den,latest_child_tail_decimal
1/20,1/10,7,8,8,12,19,12,3,1,1,1,19,10,110630558516479295860,4845180013388557558821,0.0228331162538,19,10,3821150416135798367385,4670849652088387092092,0.818084652848,3931780974652277663245,4670849652088387092092,0.841769970672,110630558516479295860,4845180013388557558821,0.0228331162538,764230083227159673477,786356194930455532649,0.971862481855,22126111703295859172,786356194930455532649,0.028137518145,4670849652088387092092,4845180013388557558821,0.964019838103,561682996378896809035,692168573341222508403,0.811482950848
1/20,1/10,8,8,8,12,19,12,2,1,1,1,19,9,82564103910793505842,4845180013388557558821,0.0170404615892,19,9,1370168979532948619338,1576161646444243853939,0.869307397895,4193071042509639363856,4728484939332731561817,0.886768403898,82564103910793505842,4845180013388557558821,0.0170404615892,2055253469299422929007,2096535521254819681928,0.980309395411,41282051955396752921,2096535521254819681928,0.0196906045888,225165949492034836277,230722857780407502801,0.975915224257,4193071042509639363856,4845180013388557558821,0.865410785755
1/20,1/10,9,8,8,12,19,12,1,1,1,1,18,7,19697019970674491171,1523556169197024107847,0.0129283188693,19,8,4334452538821294978255,4768652659328283563604,0.908947002114,1464553333763713575149,1589550886442761187868,0.921362975074,59207462469845747192,4845180013388557558821,0.0122198684685,4334452538821294978255,4393660001291140725447,0.986524341334,59207462469845747192,4393660001291140725447,0.0134756586655,529850295480920395956,538353334820950839869,0.98420546732,1464553333763713575149,1615060004462852519607,0.906810477454
1/20,1/10,10,7,7,13,19,13,1,1,1,1,19,7,61866750734007719842,4845180013388557558821,0.0127687207829,19,7,4473359460976510957722,4778694649534947152591,0.93610489664,4535226211710518677564,4778694649534947152591,0.949051266992,61866750734007719842,4845180013388557558821,0.0127687207829,2236679730488255478861,2267613105855259338782,0.986358618546,30933375367003859921,2267613105855259338782,0.013641381454,4778694649534947152591,4845180013388557558821,0.986278040512,4535226211710518677564,4845180013388557558821,0.936028423955
1/20,1/10,11,6,6,14,19,14,1,1,1,1,14,1,0,1,0,19,6,4633927445806074672541,4845180013388557558821,0.956399438824,4633927445806074672541,4845180013388557558821,0.956399438824,0,1,0,1,1,1,0,1,0,1,1,1,4633927445806074672541,4845180013388557558821,0.956399438824
1/20,1/10,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,525718842406868711200,538353334820950839869,0.976531226619,525718842406868711200,538353334820950839869,0.976531226619,0,1,0,1,1,1,0,1,0,1,1,1,525718842406868711200,538353334820950839869,0.976531226619
1/20,1/10,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/10,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/10,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/10,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,3/20,0,8,8,12,19,12,10,350275908339771467,1206927229990182884,0.290221232595,12,10,11989353731355805,1373960412522506741,0.00872612749398,19,17,144156242411213556131,1465909286585712710654,0.0983391289832,298210924620636425707,2931818573171425421308,0.101715340557,3299479932736437815,1615060004462852519607,0.00204294572562,288312484822427112262,298210924620636425707,0.966807252917,9898439798209313445,298210924620636425707,0.0331927470826,2931818573171425421308,4845180013388557558821,0.605100030354,298210924620636425707,4845180013388557558821,0.0615479556583
1/20,3/20,1,8,8,12,19,12,9,187676018154755923,431689531940042404,0.434747669955,12,9,9688486856888364,1373960412522506741,0.00705150364493,19,16,521370833907033928840,3498552074795605963893,0.149024745884,176810302463902817425,1166184024931868654631,0.151614409633,9060073484674523435,4845180013388557558821,0.00186991473168,104274166781406785768,106086181478341690455,0.982919408808,1812014696934904687,106086181478341690455,0.0170805911918,388728008310622884877,538353334820950839869,0.722068543404,176810302463902817425,1615060004462852519607,0.109475995923
1/20,3/20,2,8,8,12,19,12,8,774981961071608803,1327883836440609610,0.583621804712,14,10,31623264296008196,3649038212739037791,0.0086661915969,19,15,428215346383897438635,1945957008038580194149,0.220053857621,437887767972477003274,1945957008038580194149,0.225024379348,19344843177159129278,4845180013388557558821,0.00399259534707,428215346383897438635,437887767972477003274,0.977911185705,9672421588579564639,437887767972477003274,0.0220888142945,3891914016077160388298,4845180013388557558821,0.803254782139,875775535944954006548,4845180013388557558821,0.180751908809
1/20,3/20,3,8,8,12,19,12,7,939523144672955111,1337640625713465238,0.702373362929,15,10,526245640464695157,47049100452382107460,0.0111850308594,19,14,412947691342858937466,1383806740047512846869,0.298414279532,424071833322941524194,1383806740047512846869,0.3064530769,529721046670599368,76907619260135834267,0.006887757699,68824615223809822911,70678638887156920699,0.973768260219,1854023663347097788,70678638887156920699,0.0262317397808,1383806740047512846869,1615060004462852519607,0.856814444184,141357277774313841398,538353334820950839869,0.262573422753
1/20,3/20,4,8,8,12,19,12,6,1070142981591167539,1355587949660424455,0.789430875259,16,10,1691648222238719919,150018628595844245849,0.0112762544097,19,13,1622565365691234782426,4355955877341366349559,0.372493526422,1665980216929869308054,4355955877341366349559,0.382460305807,14471617079544841876,1615060004462852519607,0.00896042068998,811282682845617391213,832990108464934654027,0.973940356075,21707425619317262814,832990108464934654027,0.0260596439246,4355955877341366349559,4845180013388557558821,0.899028697655,1665980216929869308054,4845180013388557558821,0.343842790634
1/20,3/20,5,8,8,12,19,12,5,1192492082204288202,1373960412522506741,0.867923174013,18,11,17907664036113057847,1523556169197024107847,0.0117538587669,19,12,2058692358426703319589,4497543135677613145876,0.457737101418,2112059943186255068969,4497543135677613145876,0.469603043144,53367584759551749380,4845180013388557558821,0.011014572134,2058692358426703319589,2112059943186255068969,0.974731974378,53367584759551749380,2112059943186255068969,0.025268025622,4497543135677613145876,4845180013388557558821,0.92825098825,2112059943186255068969,4845180013388557558821,0.435909488884
1/20,3/20,6,8,8,12,19,12,4,1325577702131628842,1373960412522506741,0.964785950199,19,11,6328759507789303371,538353334820950839869,0.0117557728325,19,11,2501903483534510971610,4600196106235916997889,0.543868875534,2558862319104614701949,4600196106235916997889,0.556250703233,6328759507789303371,538353334820950839869,0.0117557728325,2501903483534510971610,2558862319104614701949,0.977740562615,56958835570103730339,2558862319104614701949,0.0222594373855,4600196106235916997889,4845180013388557558821,0.949437604697,2558862319104614701949,4845180013388557558821,0.528125335289
1/20,3/20,7,8,8,12,19,12,3,1,1,1,19,10,8397026083993608103,692168573341222508403,0.0121314754922,19,10,2933806470894182040121,4670849652088387092092,0.628109806442,1496292826741068648421,2335424826044193546046,0.640694065617,8397026083993608103,692168573341222508403,0.0121314754922,2933806470894182040121,2992585653482137296842,0.980358395918,58779182587955256721,2992585653482137296842,0.0196416040823,4670849652088387092092,4845180013388557558821,0.964019838103,2992585653482137296842,4845180013388557558821,0.61764178941
1/20,3/20,8,8,8,12,19,12,2,1,1,1,19,9,16299988406704525898,1615060004462852519607,0.0100924970971,19,9,3352761547384115115433,4728484939332731561817,0.709056196731,485951644657746956161,675497848476104508831,0.719397768259,16299988406704525898,1615060004462852519607,0.0100924970971,3352761547384115115433,3401661512604228693127,0.985624682221,48899965220113577694,3401661512604228693127,0.014375317779,225165949492034836277,230722857780407502801,0.975915224257,485951644657746956161,692168573341222508403,0.702071234341
1/20,3/20,9,8,8,12,19,12,1,1,1,1,18,7,4456333332110975889,507852056399008035949,0.00877486519147,19,8,625887702541640290487,794775443221380593934,0.787502568027,1263723452823137931139,1589550886442761187868,0.795019186615,3982682579952450055,538353334820950839869,0.00739789711023,1251775405083280580974,1263723452823137931139,0.990545362031,11948047739857350165,1263723452823137931139,0.00945463796938,529850295480920395956,538353334820950839869,0.98420546732,1263723452823137931139,1615060004462852519607,0.782462230091
1/20,3/20,10,7,7,13,19,13,1,1,1,1,19,7,41987379010876132585,4845180013388557558821,0.00866580372553,19,7,4073968577336964344963,4778694649534947152591,0.852527494665,4115955956347840477548,4778694649534947152591,0.861313864603,41987379010876132585,4845180013388557558821,0.00866580372553,4073968577336964344963,4115955956347840477548,0.989798875533,41987379010876132585,4115955956347840477548,0.0102011244669,4778694649534947152591,4845180013388557558821,0.986278040512,1371985318782613492516,1615060004462852519607,0.849494950647
1/20,3/20,11,6,6,14,19,14,1,1,1,1,14,1,0,1,0,19,6,4386117599345641112182,4845180013388557558821,0.905253795984,4386117599345641112182,4845180013388557558821,0.905253795984,0,1,0,1,1,1,0,1,0,1,1,1,4386117599345641112182,4845180013388557558821,0.905253795984
1/20,3/20,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,4636000328630110453256,4845180013388557558821,0.956827262521,4636000328630110453256,4845180013388557558821,0.956827262521,0,1,0,1,1,1,0,1,0,1,1,1,4636000328630110453256,4845180013388557558821,0.956827262521
1/20,3/20,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,4772242919462675414299,4845180013388557558821,0.984946463553,4772242919462675414299,4845180013388557558821,0.984946463553,0,1,0,1,1,1,0,1,0,1,1,1,4772242919462675414299,4845180013388557558821,0.984946463553
1/20,3/20,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,3/20,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,3/20,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/5,0,8,8,12,19,12,10,7418604293372969,52475096956094908,0.14137380822,12,10,3033812584814990,1373960412522506741,0.00220807860049,19,17,59525308411413819369,1465909286585712710654,0.0406064065192,30060121967702361445,732954643292856355327,0.0410122539543,1189871047981807042,4845180013388557558821,0.000245578295274,59525308411413819369,60120243935404722890,0.990104239686,594935523990903521,60120243935404722890,0.00989576031378,2931818573171425421308,4845180013388557558821,0.605100030354,120240487870809445780,4845180013388557558821,0.0248165161126
1/20,1/5,1,8,8,12,19,12,9,50224441160560151,185009799402875316,0.271469086084,12,9,2416633094204990,1373960412522506741,0.0017588811673,19,16,28736622290282953170,388728008310622884877,0.0739247537505,259518339914879806909,3498552074795605963893,0.0741787843561,888739302333228379,4845180013388557558821,0.000183427509376,258629600612546578530,259518339914879806909,0.996575427761,888739302333228379,259518339914879806909,0.0034245722388,388728008310622884877,538353334820950839869,0.722068543404,259518339914879806909,4845180013388557558821,0.0535621667715
1/20,1/5,2,8,8,12,19,12,8,578264663514199871,1327883836440609610,0.435478351076,13,9,6895691967295267,2237660743461171580,0.00308165211704,19,15,474282518689597097275,3891914016077160388298,0.121863565518,477601923526727339891,3891914016077160388298,0.122716463302,474200691018606088,692168573341222508403,0.000685094223116,474282518689597097275,477601923526727339891,0.993049850359,3319404837130242616,477601923526727339891,0.00695014964056,3891914016077160388298,4845180013388557558821,0.803254782139,477601923526727339891,4845180013388557558821,0.0985725859941
1/20,1/5,3,8,8,12,19,12,7,378070523373009062,668820312856732619,0.56527966646,12,7,6067630982693774,1373960412522506741,0.00441616143187,19,14,748334047471525434050,4151420220142538540607,0.180259768414,755800091869275106634,4151420220142538540607,0.182058199794,2488681465916557528,1615060004462852519607,0.00154092198373,374167023735762717025,377900045934637553317,0.990121667782,3733022198874836292,377900045934637553317,0.00987833221783,1383806740047512846869,1615060004462852519607,0.856814444184,755800091869275106634,4845180013388557558821,0.155990095266
1/20,1/5,4,8,8,12,19,12,6,881872148347143327,1355587949660424455,0.650545874628,16,10,577443242441703904,150018628595844245849,0.00384914358868,19,13,1041734854361609605753,4355955877341366349559,0.239151838011,1052116294471154717828,4355955877341366349559,0.241535112866,10381440109545112075,4845180013388557558821,0.00214263248855,1041734854361609605753,1052116294471154717828,0.990132801703,10381440109545112075,1052116294471154717828,0.00986719829747,4355955877341366349559,4845180013388557558821,0.899028697655,1052116294471154717828,4845180013388557558821,0.217146997958
1/20,1/5,5,8,8,12,19,12,5,989948522703811686,1373960412522506741,0.720507311332,17,10,1816985959694470783,479475287827487078427,0.00378952994205,19,12,1399323017254632463027,4497543135677613145876,0.311130538394,1414724997540487888595,4497543135677613145876,0.314555070371,15401980285855425568,4845180013388557558821,0.0031788251919,1399323017254632463027,1414724997540487888595,0.98911309243,15401980285855425568,1414724997540487888595,0.0108869075705,4497543135677613145876,4845180013388557558821,0.92825098825,1414724997540487888595,4845180013388557558821,0.291986054931
1/20,1/5,6,8,8,12,19,12,4,1130715335748351534,1373960412522506741,0.822960636597,18,10,6232113450840038282,1523556169197024107847,0.00409050455562,19,11,138350428306950265036,353861238941224384453,0.39097367296,1817319094303642229073,4600196106235916997889,0.39505252653,18763526313288783605,4845180013388557558821,0.00387261696396,1798555567990353445468,1817319094303642229073,0.989675161411,18763526313288783605,1817319094303642229073,0.0103248385889,4600196106235916997889,4845180013388557558821,0.949437604697,605773031434547409691,1615060004462852519607,0.375077724518
1/20,1/5,7,8,8,12,19,12,3,1267201168033211573,1373960412522506741,0.922298165568,19,10,20574751270947182171,4845180013388557558821,0.00424643691547,19,10,2227400877309097953893,4670849652088387092092,0.476872741197,561993907145011284016,1167712413022096773023,0.481277668095,20574751270947182171,4845180013388557558821,0.00424643691547,2227400877309097953893,2247975628580045136064,0.990847431347,20574751270947182171,2247975628580045136064,0.00915256865304,4670849652088387092092,4845180013388557558821,0.964019838103,2247975628580045136064,4845180013388557558821,0.46396121968
1/20,1/5,8,8,8,12,19,12,2,1,1,1,18,8,2185125485809528108,507852056399008035949,0.00430268118102,19,9,2658182063857604370571,4728484939332731561817,0.562163588964,2676850464170724657233,4728484939332731561817,0.566111661244,18668400313120286662,4845180013388557558821,0.00385298384405,2658182063857604370571,2676850464170724657233,0.993025983123,18668400313120286662,2676850464170724657233,0.00697401687655,225165949492034836277,230722857780407502801,0.975915224257,2676850464170724657233,4845180013388557558821,0.552476988837
1/20,1/5,9,8,8,12,19,12,1,1,1,1,19,8,1010142366958400983,230722857780407502801,0.00437816338041,19,8,760820118420151081496,1192163164832070890901,0.638184554651,3064493463386730746627,4768652659328283563604,0.642632978813,1010142366958400983,230722857780407502801,0.00437816338041,3043280473680604325984,3064493463386730746627,0.993077815319,21212989706126420643,3064493463386730746627,0.00692218468062,529850295480920395956,538353334820950839869,0.98420546732,3064493463386730746627,4845180013388557558821,0.632482891228
1/20,1/5,10,7,7,13,19,13,1,1,1,1,19,7,22681069333173055768,4845180013388557558821,0.00468116133363,19,7,3409876903025258182255,4778694649534947152591,0.713558231505,3432557972358431238023,4778694649534947152591,0.718304521234,22681069333173055768,4845180013388557558821,0.00468116133363,3409876903025258182255,3432557972358431238023,0.993392371078,22681069333173055768,3432557972358431238023,0.00660762892159,4778694649534947152591,4845180013388557558821,0.986278040512,3432557972358431238023,4845180013388557558821,0.708447975694
1/20,1/5,11,6,6,14,19,14,1,1,1,1,14,1,0,1,0,19,6,1282412637739262457473,1615060004462852519607,0.794034050868,1282412637739262457473,1615060004462852519607,0.794034050868,0,1,0,1,1,1,0,1,0,1,1,1,1282412637739262457473,1615060004462852519607,0.794034050868
1/20,1/5,12,5,5,15,19,15,1,1,1,1,15,1,0,1,0,19,5,4193271776833136449472,4845180013388557558821,0.865452215448,4193271776833136449472,4845180013388557558821,0.865452215448,0,1,0,1,1,1,0,1,0,1,1,1,4193271776833136449472,4845180013388557558821,0.865452215448
1/20,1/5,13,4,4,16,19,16,1,1,1,1,16,1,0,1,0,19,4,507588406261757340991,538353334820950839869,0.942853649138,507588406261757340991,538353334820950839869,0.942853649138,0,1,0,1,1,1,0,1,0,1,1,1,507588406261757340991,538353334820950839869,0.942853649138
1/20,1/5,14,3,3,17,19,17,1,1,1,1,17,1,0,1,0,19,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/5,15,2,2,18,19,18,1,1,1,1,18,1,0,1,0,19,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1/20,1/5,16,1,1,19,19,19,1,1,1,1,19,1,0,1,0,19,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
