metric,bin_log2_lo,count,ccdf
tau,0,199993,0
tc,0,100000,0.4999925
tc,1,25002,0.37498062
tc,2,20315,0.2734041
tc,3,15342,0.19669295
tc,4,11073,0.14132712
tc,5,10121,0.090721361
tc,6,18144,0
h,0,200000,0
